 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      2.5205562;      1.9475774;      3.2661817;      8.8260403;      0.1291310;      0.1552081;      1.9636904;     20.6342869;      0.0219553;      6.8919063;      0.0000005;      7.5261822
        2005;           2;      0.5688921;      0.4401959;      0.7187492;      1.8439786;      0.0260965;      0.0609965;      0.4237171;      4.1575809;      0.0085860;      2.7962976;      0.0000008;      1.5099634
        2005;           3;      0.5252120;      0.4067844;      0.6148504;      1.5035578;      0.0196562;      0.0900884;      0.3365321;      3.1413987;      0.0109518;      4.4815831;      0.0000013;      1.1519967
        2005;           4;      0.2198845;      0.1702835;      0.2275162;      0.5469591;      0.0033019;      0.0252011;      0.1080086;      1.0844972;      0.0042426;      2.3942435;      0.0000022;      0.4173324
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000087;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000098;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000038;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000024;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000023;      0.0000000
        2005;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000023;      0.0000000
        2005;          11;      2.9912629;      2.3266647;      3.0798669;      6.8619761;      0.0012648;      0.0433551;      1.5196898;     13.5419636;      0.0189850;     28.0178452;      0.0000010;     12.8666649
        2005;          12;      1.9601973;      1.5296755;      2.3660417;      4.9680004;      0.0086852;      0.0617535;      1.3845605;      9.8489256;      0.0161006;     15.6789446;      0.0000006;      8.0820742
        2006;           1;      2.0416584;      1.5977587;      2.8850598;      5.7525625;      0.0299056;      0.1373400;      2.0046363;     11.2704687;      0.0236989;     13.6010675;      0.0000005;      5.1198077
        2006;           2;      0.4135896;      0.3238259;      0.5928764;      1.1698081;      0.0063611;      0.0510809;      0.4199969;      2.0474563;      0.0079271;      3.5280142;      0.0000005;      0.9063764
        2006;           3;      0.4817090;      0.3772466;      0.6717107;      1.3071563;      0.0080999;      0.0790751;      0.4640067;      2.1315501;      0.0090616;      5.0557976;      0.0000007;      0.9123830
        2006;           4;      0.1656500;      0.1297783;      0.2166671;      0.4234094;      0.0006095;      0.0124495;      0.1377572;      0.0000000;      0.0048745;      2.6280212;      0.0000000;      0.2996945
        2006;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000046;      0.0000000
        2006;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000016;      0.0000000
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000005;      0.0000000
