 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      1.7013810;      1.7831684;      2.7761137;      5.4998531;      0.1401734;      0.0786578;      2.0732479;     15.0349083;      0.0357030;      7.6687603;      0.0000037;      5.2457523
        2005;           2;      0.2454007;      0.2572535;      0.4112178;      0.8106626;      0.0188335;      0.0177260;      0.3197485;      2.0419059;      0.0144853;      2.3978653;      0.0000076;      0.8361839
        2005;           3;      0.4920381;      0.5159553;      0.7559781;      1.4687563;      0.0324289;      0.0398314;      0.5383785;      3.1135988;      0.0287333;      7.4512329;      0.0000089;      1.2733457
        2005;           4;      0.2235547;      0.2344657;      0.3018142;      0.5850151;      0.0000000;      0.0000000;      0.1841361;      1.1451229;      0.0125686;      4.2429299;      0.0000136;      0.6665938
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000430;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000253;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000118;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000064;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000055;      0.0000000
        2005;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000108;      0.0000000
        2005;          11;      2.4560807;      2.5817750;      3.3003216;      6.3613067;      0.0124516;      0.0175342;      2.0673690;     13.1653032;      0.0386924;     37.2016716;      0.0000066;     16.6471977
        2005;          12;      1.1649157;      1.2252072;      1.8666980;      3.5508945;      0.0257252;      0.0339632;      1.3910972;      7.9362545;      0.0265708;     13.6226559;      0.0000049;      4.6143785
        2006;           1;      1.3088362;      1.3773873;      2.4691684;      4.6349421;      0.0488790;      0.0800946;      2.1755600;     10.0604658;      0.0399143;     11.5420103;      0.0000031;      2.2904828
        2006;           2;      0.1887656;      0.1986930;      0.3635264;      0.6836610;      0.0072363;      0.0161193;      0.3255009;      0.0000000;      0.0128826;      2.5569024;      0.0000000;      0.4331013
        2006;           3;      0.4303878;      0.4531464;      0.7682418;      1.4420282;      0.0192142;      0.0345505;      0.6369926;      1.9167893;      0.0205303;      6.6897831;      0.0000017;      0.9506283
        2006;           4;      0.1979610;      0.2084654;      0.3057237;      0.5744797;      0.0000000;      0.0000000;      0.2139374;      0.7753755;      0.0131232;      4.0967445;      0.0000055;      0.5635441
        2006;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000249;      0.0000000
        2006;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000026;      0.0000000
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000011;      0.0000000
        2006;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000002;      0.0000000
        2006;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000001;      0.0000000
        2006;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000001;      0.0000000
        2006;          11;      2.3545039;      2.4836090;      3.2443476;      6.1812253;      0.0160598;      0.0230621;      2.0906167;     11.1890173;      0.0432167;     37.4802589;      0.0000046;     14.8538227
        2006;          12;      1.1117238;      1.1731855;      1.8347317;      3.4825237;      0.0222776;      0.0344703;      1.4153689;      6.9208241;      0.0273294;     14.1895208;      0.0000037;      4.3302059
        2007;           1;      0.5123531;      0.5408129;      0.9117618;      1.7297114;      0.0144848;      0.0256848;      0.7584680;      3.4770010;      0.0174762;      6.0683703;      0.0000037;      1.5563995
        2007;           2;      0.6863157;      0.7246295;      1.2379359;      2.3430490;      0.0320156;      0.0577974;      1.0412056;      4.7252417;      0.0268032;      7.9337945;      0.0000035;      1.3116854
        2007;           3;      0.2372493;      0.2505230;      0.3867739;      0.7312528;      0.0084555;      0.0235030;      0.2939121;      1.3864853;      0.0187686;      3.8475425;      0.0000063;      0.5126764
        2007;           4;      0.2495945;      0.2635945;      0.3521126;      0.6658968;      0.0000000;      0.0000000;      0.2270048;      1.2189914;      0.0110924;      4.5813823;      0.0000092;      0.6425917
        2007;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000211;      0.0000000
        2007;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000182;      0.0000000
        2007;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000036;      0.0000000
        2007;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000023;      0.0000000
        2007;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000019;      0.0000000
        2007;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000276;      0.0000000
