"";"Year";"NG_PP";"CaG_PP";"MgG_PP";"KG_PP";"SG_PP";"PG_PP";"NG_PU";"CaG_PU";"MgG_PU";"KG_PU";"SG_PU";"PG_PU";"NG_AU";"CaG_AU";"MgG_AU";"KG_AU";"SG_AU";"PG_AU";"NG_Diff";"CaG_Diff";"MgG_Diff";"KG_Diff";"SG_Diff";"PG_Diff"
"12";2016;0,0039063;584538,2695313;190322,7451172;560111,7617186;239735,8906247;171959,1191407;272401,0949707;34548,5271455;14548,8761292;37957,7551878;13427,5726318;10519,328735;206443,2546386;38265,366913;16722,1776276;67175,775879;13427,5732727;10519,328735;65957,8403321;-3716,83976749999;-2173,3014984;-29218,0206912;-0,000640899999780231;0
"13";2017;0,0048828;584618,5859375;190228,140625;559899,1796877;239641,8515625;170977,1191405;272388,1569824;34709,1626739;14659,0688781;38272,1240846;13544,7528991;10501,2841796;208621,2507324;38582,3357542;16923,7813873;68719,0827636;13544,753662;10501,2841796;63766,90625;-3873,1730803;-2264,7125092;-30446,958679;-0,000762899999244837;0
"14";2018;0,008789;585716,1445314;190523,4248046;560816,0351563;239981,0449219;172417,5214843;268737,1240235;33906,9030151;14380,586792;37465,7833252;13248,0535277;10430,7922366;203405,7211914;37923,35141;16729,0733184;69039,0053712;13248,0535277;10430,7930906;65331,4028321;-4016,44839490001;-2348,4865264;-31573,222046;0;-0,00085399999989022
"15";2019;0,0068359;586950,9062502;190681,6191405;561315,9804687;240274,1054687;171806,1787109;264953,4682616;33561,9286958;14337,1605529;37343,4854734;13075,0108033;10237,8681644;202780,4499512;37713,8232422;16764,8449707;69981,4338379;13075,0113219;10237,8681644;62173,0183104;-4151,8945464;-2427,6844178;-32637,9483645;-0,000518599999850267;0
"16";2020;0,0092773;586365,2382814;190557,455078;561068,5156249;239867,9179687;170612,4580078;265586,0646972;34005,0747835;14497,5950928;37774,7738037;13400,0534362;10309,6767575;205756,1291505;38293,8753051;17005,3317414;71488,9394532;13400,0541991;10309,6757815;59829,9355467;-4288,8005216;-2507,7366486;-33714,1656495;-0,000762899999244837;0,000975999999354826
"17";2021;0,0083008;587313,4609375;190784,0107423;561741,3164064;240282,6210937;172199,4414061;264554,4091795;33296,6647796;14259,1650695;37099,5309446;13081,7269896;10389,0971678;201698,824707;37710,9913635;16840,2990111;71800,456543;13081,7277525;10389,0966798;62855,5844725;-4414,32658389999;-2581,1339416;-34700,9255984;-0,000762900001063826;0,000487999999677413
"18";2022;0,0058594;587686,3007811;190792,4931639;561800,5820311;240162,5097655;171699,044922;262972,4106447;33236,6102448;14279,580414;37154,0153195;13173,0242308;10164,4306643;201942,2626954;37773,0100708;16932,0964965;72814,6015624;13173,0252075;10164,4296875;61030,1479493;-4536,399826;-2652,5160825;-35660,5862429;-0,000976699999228003;0,000976799999989453
"19";2023;0,0097656;586517,4687499;190561,9599612;561236,1406249;239629,59375;170582,0595702;264022,7539063;33779,4009247;14462,7276613;37656,1271364;13533,1060794;10264,2597656;205014,7709961;38437,3502504;17186,3111723;74272,1423339;13533,1058351;10264,2607424;59007,9829102;-4657,9493257;-2723,583511;-36616,0151975;0,00024430000121356;-0,000976799999989453
"20";2024;0,0058593;587459,8710938;190859,0136718;562131,207031;240141,3671876;172150,1728515;261017,2099612;33085,139389;14187,3955078;36860,4898681;13125,4319764;10279,3369143;199869,2966309;37852,0696411;16974,7009584;74333,210205;13125,4316712;10279,3359375;61147,9133303;-4766,93025210001;-2787,3054506;-37472,7203369;0,000305199999274919;0,000976799999989453
"21";2025;0,0039062;594658,2617187;196127,8681642;573268,0625001;239964,0722654;170358,5791015;236642,5773923;32453,080925;14118,6375503;36694,4246063;13111,9190521;8153,7052001;177199,5251465;36111,6627727;16257,875119;65454,4729373;13111,919403;8153,7052001;59443,0522458;-3658,5818477;-2139,2375687;-28760,048331;-0,00035089999983029;0
"22";2026;10321,884522;575134,5;209376,7265628;607241,4375;236111,71875;175472,8828128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"23";2027;10321,884522;575134,5;209376,7265628;607241,4375;236111,71875;175472,8828128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24";2028;1,53e-05;575729,6367186;208516,1562499;604660,796875;238120,0800783;174381,919922;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;903,9049521;232,1404502;759,4132827;881,9328519;154,4901012;-0,000346600000739272;-13,5795267;-7,9402278;-106,7487947;-6,86000000769127e-05;-1,19999999981246e-05
"25";2029;0,0001833;577356,660156;207989,1367187;603043,691406;241974,3007813;173605,6337889;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;920,6805339;241,949441;891,2860145;881,9328519;154,4901012;-0,000346600000739272;-30,3551085;-17,7492186;-238,6215265;-6,86000000769127e-05;-1,19999999981246e-05
"26";2030;9,16e-05;579514,7734373;207436,5527342;601337,9140626;246735,9843751;172741,4570312;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;940,2465639;253,3900213;1045,0940912;881,9328519;154,4901012;-0,000346600000739272;-49,9211385;-29,1897989;-392,4296032;-6,86000000769127e-05;-1,19999999981246e-05
"27";2031;1,91e-05;581721,984375;206885,1699219;599634,7304687;251573,0234373;171873,2001953;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;960,0297422;264,9576131;1200,6094322;881,9328519;154,4901012;-0,000346600000739272;-69,7043168;-40,7573907;-547,9449442;-6,86000000769127e-05;-1,19999999981246e-05
"28";2032;9,16e-05;583942,2109375;206334,0820313;597932,2148439;256430,0878906;171003,8681642;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;979,8704052;276,5587801;1356,5764084;881,9328519;154,4901012;-0,000346600000739272;-89,5449798000001;-52,3585577;-703,9119204;-6,86000000769127e-05;-1,19999999981246e-05
"29";2033;0,0002441;594954,5585937;204652,9023437;592699,5351563;257849,7988281;167671,6376954;24004,8696138;4451,6270235;1121,0010683;3263,3220443;2322,3456423;772,4503788;24004,8707579;4602,9952161;1209,5085582;4453,2223358;2322,3456648;772,4502864;-0,00114409999878262;-151,3681926;-88,5074898999999;-1189,9002915;-2,24999998863495e-05;9,23999998576619e-05
"30";2034;0,0001221;621829,9453124;201565,3984373;582165,5859375;256137,984375;161868,5351562;39192,9812015;9017,9003524;1956,481411;5502,4394455;3432,2911376;1386,526794;39192,9816286;9300,4029045;2121,6655904;7723,1877594;3432,2911071;1386,5267028;-0,000427099999797065;-282,502552100001;-165,1841794;-2220,7483139;3,05000003208988e-05;9,11999998152169e-05
"31";2035;0,0004883;653814,5195312;198556,1230468;568745,0195313;255491,1914063;154546,328125;55971,6138304;11943,1055143;3028,4447482;8199,2516633;3966,7824556;2213,859192;55971,6174926;12433,4194717;3315,1392252;12053,5886843;3966,7825167;2213,859192;-0,00366220000432804;-490,3139574;-286,694477;-3854,337021;-6,1100000039005e-05;0
"32";2036;0,0003051;658710,2539064;196723,1552734;554367,4804686;255548,3671874;146777,6845702;69536,9920045;11424,7913972;3974,8333512;10513,52919;4115,2274626;2963,2710576;69536,9883422;12212,5996934;4435,4787141;16706,4791869;4115,2276458;2963,270874;0,00366230000508949;-787,808296199999;-460,6453629;-6192,9499969;-0,000183199999810313;0,000183599999672879
"33";2037;0;654590,8671874;196526,4277345;540155,3476561;255149,3164063;139291,9101563;82207,5402221;13800,0221863;4897,8490069;12740,3065492;4388,8488463;3702,6716304;82207,5518798;14958,8470384;5575,4338686;21849,7984008;4388,8489988;3702,6712644;-0,0116577000007965;-1158,8248521;-677,5848617;-9109,4918516;-0,000152499999785505;0,000366000000212807
"34";2038;0,0048828;650985,2343749;197899,8769532;526504,9960938;254657,2929688;132444,2167969;92049,5950319;15837,4508972;5641,6693573;14537,4331055;4653,9379732;4305,4094244;92049,5969241;17426,6307677;6570,8910064;27029,9450074;4653,9380952;4305,4097904;-0,00189220000174828;-1589,1798705;-929,2216491;-12492,5119019;-0,000122000000374101;-0,000365999999303313
"35";2039;0,0048828;582087,2304686;189589,1250001;512699,9531248;240942,5683594;122365,7275391;169830,0593263;25517,9933319;9845,237732;28529,4279174;7545,1165926;8232,5463864;168564,4676515;27596,8063965;11060,7545547;44870,9210203;7545,1165926;8232,5456544;1265,5916748;-2078,8130646;-1215,5168227;-16341,4931029;0;0,000732000002244604
"36";2040;0,0041504;579124,6640626;187048,970703;503072,4726564;240745,6660158;117304,7543946;176680,9549562;36973,283493;11696,1656798;29744,3377685;9543,5065004;8612,8593744;166460,383667;39454,2721557;13146,8428192;49247,3236085;9543,5073699;8612,8593744;10220,5712892;-2480,9886627;-1450,6771394;-19502,98584;-0,000869499999680556;0
"37";2041;0,0012207;596896,984375;190596,4345703;505610,359375;245859,5;115918,7944336;181714,9808348;34148,8133241;11467,861954;30603,6408079;9006,627823;8854,8244632;167667,8483885;37049,8585204;13164,1546172;53408,7177736;9006,627762;8854,82373;14047,1324463;-2901,0451963;-1696,2926632;-22805,0769657;6,10000006417977e-05;0,00073319999864907
"38";2042;0;596536,4179687;193555,0927732;527017,5898436;246334,7832031;119332,8706056;203709,5307617;34688,6253967;12312,2972412;34469,8704224;9336,5866699;9910,1271972;176919,5883786;37991,1917725;14243,3661194;60431,2946778;9336,5873111;9910,1264652;26789,9423831;-3302,5663758;-1931,0688782;-25961,4242554;-0,00064120000024559;0,000732000000425614
"39";2043;0,00708;590605,1289061;195815,7275391;554599,4999999;245326,9804687;129042,0458986;222992,3955079;36098,30896;12985,5196531;36065,1688233;9973,2997132;10817,0654292;184978,8681641;39741,9208681;15116,004654;64707,557129;9973,3001099;10817,0639652;38013,5273438;-3643,6119081;-2130,4850009;-28642,3883057;-0,00039670000114711;0,00146400000085123
"40";2044;0;581419,1914062;194143,198242;564178,6562501;243572,5625001;146043,5820313;258704,1577148;38554,0307007;13940,3569335;37410,3793334;11063,8753965;12507,5507808;204211,1108397;42477,6931457;16234,5913239;68254,2314452;11063,875122;12507,5507808;54493,0468751;-3923,662445;-2294,2343904;-30843,8521118;0,000274500000159605;0
"41";2045;0;579411,2851563;191291,3847656;562240,1132813;243204,5410156;170904,9531251;280707,2807617;38685,1143494;14556,6806031;37771,7390136;11105,2464293;12739,2519526;206469,7226562;42803,5785828;16964,8156891;70146,8901367;11105,247162;12739,2519526;74237,5581055;-4118,4642334;-2408,135086;-32375,1511231;-0,000732699998479802;0
"42";2046;0,0009766;585335,4960938;191050,4238281;561863,7929689;243882,8828124;173617,2099609;274576,8742674;36866,9035949;14412,6703799;37340,7214357;10775,1938171;10507,3588869;201799,1657715;41166,3327027;16926,6237489;71138,474121;10775,1940613;10507,3581543;72777,7084959;-4299,4291078;-2513,953369;-33797,7526853;-0,000244200000452111;0,000732599999537342
"43";2047;0,0009766;585913,7460936;190891,9160156;561260,1093751;243302,5839844;172157,4951172;281126,0051272;36615,4725342;14687,1297301;38230,0579222;11294,7103269;10827,8142092;208925,333252;41132,130127;17328,0972138;73735,4099121;11294,711029;10827,8133545;72200,6718752;-4516,65759279999;-2640,9674837;-35505,3519899;-0,000702100000125938;0,000854699999763397
"44";2048;0,0048828;584909,9765624;190317,397461;560396,8164063;242958,0898439;173705,8974611;287407,8125;36391,9092408;14709,6823121;38139,2069091;11430,2876587;10741,6043699;207719,2019045;41092,2315063;17458,0434876;75088,3444824;11430,2878418;10741,6043699;79688,6105955;-4700,3222655;-2748,3611755;-36949,1375733;-0,000183100000867853;0
"45";2049;0,0002441;582808,2031249;189372,5410157;558326,8984375;242170,0195314;173417,2714844;293586,5944822;36719,5657044;15015,2189025;38907,4372558;11894,8272707;10957,160278;213176,8911131;41582,277527;17858,5307463;77133,1176759;11894,8280335;10957,160278;80409,7033691;-4862,71182259999;-2843,3118438;-38225,6804201;-0,000762800000302377;0
"46";2050;0,0019531;579330,3828125;188201,0927734;555614,21875;241061,5058594;172205,8046874;294682,8823242;37586,7194824;15459,7875061;40078,1932983;12534,1655273;11200,8991697;217481,6494142;42609,7059327;18396,8146361;79563,760498;12534,1658629;11200,8983157;77201,23291;-5022,9864503;-2937,02713;-39485,5671997;-0,000335599999743863;0,00085399999989022
"47";2051;0;578760,4414063;187962,1347656;555500,0234376;240829,4101562;173432,1230468;298625,9104002;37318,767578;15405,6080016;39802,4716795;12611,0603944;11087,5214843;215632,5346679;42468,9737244;18417,0242615;80288,1357421;12611,0602724;11087,5214843;82993,3757323;-5150,2061464;-3011,4162599;-40485,6640626;0,000121999999464606;0
"48";2052;0,0097655;577399,3945313;187514,897461;554668,484375;240266,6894533;173170,0742188;302494,6010743;37578,7593079;15597,5175169;40275,8837892;12999,9028321;11189,1540524;217740,2185059;42835,9534606;18671,4878234;81602,5554198;12999,9031983;11189,1540524;84754,3825684;-5257,1941527;-3073,9703065;-41326,6716306;-0,000366199999916716;0
"49";2053;0,0004883;575702,933594;186952,0419924;553466,0273436;239640,2480468;172132,8144533;305037,8117676;38156,044403;15900,0203858;41079,0040282;13434,5849302;11391,8095705;222095,1540528;43516,0625307;19034,1128234;83213,9831543;13434,5852965;11391,8095705;82942,6577148;-5360,0181277;-3134,0924376;-42134,9791261;-0,000366299998859176;0
"50";2054;0;576189,2656249;186975,8310546;553885,6874999;239718,84375;173268,0322265;306536,0371094;37556,1604918;15752,660553;40598,0705566;13341,3624267;11213,4267581;219147,0346679;42997,8670349;18934,5194396;83375,2043458;13341,3629762;11213,4267581;87389,0024415;-5441,7065431;-3181,8588866;-42777,1337892;-0,000549500000488479;0
"51";2055;0,0058593;576646,7656252;186774,8496097;553571,2539063;239783,2128908;172989,1669922;307383,0620118;37409,9699095;15834,0754699;40795,9735106;13315,9367982;11259,7993163;220354,7441406;42925,2247619;19058,9411009;84151,2595216;13315,9375609;11259,7985837;87028,3178712;-5515,25485239999;-3224,865631;-43355,286011;-0,000762699999540928;0,000732599999537342
"52";2056;0,0078124;575568,9570315;186323,4677735;552575,8515624;239233,2187497;172006,810547;307222,0988771;37696,4206849;16060,5638733;41408,5085452;13691,563202;11410,732666;223677,2797851;43287,1804199;19329,5783691;85357,3706055;13691,5634157;11410,732666;83544,819092;-5590,759735;-3269,0144958;-43948,8620603;-0,000213699999221717;0
"53";2057;0,0097655;576316,2773439;186441,6816407;553171,5546876;239428,9003906;172959,2968749;308222,4697263;37170,7928161;15914,777649;40940,0283202;13530,4898683;11258,9218749;220831,5727539;42818,6221619;19217,1623231;85337,5021971;13530,4904786;11258,9218749;87390,8969724;-5647,8293458;-3302,3846741;-44397,4738769;-0,000610300001426367;0
"54";2058;0,0078124;576286,7851563;186282,9863281;552907,5000001;239324,7832031;172694,4521484;308839,1621094;37157,8802185;15988,0550231;41122,0754393;13616,7006838;11298,8093262;221839,8432615;42854,8581848;19319,1792907;85905,9191894;13616,7005617;11298,8093262;86999,3188479;-5696,97796629999;-3331,1242676;-44783,8437501;0,000122100000226055;0
"55";2059;0,0058593;575160,5390624;185837,0742188;551819,3554687;238778,548828;171895,3691407;310363,7221678;37574,0827944;16212,647705;41743,6921387;13973,0672301;11469,7285159;225377,1774903;43323,6374207;19574,5136107;86940,8532714;13973,0673522;11469,7285159;84986,5446775;-5749,5546263;-3361,8659057;-45197,1611327;-0,000122100000226055;0
"56";2060;0,0043945;576300,9335937;186099,8632812;552752,3359375;239252,5546875;172885,7158202;310202,3437499;36934,3243105;16014,9836122;41143,501831;13654,8169555;11276,3647461;221816,8745117;42723,5355837;19400,0387878;86652,4199218;13654,8169556;11276,3654787;88385,4692382;-5789,2112732;-3385,0551756;-45508,9180908;-9,99989424599335e-08;-0,000732599999537342
"57";2061;0;576514,4843749;185989,0722656;552563,1757813;239217,8535157;172673,9394531;311340,3171387;36929,8909606;16080,5864258;41310,6275637;13715,2587586;11325,0708005;222837,6237793;42753,7248231;19485,8822328;87091,6494141;13715,2596739;11325,0715331;88502,6933594;-5823,8338625;-3405,295807;-45781,0218504;-0,000915299999178387;-0,000732599999537342
"58";2062;0,0058593;575801,6796875;185645,1357422;551707,671875;238940,8378906;171923,9814454;308840,1555175;37054,7626954;16202,3267211;41655,3790281;13820,568207;11403,650635;224771,6218261;42917,6704408;19630,4710084;87743,5895996;13820,5684511;11403,650635;84068,5336914;-5862,9077454;-3428,1442873;-46088,2105715;-0,000244099999690661;0
"59";2063;0;577414,1093749;186028,1933593;552950,9414062;239531,7324217;172800,921875;305823,8408202;36272,227234;15955,869629;40917,0103758;13425,3977358;11178,9038087;220403,2663573;42161,5494995;19399,459137;87212,8610839;13425,3979799;11178,9030761;85420,5744629;-5889,3222655;-3443,589508;-46295,8507081;-0,000244100001509651;0,000732600001356332
"60";2064;0,0083007;577903,1640625;185931,7128906;552742,140625;239642,5429688;172567,966797;307607,2807617;36276,3321229;16024,0437624;41100,8643801;13395,943817;11259,0683596;221912,7851561;42189,1192016;19481,3544923;87581,1943358;13395,9441832;11259,0683596;85694,4956056;-5912,7870787;-3457,3107299;-46480,3299557;-0,000366199999916716;0
"61";2065;0,0117186;576779,3984375;185508,0996093;551624,7578124;239137,5761717;171930,5947265;307342,9064942;36555,7369077;16191,5739442;41580,8601071;13672,0311584;11379,256348;224174,6376952;42499,6984253;19667,1124572;88306,2270507;13672,0315551;11379,2556154;83168,268799;-5943,9615176;-3475,538513;-46725,3669436;-0,00039670000114711;0,000732600001356332
"62";2066;0,0078124;578204,0039063;185927,5146483;552941,8945312;239683,2050782;172774,4130858;306528,1623533;35947,4361266;15977,3479616;40940,3749998;13360,2432251;11182,8063964;220677,6384276;41910,9809874;19464,33844;87819,6960448;13360,2435912;11182,8063964;85850,5239257;-5963,5448608;-3486,9904784;-46879,321045;-0,000366100000974257;0
"63";2067;0,0039062;586941,9531248;192334,3769532;566263,5898437;239659,4433593;171646,6171874;278107,4472655;35176,2339555;15900,7431298;40763,7528534;13320,9115142;9314,1440738;193466,7019044;39676,3392451;18532,0366009;76139,0431654;13320,9115143;9314,143982;84640,7453611;-4500,1052896;-2631,2934711;-35375,290312;-1,00000761449337e-07;9,18000005185604e-05
"64";2068;12757,4956056;564554,4843744;207625,96875;604814,3906256;235121,6484372;179931,6679692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";2069;12757,4956056;564554,4843744;207625,96875;604814,3906256;235121,6484372;179931,6679692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66";2070;0,0001984;564742,5312502;206629,5332033;601835,214844;236806,6777344;178732,3691405;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;904,5014522;232,4892292;764,1023115;881,9328519;154,4901012;-0,000346600000739272;-14,1760268;-8,28900680000001;-111,4378235;-6,86000000769127e-05;-1,19999999981246e-05
"67";2071;0,0001833;566272,785156;206111,5585939;600247,316406;240485,2226561;177977,0205077;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;920,6805326;241,949441;891,2860145;881,9328519;154,4901012;-0,000346600000739272;-30,3551072;-17,7492186;-238,6215265;-6,86000000769127e-05;-1,19999999981246e-05
"68";2072;9,16e-05;568430,8984373;205558,9746095;598541,5390626;245246,9062502;177112,8437501;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;940,2465639;253,3900213;1045,0940912;881,9328519;154,4901012;-0,000346600000739272;-49,9211385;-29,1897989;-392,4296032;-6,86000000769127e-05;-1,19999999981246e-05
"69";2073;1,91e-05;570638,109375;205007,5917967;596838,3554687;250083,9453124;176244,586914;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;960,0297422;264,9576131;1200,6094322;881,9328519;154,4901012;-0,000346600000739272;-69,7043168;-40,7573907;-547,9449442;-6,86000000769127e-05;-1,19999999981246e-05
"70";2074;9,16e-05;572858,3359375;204456,5039063;595135,8398439;254941,0097654;175375,2548827;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9745023;979,8704052;276,5587801;1356,5764084;881,9328519;154,4901012;-0,000346600000739272;-89,5449798000001;-52,3585577;-703,9119204;-6,86000000769127e-05;-1,19999999981246e-05
"71";2075;0,0002441;583870,6835937;202775,3242189;589903,1601563;257477,5292969;172043,024414;24004,8696138;4451,6270235;1121,0010683;3263,3220443;2446,435486;772,4503788;24004,8707579;4602,9952161;1209,5085582;4453,2223358;2446,4355238;772,4502864;-0,00114409999878262;-151,3681926;-88,5074898999999;-1189,9002915;-3,78000004275236e-05;9,23999998576619e-05
"72";2076;0,0001221;610746,0703124;199687,8203124;579369,2109375;256137,984375;166239,921875;39192,9812015;9017,9003524;1956,481411;5502,4394455;3432,2911376;1386,526794;39192,9816286;9300,4029045;2121,6655904;7723,1877594;3432,2911071;1386,5267028;-0,000427099999797065;-282,502552100001;-165,1841794;-2220,7483139;3,05000003208988e-05;9,11999998152169e-05
"73";2077;0,0004883;650119,8945312;196678,5234375;565948,6445313;255491,1914063;158917,7148438;55971,6138304;12866,7617643;3028,4447482;8199,2516633;3966,7824556;2213,859192;55971,6174926;13357,0760879;3315,1392252;12053,5886843;3966,7825167;2213,859192;-0,00366220000432804;-490,3143236;-286,694477;-3854,337021;-6,1100000039005e-05;0
"74";2078;0,0003051;658710,2539064;194845,5712891;551571,1054686;255548,3671874;151149,0712891;69536,9920045;11424,7913972;3974,8333512;10513,52919;4115,2274626;2963,2710576;69536,9883422;12212,5996934;4435,4787141;16706,4791869;4115,2276458;2963,270874;0,00366230000508949;-787,808296199999;-460,6453629;-6192,9499969;-0,000183199999810313;0,000183599999672879
"75";2079;0;654590,8671874;194648,8320314;537358,9726561;255149,3164063;143663,296875;82207,5402221;13800,0221863;4897,8490069;12740,3065492;4388,8488463;3702,6716304;82207,5518798;14958,8470384;5575,4338686;21849,7984008;4388,8489988;3702,6712644;-0,0116577000007965;-1158,8248521;-677,5848617;-9109,4918516;-0,000152499999785505;0,000366000000212807
"76";2080;0,0048828;650985,2343749;196022,3076172;523708,6210938;254657,2929688;136815,6035157;92049,5950319;15837,4508972;5641,6693573;14537,4331055;4653,9379732;4305,4094244;92049,5969241;17426,6307677;6570,8910064;27029,9450074;4653,9380952;4305,4097904;-0,00189220000174828;-1589,1798705;-929,2216491;-12492,5119019;-0,000122000000374101;-0,000365999999303313
"77";2081;0,0019531;581898,5703123;188922,3632812;509793,7070313;240895,0976563;126703,8652344;169830,0593263;25517,9933319;10001,6986695;28529,4279174;7545,1165926;8232,5463864;168632,8504639;27596,9170533;11217,2789765;44871,7813721;7545,1165926;8232,5456544;1197,2088624;-2078,9237214;-1215,580307;-16342,3534547;0;0,000732000002244604
"78";2082;0,0012207;577988,4531251;186743,555664;499450,4804685;240460,9101563;121425,5341798;176680,9549562;36997,939743;11696,1656798;29744,3377685;9549,5982972;8612,8593744;166913,3563231;39479,8617095;13147,3878633;49254,6513671;9549,5989226;8612,8593744;9767,59863310002;-2481,92196650001;-1451,2221835;-19510,3135986;-0,000625399999989895;0
"79";2083;0,0061034;596284,9648439;190435,5410156;501617,1406251;245678,6621094;119930,3374023;181714,9808348;34292,0008241;11504,4293369;30603,6408079;9041,8914949;8854,8244632;167666,6882323;37193,9407501;13201,2439728;53415,7248535;9041,8914339;8854,82373;14048,2926025;-2901,93992600001;-1696,8146359;-22812,0840456;6,09999988228083e-05;0,00073319999864907
