"";"YEAR";"Month";"DW_F";"N_F";"Ca_F";"Mg_F";"K_F";"S_F";"P_F";"DW_Brk";"N_Brk";"Ca_Brk";"Mg_Brk";"K_Brk";"S_Brk";"P_Brk";"DW_Brh";"N_Brh";"Ca_Brh";"Mg_Brh";"K_Brh";"S_Brh";"P_Brh";"DW_Bol";"N_Bol";"Ca_Bol";"Mg_Bol";"K_Bol";"S_Bol";"P_Bol"
"5271";2444;1;4521,9355469;10,5560093;1,2079011;0,5538933;3,0815744;0,3629946;0,1325341;595,4265137;0,2774161;0,0664283;0,0143736;0,0596039;0,0071591;0,0052502;22893,8710938;0,2122193;1,986279;0,4161539;0,8658249;0,1523071;"      0.0652921";6212,7695312;0,2726261;0,2520009;0,0285234;0,1435197;0,0174362;0,0112247
"5272";2444;2;4502,675293;10,4894381;1,2003258;0,5504212;3,1044729;0,3607225;0,1317427;595,4520264;0,2774161;0,0664283;0,0143736;0,0596134;0,0071591;0,0052502;22896,1132812;0,2122227;1,9862825;0,4161547;0,8658262;0,1523075;"      0.0652928";6212,9482422;0,2726262;0,252001;0,0285234;0,1435275;0,0174362;0,0112247
"5273";2444;3;4550,4116211;10,6185818;1,1981095;0,5495521;3,0894325;0,3603689;0,1322102;595,9701538;0,2776815;0,0664379;0,0143762;0,0596186;0,0071605;0,0052512;22918,5273438;0,212267;1,9866385;0,4162416;0,8659537;0,1523433;"      0.0653167";6216,5683594;0,2728552;0,2520187;0,0285263;0,1435317;0,0174381;0,0112254
"5274";2444;4;4606,6572266;10,7672443;1,205748;0,5534554;3,0873632;0,3634353;0,1327565;597,2041016;0,2783136;0,0664924;0,0143907;0,0596479;0,0071685;0,0052532;22972,3203125;0,2123726;1,9886734;0,4167423;0,8666826;0,1525493;"      0.0653657";6225,190918;0,2734006;0,2521191;0,0285431;0,1435557;0,0174487;0,0112267
"5275";2444;5;4690,2939453;10,9902534;1,2528623;0,5776684;3,1115756;0,3731177;0,1339179;603,0609741;0,2813137;0,067216;0,0145892;0,0600407;0,0072338;0,005265;23129,2148438;0,2128736;2,0052857;0,4209484;0,8726902;0,1535822;"      0.0655470";6266,1157227;0,2759896;0,2534525;0,0287728;0,1438774;0,0175353;0,011235
"5276";2444;6;4787,6606445;11,2479362;1,2733147;0,5881189;3,1113825;0,3812604;0,1358663;606,046936;0,2828433;0,0673928;0,0146367;0,0601279;0,0072601;0,0052723;23200,9375;0,213129;2,0089254;0,4218528;0,8738854;0,1539555;"      0.0656470";6286,9799805;0,2773095;0,2537784;0,0288278;0,1439488;0,0175702;0,01124
"5277";2444;7;5005,9360352;11,2105885;1,3221458;0,6125774;4,2050686;0,3996535;0,1429019;611,8504639;0,2858161;0,067741;0,0147306;0,0602961;0,007312;0,0052925;23272,6601562;0,2136255;2,0126123;0,4227705;0,8750724;0,1543344;"      0.0657896";6327,5317383;0,2798749;0,2544198;0,0289364;0,1440865;0,0176391;0,011254
"5278";2444;8;4999,1455078;11,2069664;1,318324;0,6110442;4,1750603;0,3985928;0,1424954;612,585083;0,2861925;0,0677809;0,0147414;0,0603152;0,0073171;0,0052944;23335,4199219;0,2136883;2,0155389;0,4234984;0,876001;0,1545927;"      0.0658781";6332,6655273;0,2801996;0,2544935;0,0289489;0,1441021;0,0176459;0,0112553
"5279";2444;9;4912,4301758;11,0125694;1,2954561;0,600445;4,1026397;0,3916788;0,1400237;612,585083;0,2861925;0,0677809;0,0147414;0,0603152;0,0073171;0,0052944;23335,4199219;0,2136883;2,0155389;0,4234984;0,876001;0,1545927;"      0.0658781";6332,6655273;0,2801996;0,2544935;0,0289489;0,1441021;0,0176459;0,0112553
"5280";2444;10;4656,3217773;10,4384317;1,2279179;0,5691409;3,8887496;0,3712587;0,1327236;612,585083;0,2861925;0,0677809;0,0147414;0,0603152;0,0073171;0,0052944;23335,4199219;0,2136883;2,0155389;0,4234984;0,876001;0,1545927;"      0.0658781";6332,6655273;0,2801996;0,2544935;0,0289489;0,1441021;0,0176459;0,0112553
"5281";2444;11;4573,1987305;10,229619;1,2033876;0,5577729;3,8569767;0,3638485;0,1301172;612,6138306;0,2861926;0,067781;0,0147414;0,0603259;0,0073171;0,0052944;23337,6601562;0,2136933;2,0155425;0,4234993;0,8760026;0,1545931;"      0.0658789";6332,8662109;0,2801997;0,2544936;0,0289489;0,1441109;0,0176459;0,0112553
"5282";2444;12;4547,6743164;10,1529522;1,1944063;0,5536115;3,8681107;0,3611373;0,1291842;612,6381836;0,2861926;0,067781;0,0147414;0,060335;0,0073171;0,0052944;23339,9023438;0,213697;2,0155463;0,4235001;0,8760039;0,1545935;"      0.0658796";6333,0366211;0,2801997;0,2544937;0,0289489;0,1441184;0,0176459;0,0112553
"5283";2445;1;4532,2724609;10,0993166;1,1881374;0,5507073;3,8870652;0,3592458;0,1285432;612,661377;0,2861927;0,0677811;0,0147414;0,0603437;0,0073171;0,0052944;23342,03125;0,2136998;2,0155494;0,423501;0,8760051;0,1545938;"      0.0658802";6333,2006836;0,2801998;0,2544938;0,0289489;0,1441256;0,0176459;0,0112553
"5284";2445;2;4512,5253906;10,0356169;1,1806823;0,5472534;3,9029684;0,3569959;0,1277745;612,6851196;0,2861928;0,0677811;0,0147414;0,0603526;0,0073171;0,0052944;23344,1601562;0,213703;2,0155528;0,4235018;0,8760063;0,1545942;"      0.0658809";6333,3691406;0,2801998;0,2544938;0,028949;0,1441329;0,0176459;0,0112553
"5285";2445;3;4563,5478516;10,1762142;1,1787342;0,5464967;3,8827333;0,356736;0,1283326;613,2128296;0,2864631;0,0677907;0,014744;0,0603574;0,0073185;0,0052954;23365,453125;0,2137465;2,0158854;0,4235835;0,8761184;0,1546279;"      0.0659038";6337,1098633;0,2804365;0,2545118;0,028952;0,144137;0,0176478;0,011256
"5286";2445;4;4617,7192383;10,3215475;1,1859099;0,550196;3,8762674;0,3596622;0,1288659;614,3851929;0,2870636;0,0678416;0,0147577;0,0603832;0,0073261;0,0052973;23416,5585938;0,2138429;2,0177865;0,4240553;0,8767594;0,1548223;"      0.0659504";6345,4204102;0,2809622;0,2546069;0,028968;0,1441584;0,017658;0,0112574
"5287";2445;5;4701,284668;10,548214;1,2322786;0,5742016;3,8904691;0,3698716;0,1300642;620,1010132;0,2899916;0,0685365;0,0149497;0,0607383;0,0073923;0,0053089;23565,6074219;0,2143133;2,0333142;0,4280179;0,882046;0,1558419;"      0.0661230";6385,9379883;0,2835254;0,2559059;0,0291935;0,1444534;0,0177471;0,0112655
"5288";2445;6;4800,9233398;10,8153133;1,2529041;0,5848086;3,8830199;0,3781461;0,1321105;623,0653076;0,29151;0,0687091;0,0149966;0,0608186;0,0074182;0,0053162;23633,7460938;0,2145573;2,0367141;0,4288695;0,8830996;0,1561938;"      0.0662185";6406,9506836;0,2848547;0,2562285;0,0292484;0,1445201;0,017782;0,0112707
"5289";2445;7;5004,5073242;10,7785149;1,2976339;0,6074027;4,9064126;0,3951852;0,138747;628,7549438;0,2944245;0,0690447;0,0150878;0,060972;0,0074687;0,0053361;23701,8828125;0,2150255;2,0401583;0,4297337;0,8841479;0,156551;"      0.0663548";6447,2822266;0,2874061;0,2568558;0,0293555;0,1446475;0,01785;0,0112847
"5290";2445;8;4995,0625;10,7717209;1,2933341;0,6056004;4,8696585;0,3942103;0,1383044;629,416748;0,2947635;0,06908;0,0150974;0,0609879;0,0074738;0,0053377;23761,5019531;0,2150799;2,0428848;0,4304172;0,8849671;0,1568217;"      0.0664377";6451,9731445;0,2877029;0,2569219;0,0293668;0,1446607;0,0178568;0,0112858
"5291";2445;9;4908,4179688;10,5848751;1,2708999;0,5950956;4,7851892;0,3873723;0,1359053;629,416748;0,2947635;0,06908;0,0150974;0,0609879;0,0074738;0,0053377;23761,5019531;0,2150799;2,0428848;0,4304172;0,8849671;0,1568217;"      0.0664377";6451,9731445;0,2877029;0,2569219;0,0293668;0,1446607;0,0178568;0,0112858
"5292";2445;10;4652,519043;10,0330343;1,2046419;0,5640705;4,5357146;0,3671768;0,1288199;629,416748;0,2947635;0,06908;0,0150974;0,0609879;0,0074738;0,0053377;23761,5019531;0,2150799;2,0428848;0,4304172;0,8849671;0,1568217;"      0.0664377";6451,9731445;0,2877029;0,2569219;0,0293668;0,1446607;0,0178568;0,0112858
"5293";2445;11;4569,4663086;9,8323536;1,1805767;0,5528036;4,4909501;0,3598481;0,1262912;629,4446411;0,2947636;0,06908;0,0150974;0,0609983;0,0074738;0,0053377;23763,6308594;0,2150848;2,0428884;0,4304181;0,8849685;0,1568221;"      0.0664383";6452,1708984;0,2877029;0,256922;0,0293668;0,1446694;0,0178568;0,0112858
"5294";2445;12;4543,6499023;9,758666;1,1717626;0,5486778;4,4958773;0,3571656;0,1253849;629,4675293;0,2947636;0,0690801;0,0150974;0,0610069;0,0074738;0,0053378;23765,7597656;0,2150884;2,0428915;0,4304189;0,8849697;0,1568225;"      0.0664390";6452,3330078;0,2877029;0,256922;0,0293668;0,1446765;0,0178568;0,0112858
"5295";2446;1;4527,9257812;9,7071209;1,1656098;0,5457981;4,509954;0,355294;0,1247618;629,4891968;0,2947637;0,0690801;0,0150974;0,061015;0,0074738;0,0053378;23767,7753906;0,2150913;2,0428951;0,4304197;0,8849707;0,1568228;"      0.0664396";6452,4907227;0,287703;0,2569221;0,0293668;0,1446834;0,0178568;0,0112859
"5296";2446;2;4507,8686523;9,6458874;1,1582936;0,5423736;4,520391;0,3530678;0,124015;629,5114746;0,2947637;0,0690802;0,0150974;0,0610233;0,0074738;0,0053378;23769,7929688;0,2150943;2,0428979;0,4304204;0,8849719;0,1568231;"      0.0664403";6452,6533203;0,287703;0,2569222;0,0293668;0,1446905;0,0178568;0,0112859
"5297";2446;3;4557,1479492;9,5872145;1,1562742;0,5415627;4,8446088;0,3527719;0,1245455;630,0266113;0,2950276;0,0690894;0,0150999;0,0610277;0,0074752;0,0053387;23789,9648438;0,2151349;2,0432084;0,4304972;0,8850708;0,1568548;"      0.0664616";6456,4042969;0,2879404;0,2569399;0,0293698;0,1446943;0,0178587;0,0112866
"5298";2446;4;4612,9609375;9,73915;1,1636091;0,5453579;4,8336568;0,3557745;0,1251011;631,192749;0,295625;0,0691392;0,0151134;0,0610516;0,0074826;0,0053406;23838,3789062;0,215227;2,0449798;0,4309399;0,8856363;0,1570374;"      0.0665051";6464,8964844;0,2884776;0,2570356;0,0293861;0,1447146;0,017869;0,0112879
"5299";2446;5;4697,8500977;9,9738245;1,2098622;0,5694502;4,8374519;0,3657939;0,1263191;636,8153076;0,2985052;0,069812;0,0153007;0,0613771;0,007546;0,0053518;23979,5859375;0,215671;2,0594592;0,4346609;0,890303;0,1579771;"      0.0666661";6505,840332;0,2910678;0,2583275;0,0296119;0,1449924;0,0179566;0,011296
