"";"Ca";"Mg";"K";"Na";"NH4";"Al";"group_id";"Date"
"1";87,649498;72,2814789;85,1533966;6,7392912;0,0004155;782,7909546;"1";2005-01-01
"2";87,6171646;70,6206665;85,1724091;5,2105412;0,0003312;785,7466431;"1";2005-02-01
"3";87,0842438;68,806488;85,1395874;4,5203376;0,0003674;789,34375;"1";2005-03-01
"4";86,4637833;67,0320816;85,1219711;3,7045507;0,0003193;792,2406616;"1";2005-04-01
"5";85,0455704;64,5139694;85,0151062;3,0397661;0,0002541;795,8091431;"1";2005-05-01
"6";84,1084213;62,4677124;85,2113266;2,630446;0,000222;798,9252319;"1";2005-06-01
"7";79,9571915;58,161911;85,412674;2,2973516;0,0001352;805,2409668;"1";2005-07-01
"8";84,5921707;61,5849152;86,0303268;2,8352895;0,0001039;801,1629028;"1";2005-08-01
"9";85,5096512;61,1458664;86,8251419;3,446363;0,0001677;801,7962646;"1";2005-09-01
"10";85,684166;60,2045364;87,4060669;3,0990307;0,0001832;803,9556885;"1";2005-10-01
"11";84,9867172;59,9742737;86,5294266;3,7149892;0,0003521;807,3840332;"1";2005-11-01
"12";83,8189926;58,9470253;86,2549133;4,2278948;0,0004114;809,7474976;"1";2005-12-01
"13";83,0164871;57,8536911;85,9405746;4,508234;0,0003902;812,3879395;"1";2006-01-01
"14";81,7180939;56,350132;85,6764603;3,2532904;0,000351;815,0641479;"1";2006-02-01
"15";80,2763443;54,7022324;85,4987869;2,996171;0,000371;818,0314331;"1";2006-03-01
"16";78,9721756;53,0487671;85,4569321;2,6920843;0,0003078;820,5025635;"1";2006-04-01
"17";76,9417648;50,6775894;85,3478622;2,0558734;0,0002402;823,7816772;"1";2006-05-01
"18";75,7606049;48,8520241;85,6104813;1,7002908;0,0002097;826,3818359;"1";2006-06-01
"19";71,8542862;45,3285599;85,8238068;1,4964175;0,0001298;831,5490723;"1";2006-07-01
"20";76,7412262;48,4903488;86,458992;1,8742627;0,0001042;827,3621216;"1";2006-08-01
"21";77,1140366;47,7009087;87,2794342;1,6511054;0,0001602;828,5043335;"1";2006-09-01
"22";77,2020874;46,9729729;87,9854584;1,8660511;0,0001741;829,8853149;"1";2006-10-01
"23";76,2258835;46,6395264;87,1011276;2,8740902;0,000329;832,4165039;"1";2006-11-01
"24";74,9358902;45,6825104;86,8698578;3,4816587;0,0003811;834,3306274;"1";2006-12-01
"25";73,445755;44,6161957;86,591217;3,8497403;0,0003651;836,7997437;"1";2007-01-01
"26";71,937851;43,289814;86,4377975;3,3329096;0,000314;838,9281006;"1";2007-02-01
"27";70,2014847;41,8059158;86,3622894;3,2662971;0,0003338;841,5071411;"1";2007-03-01
"28";68,8076248;40,3657799;86,4173965;2,9101903;0,0002808;843,6209717;"1";2007-04-01
"29";66,8081589;38,4401245;86,4575806;2,5825365;0,000223;846,1399536;"1";2007-05-01
"30";65,7524338;36,9823914;86,8359146;2,1990788;0,0001967;848,1160889;"1";2007-06-01
"31";62,3336563;34,2499657;87,067482;1,9392841;0,0001248;852,2207031;"1";2007-07-01
"32";67,2485199;37,0205002;87,7244186;2,4707036;0,0001041;848,074646;"1";2007-08-01
"33";67,3128738;36,1886368;88,6278381;2,1408257;0,0001525;849,1945801;"1";2007-09-01
"34";67,3867569;35,5963478;89,446167;2,1552217;0,0001652;850,2462769;"1";2007-10-01
"35";65,7421951;34,6916885;88,3747177;1,7601941;0,0003026;853,4248657;"1";2007-11-01
"36";64,215416;33,9868546;88,238205;3,4598088;0,0003362;854,6083374;"1";2007-12-01
"37";62,5916901;32,8558426;87,8893051;2,6149914;0,0003655;857,3157349;"1";2008-01-01
"38";60,9757805;31,6415195;87,7869339;2,1513546;0,0002911;859,2206421;"1";2008-02-01
"39";59,1565132;30,3792171;87,748703;2,3980331;0,0003045;861,3139038;"1";2008-03-01
"40";57,7530022;29,1703148;87,8543091;2,0380507;0,0002593;863,0761108;"1";2008-04-01
"41";55,9008293;27,6285706;87,9913025;1,7272284;0,0002084;865,0285645;"1";2008-05-01
"42";55,0351639;26,569788;88,4530716;1,5208746;0,0001859;866,3408813;"1";2008-06-01
"43";52,2026024;24,5751572;88,7001114;1,3529923;0,0001205;869,4105835;"1";2008-07-01
"44";56,8051147;26,7676105;89,3784943;1,7556107;0,0001021;865,7509155;"1";2008-08-01
"45";56,9291496;26,2722092;90,4089355;2,3698034;0,0001464;866,0547485;"1";2008-09-01
"46";57,0222626;25,8171577;91,2498169;2,1267619;0,0001577;866,8951416;"1";2008-10-01
"47";55,0048676;25,2164707;90,3887482;2,735579;0,0002759;869,1848755;"1";2008-11-01
"48";53,4367599;24,5692902;90,2031403;3,1746216;0,0003128;870,6315918;"1";2008-12-01
"49";52,1229553;23,8630199;89,9272766;3,3368583;0,0002974;872,3463135;"1";2009-01-01
"50";50,6081543;22,8628712;89,8356476;2,270694;0,0002695;874,1524048;"1";2009-02-01
"51";48,9752426;21,8722439;89,8225098;2,1388655;0,0002845;875,9155273;"1";2009-03-01
"52";47,7369003;20,985239;89,9896011;1,9543473;0,0002435;877,1589966;"1";2009-04-01
"53";46,1496429;19,8181534;90,1656799;1,4761047;0,0001987;878,6313477;"1";2009-05-01
"54";45,5160179;19,0525284;90,6844864;1,215832;0,0001781;879,4934082;"1";2009-06-01
"55";43,2728271;17,6278992;90,9440918;1,0942051;0,0001177;881,7286987;"1";2009-07-01
