kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0182560;      0.0202505;      0.0364980;      0.0051992;      0.1281940;      0.1977611;      0.0017430
        2005;           2;      0.0190426;      0.0206088;      0.0377181;      0.0053600;      0.1331004;      0.2048376;      0.0019261
        2005;           3;      0.0239879;      0.0266995;      0.0490726;      0.0067164;      0.1708012;      0.2633303;      0.0025331
        2005;           4;      0.0329288;      0.0391060;      0.0724316;      0.0091758;      0.2446476;      0.3786422;      0.0036756
        2005;           5;      0.0447437;      0.0564845;      0.1050317;      0.0124897;      0.3461735;      0.5376413;      0.0050465
        2005;           6;      0.0509981;      0.0676668;      0.1263271;      0.0142284;      0.4089245;      0.6367996;      0.0058062
        2005;           7;      0.0590489;      0.0794770;      0.1485409;      0.0164699;      0.4777526;      0.7446104;      0.0068072
        2005;           8;      0.0642610;      0.0885114;      0.1648006;      0.0179303;      0.5255917;      0.8207146;      0.0075304
        2005;           9;      0.0460438;      0.0635943;      0.1165442;      0.0128800;      0.3734345;      0.5840681;      0.0053231
        2005;          10;      0.0273496;      0.0350958;      0.0635290;      0.0077122;      0.2107416;      0.3282703;      0.0028833
        2005;          11;      0.0249567;      0.0288316;      0.0532052;      0.0069219;      0.1820254;      0.2813534;      0.0028192
        2005;          12;      0.0206326;      0.0223723;      0.0410187;      0.0057789;      0.1445280;      0.2224706;      0.0021487
        2006;           1;      0.0205973;      0.0220521;      0.0403536;      0.0057951;      0.1430172;      0.2199487;      0.0020841
        2006;           2;      0.0192474;      0.0208075;      0.0381217;      0.0054074;      0.1344862;      0.2069585;      0.0019716
        2006;           3;      0.0240117;      0.0265210;      0.0486812;      0.0067404;      0.1700069;      0.2619738;      0.0024973
        2006;           4;      0.0331122;      0.0390305;      0.0722276;      0.0092408;      0.2446414;      0.3784645;      0.0036678
        2006;           5;      0.0434320;      0.0549321;      0.1016223;      0.0121602;      0.3349833;      0.5205423;      0.0048550
        2006;           6;      0.0420030;      0.0607175;      0.1095955;      0.0117258;      0.3467221;      0.5447746;      0.0050513
        2006;           7;      0.0467540;      0.0703968;      0.1263892;      0.0130001;      0.3944336;      0.6218166;      0.0058716
