kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0003026;      0.0002949;      0.0001817;      0.0001477;      0.0011763;      0.0024425;      0.0000340
        2005;           2;      0.0002910;      0.0002805;      0.0001721;      0.0001426;      0.0011223;      0.0023339;      0.0000327
        2005;           3;      0.0003439;      0.0003301;      0.0002021;      0.0001683;      0.0013218;      0.0027499;      0.0000387
        2005;           4;      0.0003903;      0.0003778;      0.0002321;      0.0001885;      0.0015038;      0.0031278;      0.0000444
        2005;           5;      0.0005328;      0.0005216;      0.0003220;      0.0002518;      0.0020566;      0.0042777;      0.0000615
        2005;           6;      0.0007275;      0.0007032;      0.0004299;      0.0003411;      0.0027715;      0.0057808;      0.0000835
        2005;           7;      0.0007618;      0.0007538;      0.0004699;      0.0003559;      0.0029850;      0.0061828;      0.0000886
        2005;           8;      0.0008177;      0.0008203;      0.0005156;      0.0003780;      0.0032334;      0.0066850;      0.0000963
        2005;           9;      0.0008042;      0.0008049;      0.0005051;      0.0003715;      0.0031691;      0.0065579;      0.0000946
        2005;          10;      0.0006258;      0.0006217;      0.0003887;      0.0002939;      0.0024654;      0.0050997;      0.0000732
        2005;          11;      0.0004844;      0.0004713;      0.0002900;      0.0002305;      0.0018631;      0.0038779;      0.0000556
        2005;          12;      0.0003757;      0.0003634;      0.0002230;      0.0001819;      0.0014454;      0.0030082;      0.0000425
        2006;           1;      0.0003166;      0.0003056;      0.0001872;      0.0001548;      0.0012183;      0.0025359;      0.0000354
        2006;           2;      0.0002765;      0.0002688;      0.0001650;      0.0001346;      0.0010680;      0.0022221;      0.0000309
        2006;           3;      0.0003370;      0.0003242;      0.0001982;      0.0001644;      0.0012915;      0.0026907;      0.0000377
        2006;           4;      0.0003114;      0.0003155;      0.0001920;      0.0001424;      0.0012059;      0.0025151;      0.0000363
        2006;           5;      0.0004558;      0.0004587;      0.0002832;      0.0002088;      0.0017667;      0.0036791;      0.0000536
        2006;           6;      0.0006674;      0.0006501;      0.0003996;      0.0003123;      0.0025518;      0.0053207;      0.0000769
        2006;           7;      0.0006722;      0.0006758;      0.0004230;      0.0003087;      0.0026375;      0.0054673;      0.0000798
        2006;           8;      0.0007210;      0.0007366;      0.0004626;      0.0003236;      0.0028416;      0.0058882;      0.0000875
        2006;           9;      0.0006746;      0.0006945;      0.0004357;      0.0002991;      0.0026593;      0.0055129;      0.0000829
        2006;          10;      0.0005088;      0.0005239;      0.0003273;      0.0002283;      0.0020118;      0.0041686;      0.0000620
        2006;          11;      0.0004442;      0.0004386;      0.0002710;      0.0002092;      0.0017191;      0.0035763;      0.0000513
        2006;          12;      0.0003650;      0.0003548;      0.0002180;      0.0001762;      0.0014070;      0.0029279;      0.0000413
        2007;           1;      0.0003132;      0.0003029;      0.0001858;      0.0001531;      0.0012084;      0.0025136;      0.0000351
        2007;           2;      0.0002869;      0.0002771;      0.0001698;      0.0001402;      0.0011050;      0.0022994;      0.0000321
        2007;           3;      0.0003332;      0.0003214;      0.0001969;      0.0001626;      0.0012817;      0.0026676;      0.0000374
        2007;           4;      0.0003887;      0.0003761;      0.0002307;      0.0001875;      0.0014933;      0.0031090;      0.0000441
        2007;           5;      0.0005330;      0.0005212;      0.0003211;      0.0002515;      0.0020493;      0.0042677;      0.0000614
        2007;           6;      0.0006886;      0.0006692;      0.0004110;      0.0003229;      0.0026340;      0.0054899;      0.0000793
        2007;           7;      0.0006889;      0.0006911;      0.0004336;      0.0003190;      0.0027182;      0.0056237;      0.0000814
