kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0264309;      0.0283305;      0.0519666;      0.0073797;      0.1836931;      0.2825879;      0.0028148
        2005;           2;      0.0216256;      0.0237618;      0.0429379;      0.0061526;      0.1512226;      0.2331000;      0.0020726
        2005;           3;      0.0296139;      0.0326021;      0.0595403;      0.0083640;      0.2085099;      0.3212903;      0.0029802
        2005;           4;      0.0294516;      0.0427017;      0.0738304;      0.0082348;      0.2362268;      0.3728781;      0.0035775
        2005;           5;      0.0404832;      0.0639626;      0.1104702;      0.0111845;      0.3424917;      0.5440367;      0.0054334
        2005;           6;      0.0552448;      0.0842566;      0.1498733;      0.0153412;      0.4655831;      0.7354959;      0.0071565
        2005;           7;      0.0844018;      0.1158960;      0.2190954;      0.0233196;      0.6968508;      1.0865661;      0.0102913
        2005;           8;      0.0821662;      0.1157624;      0.2155700;      0.0229227;      0.6841115;      1.0695188;      0.0095248
        2005;           9;      0.0418937;      0.0705754;      0.1209459;      0.0114589;      0.3703715;      0.5911169;      0.0057883
        2005;          10;      0.0258765;      0.0380759;      0.0652889;      0.0072258;      0.2103001;      0.3323480;      0.0030059
        2005;          11;      0.0301698;      0.0344858;      0.0635704;      0.0083246;      0.2181367;      0.3370725;      0.0035212
        2005;          12;      0.0254696;      0.0280022;      0.0513943;      0.0070362;      0.1795011;      0.2767451;      0.0029149
        2006;           1;      0.0264219;      0.0289095;      0.0530860;      0.0073136;      0.1857406;      0.2862360;      0.0029890
        2006;           2;      0.0236501;      0.0252521;      0.0461305;      0.0066728;      0.1637529;      0.2517967;      0.0023545
        2006;           3;      0.0306684;      0.0334923;      0.0613964;      0.0086260;      0.2153592;      0.3316284;      0.0031568
        2006;           4;      0.0297542;      0.0428858;      0.0742811;      0.0083259;      0.2378886;      0.3752919;      0.0036048
        2006;           5;      0.0405471;      0.0639199;      0.1104710;      0.0112058;      0.3425743;      0.5440573;      0.0054391
        2006;           6;      0.0543794;      0.0838310;      0.1486243;      0.0150829;      0.4603579;      0.7280363;      0.0071279
        2006;           7;      0.0808702;      0.1190250;      0.2257310;      0.0218951;      0.6989731;      1.0949224;      0.0111930
        2006;           8;      0.0888497;      0.1247394;      0.2362940;      0.0246302;      0.7471460;      1.1659989;      0.0105685
        2006;           9;      0.0505667;      0.0754438;      0.1348476;      0.0140834;      0.4238325;      0.6679264;      0.0061824
        2006;          10;      0.0326859;      0.0420089;      0.0755934;      0.0092296;      0.2511511;      0.3914456;      0.0034229
        2006;          11;      0.0301413;      0.0345800;      0.0637478;      0.0083043;      0.2183629;      0.3375281;      0.0035535
        2006;          12;      0.0256411;      0.0277278;      0.0508740;      0.0071246;      0.1790722;      0.2757033;      0.0028192
        2007;           1;      0.0263068;      0.0282337;      0.0517846;      0.0073478;      0.1829952;      0.2815327;      0.0027937
        2007;           2;      0.0245353;      0.0263973;      0.0484424;      0.0068509;      0.1709177;      0.2629918;      0.0026170
        2007;           3;      0.0265744;      0.0305673;      0.0550831;      0.0075531;      0.1903428;      0.2944198;      0.0026306
        2007;           4;      0.0398563;      0.0484278;      0.0882917;      0.0112354;      0.2965034;      0.4600834;      0.0042876
        2007;           5;      0.0425438;      0.0650071;      0.1135890;      0.0118191;      0.3546513;      0.5613632;      0.0055146
        2007;           6;      0.0667745;      0.0908004;      0.1671354;      0.0186697;      0.5362911;      0.8377604;      0.0078265
        2007;           7;      0.0825318;      0.1112910;      0.2088004;      0.0229812;      0.6698839;      1.0438836;      0.0096364
        2007;           8;      0.0684176;      0.1066190;      0.1914876;      0.0189474;      0.5916510;      0.9346983;      0.0087747
        2007;           9;      0.0419288;      0.0704789;      0.1208960;      0.0114743;      0.3700465;      0.5904867;      0.0058064
        2007;          10;      0.0277533;      0.0400258;      0.0690604;      0.0077713;      0.2222835;      0.3507122;      0.0032727
        2007;          11;      0.0298054;      0.0330870;      0.0608230;      0.0083415;      0.2118448;      0.3265585;      0.0031589
        2007;          12;      0.0255583;      0.0278061;      0.0510256;      0.0070891;      0.1791176;      0.2759054;      0.0028443
        2008;           1;      0.0260033;      0.0293716;      0.0539192;      0.0071102;      0.1858301;      0.2871748;      0.0031944
        2008;           2;      0.0242114;      0.0258268;      0.0472999;      0.0068017;      0.1677320;      0.2579032;      0.0024778
        2008;           3;      0.0312181;      0.0342070;      0.0628684;      0.0087385;      0.2199475;      0.3387748;      0.0033101
        2008;           4;      0.0457143;      0.0533651;      0.0988769;      0.0127370;      0.3354215;      0.5186055;      0.0051466
        2008;           5;      0.0416589;      0.0649470;      0.1126082;      0.0115308;      0.3497092;      0.5548272;      0.0055672
        2008;           6;      0.0712517;      0.0946718;      0.1748816;      0.0199160;      0.5642313;      0.8799185;      0.0083768
        2008;           7;      0.0854406;      0.1198782;      0.2271248;      0.0233755;      0.7150537;      1.1166573;      0.0111231
        2008;           8;      0.0581511;      0.1033862;      0.1776676;      0.0157570;      0.5315049;      0.8514938;      0.0087713
        2008;           9;      0.0643377;      0.0937651;      0.1769219;      0.0173772;      0.5508483;      0.8629088;      0.0089315
        2008;          10;      0.0394652;      0.0503581;      0.0935882;      0.0108232;      0.3076644;      0.4784792;      0.0048423
        2008;          11;      0.0294109;      0.0344879;      0.0635817;      0.0080696;      0.2159362;      0.3343087;      0.0035600
        2008;          12;      0.0253230;      0.0280030;      0.0513964;      0.0069875;      0.1790803;      0.2762170;      0.0029207
        2009;           1;      0.0263369;      0.0283834;      0.0520793;      0.0073422;      0.1836466;      0.2826326;      0.0028344
        2009;           2;      0.0244258;      0.0264597;      0.0485735;      0.0068094;      0.1708823;      0.2630685;      0.0026332
        2009;           3;      0.0314374;      0.0345092;      0.0634732;      0.0087810;      0.2217649;      0.3416310;      0.0033815
        2009;           4;      0.0408531;      0.0490553;      0.0896466;      0.0115092;      0.3021067;      0.4683333;      0.0043968
        2009;           5;      0.0608216;      0.0762489;      0.1406248;      0.0170387;      0.4637820;      0.7206370;      0.0069249
        2009;           6;      0.0606399;      0.0872223;      0.1575875;      0.0169159;      0.4967959;      0.7805448;      0.0075327
        2009;           7;      0.0867082;      0.1184682;      0.2240312;      0.0238958;      0.7126165;      1.1109765;      0.0107881
        2009;           8;      0.0832830;      0.1173237;      0.2173969;      0.0232298;      0.6886772;      1.0774319;      0.0098866
        2009;           9;      0.0437957;      0.0722192;      0.1248014;      0.0120330;      0.3826700;      0.6094242;      0.0059963
        2009;          10;      0.0340355;      0.0432965;      0.0777803;      0.0096178;      0.2583226;      0.4025206;      0.0036523
        2009;          11;      0.0302850;      0.0338278;      0.0622883;      0.0084296;      0.2160675;      0.3332538;      0.0033319
        2009;          12;      0.0254974;      0.0278877;      0.0511811;      0.0070586;      0.1792098;      0.2761709;      0.0028760
        2010;           1;      0.0263640;      0.0283732;      0.0520564;      0.0073529;      0.1836825;      0.2826574;      0.0028288
        2010;           2;      0.0240622;      0.0256791;      0.0470018;      0.0067679;      0.1667164;      0.2563447;      0.0024429
        2010;           3;      0.0314065;      0.0346525;      0.0637697;      0.0087570;      0.2222824;      0.3425573;      0.0034169
        2010;           4;      0.0456580;      0.0532472;      0.0986271;      0.0127289;      0.3347405;      0.5175217;      0.0051227
        2010;           5;      0.0588127;      0.0748649;      0.1374621;      0.0164917;      0.4512198;      0.7020952;      0.0067240
        2010;           6;      0.0754675;      0.0978545;      0.1814630;      0.0210780;      0.5892677;      0.9172910;      0.0088876
        2010;           7;      0.0906320;      0.1194653;      0.2250867;      0.0250961;      0.7245372;      1.1274518;      0.0110266
        2010;           8;      0.0649169;      0.1063916;      0.1878526;      0.0178563;      0.5707821;      0.9067948;      0.0090445
        2010;           9;      0.0453699;      0.0749669;      0.1293242;      0.0124497;      0.3950877;      0.6296110;      0.0063807
        2010;          10;      0.0429779;      0.0511190;      0.0948010;      0.0119151;      0.3196133;      0.4947859;      0.0049521
        2010;          11;      0.0301474;      0.0349130;      0.0643597;      0.0082638;      0.2193833;      0.3394099;      0.0036775
        2010;          12;      0.0256673;      0.0277339;      0.0508845;      0.0071330;      0.1791685;      0.2758354;      0.0028191
        2011;           1;      0.0261430;      0.0291584;      0.0535453;      0.0071878;      0.1856812;      0.2866100;      0.0030963
        2011;           2;      0.0245689;      0.0268084;      0.0492448;      0.0068190;      0.1725331;      0.2657893;      0.0027326
        2011;           3;      0.0316434;      0.0353692;      0.0651681;      0.0087621;      0.2256070;      0.3480698;      0.0036090
        2011;           4;      0.0465484;      0.0550143;      0.1022077;      0.0128619;      0.3443827;      0.5329706;      0.0055199
        2011;           5;      0.0546104;      0.0721467;      0.1311616;      0.0153210;      0.4256301;      0.6645284;      0.0063628
        2011;           6;      0.0714684;      0.0948911;      0.1750318;      0.0199774;      0.5645633;      0.8805771;      0.0084524
        2011;           7;      0.0905446;      0.1241535;      0.2349786;      0.0247944;      0.7447390;      1.1616129;      0.0117634
        2011;           8;      0.0758012;      0.1243727;      0.2317854;      0.0190920;      0.6876662;      1.0896790;      0.0147230
        2011;           9;      0.0661852;      0.0900926;      0.1696917;      0.0182871;      0.5430787;      0.8465655;      0.0079465
        2011;          10;      0.0409975;      0.0499972;      0.0927591;      0.0113674;      0.3104186;      0.4812405;      0.0046925
        2011;          11;      0.0300044;      0.0335730;      0.0618002;      0.0083629;      0.2143652;      0.3306457;      0.0032680
        2011;          12;      0.0254185;      0.0279427;      0.0512847;      0.0070255;      0.1791575;      0.2762049;      0.0028990
        2012;           1;      0.0264572;      0.0287455;      0.0527750;      0.0073428;      0.1852768;      0.2853520;      0.0029384
        2012;           2;      0.0244821;      0.0269479;      0.0495123;      0.0067748;      0.1727681;      0.2663415;      0.0027791
        2012;           3;      0.0317459;      0.0353863;      0.0651972;      0.0087929;      0.2259384;      0.3485168;      0.0036148
        2012;           4;      0.0450877;      0.0524226;      0.0968826;      0.0126115;      0.3294454;      0.5092675;      0.0049696
