kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0039559;      0.0037917;      0.0023189;      0.0019414;      0.0151899;      0.0316117;      0.0004441
        2005;           2;      0.0036652;      0.0035005;      0.0021362;      0.0017988;      0.0140283;      0.0292130;      0.0004117
        2005;           3;      0.0042930;      0.0040912;      0.0024925;      0.0021022;      0.0163873;      0.0341435;      0.0004836
        2005;           4;      0.0048355;      0.0046513;      0.0028467;      0.0023381;      0.0185278;      0.0385808;      0.0005493
        2005;           5;      0.0065063;      0.0063486;      0.0039131;      0.0030811;      0.0250693;      0.0521577;      0.0007495
        2005;           6;      0.0087992;      0.0085028;      0.0051941;      0.0041216;      0.0335237;      0.0699189;      0.0010110
        2005;           7;      0.0088923;      0.0088322;      0.0055204;      0.0041520;      0.0349715;      0.0723738;      0.0010377
        2005;           8;      0.0099473;      0.0099527;      0.0062466;      0.0046023;      0.0392431;      0.0811770;      0.0011680
        2005;           9;      0.0092722;      0.0093389;      0.0058800;      0.0042702;      0.0367254;      0.0759092;      0.0010984
        2005;          10;      0.0070863;      0.0071076;      0.0044668;      0.0033155;      0.0281399;      0.0581064;      0.0008361
        2005;          11;      0.0061240;      0.0059019;      0.0036083;      0.0029199;      0.0233484;      0.0486934;      0.0006994
        2005;          12;      0.0047727;      0.0045675;      0.0027848;      0.0023160;      0.0181917;      0.0379333;      0.0005388
        2006;           1;      0.0040537;      0.0038638;      0.0023516;      0.0019881;      0.0154437;      0.0322077;      0.0004529
        2006;           2;      0.0036232;      0.0034619;      0.0021092;      0.0017748;      0.0138202;      0.0288187;      0.0004045
        2006;           3;      0.0039913;      0.0038459;      0.0023521;      0.0019453;      0.0153030;      0.0318837;      0.0004465
        2006;           4;      0.0047086;      0.0045401;      0.0027753;      0.0022683;      0.0179796;      0.0374982;      0.0005318
        2006;           5;      0.0063791;      0.0062282;      0.0038292;      0.0030065;      0.0244413;      0.0509527;      0.0007328
        2006;           6;      0.0083103;      0.0080601;      0.0049424;      0.0038980;      0.0317350;      0.0661670;      0.0009556
        2006;           7;      0.0081628;      0.0081941;      0.0051344;      0.0037654;      0.0321058;      0.0664935;      0.0009668
        2006;           8;      0.0088429;      0.0090001;      0.0056625;      0.0040027;      0.0349336;      0.0723150;      0.0010668
        2006;           9;      0.0081523;      0.0083839;      0.0052767;      0.0036405;      0.0322899;      0.0668353;      0.0009982
        2006;          10;      0.0061085;      0.0062893;      0.0039456;      0.0027590;      0.0242943;      0.0502442;      0.0007434
        2006;          11;      0.0057496;      0.0055941;      0.0034358;      0.0027292;      0.0220361;      0.0459240;      0.0006580
        2006;          12;      0.0046488;      0.0044672;      0.0027293;      0.0022530;      0.0177641;      0.0370291;      0.0005244
        2007;           1;      0.0039472;      0.0037804;      0.0023084;      0.0019352;      0.0151129;      0.0314817;      0.0004416
        2007;           2;      0.0036381;      0.0034757;      0.0021186;      0.0017831;      0.0138899;      0.0289535;      0.0004068
        2007;           3;      0.0041076;      0.0039393;      0.0024061;      0.0020071;      0.0157219;      0.0327557;      0.0004606
        2007;           4;      0.0047282;      0.0045601;      0.0027916;      0.0022813;      0.0181045;      0.0377222;      0.0005356
        2007;           5;      0.0065441;      0.0063697;      0.0039143;      0.0030937;      0.0250735;      0.0522532;      0.0007514
        2007;           6;      0.0083658;      0.0081145;      0.0049762;      0.0039242;      0.0319525;      0.0666170;      0.0009620
        2007;           7;      0.0083043;      0.0083190;      0.0052148;      0.0038461;      0.0327101;      0.0677033;      0.0009804
        2007;           8;      0.0090665;      0.0091936;      0.0057898;      0.0041339;      0.0358793;      0.0742134;      0.0010867
        2007;           9;      0.0084928;      0.0086712;      0.0054662;      0.0038407;      0.0336764;      0.0696461;      0.0010280
        2007;          10;      0.0064188;      0.0065457;      0.0041184;      0.0029453;      0.0255553;      0.0527951;      0.0007718
        2007;          11;      0.0054721;      0.0053751;      0.0033323;      0.0026055;      0.0213241;      0.0442332;      0.0006327
        2007;          12;      0.0048312;      0.0046223;      0.0028214;      0.0023476;      0.0184704;      0.0384694;      0.0005481
        2008;           1;      0.0040870;      0.0038938;      0.0023722;      0.0020068;      0.0156044;      0.0325136;      0.0004587
        2008;           2;      0.0036732;      0.0035047;      0.0021357;      0.0018016;      0.0140225;      0.0292252;      0.0004115
        2008;           3;      0.0041597;      0.0039806;      0.0024288;      0.0020338;      0.0158973;      0.0331292;      0.0004666
        2008;           4;      0.0047843;      0.0046026;      0.0028116;      0.0023079;      0.0182556;      0.0380723;      0.0005408
        2008;           5;      0.0061712;      0.0060666;      0.0037392;      0.0028956;      0.0237351;      0.0494508;      0.0007118
        2008;           6;      0.0083663;      0.0081116;      0.0049702;      0.0039207;      0.0318720;      0.0665048;      0.0009613
        2008;           7;      0.0097517;      0.0095330;      0.0058799;      0.0045481;      0.0375871;      0.0781819;      0.0011251
        2008;           8;      0.0102869;      0.0102160;      0.0063732;      0.0047559;      0.0401518;      0.0832873;      0.0012017
        2008;           9;      0.0094152;      0.0094414;      0.0059199;      0.0043274;      0.0369936;      0.0766297;      0.0011128
        2008;          10;      0.0069566;      0.0069898;      0.0043866;      0.0032373;      0.0275273;      0.0569129;      0.0008232
        2008;          11;      0.0060011;      0.0058125;      0.0035718;      0.0028661;      0.0230927;      0.0480328;      0.0006892
        2008;          12;      0.0048194;      0.0046156;      0.0028205;      0.0023428;      0.0184644;      0.0384326;      0.0005477
        2009;           1;      0.0040867;      0.0038975;      0.0023782;      0.0020082;      0.0156523;      0.0325797;      0.0004604
        2009;           2;      0.0035697;      0.0034282;      0.0021008;      0.0017523;      0.0137538;      0.0285946;      0.0004021
        2009;           3;      0.0042293;      0.0040401;      0.0024647;      0.0020702;      0.0161705;      0.0336837;      0.0004759
        2009;           4;      0.0048165;      0.0046314;      0.0028310;      0.0023263;      0.0184078;      0.0383649;      0.0005457
        2009;           5;      0.0067078;      0.0065097;      0.0039951;      0.0031766;      0.0256659;      0.0534951;      0.0007695
        2009;           6;      0.0083022;      0.0080728;      0.0049600;      0.0038930;      0.0317778;      0.0662218;      0.0009562
        2009;           7;      0.0100544;      0.0098380;      0.0060631;      0.0046748;      0.0388432;      0.0807371;      0.0011596
        2009;           8;      0.0108198;      0.0107071;      0.0066676;      0.0050193;      0.0422818;      0.0876537;      0.0012535
        2009;           9;      0.0095383;      0.0095709;      0.0060188;      0.0044096;      0.0377457;      0.0780209;      0.0011230
        2009;          10;      0.0071741;      0.0071858;      0.0045165;      0.0033646;      0.0285141;      0.0588564;      0.0008447
        2009;          11;      0.0060385;      0.0058411;      0.0035861;      0.0028844;      0.0232108;      0.0482892;      0.0006932
        2009;          12;      0.0048744;      0.0046576;      0.0028407;      0.0023690;      0.0186217;      0.0387874;      0.0005535
        2010;           1;      0.0041134;      0.0039168;      0.0023864;      0.0020206;      0.0157150;      0.0327332;      0.0004627
        2010;           2;      0.0036843;      0.0035162;      0.0021448;      0.0018083;      0.0140928;      0.0293508;      0.0004139
        2010;           3;      0.0042205;      0.0040318;      0.0024589;      0.0020653;      0.0161265;      0.0336003;      0.0004744
        2010;           4;      0.0048479;      0.0046555;      0.0028425;      0.0023411;      0.0184931;      0.0385621;      0.0005486
        2010;           5;      0.0065793;      0.0063991;      0.0039274;      0.0031073;      0.0251485;      0.0524484;      0.0007544
        2010;           6;      0.0085462;      0.0082668;      0.0050537;      0.0040025;      0.0324267;      0.0677388;      0.0009799
        2010;           7;      0.0096678;      0.0094412;      0.0058139;      0.0044997;      0.0370382;      0.0771865;      0.0011160
        2010;           8;      0.0111682;      0.0110002;      0.0068202;      0.0051749;      0.0433697;      0.0900532;      0.0012893
        2010;           9;      0.0097247;      0.0097306;      0.0061097;      0.0045025;      0.0384077;      0.0794227;      0.0011407
        2010;          10;      0.0073441;      0.0073289;      0.0045980;      0.0034506;      0.0291146;      0.0601269;      0.0008616
        2010;          11;      0.0061092;      0.0059038;      0.0036220;      0.0029184;      0.0234627;      0.0488220;      0.0007012
        2010;          12;      0.0048564;      0.0046413;      0.0028304;      0.0023595;      0.0185388;      0.0386271;      0.0005506
        2011;           1;      0.0035397;      0.0034629;      0.0021342;      0.0017230;      0.0137763;      0.0286076;      0.0003979
        2011;           2;      0.0036522;      0.0034879;      0.0021265;      0.0017910;      0.0139525;      0.0290754;      0.0004090
