kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0230479;      0.0230588;      0.0140754;      0.0110438;      0.0903350;      0.1876466;      0.0025947
        2005;           2;      0.0287952;      0.0272777;      0.0165833;      0.0142698;      0.1098577;      0.2288648;      0.0032171
        2005;           3;      0.0360062;      0.0341503;      0.0207556;      0.0177040;      0.1371585;      0.2858330;      0.0040541
        2005;           4;      0.0518614;      0.0491484;      0.0296818;      0.0248834;      0.1949763;      0.4078231;      0.0058964
        2005;           5;      0.0869110;      0.0820080;      0.0489068;      0.0405070;      0.3197317;      0.6730864;      0.0098693
        2005;           6;      0.1097769;      0.1046817;      0.0625037;      0.0498795;      0.4042448;      0.8512576;      0.0125559
        2005;           7;      0.1198201;      0.1157030;      0.0701799;      0.0547976;      0.4499474;      0.9427516;      0.0136636
        2005;           8;      0.1381353;      0.1335749;      0.0811234;      0.0629376;      0.5179784;      1.0860423;      0.0156864
        2005;           9;      0.1080485;      0.1046392;      0.0638477;      0.0497696;      0.4080114;      0.8536382;      0.0123420
        2005;          10;      0.0653520;      0.0625516;      0.0379799;      0.0309165;      0.2470747;      0.5162091;      0.0074798
        2005;          11;      0.0403696;      0.0389258;      0.0238875;      0.0195689;      0.1554728;      0.3232771;      0.0045959
        2005;          12;      0.0302073;      0.0289852;      0.0177692;      0.0149509;      0.1166807;      0.2424311;      0.0033781
        2006;           1;      0.0256371;      0.0250159;      0.0153895;      0.0126336;      0.0999565;      0.2074990;      0.0028409
        2006;           2;      0.0222005;      0.0221591;      0.0134696;      0.0105576;      0.0862844;      0.1796749;      0.0024967
        2006;           3;      0.0289291;      0.0285527;      0.0175813;      0.0139729;      0.1128156;      0.2343473;      0.0032539
        2006;           4;      0.0451286;      0.0436659;      0.0267534;      0.0216071;      0.1726752;      0.3599282;      0.0051331
        2006;           5;      0.0782440;      0.0745922;      0.0450220;      0.0366930;      0.2915983;      0.6119856;      0.0088776
        2006;           6;      0.0886685;      0.0864796;      0.0531718;      0.0411115;      0.3386275;      0.7063172;      0.0102137
        2006;           7;      0.1011242;      0.0994462;      0.0614624;      0.0464704;      0.3877185;      0.8082023;      0.0117250
        2006;           8;      0.1069020;      0.1068515;      0.0665410;      0.0482194;      0.4124979;      0.8590528;      0.0126523
        2006;           9;      0.0775999;      0.0792067;      0.0494821;      0.0343977;      0.3025471;      0.6289844;      0.0094476
        2006;          10;      0.0454046;      0.0462690;      0.0287218;      0.0206403;      0.1780802;      0.3697712;      0.0054241
        2006;          11;      0.0392109;      0.0379827;      0.0233630;      0.0189803;      0.1514603;      0.3147912;      0.0044632
        2006;          12;      0.0299182;      0.0287498;      0.0176303;      0.0147970;      0.1156042;      0.2402157;      0.0033410
        2007;           1;      0.0283077;      0.0270958;      0.0165817;      0.0140713;      0.1091435;      0.2269038;      0.0031424
        2007;           2;      0.0260742;      0.0251384;      0.0154221;      0.0128813;      0.1008406;      0.2095790;      0.0029002
        2007;           3;      0.0359092;      0.0340387;      0.0206668;      0.0176491;      0.1364936;      0.2846599;      0.0040298
        2007;           4;      0.0503138;      0.0478684;      0.0290096;      0.0241631;      0.1899025;      0.3968866;      0.0057139
        2007;           5;      0.0837665;      0.0793897;      0.0476246;      0.0391995;      0.3103183;      0.6521071;      0.0095076
        2007;           6;      0.1081376;      0.1027481;      0.0614011;      0.0496287;      0.3979259;      0.8381014;      0.0122724
        2007;           7;      0.1029058;      0.1011326;      0.0625330;      0.0474081;      0.3955467;      0.8238227;      0.0119018
        2007;           8;      0.1212005;      0.1190539;      0.0735174;      0.0554581;      0.4637100;      0.9671921;      0.0139791
