YEAR;Wet Deposition kg/ha/yr;;;;;;;;;;Dry Deposition kg/ha/yr;;;;;;;;;;Total Deposition kg/ha/yr;;;;;;;;;;Throughfall kg/ha/yr;;;;;;;;;;Net Foliar exhanges kg/ha/yr;;;;;;;;;;Litterflow flux kg/ha/yr;;;;;;;;;;Leaching flux kg/ha/yr;;;;;;;;;;Weathering flux kg/ha/yr;;;;;;;
;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;NO3;NH4;Ntot;SO4;Na;Cl;Al;Ca;Mg;K;Na;Al;Si;P;
        2005;      1.2278032;      1.9669576;      0.8485563;      0.7547224;      0.2925608;      1.0472832;      2.2504513;     18.1370316;     32.9326515;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2278032;      1.9669576;      0.8485563;      0.7547224;      0.2925608;      1.0472832;      2.2504513;     18.1370316;     32.9326515;      0.0000000;      1.2278032;      1.9669576;      9.5897436;      0.7547224;      0.2925608;      1.0472832;      2.2504513;     18.1370316;     32.9326515;      0.0000000;      0.0000000;      0.0000000;      8.7411871;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;     10.3588085;      3.6873100;      3.3963547;      0.8244558;      1.3142198;      2.1386757;      3.6446724;     18.1370316;     32.9326515;      0.0000000;      9.4715462;      7.8513007;      9.2482834;      0.1913784;      0.3988971;      0.5902755;      5.8889017;     21.4092884;     50.8961296;      0.0015965;      2.3803041;      2.8124120;      3.9606941;      0.8489663;     14.7013016;     24.9700260;      0.2802544;
        2006;      1.7354697;      1.9960107;      0.8007448;      0.5367520;      0.2228113;      0.7595634;      2.5736566;     18.1626148;     32.5074997;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7354697;      1.9960107;      0.8007448;      0.5367520;      0.2228113;      0.7595634;      2.5736566;     18.1626148;     32.5074997;      0.0000000;      1.7354697;      1.9960107;      9.7502899;      0.5367519;      0.2228113;      0.7595633;      2.5736566;     18.1626148;     32.5074959;      0.0000000;      0.0000000;      0.0000000;      8.9495459;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;     10.1979294;      3.6301885;      2.9635847;      0.6733049;      1.3452486;      2.0185535;      3.8985500;     18.1626148;     32.5074959;      0.0000000;      7.4615445;      6.1810427;      8.3651772;      0.0619706;      0.3709921;      0.4329627;      6.0473299;     17.7112160;     32.1642570;      0.0011684;      2.1836667;      2.6528733;      3.8310919;      0.7589846;     13.9259691;     23.4602833;      0.2660390;
        2007;      1.1175578;      1.8584390;      0.7791315;      0.4527804;      0.2234250;      0.6762054;      2.2584698;     16.5240726;     30.2306385;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1175578;      1.8584390;      0.7791315;      0.4527804;      0.2234250;      0.6762054;      2.2584698;     16.5240726;     30.2306385;      0.0000000;      1.1175578;      1.8584390;      9.1546707;      0.4527804;      0.2234250;      0.6762054;      2.2584698;     16.5240726;     30.2306385;      0.0000000;      0.0000000;      0.0000000;      8.3755388;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      8.7019358;      3.3596690;      3.1540940;      0.6194702;      1.3449903;      1.9644604;      3.4760582;     16.5240726;     30.2306385;      0.0000000;      5.6669745;      4.6898651;      5.6578245;      0.0350250;      0.2731118;      0.3081369;      3.6535423;     11.6795549;     24.0901833;      0.0009987;      2.3987491;      2.8536165;      4.1296315;      0.8466053;     15.1495667;     25.5389977;      0.2804047;
        2008;      1.0586964;      1.6681712;      0.7000706;      0.6939852;      0.2739046;      0.9678898;      2.1990352;     15.1959076;     27.5807381;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0586964;      1.6681712;      0.7000706;      0.6939852;      0.2739046;      0.9678898;      2.1990352;     15.1959076;     27.5807381;      0.0000000;      1.0586964;      1.6681712;      8.6300268;      0.6939852;      0.2739046;      0.9678898;      2.1990352;     15.1959076;     27.5807381;      0.0000000;      0.0000000;      0.0000000;      7.9299564;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      8.2260590;      3.1192586;      3.3236063;      0.8101973;      1.4332809;      2.2434783;      3.3766899;     15.1959076;     27.5807381;      0.0000000;      7.4486203;      6.1562424;      7.0832028;      0.0585456;      0.2647082;      0.3232538;      4.3480148;     14.4741488;     29.5518589;      0.0013177;      2.3910191;      2.8615203;      4.1698508;      0.8365311;     15.1946020;     25.5796490;      0.2895360;
        2009;      1.2023857;      1.4673746;      0.5938997;      0.4605203;      0.2283966;      0.6889169;      2.0605628;     12.9780483;     23.4686279;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2023857;      1.4673746;      0.5938997;      0.4605203;      0.2283966;      0.6889169;      2.0605628;     12.9780483;     23.4686279;      0.0000000;      1.2023857;      1.4673746;      8.1574097;      0.4605204;      0.2283966;      0.6889170;      2.0605628;     12.9780483;     23.4686279;      0.0000000;      0.0000000;      0.0000000;      7.5635104;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      7.7046723;      2.8112407;      3.2914572;      0.6242920;      1.3848649;      2.0091569;      3.1524279;     12.9780483;     23.4686279;      0.0000000;      6.6937771;      5.5267854;      6.0673814;      0.0159970;      0.1996376;      0.2156346;      3.4765222;     12.5036821;     25.6933346;      0.0012873;      2.5023048;      2.8859303;      4.1463728;      0.8869014;     15.4700155;     26.0572243;      0.2813497;
        2010;      1.5207080;      2.3192356;      1.0080230;      0.6959020;      0.3263514;      1.0222534;      3.1264272;     20.4296265;     37.5112877;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5207080;      2.3192356;      1.0080230;      0.6959020;      0.3263514;      1.0222534;      3.1264272;     20.4296265;     37.5112877;      0.0000000;      1.5207080;      2.3192356;      8.2618151;      0.6959020;      0.3263514;      1.0222534;      3.1264272;     20.4296284;     37.5112877;      0.0000000;      0.0000000;      0.0000000;      7.2537909;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      8.8609905;      3.8649013;      4.3837180;      0.8578659;      1.7273496;      2.5852156;      4.3843713;     20.4296284;     37.5112877;      0.0000000;     10.0895700;      8.3090172;      9.2908163;      0.0417060;      0.3833526;      0.4250585;      5.4029603;     19.4065628;     38.7072906;      0.0021142;      2.5529499;      2.9931092;      4.3307309;      0.8986832;     15.9614344;     26.9023132;      0.3009702;
        2011;      1.1393536;      1.7076086;      0.7358245;      0.7821590;      0.3771561;      1.1593152;      2.2812150;     15.4312725;     28.2076893;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1393536;      1.7076086;      0.7358245;      0.7821590;      0.3771561;      1.1593152;      2.2812150;     15.4312725;     28.2076893;      0.0000000;      1.1385736;      1.7060726;      7.1266451;      0.7819558;      0.3771468;      1.1591024;      2.2780106;     15.4179955;     28.1848793;      0.0000000;      0.0000000;      0.0000000;      6.9811497;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      6.7780838;      2.9146252;      3.5720718;      0.8772107;      1.4834157;      2.3606267;      3.2639012;     15.4179955;     28.1848793;      0.0000000;      6.6308527;      5.4615660;      7.0633307;      0.0961796;      0.3155521;      0.4117317;      4.7783198;     15.0291252;     26.8604069;      0.0009589;      2.4365115;      2.9029732;      4.3112831;      0.8400254;     15.6182375;     26.1410637;      0.2965139;
        2012;      1.9081720;      2.4432185;      0.9702218;      0.6735101;      0.3343196;      1.0078298;      3.2941868;     21.5319824;     38.9500084;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.9081720;      2.4432185;      0.9702218;      0.6735101;      0.3343196;      1.0078298;      3.2941868;     21.5319824;     38.9500084;      0.0000000;      1.9081722;      2.4432182;      7.6823049;      0.6735101;      0.3343196;      1.0078298;      3.2941868;     21.5319824;     38.9500084;      0.0000000;      0.0000000;      0.0000000;      6.7120833;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      7.2419548;      3.6050611;      3.8677995;      0.7533596;      1.4864243;      2.2397840;      4.2444386;     21.5319824;     38.9500084;      0.0000000;     10.2110615;      8.4032049;     10.9554710;      0.0678202;      0.3704322;      0.4382524;      7.4012828;     23.5919590;     41.7030449;      0.0017847;      2.4414649;      2.8959997;      4.2662830;      0.8450016;     15.5232220;     26.0355129;      0.3012379;
        2013;      0.8577881;      1.2337577;      0.5467663;      0.4361660;      0.2020221;      0.6381882;      1.8263128;     10.8601274;     19.8937721;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.8577881;      1.2337577;      0.5467663;      0.4361660;      0.2020221;      0.6381882;      1.8263128;     10.8601274;     19.8937721;      0.0000000;      0.8577881;      1.2337577;      6.4684982;      0.4361660;      0.2020221;      0.6381882;      1.8263128;     10.8601274;     19.8937721;      0.0000000;      0.0000000;      0.0000000;      6.4606733;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      6.8966565;      2.5690029;      4.0434332;      0.6813908;      1.5593580;      2.2407489;      2.9211040;     10.8601274;     19.8937721;      0.0000000;      3.5366449;      2.9087241;      3.1245196;      0.0140987;      0.1999543;      0.2140529;      1.8159111;      6.8295636;     12.5024176;      0.0006655;      2.5267608;      3.0203335;      4.3579535;      0.8811042;     15.8758059;     26.8702812;      0.3252693;
        2014;      1.3629998;      2.1131113;      0.9137254;      0.8800701;      0.4287173;      1.3087875;      2.7588701;     19.0352097;     34.7411957;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.3629998;      2.1131113;      0.9137254;      0.8800701;      0.4287173;      1.3087875;      2.7588701;     19.0352097;     34.7411957;      0.0000000;      1.3629998;      2.1131113;      7.1799216;      0.8800701;      0.4287173;      1.3087875;      2.7588701;     19.0352097;     34.7411957;      0.0000000;      0.0000000;      0.0000000;      6.2661963;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      7.2678833;      3.4379423;      4.5301795;      1.0229392;      1.7794170;      2.8023562;      3.8477747;     19.0352097;     34.7411957;      0.0000000;     11.0096703;      9.0691452;     10.1790905;      0.0863399;      0.3595672;      0.4459071;      5.9325771;     22.9218693;     41.0258331;      0.0020898;      2.5062742;      2.9710193;      4.3654060;      0.8730774;     15.9101477;     26.7327766;      0.3084244;
