"";"Year";"Month";"RF";"PET";"AET";"TF";"In";"Date"
"1";2005;1;388,7042236;60,0750084;0;310,0946655;78,6095657;2005-01-01
"2";2005;2;297,0076904;47,5499954;0;235,7398834;61,2677803;2005-02-01
"3";2005;3;288,5163269;64;1,6352348;227,9405823;60,5757523;2005-03-01
"4";2005;4;198,0730286;58,8800087;5,8447771;154,0559082;44,0171547;2005-04-01
"5";2005;5;128,1595001;70,9760056;25,815546;96,447998;31,7115116;2005-05-01
"6";2005;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2005-06-01
"7";2005;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2005-07-01
"8";2005;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2005-08-01
"9";2005;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2005-09-01
"10";2005;10;175,3826447;68,2499924;18,4871368;135,1709747;40,2116814;2005-10-01
"11";2005;11;397,0556641;80,9325027;4,2509899;317,2216492;79,8340302;2005-11-01
"12";2005;12;427,3991089;64,1148529;0,8200558;341,8245239;85,5746384;2005-12-01
"13";2006;1;388,7042236;60,0750084;0;310,0946655;78,6095657;2006-01-01
"14";2006;2;297,0076904;47,5499954;0;235,7398834;61,2677803;2006-02-01
"15";2006;3;288,5163269;64;1,6352348;227,9405823;60,5757523;2006-03-01
"16";2006;4;198,0730286;58,8800087;5,8447771;154,0559082;44,0171547;2006-04-01
"17";2006;5;128,1595001;70,9760056;25,815546;96,447998;31,7115116;2006-05-01
"18";2006;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2006-06-01
"19";2006;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2006-07-01
"20";2006;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2006-08-01
"21";2006;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2006-09-01
"22";2006;10;175,3826447;68,2499924;18,4871368;135,1709747;40,2116814;2006-10-01
"23";2006;11;397,0556641;80,9325027;4,2509899;317,2216492;79,8340302;2006-11-01
"24";2006;12;427,3991089;64,1148529;0,8200558;341,8245239;85,5746384;2006-12-01
"25";2007;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2007-01-01
"26";2007;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2007-02-01
"27";2007;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2007-03-01
"28";2007;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2007-04-01
"29";2007;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2007-05-01
"30";2007;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2007-06-01
"31";2007;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2007-07-01
"32";2007;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2007-08-01
"33";2007;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2007-09-01
"34";2007;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2007-10-01
"35";2007;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2007-11-01
"36";2007;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2007-12-01
"37";2008;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2008-01-01
"38";2008;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2008-02-01
"39";2008;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2008-03-01
"40";2008;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2008-04-01
"41";2008;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2008-05-01
"42";2008;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2008-06-01
"43";2008;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2008-07-01
"44";2008;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2008-08-01
"45";2008;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2008-09-01
"46";2008;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2008-10-01
"47";2008;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2008-11-01
"48";2008;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2008-12-01
"49";2009;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2009-01-01
"50";2009;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2009-02-01
"51";2009;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2009-03-01
"52";2009;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2009-04-01
"53";2009;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2009-05-01
"54";2009;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2009-06-01
"55";2009;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2009-07-01
"56";2009;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2009-08-01
"57";2009;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2009-09-01
"58";2009;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2009-10-01
"59";2009;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2009-11-01
"60";2009;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2009-12-01
"61";2010;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2010-01-01
"62";2010;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2010-02-01
"63";2010;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2010-03-01
"64";2010;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2010-04-01
"65";2010;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2010-05-01
"66";2010;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2010-06-01
"67";2010;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2010-07-01
"68";2010;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2010-08-01
"69";2010;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2010-09-01
"70";2010;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2010-10-01
"71";2010;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2010-11-01
"72";2010;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2010-12-01
"73";2011;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2011-01-01
"74";2011;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2011-02-01
"75";2011;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2011-03-01
"76";2011;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2011-04-01
"77";2011;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2011-05-01
"78";2011;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2011-06-01
"79";2011;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2011-07-01
"80";2011;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2011-08-01
"81";2011;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2011-09-01
"82";2011;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2011-10-01
"83";2011;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2011-11-01
"84";2011;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2011-12-01
"85";2012;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2012-01-01
"86";2012;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2012-02-01
"87";2012;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2012-03-01
"88";2012;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2012-04-01
"89";2012;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2012-05-01
"90";2012;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2012-06-01
"91";2012;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2012-07-01
"92";2012;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2012-08-01
"93";2012;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2012-09-01
"94";2012;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2012-10-01
"95";2012;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2012-11-01
"96";2012;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2012-12-01
"97";2013;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2013-01-01
"98";2013;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2013-02-01
"99";2013;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2013-03-01
"100";2013;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2013-04-01
"101";2013;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2013-05-01
"102";2013;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2013-06-01
"103";2013;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2013-07-01
"104";2013;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2013-08-01
"105";2013;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2013-09-01
"106";2013;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2013-10-01
"107";2013;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2013-11-01
"108";2013;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2013-12-01
"109";2014;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2014-01-01
"110";2014;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2014-02-01
"111";2014;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2014-03-01
"112";2014;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2014-04-01
"113";2014;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2014-05-01
"114";2014;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2014-06-01
"115";2014;7;23,9153481;135;75,6461945;12,0180149;11,8973303;2014-07-01
"116";2014;8;26,816597;127,0000076;70,8610001;14,9521389;11,864459;2014-08-01
"117";2014;9;66,3434219;94,4000015;47,5023918;46,0376129;20,3058167;2014-09-01
"118";2014;10;175,3826447;45,5000038;5,1600752;135,1709747;40,2116814;2014-10-01
"119";2014;11;397,0556641;21,8000031;0;317,2216492;79,8340302;2014-11-01
"120";2014;12;427,3991089;15,7000008;0;341,8245239;85,5746384;2014-12-01
"121";2015;1;388,7042236;17,8000011;0;310,0946655;78,6095657;2015-01-01
"122";2015;2;297,0076904;31,7000027;0;235,7398834;61,2677803;2015-02-01
"123";2015;3;288,5163269;51,2000046;0;227,9405823;60,5757523;2015-03-01
"124";2015;4;198,0730286;73,5999985;15,8766327;154,0559082;44,0171547;2015-04-01
"125";2015;5;128,1595001;110,8999863;52,2698288;96,447998;31,7115116;2015-05-01
"126";2015;6;82,6263809;108,9000092;53,8416443;59,3896294;23,2367458;2015-06-01
