kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0338874;      0.0620277;      0.0176323;      0.0221478;      0.2695905;      0.3847115;      0.0000000
        2005;           2;      0.0336587;      0.0607554;      0.0170448;      0.0215205;      0.2610634;      0.3757358;      0.0000000
        2005;           3;      0.1368525;      0.1111131;      0.0293819;      0.0553780;      0.4656182;      0.9123347;      0.0000000
        2005;           4;      0.2641191;      0.1812049;      0.0472290;      0.0965275;      0.7401394;      1.6046957;      0.0000000
        2005;           5;      0.2592395;      0.2120071;      0.0629268;      0.1127923;      0.9468730;      1.7813963;      0.0000000
        2005;           6;      0.0782889;      0.1716964;      0.0492475;      0.0476636;      0.6964498;      0.9938341;      0.0000000
        2005;           7;      0.0887412;      0.2008086;      0.0576446;      0.0535880;      0.8076392;      1.1507012;      0.0000000
        2005;           8;      0.0991513;      0.2300349;      0.0661039;      0.0593104;      0.9181119;      1.3073422;      0.0000000
        2005;           9;      0.0829860;      0.1895148;      0.0545570;      0.0503670;      0.7635089;      1.0851730;      0.0000000
        2005;          10;      0.0548737;      0.1164076;      0.0335695;      0.0347204;      0.4844345;      0.6866342;      0.0000000
        2005;          11;      0.3448490;      0.2075376;      0.0495111;      0.1101743;      0.7823611;      1.9269387;      0.0000000
        2005;          12;      0.2753591;      0.1662026;      0.0358010;      0.0821386;      0.5853646;      1.5104849;      0.0000000
        2006;           1;      0.2330725;      0.1465549;      0.0308737;      0.0693415;      0.5098760;      1.2964485;      0.0000000
        2006;           2;      0.1959921;      0.1274838;      0.0283041;      0.0618186;      0.4633538;      1.1200141;      0.0000000
        2006;           3;      0.2348652;      0.1531078;      0.0354836;      0.0767955;      0.5744326;      1.3561488;      0.0000000
        2006;           4;      0.2924778;      0.1933535;      0.0491961;      0.1031643;      0.7743061;      1.7348771;      0.0000000
        2006;           5;      0.2498466;      0.2074918;      0.0621227;      0.1100429;      0.9313950;      1.7352121;      0.0000000
        2006;           6;      0.0774389;      0.1710083;      0.0490227;      0.0471562;      0.6928366;      0.9878427;      0.0000000
        2006;           7;      0.0884036;      0.2004285;      0.0575497;      0.0534082;      0.8060970;      1.1481037;      0.0000000
        2006;           8;      0.0987793;      0.2295515;      0.0659958;      0.0591274;      0.9163549;      1.3043511;      0.0000000
        2006;           9;      0.0826522;      0.1890635;      0.0544593;      0.0502052;      0.7619067;      1.0824484;      0.0000000
        2006;          10;      0.0546630;      0.1161306;      0.0335102;      0.0346151;      0.4834272;      0.6849324;      0.0000000
        2006;          11;      0.3550433;      0.2117210;      0.0504475;      0.1125056;      0.7947559;      1.9742181;      0.0000000
        2006;          12;      0.3029274;      0.1781425;      0.0374984;      0.0876798;      0.6137751;      1.6344858;      0.0000000
        2007;           1;      0.2188126;      0.1389439;      0.0308901;      0.0685401;      0.5051523;      1.2373294;      0.0000000
        2007;           2;      0.2025310;      0.1299986;      0.0289697;      0.0637867;      0.4735284;      1.1513127;      0.0000000
        2007;           3;      0.2417016;      0.1556075;      0.0361452;      0.0787304;      0.5840575;      1.3880919;      0.0000000
        2007;           4;      0.2972837;      0.1946822;      0.0500660;      0.1050052;      0.7838948;      1.7591993;      0.0000000
        2007;           5;      0.2836136;      0.2211442;      0.0661002;      0.1207754;      0.9898660;      1.9020904;      0.0000000
        2007;           6;      0.2227086;      0.2180643;      0.0710608;      0.1099851;      1.0170667;      1.7344790;      0.0000000
        2007;           7;      0.1388927;      0.2116104;      0.0671771;      0.0805785;      0.9413757;      1.4159491;      0.0000000
        2007;           8;      0.0965461;      0.2255552;      0.0653289;      0.0582933;      0.9050062;      1.2843909;      0.0000000
        2007;           9;      0.0807611;      0.1862189;      0.0538938;      0.0493503;      0.7525403;      1.0664159;      0.0000000
        2007;          10;      0.2456891;      0.1883289;      0.0579537;      0.1032274;      0.8472641;      1.6407791;      0.0000000
        2007;          11;      0.3846386;      0.2237181;      0.0533965;      0.1180890;      0.8254576;      2.1095867;      0.0000000
        2007;          12;      0.2998546;      0.1760055;      0.0380651;      0.0881404;      0.6166826;      1.6244910;      0.0000000
        2008;           1;      0.2311486;      0.1445898;      0.0314607;      0.0706734;      0.5162122;      1.2919632;      0.0000000
        2008;           2;      0.1914070;      0.1251353;      0.0283570;      0.0616188;      0.4625173;      1.1016313;      0.0000000
        2008;           3;      0.2184444;      0.1457621;      0.0345739;      0.0735588;      0.5576437;      1.2823036;      0.0000000
        2008;           4;      0.2569223;      0.1787958;      0.0464257;      0.0943318;      0.7293372;      1.5707873;      0.0000000
        2008;           5;      0.2512835;      0.2107858;      0.0620693;      0.1101894;      0.9372020;      1.7472929;      0.0000000
        2008;           6;      0.2098138;      0.2154409;      0.0689289;      0.1054335;      0.9955543;      1.6731321;      0.0000000
        2008;           7;      0.1115858;      0.2056703;      0.0624087;      0.0672823;      0.8765706;      1.2762237;      0.0000000
        2008;           8;      0.0986794;      0.2289699;      0.0659669;      0.0592003;      0.9156524;      1.3027968;      0.0000000
        2008;           9;      0.0824566;      0.1886555;      0.0544021;      0.0501492;      0.7608929;      1.0806106;      0.0000000
        2008;          10;      0.0548706;      0.1164984;      0.0336430;      0.0347720;      0.4852964;      0.6874742;      0.0000000
        2008;          11;      0.4291821;      0.2440865;      0.0556183;      0.1257274;      0.8656389;      2.3075173;      0.0000000
        2008;          12;      0.3199261;      0.1844323;      0.0396090;      0.0921625;      0.6377732;      1.7154992;      0.0000000
        2009;           1;      0.2494791;      0.1515424;      0.0332354;      0.0755840;      0.5411807;      1.3776299;      0.0000000
        2009;           2;      0.2010499;      0.1280478;      0.0297296;      0.0650924;      0.4799516;      1.1488650;      0.0000000
        2009;           3;      0.2412099;      0.1551516;      0.0363854;      0.0790996;      0.5862584;      1.3875798;      0.0000000
        2009;           4;      0.2804286;      0.1880472;      0.0484505;      0.1004910;      0.7605112;      1.6799482;      0.0000000
        2009;           5;      0.4195758;      0.2778481;      0.0790774;      0.1593824;      1.1949217;      2.5530477;      0.0000000
        2009;           6;      0.2997122;      0.2469238;      0.0809480;      0.1361834;      1.1558225;      2.1158381;      0.0000000
        2009;           7;      0.1781179;      0.2230255;      0.0736179;      0.0974099;      1.0273608;      1.6164002;      0.0000000
        2009;           8;      0.0987831;      0.2233377;      0.0658570;      0.0603512;      0.9104509;      1.2923704;      0.0000000
        2009;           9;      0.0793161;      0.1840993;      0.0534470;      0.0486642;      0.7452500;      1.0541235;      0.0000000
        2009;          10;      0.1960738;      0.1675671;      0.0526153;      0.0882325;      0.7659066;      1.3983929;      0.0000000
        2009;          11;      0.3330188;      0.2013244;      0.0496752;      0.1080907;      0.7723312;      1.8757809;      0.0000000
        2009;          12;      0.2550422;      0.1560367;      0.0355335;      0.0795214;      0.5719831;      1.4234380;      0.0000000
        2010;           1;      0.2235343;      0.1406381;      0.0314521;      0.0700250;      0.5128256;      1.2601413;      0.0000000
        2010;           2;      0.1966823;      0.1266005;      0.0291856;      0.0637438;      0.4731478;      1.1280100;      0.0000000
        2010;           3;      0.2390281;      0.1541621;      0.0362559;      0.0786546;      0.5838974;      1.3776608;      0.0000000
        2010;           4;      0.2818870;      0.1890419;      0.0484399;      0.1006498;      0.7617871;      1.6866584;      0.0000000
        2010;           5;      0.3547245;      0.2529455;      0.0721041;      0.1407194;      1.0977389;      2.2437229;      0.0000000
        2010;           6;      0.5681543;      0.3627566;      0.1079397;      0.2178950;      1.5987558;      3.4277949;      0.0000000
        2010;           7;      0.4322736;      0.3217194;      0.1077605;      0.1880348;      1.5163829;      2.8982792;      0.0000000
        2010;           8;      0.2177611;      0.2591746;      0.0882280;      0.1173872;      1.2113390;      1.9281807;      0.0000000
        2010;           9;      0.0977632;      0.1864010;      0.0576388;      0.0598903;      0.7997176;      1.1535337;      0.0000000
        2010;          10;      0.3951135;      0.2504474;      0.0726330;      0.1420698;      1.0554554;      2.3490710;      0.0000000
        2010;          11;      0.4074694;      0.2342487;      0.0545248;      0.1225244;      0.8486930;      2.2123117;      0.0000000
        2010;          12;      0.2744040;      0.1649517;      0.0364622;      0.0830898;      0.5905970;      1.5099260;      0.0000000
        2011;           1;      0.2060236;      0.1332610;      0.0302679;      0.0662160;      0.4934123;      1.1807461;      0.0000000
        2011;           2;      0.1731009;      0.1170374;      0.0273952;      0.0581279;      0.4447300;      1.0200255;      0.0000000
        2011;           3;      0.2058358;      0.1412903;      0.0334725;      0.0700674;      0.5409481;      1.2244501;      0.0000000
        2011;           4;      0.2123093;      0.1614770;      0.0425600;      0.0821607;      0.6681041;      1.3629185;      0.0000000
        2011;           5;      0.2485244;      0.2126649;      0.0610130;      0.1078720;      0.9288672;      1.7342639;      0.0000000
        2011;           6;      0.1402021;      0.1951636;      0.0595026;      0.0780313;      0.8609751;      1.3311034;      0.0000000
        2011;           7;      0.0922444;      0.2054562;      0.0585900;      0.0552059;      0.8235406;      1.1784595;      0.0000000
        2011;           8;      0.1021315;      0.2341084;      0.0669435;      0.0606865;      0.9319937;      1.3314062;      0.0000000
        2011;           9;      0.0849914;      0.1922589;      0.0551298;      0.0513126;      0.7730014;      1.1014775;      0.0000000
        2011;          10;      0.0573270;      0.1202072;      0.0345460;      0.0360923;      0.4996159;      0.7101014;      0.0000000
        2011;          11;      0.3245730;      0.1973532;      0.0493890;      0.1062883;      0.7632770;      1.8378870;      0.0000000
        2011;          12;      0.2663165;      0.1605381;      0.0365521;      0.0820549;      0.5851803;      1.4752666;      0.0000000
