kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0306642;      0.0564451;      0.0159207;      0.0200210;      0.2435073;      0.3484194;      0.0000000
        2005;           2;      0.0301258;      0.0549163;      0.0153250;      0.0193186;      0.2345595;      0.3379703;      0.0000000
        2005;           3;      0.1833103;      0.1274786;      0.0307559;      0.0641716;      0.4918896;      1.1015675;      0.0000000
        2005;           4;      0.3244420;      0.2048295;      0.0493377;      0.1078537;      0.7751150;      1.8560737;      0.0000000
        2005;           5;      0.4328423;      0.2792489;      0.0747577;      0.1568255;      1.1404854;      2.5605946;      0.0000000
        2005;           6;      0.1528413;      0.1808972;      0.0575852;      0.0812862;      0.8235685;      1.3260958;      0.0000000
        2005;           7;      0.1307115;      0.1964290;      0.0613791;      0.0751884;      0.8665632;      1.3133302;      0.0000000
        2005;           8;      0.0917539;      0.2106787;      0.0602393;      0.0548372;      0.8379532;      1.1979479;      0.0000000
        2005;           9;      0.0776054;      0.1752942;      0.0499561;      0.0467935;      0.7010893;      1.0020746;      0.0000000
        2005;          10;      0.0518991;      0.1086279;      0.0309065;      0.0325045;      0.4478092;      0.6392516;      0.0000000
        2005;          11;      0.4225117;      0.2460337;      0.0506822;      0.1205722;      0.8151658;      2.2541478;      0.0000000
        2005;          12;      0.2712156;      0.1649361;      0.0335035;      0.0783389;      0.5496262;      1.4735372;      0.0000000
        2006;           1;      0.2082597;      0.1344481;      0.0278310;      0.0624144;      0.4591432;      1.1674693;      0.0000000
        2006;           2;      0.1607280;      0.1099396;      0.0248343;      0.0530777;      0.4041964;      0.9440023;      0.0000000
        2006;           3;      0.2003936;      0.1355834;      0.0316024;      0.0674532;      0.5087753;      1.1786461;      0.0000000
        2006;           4;      0.3134974;      0.2001362;      0.0482553;      0.1050300;      0.7602580;      1.8039464;      0.0000000
        2006;           5;      0.4038413;      0.2662596;      0.0721297;      0.1491892;      1.0997813;      2.4218745;      0.0000000
        2006;           6;      0.0977122;      0.1628001;      0.0494315;      0.0578433;      0.7033526;      1.0440657;      0.0000000
        2006;           7;      0.0824685;      0.1842705;      0.0526139;      0.0497151;      0.7385614;      1.0569965;      0.0000000
        2006;           8;      0.0928703;      0.2129175;      0.0605474;      0.0551647;      0.8434348;      1.2080911;      0.0000000
        2006;           9;      0.0785556;      0.1767490;      0.0502122;      0.0471845;      0.7054799;      1.0099241;      0.0000000
        2006;          10;      0.0524022;      0.1093341;      0.0310345;      0.0327277;      0.4500740;      0.6432685;      0.0000000
        2006;          11;      0.4180501;      0.2437900;      0.0506560;      0.1198579;      0.8118172;      2.2349000;      0.0000000
        2006;          12;      0.2615844;      0.1602450;      0.0331305;      0.0768024;      0.5418202;      1.4309473;      0.0000000
        2007;           1;      0.1683436;      0.1150221;      0.0262473;      0.0561281;      0.4266369;      0.9908643;      0.0000000
        2007;           2;      0.1612826;      0.1100873;      0.0250139;      0.0534908;      0.4065221;      0.9476157;      0.0000000
        2007;           3;      0.2285686;      0.1481777;      0.0334547;      0.0735877;      0.5398901;      1.3075212;      0.0000000
        2007;           4;      0.3187508;      0.2020857;      0.0491060;      0.1067402;      0.7695160;      1.8304971;      0.0000000
        2007;           5;      0.4491511;      0.2872525;      0.0765349;      0.1614270;      1.1675135;      2.6425471;      0.0000000
        2007;           6;      0.4674740;      0.3114322;      0.0936157;      0.1828277;      1.3632941;      2.8801806;      0.0000000
        2007;           7;      0.3674178;      0.2862423;      0.0936340;      0.1627766;      1.3296658;      2.5104225;      0.0000000
        2007;           8;      0.2613868;      0.2637300;      0.0886539;      0.1323925;      1.2393343;      2.0855696;      0.0000000
        2007;           9;      0.1281394;      0.1863077;      0.0592421;      0.0732625;      0.8313007;      1.2666746;      0.0000000
        2007;          10;      0.4936691;      0.2975525;      0.0746106;      0.1602226;      1.1220902;      2.7734506;      0.0000000
        2007;          11;      0.4357724;      0.2528398;      0.0515653;      0.1211677;      0.8194160;      2.3120432;      0.0000000
        2007;          12;      0.2879346;      0.1723634;      0.0349702;      0.0823463;      0.5705606;      1.5522819;      0.0000000
        2008;           1;      0.1787733;      0.1201864;      0.0266405;      0.0577705;      0.4352605;      1.0371274;      0.0000000
        2008;           2;      0.1419779;      0.1013611;      0.0238697;      0.0494832;      0.3861924;      0.8600012;      0.0000000
        2008;           3;      0.1617317;      0.1181231;      0.0291314;      0.0590001;      0.4654543;      1.0015039;      0.0000000
        2008;           4;      0.1960402;      0.1482213;      0.0394441;      0.0766054;      0.6141141;      1.2571416;      0.0000000
        2008;           5;      0.3223415;      0.2332245;      0.0643081;      0.1264763;      0.9849023;      2.0359864;      0.0000000
        2008;           6;      0.4175829;      0.2910008;      0.0869374;      0.1685377;      1.2848290;      2.6342289;      0.0000000
        2008;           7;      0.2553158;      0.2422958;      0.0789089;      0.1246998;      1.1267855;      1.9502498;      0.0000000
        2008;           8;      0.1485755;      0.2254426;      0.0710857;      0.0855569;      0.9945547;      1.5045884;      0.0000000
        2008;           9;      0.0768689;      0.1737834;      0.0497497;      0.0465762;      0.6973842;      0.9952784;      0.0000000
        2008;          10;      0.4286260;      0.2664658;      0.0708317;      0.1462933;      1.0499173;      2.4741147;      0.0000000
        2008;          11;      0.4953849;      0.2846046;      0.0518605;      0.1262801;      0.8446005;      2.5644524;      0.0000000
        2008;          12;      0.3152754;      0.1852058;      0.0367463;      0.0875616;      0.5976545;      1.6770248;      0.0000000
        2009;           1;      0.2117148;      0.1345204;      0.0290599;      0.0653433;      0.4735390;      1.1889093;      0.0000000
        2009;           2;      0.1679190;      0.1122296;      0.0259476;      0.0558659;      0.4183015;      0.9802890;      0.0000000
        2009;           3;      0.1798563;      0.1260672;      0.0304902;      0.0633347;      0.4877972;      1.0857306;      0.0000000
        2009;           4;      0.2348659;      0.1648139;      0.0425356;      0.0865082;      0.6645373;      1.4384879;      0.0000000
        2009;           5;      0.4253284;      0.2762305;      0.0759596;      0.1562317;      1.1438861;      2.5374675;      0.0000000
        2009;           6;      0.4999515;      0.3255443;      0.0976161;      0.1913770;      1.4110098;      3.0389607;      0.0000000
        2009;           7;      0.3871619;      0.2936276;      0.0967456;      0.1687207;      1.3623956;      2.6087778;      0.0000000
        2009;           8;      0.2745025;      0.2675258;      0.0909169;      0.1371089;      1.2635807;      2.1509402;      0.0000000
        2009;           9;      0.1439183;      0.1906663;      0.0618289;      0.0800054;      0.8651177;      1.3466694;      0.0000000
        2009;          10;      0.3618808;      0.2348506;      0.0650956;      0.1304496;      0.9625496;      2.1558311;      0.0000000
        2009;          11;      0.3470381;      0.2090749;      0.0474798;      0.1069492;      0.7455638;      1.9152769;      0.0000000
        2009;          12;      0.2203057;      0.1402783;      0.0313128;      0.0695931;      0.5048181;      1.2463918;      0.0000000
        2010;           1;      0.1806735;      0.1204150;      0.0271485;      0.0589691;      0.4411271;      1.0477747;      0.0000000
        2010;           2;      0.1660174;      0.1115637;      0.0257140;      0.0552806;      0.4154005;      0.9711677;      0.0000000
        2010;           3;      0.1940711;      0.1322966;      0.0314879;      0.0665831;      0.5042630;      1.1510906;      0.0000000
        2010;           4;      0.2170113;      0.1571636;      0.0411777;      0.0820756;      0.6421719;      1.3556373;      0.0000000
        2010;           5;      0.3661389;      0.2518220;      0.0693287;      0.1397943;      1.0570778;      2.2520411;      0.0000000
        2010;           6;      0.6139328;      0.3805366;      0.1068915;      0.2231139;      1.5845656;      3.5932155;      0.0000000
        2010;           7;      0.6878347;      0.4286865;      0.1279147;      0.2547298;      1.8297448;      4.0787215;      0.0000000
        2010;           8;      0.4990529;      0.3594203;      0.1218466;      0.2135084;      1.6812209;      3.2878211;      0.0000000
        2010;           9;      0.2743493;      0.2391200;      0.0811255;      0.1285343;      1.1244495;      2.0110037;      0.0000000
        2010;          10;      0.5706463;      0.3367294;      0.0769801;      0.1696334;      1.1704105;      3.1091983;      0.0000000
        2010;          11;      0.4218302;      0.2457204;      0.0512376;      0.1196906;      0.8121210;      2.2521231;      0.0000000
        2010;          12;      0.2474003;      0.1532828;      0.0326687;      0.0746259;      0.5308933;      1.3686849;      0.0000000
        2011;           1;      0.1516468;      0.1074602;      0.0252864;      0.0527226;      0.4094363;      0.9153287;      0.0000000
        2011;           2;      0.1133051;      0.0885174;      0.0221462;      0.0433460;      0.3551160;      0.7296162;      0.0000000
        2011;           3;      0.1451486;      0.1116480;      0.0278157;      0.0546966;      0.4447171;      0.9253129;      0.0000000
        2011;           4;      0.1168182;      0.1160179;      0.0326995;      0.0544704;      0.5026492;      0.8844888;      0.0000000
        2011;           5;      0.2545087;      0.2067466;      0.0575955;      0.1059392;      0.8816044;      1.7122359;      0.0000000
