kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0275305;      0.0537318;      0.0152856;      0.0179355;      0.2292394;      0.3259865;      0.0000000
        2005;           2;      0.0259713;      0.0499299;      0.0140721;      0.0167157;      0.2118405;      0.3029203;      0.0000000
        2005;           3;      0.0301291;      0.0577954;      0.0162398;      0.0192564;      0.2442593;      0.3501248;      0.0000000
        2005;           4;      0.0430668;      0.0684347;      0.0200169;      0.0258771;      0.2988814;      0.4445789;      0.0000000
        2005;           5;      0.0614536;      0.0939594;      0.0281855;      0.0358671;      0.4118677;      0.6204837;      0.0000000
        2005;           6;      0.0463045;      0.1022551;      0.0292824;      0.0288063;      0.4172497;      0.5928397;      0.0000000
        2005;           7;      0.0522751;      0.1188488;      0.0341172;      0.0323140;      0.4815689;      0.6830595;      0.0000000
        2005;           8;      0.0578546;      0.1350981;      0.0388633;      0.0354865;      0.5435533;      0.7701156;      0.0000000
        2005;           9;      0.0553174;      0.1301625;      0.0375320;      0.0340239;      0.5241104;      0.7413526;      0.0000000
        2005;          10;      0.0443013;      0.1005319;      0.0290572;      0.0279320;      0.4120677;      0.5814629;      0.0000000
        2005;          11;      0.0609787;      0.0869903;      0.0260905;      0.0347588;      0.3842949;      0.5886229;      0.0000000
        2005;          12;      0.0957163;      0.0884002;      0.0248087;      0.0427099;      0.3816634;      0.6945478;      0.0000000
        2006;           1;      0.0893616;      0.0801919;      0.0212250;      0.0377340;      0.3336987;      0.6282648;      0.0000000
        2006;           2;      0.0667988;      0.0665626;      0.0181615;      0.0305344;      0.2835214;      0.5029811;      0.0000000
        2006;           3;      0.0794641;      0.0770578;      0.0212180;      0.0360440;      0.3299691;      0.5904303;      0.0000000
        2006;           4;      0.0945708;      0.0890939;      0.0251834;      0.0427680;      0.3860009;      0.6951349;      0.0000000
        2006;           5;      0.0851550;      0.1032232;      0.0310485;      0.0449047;      0.4590871;      0.7399352;      0.0000000
        2006;           6;      0.0473088;      0.1037130;      0.0295576;      0.0292624;      0.4220085;      0.6011082;      0.0000000
        2006;           7;      0.0533871;      0.1204280;      0.0344381;      0.0328422;      0.4869584;      0.6922753;      0.0000000
        2006;           8;      0.0589514;      0.1366769;      0.0391935;      0.0360121;      0.5489894;      0.7793378;      0.0000000
        2006;           9;      0.0562299;      0.1314839;      0.0378149;      0.0344678;      0.5287197;      0.7491073;      0.0000000
        2006;          10;      0.0449376;      0.1014326;      0.0292535;      0.0282523;      0.4153037;      0.5868539;      0.0000000
        2006;          11;      0.0637316;      0.0878380;      0.0264379;      0.0358249;      0.3895123;      0.6021025;      0.0000000
        2006;          12;      0.1223175;      0.0993602;      0.0270825;      0.0499464;      0.4184697;      0.8196572;      0.0000000
        2007;           1;      0.0812645;      0.0756753;      0.0208119;      0.0361277;      0.3240117;      0.5899829;      0.0000000
        2007;           2;      0.0772166;      0.0705409;      0.0190907;      0.0335459;      0.2984788;      0.5519092;      0.0000000
        2007;           3;      0.0894017;      0.0807610;      0.0220777;      0.0388601;      0.3436211;      0.6365815;      0.0000000
        2007;           4;      0.0927486;      0.0878297;      0.0251424;      0.0423939;      0.3835011;      0.6861982;      0.0000000
        2007;           5;      0.0859476;      0.1033790;      0.0313030;      0.0452951;      0.4615368;      0.7446890;      0.0000000
        2007;           6;      0.0667923;      0.1083231;      0.0330797;      0.0395533;      0.4731661;      0.7039043;      0.0000000
        2007;           7;      0.0525108;      0.1191198;      0.0341863;      0.0324434;      0.4826851;      0.6849126;      0.0000000
        2007;           8;      0.0580232;      0.1353143;      0.0389149;      0.0355750;      0.5443814;      0.7714940;      0.0000000
        2007;           9;      0.0554204;      0.1302999;      0.0375644;      0.0340774;      0.5246276;      0.7422107;      0.0000000
        2007;          10;      0.0453960;      0.1023521;      0.0295247;      0.0285435;      0.4191913;      0.5924024;      0.0000000
        2007;          11;      0.0484958;      0.0795830;      0.0241875;      0.0293974;      0.3504400;      0.5167953;      0.0000000
        2007;          12;      0.1011557;      0.0893430;      0.0256431;      0.0445010;      0.3895254;      0.7195598;      0.0000000
        2008;           1;      0.0834532;      0.0764954;      0.0210526;      0.0368019;      0.3274988;      0.6005495;      0.0000000
        2008;           2;      0.0754846;      0.0696969;      0.0189978;      0.0331681;      0.2964752;      0.5439253;      0.0000000
        2008;           3;      0.1004432;      0.0854279;      0.0229249;      0.0417106;      0.3580858;      0.6880255;      0.0000000
        2008;           4;      0.0865462;      0.0858482;      0.0245149;      0.0404898;      0.3746098;      0.6574439;      0.0000000
        2008;           5;      0.0699832;      0.0989178;      0.0294036;      0.0393245;      0.4336039;      0.6685803;      0.0000000
        2008;           6;      0.1193971;      0.1282183;      0.0402294;      0.0601927;      0.5822176;      0.9724788;      0.0000000
        2008;           7;      0.0529422;      0.1196487;      0.0343112;      0.0326701;      0.4847323;      0.6883489;      0.0000000
        2008;           8;      0.0584050;      0.1358397;      0.0390306;      0.0357651;      0.5462678;      0.7746693;      0.0000000
        2008;           9;      0.0557293;      0.1307361;      0.0376607;      0.0342312;      0.5261875;      0.7448217;      0.0000000
        2008;          10;      0.0445644;      0.1008956;      0.0291389;      0.0280672;      0.4134055;      0.5836810;      0.0000000
        2008;          11;      0.0812014;      0.0917011;      0.0286482;      0.0418434;      0.4160447;      0.6824982;      0.0000000
        2008;          12;      0.1110521;      0.0928613;      0.0266832;      0.0471854;      0.4026773;      0.7656223;      0.0000000
        2009;           1;      0.0904920;      0.0784953;      0.0218394;      0.0388878;      0.3370043;      0.6328222;      0.0000000
        2009;           2;      0.0682558;      0.0654701;      0.0186321;      0.0315019;      0.2864155;      0.5088884;      0.0000000
        2009;           3;      0.0855248;      0.0786065;      0.0219850;      0.0381097;      0.3395518;      0.6189039;      0.0000000
        2009;           4;      0.0913028;      0.0870869;      0.0250491;      0.0420091;      0.3813719;      0.6792291;      0.0000000
        2009;           5;      0.1222144;      0.1174317;      0.0356284;      0.0576357;      0.5264514;      0.9242320;      0.0000000
        2009;           6;      0.1140393;      0.1242387;      0.0398452;      0.0580405;      0.5683587;      0.9420856;      0.0000000
        2009;           7;      0.0508048;      0.1167356;      0.0336751;      0.0316010;      0.4742352;      0.6706743;      0.0000000
        2009;           8;      0.0563364;      0.1328837;      0.0383897;      0.0347480;      0.5358388;      0.7571570;      0.0000000
        2009;           9;      0.0539796;      0.1282084;      0.0371045;      0.0333640;      0.5172119;      0.7298441;      0.0000000
        2009;          10;      0.0441973;      0.1004572;      0.0290661;      0.0279024;      0.4120296;      0.5810921;      0.0000000
        2009;          11;      0.0462348;      0.0798889;      0.0239202;      0.0284569;      0.3478106;      0.5080244;      0.0000000
        2009;          12;      0.0788406;      0.0798400;      0.0235259;      0.0379632;      0.3550245;      0.6119160;      0.0000000
        2010;           1;      0.0958572;      0.0812181;      0.0221697;      0.0402138;      0.3443346;      0.6583648;      0.0000000
        2010;           2;      0.0835848;      0.0723062;      0.0198274;      0.0355844;      0.3078364;      0.5814667;      0.0000000
        2010;           3;      0.0930686;      0.0818363;      0.0225706;      0.0401016;      0.3497326;      0.6542515;      0.0000000
        2010;           4;      0.0991102;      0.0906714;      0.0257247;      0.0442281;      0.3934107;      0.7170644;      0.0000000
        2010;           5;      0.1137159;      0.1152274;      0.0344885;      0.0548275;      0.5133355;      0.8842999;      0.0000000
        2010;           6;      0.1779943;      0.1529096;      0.0475703;      0.0800643;      0.6913921;      1.2685266;      0.0000000
        2010;           7;      0.1525556;      0.1529583;      0.0500567;      0.0750941;      0.7063664;      1.2037456;      0.0000000
        2010;           8;      0.0565662;      0.1327738;      0.0384603;      0.0349625;      0.5366802;      0.7583154;      0.0000000
        2010;           9;      0.0539423;      0.1280838;      0.0370926;      0.0333626;      0.5169715;      0.7293983;      0.0000000
        2010;          10;      0.0441740;      0.1003940;      0.0290812;      0.0279187;      0.4121202;      0.5810404;      0.0000000
        2010;          11;      0.1018043;      0.1000327;      0.0311462;      0.0486893;      0.4527516;      0.7849897;      0.0000000
        2010;          12;      0.1121155;      0.0941599;      0.0265670;      0.0475065;      0.4053131;      0.7717742;      0.0000000
        2011;           1;      0.0880016;      0.0781491;      0.0214520;      0.0380628;      0.3335313;      0.6215323;      0.0000000
        2011;           2;      0.0690479;      0.0667818;      0.0185105;      0.0315019;      0.2876384;      0.5134892;      0.0000000
        2011;           3;      0.0884984;      0.0811465;      0.0219597;      0.0384461;      0.3429294;      0.6336036;      0.0000000
        2011;           4;      0.0857223;      0.0864757;      0.0242986;      0.0399586;      0.3732898;      0.6544443;      0.0000000
        2011;           5;      0.0927996;      0.1089749;      0.0319404;      0.0474190;      0.4776704;      0.7840512;      0.0000000
