kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.1352561;      0.2177825;      0.0606426;      0.0876063;      0.9574905;      1.3978710;      0.0000000
        2005;           2;      0.3662990;      0.2949457;      0.0756679;      0.1587749;      1.2675678;      2.4366653;      0.0000000
        2005;           3;      0.8327607;      0.5342408;      0.1174286;      0.2877339;      2.0330503;      4.7679853;      0.0000000
        2005;           4;      1.2626324;      0.7939392;      0.1790681;      0.4389575;      3.0626023;      7.1981039;      0.0000000
        2005;           5;      1.8105059;      1.1533141;      0.2595532;      0.6179084;      4.3878026;     10.3596220;      0.0000000
        2005;           6;      1.6249771;      1.1323508;      0.3344002;      0.6687737;      5.0529423;     10.2636204;      0.0000000
        2005;           7;      2.6804378;      1.7630490;      0.2213725;      0.5427448;      4.3248730;     13.9856129;      0.0000000
        2005;           8;      2.4518726;      1.6935145;      0.3183379;      0.6796396;      5.4079604;     13.9284744;      0.0000000
        2005;           9;      1.6543640;      1.1566628;      0.2938700;      0.5766506;      4.5037785;     10.0370035;      0.0000000
        2005;          10;      1.2410476;      0.8165494;      0.1401878;      0.3198723;      2.4490473;      6.7886949;      0.0000000
        2005;          11;      1.2921329;      0.7685580;      0.1200574;      0.3396881;      2.2912383;      6.7282429;      0.0000000
        2005;          12;      0.8181561;      0.5063016;      0.0991562;      0.2562617;      1.7710730;      4.5026197;      0.0000000
        2006;           1;      0.7522032;      0.4782400;      0.0963030;      0.2421706;      1.7059764;      4.2101331;      0.0000000
        2006;           2;      0.8167004;      0.4981848;      0.0940631;      0.2474931;      1.6937556;      4.4342828;      0.0000000
        2006;           3;      0.8584670;      0.5485299;      0.1176763;      0.2911302;      2.0515010;      4.8804436;      0.0000000
        2006;           4;      1.2975460;      0.8115474;      0.1804418;      0.4477253;      3.1074052;      7.3600430;      0.0000000
        2006;           5;      1.8554709;      1.1736906;      0.2642044;      0.6375605;      4.4906101;     10.5934515;      0.0000000
        2006;           6;      1.8281322;      1.2294803;      0.3363298;      0.7114069;      5.2515378;     11.1592054;      0.0000000
        2006;           7;      2.8224063;      1.8333899;      0.2006120;      0.5095152;      4.0958505;     14.3832254;      0.0000000
        2006;           8;      2.6095009;      1.7809994;      0.2805600;      0.6253780;      5.0455122;     14.2961464;      0.0000000
        2006;           9;      1.8650854;      1.2780663;      0.2579189;      0.5456265;      4.2749276;     10.6961269;      0.0000000
        2006;          10;      1.3284602;      0.8659280;      0.1251279;      0.2969404;      2.3015993;      7.0353074;      0.0000000
        2006;          11;      1.3509576;      0.8005819;      0.1166191;      0.3372740;      2.2725875;      6.9482574;      0.0000000
        2006;          12;      0.9189149;      0.5547113;      0.1009697;      0.2701628;      1.8357530;      4.9338622;      0.0000000
        2007;           1;      0.8853905;      0.5386217;      0.0999845;      0.2645092;      1.8076344;      4.7859302;      0.0000000
        2007;           2;      0.7672676;      0.4759851;      0.0932292;      0.2401481;      1.6628703;      4.2255111;      0.0000000
        2007;           3;      1.0521047;      0.6379164;      0.1215858;      0.3213689;      2.1879508;      5.7114220;      0.0000000
        2007;           4;      1.2885077;      0.8070942;      0.1801966;      0.4452682;      3.0959315;      7.3190565;      0.0000000
        2007;           5;      1.7330880;      1.1125848;      0.2694236;      0.6274372;      4.4611559;     10.1084347;      0.0000000
        2007;           6;      1.4340613;      1.0364015;      0.3184654;      0.5941241;      4.6443048;      9.2752724;      0.0000000
        2007;           7;      0.7655972;      0.8274683;      0.2870094;      0.4089156;      3.9496384;      6.4272842;      0.0000000
        2007;           8;      0.8413393;      0.9322175;      0.3257621;      0.4559924;      4.4571438;      7.1840153;      0.0000000
        2007;           9;      0.4785983;      0.6509833;      0.2139793;      0.2782578;      2.9991772;      4.5856771;      0.0000000
        2007;          10;      1.1037643;      0.7330055;      0.1873408;      0.4149641;      3.0258043;      6.6093721;      0.0000000
        2007;          11;      1.1950891;      0.7166098;      0.1225555;      0.3357230;      2.2754762;      6.3368120;      0.0000000
        2007;          12;      0.9209597;      0.5551507;      0.1009708;      0.2708357;      1.8380218;      4.9424977;      0.0000000
        2008;           1;      1.0068573;      0.5997883;      0.1016897;      0.2771807;      1.8695507;      5.3007946;      0.0000000
        2008;           2;      0.8716425;      0.5257319;      0.0952209;      0.2547472;      1.7303413;      4.6721320;      0.0000000
        2008;           3;      1.0109384;      0.6201380;      0.1215923;      0.3160060;      2.1684439;      5.5422540;      0.0000000
        2008;           4;      1.4336381;      0.8810636;      0.1844121;      0.4726280;      3.2362792;      7.9697313;      0.0000000
        2008;           5;      0.8431849;      0.7348104;      0.2201639;      0.4088143;      3.4053433;      6.0578070;      0.0000000
        2008;           6;      2.0659223;      1.3450508;      0.3388000;      0.7666225;      5.5133219;     12.2231998;      0.0000000
        2008;           7;      2.2506490;      1.5230417;      0.3169700;      0.6909652;      5.2885385;     12.9482517;      0.0000000
        2008;           8;      1.8924046;      1.3777434;      0.4389877;      0.8033622;      6.3061180;     12.3908911;      0.0000000
        2008;           9;      1.7959510;      1.2462991;      0.2396818;      0.4959289;      3.9844148;     10.2423487;      0.0000000
        2008;          10;      1.4813558;      0.9398927;      0.1424885;      0.3607109;      2.6552849;      7.8481660;      0.0000000
        2008;          11;      1.3195696;      0.7878710;      0.1098368;      0.3169889;      2.1621294;      6.7604680;      0.0000000
        2008;          12;      1.0466456;      0.6173285;      0.1000778;      0.2815650;      1.8810226;      5.4582109;      0.0000000
        2009;           1;      0.9826109;      0.5858663;      0.1012091;      0.2764203;      1.8621805;      5.1979175;      0.0000000
        2009;           2;      0.9083621;      0.5430101;      0.0956624;      0.2600112;      1.7538483;      4.8286252;      0.0000000
        2009;           3;      1.0740353;      0.6511827;      0.1227295;      0.3245473;      2.2095842;      5.8135319;      0.0000000
        2009;           4;      1.4165154;      0.8700836;      0.1826648;      0.4682007;      3.2055750;      7.8800535;      0.0000000
        2009;           5;      2.0140700;      1.2506201;      0.2805814;      0.7010167;      4.8356323;     11.4180880;      0.0000000
        2009;           6;      1.4831947;      1.0622580;      0.3259498;      0.6351385;      4.8663464;      9.5917034;      0.0000000
        2009;           7;      0.3102497;      0.6890014;      0.2010500;      0.1929299;      2.8138556;      3.9990671;      0.0000000
        2009;           8;      0.3486251;      0.7867415;      0.2294223;      0.2143685;      3.1872861;      4.5351100;      0.0000000
        2009;           9;      0.2753980;      0.5964270;      0.1737948;      0.1724620;      2.4528790;      3.4897201;      0.0000000
        2009;          10;      1.1535552;      0.7553914;      0.1876970;      0.4248063;      3.0670424;      6.8223743;      0.0000000
        2009;          11;      1.2596631;      0.7492774;      0.1244070;      0.3469183;      2.3332477;      6.6245337;      0.0000000
        2009;          12;      0.9994099;      0.5938638;      0.1013556;      0.2790046;      1.8741024;      5.2703366;      0.0000000
        2010;           1;      1.0410268;      0.6147506;      0.1014491;      0.2825092;      1.8894676;      5.4426098;      0.0000000
        2010;           2;      0.9899223;      0.5833989;      0.0951700;      0.2672037;      1.7832788;      5.1643252;      0.0000000
        2010;           3;      1.2971737;      0.7614940;      0.1214533;      0.3449634;      2.2936392;      6.7332654;      0.0000000
        2010;           4;      1.6401639;      0.9818314;      0.1849914;      0.4983736;      3.3503983;      8.8397770;      0.0000000
        2010;           5;      2.2054338;      1.3461027;      0.2835276;      0.7355034;      5.0038633;     12.2607546;      0.0000000
        2010;           6;      2.4123061;      1.5135270;      0.3497701;      0.8584367;      5.9700537;     13.8260832;      0.0000000
        2010;           7;      2.0942872;      1.4176885;      0.3801864;      0.7938501;      5.9220901;     12.7447166;      0.0000000
        2010;           8;      0.3422928;      0.7777337;      0.2272649;      0.2112014;      3.1547897;      4.4808068;      0.0000000
        2010;           9;      1.2168311;      0.9553468;      0.3112520;      0.5612336;      4.5274124;      8.3819418;      0.0000000
        2010;          10;      1.7694776;      1.0821172;      0.1525135;      0.4257318;      2.9875572;      9.1669235;      0.0000000
        2010;          11;      1.4003117;      0.8238031;      0.1194910;      0.3492029;      2.3328905;      7.1761932;      0.0000000
        2010;          12;      1.0994498;      0.6443731;      0.1013078;      0.2878184;      1.9135456;      5.6862097;      0.0000000
        2011;           1;      1.1855875;      0.6881700;      0.1015132;      0.2932062;      1.9370092;      6.0395436;      0.0000000
        2011;           2;      1.0341631;      0.6064677;      0.0964863;      0.2716764;      1.8081862;      5.3552737;      0.0000000
        2011;           3;      1.2680258;      0.7475271;      0.1244269;      0.3457601;      2.3079123;      6.6316442;      0.0000000
        2011;           4;      1.7954383;      1.0607212;      0.1868704;      0.5151230;      3.4320631;      9.4987631;      0.0000000
        2011;           5;      2.0344346;      1.2613328;      0.2874535;      0.7197108;      4.9440155;     11.5645685;      0.0000000
        2011;           6;      0.6311995;      0.7331657;      0.2370445;      0.3505751;      3.4272296;      5.4566517;      0.0000000
        2011;           7;      1.7768289;      1.2624478;      0.3786708;      0.7193103;      5.5698881;     11.3253479;      0.0000000
        2011;           8;      0.4314422;      0.7829069;      0.2488768;      0.2665915;      3.4157622;      4.9545627;      0.0000000
        2011;           9;      0.7757427;      0.7548963;      0.2603444;      0.3941125;      3.6108789;      6.1045208;      0.0000000
        2011;          10;      1.2627047;      0.8130932;      0.1778980;      0.4123158;      2.9817877;      7.1976252;      0.0000000
        2011;          11;      1.3284116;      0.7901973;      0.1136170;      0.3277910;      2.2205846;      6.8287106;      0.0000000
        2011;          12;      1.1601369;      0.6754946;      0.0987288;      0.2881885;      1.9067591;      5.9188209;      0.0000000
        2012;           1;      1.1759686;      0.6834623;      0.1019536;      0.2929797;      1.9378548;      6.0029774;      0.0000000
        2012;           2;      1.1222579;      0.6511570;      0.0960699;      0.2777160;      1.8335932;      5.7164273;      0.0000000
        2012;           3;      1.3377428;      0.7832000;      0.1249166;      0.3508442;      2.3321958;      6.9214211;      0.0000000
        2012;           4;      1.8156786;      1.0706655;      0.1838805;      0.5137029;      3.4162378;      9.5647726;      0.0000000
        2012;           5;      2.3505807;      1.4202584;      0.2757340;      0.7396106;      4.9990644;     12.8165646;      0.0000000
        2012;           6;      2.2492564;      1.4351937;      0.3406997;      0.8075385;      5.7088823;     13.0421009;      0.0000000
        2012;           7;      2.0333188;      1.4006618;      0.3493075;      0.7116756;      5.4612565;     12.2310705;      0.0000000
        2012;           8;      1.0461222;      0.9944118;      0.3611982;      0.5238950;      4.8109741;      8.1956949;      0.0000000
        2012;           9;      0.9035420;      0.7969766;      0.2789556;      0.4282883;      3.7863812;      6.7103286;      0.0000000
        2012;          10;      1.6002128;      0.9783924;      0.1842020;      0.4839563;      3.3276625;      8.7040062;      0.0000000
        2012;          11;      1.4522349;      0.8470959;      0.1267568;      0.3689294;      2.4405737;      7.4448509;      0.0000000
        2012;          12;      1.2446730;      0.7189614;      0.1019937;      0.2980072;      1.9618908;      6.2886839;      0.0000000
        2013;           1;      1.1962942;      0.6935203;      0.1010219;      0.2935488;      1.9367719;      6.0807924;      0.0000000
        2013;           2;      0.9971907;      0.5869827;      0.0947978;      0.2673208;      1.7823384;      5.1917911;      0.0000000
        2013;           3;      1.2542071;      0.7400082;      0.1185962;      0.3359455;      2.2439773;      6.5334635;      0.0000000
        2013;           4;      1.7252506;      1.0283175;      0.1719000;      0.4815837;      3.2378113;      9.1001806;      0.0000000
        2013;           5;      2.3850157;      1.4452195;      0.2559729;      0.7008935;      4.7697210;     12.8096285;      0.0000000
        2013;           6;      2.4595022;      1.5470665;      0.3211778;      0.8037431;      5.6409435;     13.8038177;      0.0000000
        2013;           7;      1.6233001;      1.1897292;      0.3784854;      0.6916319;      5.4466925;     10.6650724;      0.0000000
