kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0355054;      0.0672372;      0.0189651;      0.0229113;      0.2864405;      0.4100543;      0.0000000
        2005;           2;      0.0331092;      0.0620343;      0.0173756;      0.0211590;      0.2630882;      0.3782657;      0.0000000
        2005;           3;      0.0385509;      0.0718866;      0.0200810;      0.0244513;      0.3038187;      0.4380955;      0.0000000
        2005;           4;      0.0925824;      0.0988747;      0.0286321;      0.0458893;      0.4371600;      0.7386664;      0.0000000
        2005;           5;      0.1301902;      0.1350439;      0.0408031;      0.0643361;      0.6067883;      1.0302018;      0.0000000
        2005;           6;      0.0974524;      0.1368389;      0.0425317;      0.0553444;      0.6112173;      0.9383181;      0.0000000
        2005;           7;      0.0648836;      0.1449597;      0.0416360;      0.0401604;      0.5891551;      0.8372015;      0.0000000
        2005;           8;      0.0720141;      0.1651672;      0.0474899;      0.0441793;      0.6659756;      0.9456747;      0.0000000
        2005;           9;      0.0690997;      0.1595012;      0.0459375;      0.0424721;      0.6433810;      0.9124199;      0.0000000
        2005;          10;      0.0555024;      0.1234288;      0.0356144;      0.0349492;      0.5068164;      0.7171760;      0.0000000
        2005;          11;      0.1910780;      0.1528429;      0.0435231;      0.0800786;      0.6616980;      1.2833937;      0.0000000
        2005;          12;      0.2022123;      0.1446785;      0.0364541;      0.0740127;      0.5760106;      1.2444574;      0.0000000
        2006;           1;      0.1700737;      0.1243197;      0.0296625;      0.0602810;      0.4774989;      1.0447341;      0.0000000
        2006;           2;      0.1288508;      0.1013034;      0.0253377;      0.0491460;      0.4047441;      0.8314306;      0.0000000
        2006;           3;      0.1488122;      0.1159927;      0.0295299;      0.0573691;      0.4691661;      0.9602551;      0.0000000
        2006;           4;      0.1427110;      0.1200478;      0.0328174;      0.0600815;      0.5099868;      0.9763107;      0.0000000
        2006;           5;      0.1521188;      0.1447089;      0.0427185;      0.0712090;      0.6426705;      1.1366386;      0.0000000
        2006;           6;      0.0590195;      0.1269634;      0.0361544;      0.0364952;      0.5177791;      0.7393830;      0.0000000
        2006;           7;      0.0667298;      0.1476421;      0.0421603;      0.0410104;      0.5980216;      0.8525127;      0.0000000
        2006;           8;      0.0739744;      0.1679739;      0.0480669;      0.0451057;      0.6755165;      0.9619978;      0.0000000
        2006;           9;      0.0708278;      0.1619713;      0.0464583;      0.0433031;      0.6519139;      0.9269053;      0.0000000
        2006;          10;      0.0567670;      0.1251892;      0.0359922;      0.0355788;      0.5130860;      0.7277204;      0.0000000
        2006;          11;      0.1975903;      0.1550927;      0.0443298;      0.0820102;      0.6714066;      1.3144674;      0.0000000
        2006;          12;      0.2149566;      0.1498758;      0.0376271;      0.0773998;      0.5932276;      1.3044322;      0.0000000
        2007;           1;      0.1634230;      0.1199905;      0.0298155;      0.0601046;      0.4754503;      1.0165033;      0.0000000
        2007;           2;      0.1461519;      0.1084395;      0.0267372;      0.0536761;      0.4275545;      0.9121354;      0.0000000
        2007;           3;      0.1493751;      0.1157569;      0.0297290;      0.0578330;      0.4710280;      0.9631653;      0.0000000
        2007;           4;      0.1539310;      0.1241778;      0.0339446;      0.0633636;      0.5262278;      1.0292145;      0.0000000
        2007;           5;      0.1528871;      0.1449908;      0.0431777;      0.0717511;      0.6468953;      1.1429827;      0.0000000
        2007;           6;      0.1670047;      0.1634133;      0.0514957;      0.0811884;      0.7470655;      1.2886821;      0.0000000
        2007;           7;      0.0697560;      0.1460056;      0.0427967;      0.0433865;      0.6057931;      0.8652610;      0.0000000
        2007;           8;      0.0720969;      0.1652019;      0.0475148;      0.0442405;      0.6663357;      0.9462250;      0.0000000
        2007;           9;      0.0691117;      0.1594905;      0.0459413;      0.0424852;      0.6434252;      0.9124731;      0.0000000
        2007;          10;      0.0574602;      0.1264359;      0.0363982;      0.0360520;      0.5188389;      0.7358280;      0.0000000
        2007;          11;      0.1783426;      0.1444375;      0.0433586;      0.0762332;      0.6391085;      1.2194808;      0.0000000
        2007;          12;      0.2206268;      0.1513940;      0.0387300;      0.0794071;      0.6035567;      1.3329508;      0.0000000
        2008;           1;      0.1748690;      0.1250850;      0.0306189;      0.0627632;      0.4891624;      1.0694538;      0.0000000
        2008;           2;      0.1435081;      0.1072141;      0.0265970;      0.0531428;      0.4248326;      0.9001778;      0.0000000
        2008;           3;      0.1449184;      0.1139252;      0.0293606;      0.0566626;      0.4651215;      0.9423509;      0.0000000
        2008;           4;      0.1543597;      0.1251670;      0.0337261;      0.0631240;      0.5258219;      1.0311832;      0.0000000
        2008;           5;      0.1232545;      0.1349462;      0.0399640;      0.0619398;      0.5991592;      1.0018233;      0.0000000
        2008;           6;      0.2065020;      0.1803166;      0.0557182;      0.0943361;      0.8171097;      1.4845893;      0.0000000
        2008;           7;      0.0723537;      0.1476109;      0.0433866;      0.0448299;      0.6151218;      0.8818579;      0.0000000
        2008;           8;      0.0729685;      0.1664206;      0.0477741;      0.0446638;      0.6705950;      0.9534593;      0.0000000
        2008;           9;      0.0698625;      0.1605515;      0.0461700;      0.0428524;      0.6471531;      0.9187683;      0.0000000
