kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2008;           6;      0.2932470;      0.2129130;      0.0662066;      0.1282397;      0.9869632;      1.9173158;      0.0000000
        2008;           7;      0.6954663;      0.4066171;      0.1110588;      0.2482585;      1.6770780;      3.9442239;      0.0000000
        2008;           8;      0.8828496;      0.5077048;      0.1340997;      0.3088100;      2.0533452;      4.9378343;      0.0000000
        2008;           9;      0.6458365;      0.3794356;      0.1048291;      0.2336836;      1.5832992;      3.6825573;      0.0000000
        2008;          10;      0.3827198;      0.2297222;      0.0597914;      0.1285113;      0.8942686;      2.1646373;      0.0000000
        2008;          11;      0.3575945;      0.2035825;      0.0421261;      0.1048988;      0.6893044;      1.8970782;      0.0000000
        2008;          12;      0.2056949;      0.1245872;      0.0266963;      0.0658932;      0.4516572;      1.1359894;      0.0000000
        2009;           1;      0.1087216;      0.0799416;      0.0196118;      0.0427287;      0.3286356;      0.6809396;      0.0000000
        2009;           2;      0.0688486;      0.0611187;      0.0165037;      0.0320219;      0.2698193;      0.4888144;      0.0000000
        2009;           3;      0.0770043;      0.0722758;      0.0198531;      0.0371535;      0.3215255;      0.5661783;      0.0000000
        2009;           4;      0.0865888;      0.0892370;      0.0258726;      0.0445745;      0.4048964;      0.6800671;      0.0000000
        2009;           5;      0.1708328;      0.1463732;      0.0448660;      0.0809115;      0.6780793;      1.2199445;      0.0000000
        2009;           6;      0.4439980;      0.2772751;      0.0808817;      0.1719002;      1.2139125;      2.6425221;      0.0000000
        2009;           7;      0.6416587;      0.3804796;      0.1071059;      0.2383630;      1.6223348;      3.6955452;      0.0000000
        2009;           8;      0.6000978;      0.3741241;      0.1145429;      0.2421932;      1.7035779;      3.6136234;      0.0000000
        2009;           9;      0.3961373;      0.2667440;      0.0826107;      0.1668257;      1.2296536;      2.4874320;      0.0000000
        2009;          10;      0.1825596;      0.1395838;      0.0418839;      0.0795912;      0.6328321;      1.2163353;      0.0000000
        2009;          11;      0.2119129;      0.1352380;      0.0333790;      0.0761410;      0.5415019;      1.2338485;      0.0000000
        2009;          12;      0.1147463;      0.0841989;      0.0210987;      0.0455891;      0.3502972;      0.7212261;      0.0000000
        2010;           1;      0.1012385;      0.0767848;      0.0191446;      0.0409351;      0.3198983;      0.6468756;      0.0000000
        2010;           2;      0.0934835;      0.0714647;      0.0181725;      0.0384100;      0.3013721;      0.6024887;      0.0000000
        2010;           3;      0.1034527;      0.0828543;      0.0218008;      0.0444746;      0.3572403;      0.6887404;      0.0000000
        2010;           4;      0.0915676;      0.0916363;      0.0263444;      0.0462407;      0.4141302;      0.7051552;      0.0000000
        2010;           5;      0.1406120;      0.1371764;      0.0414020;      0.0710076;      0.6313876;      1.0778463;      0.0000000
        2010;           6;      0.2917824;      0.2132971;      0.0664573;      0.1281586;      0.9900866;      1.9155538;      0.0000000
        2010;           7;      0.6462831;      0.3831444;      0.1082868;      0.2367032;      1.6178575;      3.7161102;      0.0000000
        2010;           8;      0.8626457;      0.4981014;      0.1333888;      0.3036381;      2.0282338;      4.8451076;      0.0000000
        2010;           9;      0.6452316;      0.3793637;      0.1049464;      0.2326557;      1.5790381;      3.6790130;      0.0000000
        2010;          10;      0.3675494;      0.2217913;      0.0581060;      0.1270161;      0.8822940;      2.0934100;      0.0000000
        2010;          11;      0.2796285;      0.1660106;      0.0379896;      0.0912770;      0.6189824;      1.5459816;      0.0000000
        2010;          12;      0.1626595;      0.1056627;      0.0238811;      0.0563870;      0.4042979;      0.9396906;      0.0000000
        2011;           1;      0.0687654;      0.0634573;      0.0169792;      0.0325723;      0.2791687;      0.4979369;      0.0000000
        2011;           2;      0.0387057;      0.0500640;      0.0141190;      0.0227338;      0.2255011;      0.3484817;      0.0000000
        2011;           3;      0.0725786;      0.0713126;      0.0194577;      0.0356919;      0.3155482;      0.5465860;      0.0000000
        2011;           4;      0.0435255;      0.0763540;      0.0213403;      0.0272692;      0.3235867;      0.4725240;      0.0000000
        2011;           5;      0.1252265;      0.1351608;      0.0391417;      0.0646947;      0.6037758;      1.0057153;      0.0000000
        2011;           6;      0.2616086;      0.2031634;      0.0606398;      0.1184065;      0.9343331;      1.7605306;      0.0000000
        2011;           7;      0.0862873;      0.1578132;      0.0461427;      0.0525134;      0.6627250;      0.9691052;      0.0000000
        2011;           8;      0.0873311;      0.1801953;      0.0512481;      0.0522530;      0.7256995;      1.0525228;      0.0000000
        2011;           9;      0.0737004;      0.1498204;      0.0424643;      0.0444917;      0.6069403;      0.8798253;      0.0000000
        2011;          10;      0.2036909;      0.1486866;      0.0443559;      0.0856772;      0.6664873;      1.3203372;      0.0000000
        2011;          11;      0.2482317;      0.1512942;      0.0362963;      0.0842644;      0.5835818;      1.4021909;      0.0000000
        2011;          12;      0.1455625;      0.0972607;      0.0231944;      0.0529477;      0.3866062;      0.8623044;      0.0000000
        2012;           1;      0.0871445;      0.0712568;      0.0181628;      0.0372770;      0.3024412;      0.5825499;      0.0000000
        2012;           2;      0.0482712;      0.0535231;      0.0149224;      0.0259370;      0.2408975;      0.3936596;      0.0000000
        2012;           3;      0.0499966;      0.0629276;      0.0176590;      0.0285259;      0.2810916;      0.4407348;      0.0000000
        2012;           4;      0.0660345;      0.0827544;      0.0239238;      0.0373071;      0.3710774;      0.5833709;      0.0000000
        2012;           5;      0.1041088;      0.1226005;      0.0372347;      0.0573186;      0.5598164;      0.8944405;      0.0000000
        2012;           6;      0.2361893;      0.1896171;      0.0592335;      0.1097616;      0.8878316;      1.6340359;      0.0000000
        2012;           7;      0.2874446;      0.2273044;      0.0720920;      0.1340129;      1.0742074;      1.9797498;      0.0000000
        2012;           8;      0.2330612;      0.2238918;      0.0726209;      0.1199690;      1.0628871;      1.7999673;      0.0000000
        2012;           9;      0.1365657;      0.1655116;      0.0520656;      0.0761048;      0.7600591;      1.2022961;      0.0000000
        2012;          10;      0.2012177;      0.1487685;      0.0432737;      0.0858452;      0.6664398;      1.3090901;      0.0000000
        2012;          11;      0.1789841;      0.1217485;      0.0304924;      0.0679280;      0.5001938;      1.0806640;      0.0000000
        2012;          12;      0.1014960;      0.0797796;      0.0199513;      0.0417785;      0.3328379;      0.6606925;      0.0000000
        2013;           1;      0.0304191;      0.0494485;      0.0137499;      0.0196368;      0.2167679;      0.3163020;      0.0000000
        2013;           2;      0.0426805;      0.0509281;      0.0144549;      0.0241464;      0.2313584;      0.3662332;      0.0000000
        2013;           3;      0.0828897;      0.0736316;      0.0203999;      0.0389261;      0.3288053;      0.5921076;      0.0000000
        2013;           4;      0.1487647;      0.1129286;      0.0315582;      0.0634443;      0.4980780;      0.9739018;      0.0000000
        2013;           5;      0.1650769;      0.1427101;      0.0441347;      0.0785679;      0.6628624;      1.1869088;      0.0000000
        2013;           6;      0.3809359;      0.2506990;      0.0745566;      0.1553085;      1.1278121;      2.3430517;      0.0000000
        2013;           7;      0.6917331;      0.4050080;      0.1109254;      0.2467495;      1.6700103;      3.9262927;      0.0000000
        2013;           8;      0.7966328;      0.4656791;      0.1307926;      0.2898726;      1.9588238;      4.5451384;      0.0000000
        2013;           9;      0.1683536;      0.1713682;      0.0571331;      0.0877688;      0.8132334;      1.3523340;      0.0000000
        2013;          10;      0.3017119;      0.1918772;      0.0533526;      0.1119424;      0.8050190;      1.7884579;      0.0000000
        2013;          11;      0.2599630;      0.1563964;      0.0376328;      0.0857066;      0.5920929;      1.4554217;      0.0000000
        2013;          12;      0.1861271;      0.1146184;      0.0264057;      0.0617036;      0.4310087;      1.0482421;      0.0000000
        2014;           1;      0.1271432;      0.0868929;      0.0211375;      0.0473693;      0.3508257;      0.7651346;      0.0000000
        2014;           2;      0.0898414;      0.0704805;      0.0178294;      0.0373115;      0.2966596;      0.5861354;      0.0000000
        2014;           3;      0.0823807;      0.0750451;      0.0201737;      0.0385185;      0.3290223;      0.5918179;      0.0000000
        2014;           4;      0.0723738;      0.0841141;      0.0245119;      0.0396452;      0.3808146;      0.6119320;      0.0000000
        2014;           5;      0.1636291;      0.1441414;      0.0440347;      0.0786789;      0.6675411;      1.1862789;      0.0000000
        2014;           6;      0.3780128;      0.2482225;      0.0744647;      0.1535702;      1.1167810;      2.3246293;      0.0000000
        2014;           7;      0.4524918;      0.2953064;      0.0905242;      0.1862199;      1.3482351;      2.7885549;      0.0000000
        2014;           8;      0.4008368;      0.2884611;      0.0935458;      0.1796769;      1.3735138;      2.6359518;      0.0000000
        2014;           9;      0.2572894;      0.2090778;      0.0673887;      0.1215241;      0.9921232;      1.8041846;      0.0000000
        2014;          10;      0.2656622;      0.1755555;      0.0496324;      0.1030342;      0.7555900;      1.6149312;      0.0000000
        2014;          11;      0.2274705;      0.1422242;      0.0344645;      0.0797956;      0.5601643;      1.3058805;      0.0000000
        2014;          12;      0.1431773;      0.0970890;      0.0227001;      0.0520066;      0.3825788;      0.8510133;      0.0000000
        2015;           1;      0.0627425;      0.0603093;      0.0166068;      0.0310082;      0.2704740;      0.4689784;      0.0000000
        2015;           2;      0.0990863;      0.0738414;      0.0185316;      0.0397823;      0.3081074;      0.6281229;      0.0000000
        2015;           3;      0.1097605;      0.0845989;      0.0223212;      0.0461516;      0.3640558;      0.7162485;      0.0000000
        2015;           4;      0.1184984;      0.1002942;      0.0289665;      0.0546033;      0.4531255;      0.8300165;      0.0000000
        2015;           5;      0.2990732;      0.1993614;      0.0561636;      0.1194474;      0.8719861;      1.8308163;      0.0000000
        2015;           6;      0.2338386;      0.1881013;      0.0591970;      0.1087868;      0.8824887;      1.6217779;      0.0000000
        2015;           7;      0.2763091;      0.2223952;      0.0710279;      0.1300377;      1.0534005;      1.9242543;      0.0000000
        2015;           8;      0.2090475;      0.2144446;      0.0696219;      0.1103722;      1.0127530;      1.6775432;      0.0000000
        2015;           9;      0.1195939;      0.1593552;      0.0497277;      0.0686883;      0.7216738;      1.1145800;      0.0000000
        2015;          10;      0.0482828;      0.0871373;      0.0258053;      0.0309797;      0.3789666;      0.5456544;      0.0000000
        2015;          11;      0.1616789;      0.1127285;      0.0299801;      0.0636630;      0.4781324;      1.0003917;      0.0000000
        2015;          12;      0.1279767;      0.0910290;      0.0216072;      0.0481601;      0.3641426;      0.7815518;      0.0000000
