 ;;Total litter;;;;;;;Coarse litter;;;;;;;Fine litter;;;;;;;Humus;;;;;;;
YEAR;Month;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha
        2006;          11;   8715.4208984;    220.8974762;    101.0200806;     27.8489075;     34.8350487;      4.6152534;     16.2038670;   4822.0541992;    113.6544647;     52.3968201;     14.5036993;     23.8864746;      3.6561487;      8.7587976;    297.6424561;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3595.7243652;    107.2430191;     48.6232529;     13.3452091;     10.9485741;      0.9591044;      7.4450707
        2006;          12;   8754.0859375;    220.9058685;    101.0431519;     27.8579636;     35.1087265;      4.6739583;     16.2237473;   4849.9375000;    113.8140411;     52.4884262;     14.5315676;     24.1755867;      3.7162054;      8.7891684;    313.2049561;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3590.9428711;    107.0918427;     48.5547180;     13.3263960;     10.9331408;      0.9577526;      7.4345765
        2007;           1;   8778.8242188;    220.7657318;    100.9922256;     27.8457832;     35.2735138;      4.7111921;     16.2266788;   4864.7006836;    113.8130722;     52.5006256;     14.5367079;     24.3545837;      3.7546842;      8.8017664;    327.5716248;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3586.5524902;    106.9526443;     48.4916077;     13.3090754;     10.9189301;      0.9565076;      7.4249125
        2007;           2;   8808.0136719;    220.5803070;    100.9230576;     27.8289089;     35.4657021;      4.7549038;     16.2287350;   4881.6225586;    113.7976074;     52.5085106;     14.5409813;     24.5641251;      3.7999158;      8.8156223;    345.1812744;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3581.2097168;    106.7826920;     48.4145508;     13.2879257;     10.9015789;      0.9549876;      7.4131131
        2007;           3;   8835.2939453;    220.2581787;    100.7912140;     27.7947311;     35.6339684;      4.7952499;     16.2205982;   4894.2226562;    113.6777115;     52.4683418;     14.5319681;     24.7530327;      3.8420708;      8.8215237;    366.1930237;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3574.8789062;    106.5804749;     48.3228607;     13.2627621;     10.8809328;      0.9531791;      7.3990750
        2007;           4;   8847.8945312;    219.7350311;    100.5613403;     27.7326813;     35.6845474;      4.8129196;     16.1916351;   4892.0854492;    113.3574524;     52.3304749;     14.4951696;     24.8243332;      3.8615553;      8.8066454;    387.2562561;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3568.5524902;    106.3775711;     48.2308617;     13.2375116;     10.8602180;      0.9513645;      7.3849883
        2007;           5;   8891.9306641;    219.8332825;    100.6273575;     27.7538376;     35.9987221;      4.8791585;     16.2199631;   4925.4018555;    113.6019821;     52.4627991;     14.5345278;     25.1534328;      3.9291019;      8.8451281;    402.5225220;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3564.0063477;    106.2313004;     48.1645508;     13.2193108;     10.8452854;      0.9500564;      7.3748341
        2007;           6;   8938.6816406;    220.2208252;    100.8252487;     27.8112965;     36.3526649;      4.9501853;     16.2691002;   4966.7841797;    114.0620193;     52.6935616;     14.6010056;     25.5147762;      4.0007772;      8.8992977;    410.1409302;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3561.7565918;    106.1588135;     48.1316872;     13.2102909;     10.8378849;      0.9494081;      7.3698025
        2007;           7;   8974.0087891;    220.5356750;    100.9846954;     27.8574257;     36.6215324;      5.0038733;     16.3076973;   4998.5034180;    114.4251404;     52.8748970;     14.6531420;     25.7885761;      4.0548978;      8.9412470;    415.2456970;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3560.2592773;    106.1105347;     48.1098022;     13.2042828;     10.8329573;      0.9489764;      7.3664508
        2007;           8;   9023.3261719;    220.8776703;    101.1631851;     27.9097347;     36.9885483;      5.0783005;     16.3549232;   5040.5898438;    114.8625183;     53.0966301;     14.7173195;     26.1653290;      4.1301775;      8.9950943;    425.4276428;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3557.3078613;    106.0151596;     48.0665550;     13.1924143;     10.8232203;      0.9481233;      7.3598289
        2007;           9;   9124.0976562;    221.6030731;    101.5397034;     28.0198212;     37.7375793;      5.2298417;     16.4530125;   5126.8710938;    115.7736511;     53.5573502;     14.8505192;     26.9333229;      4.2833791;      9.1060791;    445.6415710;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3551.5837402;    105.8294296;     47.9823418;     13.1693029;     10.8042583;      0.9464623;      7.3469357
        2007;          10;   9453.5595703;    225.3089905;    103.3731918;     28.5447617;     40.2881813;      5.7298050;     16.8639011;   5437.7714844;    119.6976242;     55.4897270;     15.4025965;     29.5061874;      4.7852931;      9.5321064;    470.8912659;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3544.8962402;    105.6113434;     47.8834648;     13.1421633;     10.7819929;      0.9445119;      7.3317952
        2007;          11;   9573.1201172;    226.3241272;    103.8889313;     28.6941719;     41.1782188;      5.9078822;     16.9899864;   5542.4477539;    120.8830795;     56.0826874;     15.5732040;     30.4136143;      4.9648933;      9.6700144;    490.9772644;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3539.6945801;    105.4410248;     47.8062477;     13.1209707;     10.7646046;      0.9429887;      7.3199720
        2007;          12;   9610.7021484;    226.2978668;    103.8943787;     28.6981201;     41.4213448;      5.9604721;     17.0055485;   5566.8818359;    121.0063171;     56.1558990;     15.5957556;     30.6720028;      5.0188203;      9.6959534;    508.6746826;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3535.1452637;    105.2915344;     47.7384720;     13.1023674;     10.7493439;      0.9416518;      7.3095942
        2008;           1;   9635.0654297;    226.1606140;    103.8433380;     28.6856995;     41.5658226;      5.9933028;     17.0072289;   5579.7436523;    120.9994202;     56.1639595;     15.5995531;     30.8297844;      5.0528169;      9.7066822;    524.1301270;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3531.1914062;    105.1612015;     47.6793785;     13.0861464;     10.7360373;      0.9404861;      7.3005462
        2008;           2;   9663.9697266;    225.9884491;    103.7784882;     28.6697788;     41.7355080;      6.0320063;     17.0085201;   5594.7094727;    120.9843826;     56.1703568;     15.6031818;     31.0155087;      5.0929246;      9.7188807;    542.8181152;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3526.4428711;    105.0040817;     47.6081429;     13.0665970;     10.7199974;      0.9390810;      7.2896376
        2008;           3;   9692.7656250;    225.7850342;    103.6993637;     28.6499176;     41.9003487;      6.0700741;     17.0075226;   5608.7670898;    120.9463196;     56.1661911;     15.6038961;     31.1972313;      5.1324716;      9.7293634;    562.5314941;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3521.4655762;    104.8387222;     47.5331764;     13.0460205;     10.7031155;      0.9376023;      7.2781591
        2008;           4;   9705.7539062;    225.3174896;    103.4930878;     28.5941067;     41.9333878;      6.0832500;     16.9807777;   5605.7792969;    120.6579361;     56.0411453;     15.5703821;     31.2485619;      5.1472502;      9.7150564;    583.8765259;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3516.0969238;    104.6595688;     47.4519424;     13.0237255;     10.6848259;      0.9359999;      7.2657213
        2008;           5;   9757.1367188;    225.8475189;    103.7571640;     28.6699524;     42.3242950;      6.1603680;     17.0413914;   5652.9340820;    121.2350006;     56.3265419;     15.6520815;     31.6442719;      5.2247896;      9.7789354;    589.5137939;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3514.6889648;    104.6125259;     47.4306183;     13.0178728;     10.6800232;      0.9355792;      7.2624555
        2008;           6;   9791.6474609;    225.5693054;    103.6464615;     28.6417580;     42.5148926;      6.2049456;     17.0375614;   5668.6435547;    121.1638870;     56.3097496;     15.6496601;     31.8560181;      5.2712188;      9.7894859;    614.4824219;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3508.5219727;    104.4054108;     47.3367081;     12.9920988;     10.6588774;      0.9337268;      7.2480769
        2008;           7;   9830.7167969;    226.0990143;    103.9047928;     28.7152328;     42.8262367;      6.2649684;     17.0925312;   5707.6606445;    121.6941910;     56.5683403;     15.7232046;     32.1674118;      5.3312469;      9.8444939;    614.5517578;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3508.5051270;    104.4048386;     47.3364487;     12.9920282;     10.6588202;      0.9337217;      7.2480373
        2008;           8;   9873.2871094;    226.0847168;    103.9174728;     28.7214336;     43.0965958;      6.3232565;     17.1107597;   5735.1235352;    121.8436813;     56.6552887;     15.7497864;     32.4544983;      5.3909998;      9.8740921;    634.5155029;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3503.6481934;    104.2410431;     47.2621841;     12.9716454;     10.6420984;      0.9322569;      7.2366667
        2008;           9;   9986.2714844;    227.5125732;    104.6172028;     28.9208946;     43.9843483;      6.4954786;     17.2623539;   5845.2602539;    123.3017044;     57.3686867;     15.9530058;     33.3453331;      5.5634918;     10.0277815;    638.2558594;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3502.7546387;    104.2108688;     47.2485085;     12.9678917;     10.6390181;      0.9319870;      7.2345724
        2008;          10;  10313.1982422;    231.1142120;    106.4001694;     29.4315052;     46.4782677;      6.9846177;     17.6627445;   6149.1372070;    127.1295166;     59.2542191;     16.4917641;     35.8623466;      6.0546541;     10.4438763;    667.9671021;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3496.0942383;    103.9846649;     47.1459465;     12.9397421;     10.6159248;      0.9299639;      7.2188683
        2008;          11;  10429.2919922;    231.9673462;    106.8390656;     29.5593529;     47.3038750;      7.1509538;     17.7741966;   6245.1787109;    128.1753235;     59.7804832;     16.6435871;     36.7076225;      6.2227120;     10.5687017;    693.6605225;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3490.4523926;    103.7920074;     47.0585899;     12.9157658;     10.5962543;      0.9282408;      7.2054925
        2008;          12;  10467.2998047;    231.9877625;    106.8647003;     29.5687065;     47.5378151;      7.2009606;     17.7920094;   6269.4272461;    128.3274384;     59.8658028;     16.6693249;     36.9549980;      6.2738976;     10.5956573;    711.2609863;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3486.6118164;    103.6603317;     46.9988937;     12.8993816;     10.5828114;      0.9270633;      7.1963520
        2009;           1;  10489.6601562;    231.7624359;    106.7715149;     29.5443993;     47.6419373;      7.2262650;     17.7853565;   6277.0825195;    128.2424622;     59.8362541;     16.6624832;     37.0734520;      6.3004570;     10.5987482;    730.0438843;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3482.5339355;    103.5199814;     46.9352608;     12.8819160;     10.5684824;      0.9258080;      7.1866078
        2009;           2;  10518.0273438;    231.5858307;    106.7030716;     29.5272617;     47.7887077;      7.2601013;     17.7847519;   6289.7734375;    128.2149200;     59.8354034;     16.6638966;     37.2354393;      6.3356261;     10.6084919;    750.0315552;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3478.2214355;    103.3709106;     46.8676682;     12.8633652;     10.5532637;      0.9244748;      7.1762595
        2009;           3;  10545.9082031;    231.3590546;    106.6114883;     29.5037174;     47.9247894;      7.2922931;     17.7802677;   6300.7109375;    128.1487274;     59.8166275;     16.6603355;     37.3879166;      6.3692546;     10.6151552;    771.6001587;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3473.5979004;    103.2103271;     46.7948647;     12.8433838;     10.5368690;      0.9230388;      7.1651115
        2009;           4;  10557.5478516;    230.8468933;    106.3827591;     29.4414349;     47.9218369;      7.2983160;     17.7482014;   6293.5869141;    127.8143921;     59.6685295;     16.6201801;     37.4031258;      6.3768678;     10.5954342;    795.4567871;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3468.5041504;    103.0324860;     46.7142258;     12.8212538;     10.5187140;      0.9214482;      7.1527648
        2009;           5;  10589.4121094;    230.3381653;    106.1641006;     29.3831196;     48.0400620;      7.3303342;     17.7249146;   6298.9721680;    127.5555191;     59.5631599;     16.5929623;     37.5468559;      6.4111199;     10.5894957;    829.0391235;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3461.4011230;    102.7826233;     46.6009407;     12.7901602;     10.4932051;      0.9192137;      7.1354194
        2009;           6;  10629.8964844;    230.4135284;    106.2156143;     29.3997211;     48.2936935;      7.3838611;     17.7475395;   6326.0419922;    127.7571182;     59.6719017;     16.6252689;     37.8133774;      6.4657760;     10.6208820;    846.0283203;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3457.8259277;    102.6564026;     46.5437088;     12.7744532;     10.4803190;      0.9180849;      7.1266565
        2009;           7;  10659.9052734;    230.4598694;    106.2494354;     29.4108162;     48.4799309;      7.4232812;     17.7635899;   6345.8061523;    127.8995132;     59.7492752;     16.6483173;     38.0094223;      6.5060554;     10.6436033;    858.9860229;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3455.1135254;    102.5603485;     46.5001678;     12.7625008;     10.4705133;      0.9172260;      7.1199884
        2009;           8;  10713.5625000;    231.0632782;    106.5475311;     29.4961090;     48.8889923;      7.5033469;     17.8300552;   6395.8491211;    128.5365143;     60.0625992;     16.7377872;     38.4219093;      6.5864215;     10.7123966;    863.5473022;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3454.1660156;    102.5267792;     46.4849434;     12.7583237;     10.4670858;      0.9169257;      7.1176581
        2009;           9;  10807.0224609;    231.4590149;    106.7672882;     29.5621319;     49.5009499;      7.6297135;     17.8979416;   6464.0249023;    129.1622009;     60.3866043;     16.8324261;     39.0573425;      6.7148452;     10.7962503;    895.2729492;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3447.7253418;    102.2968216;     46.3806839;     12.7297077;     10.4436092;      0.9148691;      7.1016932
        2009;          10;  11132.8710938;    235.0427856;    108.5398407;     30.0695591;     51.9602661;      8.1116476;     18.2947769;   6764.3320312;    132.9643402;     62.2581635;     17.3670254;     41.5389481;      7.1987314;     11.2082424;    926.8870850;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3441.6530762;    102.0784454;     46.2816696;     12.7025318;     10.4213142;      0.9129160;      7.0865331
        2009;          11;  11249.3046875;    235.9467621;    109.0006561;     30.2032585;     52.7747803;      8.2749386;     18.4086075;   6860.0922852;    134.0418701;     62.7976761;     17.5223217;     42.3711853;      7.3635750;     11.3341236;    952.3575439;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3436.8552246;    101.9048996;     46.2029800;     12.6809359;     10.4035969;      0.9113639;      7.0744848
        2009;          12;  11287.2011719;    235.9837646;    109.0327911;     30.2142506;     52.9962311;      8.3220472;     18.4265671;   6883.4008789;    134.2008972;     62.8851357;     17.5485001;     42.6050949;      7.4117751;     11.3605556;    970.3053589;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3433.4951172;    101.7828751;     46.1476517;     12.6657515;     10.3911371;      0.9102725;      7.0660124
        2010;           1;  11304.9589844;    235.5413666;    108.8372116;     30.1612816;     53.0219612;      8.3333254;     18.4008713;   6880.2788086;    133.9328766;     62.7686234;     17.5172310;     42.6486206;      7.4246130;     11.3469629;    995.9574585;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3428.7229004;    101.6084976;     46.0685959;     12.6440516;     10.3733368;      0.9087130;      7.0539069
        2010;           2;  11329.4589844;    235.1885681;    108.6853256;     30.1207409;     53.1004753;      8.3547859;     18.3844776;   6883.7851562;    133.7550964;     62.6961060;     17.4984722;     42.7450142;      7.4476380;     11.3427210;   1021.7114868;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3423.9614258;    101.4334641;     45.9892349;     12.6222696;     10.3554659;      0.9071476;      7.0417552
        2010;           3;  11354.4980469;    234.8417206;    108.5363693;     30.0810318;     53.1824799;      8.3769140;     18.3687019;   6887.7451172;    133.5837860;     62.6267090;     17.4806023;     42.8449326;      7.4713359;     11.3391304;   1047.5367432;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3419.2160645;    101.2579575;     45.9096603;     12.6004314;     10.3375483;      0.9055781;      7.0295720
        2010;           4;  11363.8623047;    234.2425385;    108.2654953;     30.0067959;     53.1325188;      8.3739653;     18.3278980;   6874.8232422;    133.1703949;     62.4400635;     17.4294872;     42.8139420;      7.4700489;     11.3112240;   1074.8138428;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3414.2255859;    101.0721588;     45.8254242;     12.5773096;     10.3185816;      0.9039165;      7.0166731
        2010;           5;  11397.1201172;    233.8493500;    108.0984573;     29.9625435;     53.2516327;      8.4046736;     18.3118649;   6882.0522461;    132.9934540;     62.3710899;     17.4121475;     42.9551315;      7.5026908;     11.3102055;   1106.6072998;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3408.4606934;    100.8558960;     45.7273674;     12.5503979;     10.2965021;      0.9019822;      7.0016594
