"";"Year";"NG_PP";"CaG_PP";"MgG_PP";"KG_PP";"SG_PP";"PG_PP";"NG_PU";"CaG_PU";"MgG_PU";"KG_PU";"SG_PU";"PG_PU";"NG_AU";"CaG_AU";"MgG_AU";"KG_AU";"SG_AU";"PG_AU";"NG_Diff";"CaG_Diff";"MgG_Diff";"KG_Diff";"SG_Diff";"PG_Diff"
"13";2017;0,0043946;593038,1992188;190094,0546877;554605,9414065;230783,7597657;162108,5595703;272401,0949707;35668,6638642;14843,4532777;38777,5686646;14011,3656005;10158,2446293;210819,8195801;39552,1560059;17114,2024992;69305,6813964;14011,363922;10158,2454221;61581,2753906;-3883,49214169999;-2270,7492215;-30528,1127318;0,00167850000070757;-0,000792800001363503
"14";2018;0,0048828;593175,9765624;190098,9375001;554679,6875;230598,0048828;162147,879883;272388,1569824;35606,8306427;14839,2524718;38710,2192994;14146,6396178;10146,596191;210590,6447752;39637,3673095;17195,9777222;70394,227539;14146,6381226;10146,5965578;61797,5122072;-4030,5366668;-2356,7252504;-31684,0082396;0,00149520000013581;-0,000366799999028444
"15";2019;0,0019531;593787,7265627;190227,8281248;554996,4140623;230790,8691406;162322,0058594;268737,1240235;35160,6920777;14716,0614014;38373,6221923;13976,4553831;10016,3730468;208636,6245116;39328,5401917;17153,074585;71137,0202637;13976,453888;10016,3729781;60100,4995119;-4167,848114;-2437,0131836;-32763,3980714;0,00149509999937436;6,87000010657357e-05
"16";2020;0,0048828;594907,3398439;190371,28125;555342,5585938;230995,2773438;162483,2148438;264953,4682616;34661,120102;14596,1830138;38014,8380124;13767,3423463;9917,6298827;206613,3952635;38958,9198912;17109,1818695;71799,7702638;13767,3417359;9917,6298217;58340,0729981;-4297,7997892;-2512,9988557;-33784,9322514;0,000610400000368827;6,09999988228083e-05
"17";2021;0,0083008;595629,9570315;190400,0957031;555542,7226562;231250,008789;162530,3515625;265586,0646972;34550,1099398;14593,4456788;38042,8822021;13683,172577;9948,5976565;206694,5490723;38975,8635559;17181,2613525;72833,6699219;13683,1713257;9948,5975955;58891,5156249;-4425,7536161;-2587,8156737;-34790,7877198;0,00125130000014906;6,10000006417977e-05
"18";2022;0,0117186;595581,8671873;190434,7666015;555676,1289062;230952,2617187;162604,7021486;264554,4091795;34374,3171233;14556,3213195;37890,4606321;13819,3153685;9885,1474607;205985,7180176;38923,4336853;17216,2698058;73651,0134276;13819,3137205;9885,1485596;58568,6911619;-4549,116562;-2659,9484863;-35760,5527955;0,00164800000129617;-0,00109890000021551
"19";2023;0,0048829;595903,4414063;190496,2324219;555803,2226562;230957,6347656;162705,7001953;262972,4106447;34203,7860261;14500,5823671;37739,1637571;13770,2473754;9833,0244141;205016,0234375;38867,3691103;17227,4619446;74399,5234375;13770,2458801;9833,0243531;57956,3872072;-4663,5830842;-2726,8795775;-36660,3596804;0,00149530000089726;6,10000006417977e-05
"20";2024;0,0019532;595976,4257811;190483,4648438;555857,9023436;230922,3466798;162719,7285154;264022,7539063;34232,107956;14524,3575442;37811,4855348;13822,5592043;9867,9716793;205298,3481446;39007,0182799;17316,3323974;75346,9907226;13822,5581057;9867,9717403;58724,4057617;-4774,9103239;-2791,9748532;-37535,5051878;0,00109859999975015;-6,09999988228083e-05
"21";2025;0,0058593;596227,2812501;190591,1298828;556174,765625;230964,7499999;162861,6279296;261017,2099612;33965,0222015;14426,9560547;37506,6695555;13716,3252869;9752,2070312;203654,8796387;38845,3628236;17280,5769502;75870,9787599;13716,3240358;9752,2071457;57362,3303225;-4880,3406221;-2853,6208955;-38364,3092044;0,00125110000044515;-0,000114500000563567
"22";2026;0,0058593;596692,5117188;190638,1103515;556322,1210937;231085,0302734;162927,0546876;260239,1374508;33826,557068;14398,9557802;37431,5646362;13629,1069029;9747,2792965;203069,8635253;38807,1333007;17311,1866455;76583,8393557;13629,1054384;9747,2792889;57169,2739255;-4980,5762327;-2912,2308653;-39152,2747195;0,00146449999920151;7,6000014814781e-06
"23";2027;0,0043946;597732,9609376;190829,8749999;556909,1992187;231532,1777345;163129,3652343;256053,5302733;33314,6933136;14252,0292971;37020,4267578;13316,5450135;9606,6049802;200676,725586;38392,2032472;17220,9367829;76934,6635743;13316,5427246;9606,605591;55376,8046873;-5077,5099336;-2968,9074858;-39914,2368165;0,0022889000010764;-0,000610799999776646
"24";2028;0;598161,0625001;190847,3398436;556972,1640624;231310,8476561;163136,0078125;256847,4106447;33141,515625;14261,8751221;37041,9974975;13469,3565369;9637,2978518;201137,1142578;38312,3441772;17285,3506162;77689,8217774;13469,3544005;9637,298294;55710,2963869;-5170,8285522;-3023,4754941;-40647,8242799;0,00213639999856241;-0,000442200000179582
"25";2029;0,0019532;598188,3554688;190899,2851562;557139,3281248;231334,3203126;163244,857422;255395,1110842;33010,1699676;14207,8139648;36890,9397586;13416,1880494;9575,0449218;200060,6481933;38269,2815247;17282,9085693;78232,7399902;13416,1872558;9575,0449828;55334,4628909;-5259,1115571;-3075,0946045;-41341,8002316;0,00079360000017914;-6,09999988228083e-05
"26";2030;0,0029297;598374,5546876;190932,8886719;557334,7460937;231502,4140623;163278,9169921;255262,574951;33066,7736663;14200,8046264;36860,185425;13313,5669556;9584,9223635;199895,3278809;38411,7574768;17326,1097718;78877,0219725;13313,5653687;9584,9229125;55367,2470701;-5344,98381049999;-3125,3051454;-42016,8365475;0,00158690000171191;-0,000549000000319211
"27";2031;0,0029297;597944,3476563;190972,9033202;557476,0546875;231413,7578126;163360,0947263;254098,3356935;32897,2400207;14163,480133;36729,0863039;13322,3157655;9535,7412111;199049,0690919;38323,7403566;17336,4521789;79386,7612304;13322,3135984;9535,7407223;55049,2666016;-5426,5003359;-3172,9720459;-42657,6749265;0,00216709999949671;0,00048880000031204
"28";2032;0,0043945;597833,8554688;191057,9306641;557731,1132814;231603,3164064;163456,4228515;252383,7209471;32867,1751253;14107,7696837;36562,4067995;13166,86499;9489,2817385;197961,4868164;38369,5610046;17325,1117859;79816,5991212;13166,8645627;9489,2827755;54422,2341307;-5502,3858793;-3217,3421022;-43254,1923217;0,000427299999500974;-0,00103699999999662
"29";2033;0,0014649;597234,2578125;191120,7050779;557897,7500001;231313,2050781;163528,1152343;251203,7819824;32763,5511018;14069,7677917;36425,9658204;13118,4249879;9452,2397462;197217,5703124;38336,0662231;17328,1124571;80231,3898926;13118,4235533;9452,2401884;53986,21167;-5572,5151213;-3258,3446654;-43805,4240722;0,00143460000072082;-0,000442199998360593
"30";2034;0,0019531;597707,4179687;191165,0615234;558113,2929685;231627,8281252;163575,3339843;251203,7521973;32820,6776734;14051,6722413;36409,6829225;13111,1129762;9450,4765626;197109,3752441;38461,0591431;17349,7026062;80748,6474608;13111,1117857;9450,4770507;54094,3769532;-5640,3814697;-3298,0303649;-44338,9645383;0,00119049999921117;-0,000488100000438862
"31";2035;0,0029298;597649,855469;191130,4980469;558104,6953123;231354,3242186;163544,5097657;252256,9916993;32702,5144348;14078,8331604;36469,1587525;13245,5708922;9461,939453;197580,4428709;38410,458832;17416,3688659;81339,2290041;13245,5693667;9461,939514;54676,5488284;-5707,9443972;-3337,5357055;-44870,0702516;0,0015254999998433;-6,10000006417977e-05
"32";2036;0,0053712;597218,1132813;191132,0664062;558170,4335937;231203,7187501;163633,5498046;252500,5356447;32839,1210329;14075,0673828;36452,7720336;13278,0660703;9462,1708983;197285,887451;38610,4477842;17449,6630859;81821,0732423;13278,065338;9462,1715016;55214,6481937;-5771,3267513;-3374,5957031;-45368,3012087;0,000732299999071984;-0,000603300000875606
"33";2037;0,0014649;597792,1835939;191252,0156249;558577,1835936;231518,6757812;163764,2294921;250026,5849612;32560,6157684;13985,0949097;36202,9593505;13101,47583;9369,0473628;195896,5283202;38392,6706237;17395,2026978;82048,689453;13101,4751892;9369,0475002;54130,056641;-5832,0548553;-3410,1077881;-45845,7301025;0,000640800000837771;-0,000137400000312482
"34";2038;0,0043946;597010,546875;191200,1044921;558455,6835938;230809,7421876;163622,9238282;251203,7521973;32697,0370484;14045,8714601;36333,9915163;13124,7921753;9423,2958985;196541,109619;38587,1197511;17489,9069517;82635,863037;13124,7909849;9423,2963179;54662,6425783;-5890,0827027;-3444,0354916;-46301,8715207;0,0011904000020877;-0,000419399999373127
"35";2039;0,0004883;597529,7773438;191297,4638671;558823,09375;231241,5800783;163850,5332032;250156,25;32623,3131713;13970,8389281;36168,2037961;13188,8710634;9373,356445;195552,4648438;38568,3903808;17447,0323181;82902,4130858;13188,8697205;9373,355957;54603,7851562;-5945,0772095;-3476,19339;-46734,2092897;0,00134289999914472;0,000487999999677413
"36";2040;0,0039062;598117,6289062;191397,7343751;559192,4492187;231459,9277345;163947,4140625;248052,7094728;32333,8007204;13904,1001282;35934,9490969;12867,6413574;9304,041016;194348,5856935;38332,6183776;17411,717041;83091,6032715;12867,6394652;9304,041504;53704,1237793;-5998,8176572;-3507,6169128;-47156,6541746;0,00189219999992929;-0,000488000001496403
"37";2041;0,0058593;597255,4023437;191304,1777345;558934,8789063;230844,9453125;163715,5537109;250542,4389649;32633,2134704;14000,2964784;36204,6283571;13123,9357299;9381,3447263;195777,0493165;38684,2461852;17538,4398804;83771,7104491;13123,9342958;9381,3447263;54765,3896484;-6051,0327148;-3538,143402;-47567,082092;0,00143410000055155;0
"38";2042;0,0053712;598257,6679686;191395,9326171;559390,7929688;231596,5292968;163985,2001953;250140,4858402;32603,1969605;13935,9806823;36069,7120971;13093,1246033;9358,9121095;195002,0737305;38706,362732;17504,607544;84046,636963;13093,1236572;9358,9125975;55138,4121097;-6103,1657715;-3568,6268617;-47976,9248659;0,000946100000874139;-0,000488000001496403
"39";2043;0,0029297;597508,8554687;191310,685547;559235,0234375;230839;163943,9814454;251579,8620607;32541,6894988;13985,7248228;36145,4081423;13152,1724853;9374,322754;195993,2412109;38694,8308715;17583,574707;84515,1989747;13152,1717531;9374,323242;55586,6208498;-6153,1413727;-3597,8498842;-48369,7908324;0,000732200000129524;-0,000487999999677413
"40";2044;0;596994,3320312;191343,7666016;559155,2343749;230843,890625;163909,9667968;246742,9982908;32475,5751955;13902,8056032;35900,992737;12897,3927918;9251,9897458;193785,9748535;38676,7995604;17528,7724304;84648,7851562;12897,3922425;9251,9907226;52957,0234373;-6201,2243649;-3625,9668272;-48747,7924192;0,000549300000784569;-0,000976799999989453
"41";2045;0,0014649;599167,0273436;191707,0117187;561127,3828127;231587,3339843;164554,2392579;250788,9084472;32565,2803499;13902,8491822;36105,5415651;13203,9282531;9391,9770505;191551,3129884;38811,029358;17554,8488159;85203,311035;13203,9270021;9391,9765625;59237,5954588;-6245,7490081;-3651,9996337;-49097,7694699;0,00125100000150269;0,000487999999677413
"42";2046;0,0004883;601213,7226561;192320,7246092;563663,2695312;232461,5644531;164015,6679688;248960,4077148;32139,5978851;13771,827118;35546,7451779;12860,7217712;9114,832031;191859,7524415;38418,3174437;17443,1045228;84903,6791991;12860,720459;9114,8319089;57100,6552733;-6278,7195586;-3671,2774048;-49356,9340212;0,00131220000002941;0,000122100000226055
"43";2047;0,0019531;600589,0273438;192152,3671875;563316,6640623;231876,8359373;163422,5000001;252746,9726562;32502,1268618;13935,9359742;36038,3896485;13269,7974853;9288,7177737;195149,2683104;38819,9082033;17630,0559386;85702,4155273;13269,7967531;9288,7178347;57597,7043458;-6317,7813415;-3694,1199644;-49664,0258788;0,000732200000129524;-6,09999988228083e-05
"44";2048;0,0019531;602045,8164063;192376,1171876;564070,8164062;232889,2109374;164180,3867189;247245,9172362;32129,552582;13711,3132629;35374,2549436;12592,0064392;9182,5185547;190585,6135256;38486,178955;17428,1448976;85343,6123046;12592,0053103;9182,5185089;56660,3037106;-6356,626373;-3716,8316347;-49969,357361;0,00112890000127663;4,57999994978309e-05
"45";2049;0,0009766;601786,9257814;192076,1845704;562546,9375002;232346,6523438;163413,2753907;249352,4187014;31813,4148257;13801,1239931;35528,3463742;12904,2240602;9166,6840824;196207,2285158;38212,1143798;17542,5593873;85828,491211;12904,222473;9166,6846238;53145,1901856;-6398,6995541;-3741,4353942;-50300,1448368;0,00158720000035828;-0,000541399998837733
"46";2050;0,0058593;597291,6210937;191241,6826171;558936,5000001;230409,7792969;163580,2958985;249997,8454589;32399,145447;14008,5688782;36102,3708497;13104,1583557;9403,5526735;196080,3398437;38851,2891845;17781,2499998;86822,5815429;13104,1568296;9403,5532835;53917,5056152;-6452,1437375;-3772,6811216;-50720,2106932;0,00152609999895503;-0,000609999999142019
"47";2051;0,0043945;596110,5742186;191281,0478515;559333,7226564;229930,3710938;164045,1035157;251551,1569825;32907,2967223;13985,7912903;36254,9053344;13385,595001;9416,2172849;195371,0625;39400,8027344;17782,6574709;87300,2524413;13385,5939332;9416,218216;56180,0944825;-6493,5060121;-3796,8661806;-51045,3471069;0,00106779999987339;-0,000931100001253071
"48";2052;0,0063477;596354,8125;191507,6816407;560088,8789065;229716,4277343;164218,5732423;244515,4709474;32156,0530242;13791,8666383;35523,3031008;12831,3176272;9138,5727541;191642,1154783;38682,4449464;17607,961914;86827,1811522;12831,3161011;9138,5727464;52873,3554691;-6526,3919222;-3816,0952757;-51303,8780514;0,00152610000077402;7,70000042393804e-06
"49";2053;0,0078124;595061,5703126;191357,1582032;558424,9648437;228737,2167971;163424,0732422;246211,3725583;32351,7977907;13926,5161135;35781,5062256;13029,2399294;9233,0141599;194508,9096681;38912,8103637;17762,85495;87357,5253906;13029,238098;9233,014664;51702,4628902;-6561,012573;-3836,3388365;-51576,019165;0,0018313999989914;-0,000504100000398466
"50";2054;0,0075683;595557,5468751;191410,7441405;559130,1640624;229173,2050782;163987,828125;249595,9396973;32798,8733367;13920,8571777;36177,8659058;13435,8564147;9393,3447268;194502,5812988;39395,0368042;17777,7474365;88030,2001951;13435,8547974;9393,3447421;55093,3583985;-6596,1634675;-3856,8902588;-51852,3342893;0,00161730000036187;-1,53000000864267e-05
"51";2055;0,0053712;595725,0312499;191444,3447266;559775,5468749;229095,7832032;164061,4482422;246976,5297849;32384,7058108;13860,9855044;35714,1378783;13098,3579103;9216,8471683;193138,005371;39011,4785155;17735,7754211;87807,0844729;13098,355774;9216,8476563;53838,5244139;-6626,7727047;-3874,7899167;-52092,9465946;0,00213630000143894;-0,000487999999677413
"52";2056;0,0058594;593793,6796874;191347,944336;558214,8437499;227613,9628906;163316,4511718;243724,5324707;32232,5266268;13891,4771731;35667,3014523;12979,1615907;9146,2666016;193466,0229492;38890,4293213;17784,4696349;88004,9628905;12979,1598513;9146,2665406;50258,5095215;-6657,9026945;-3892,9924618;-52337,6614382;0,00173940000058792;6,10000006417977e-05
"53";2057;0,0009766;594926,8437503;191539,375;558952,1796876;228394,7519532;163814,4609374;245809,4272462;32575,9296571;13840,1402894;35890,3585204;13249,1931154;9321,0858151;193055,7026367;39263,0144653;17750,1938781;88457,3862303;13249,1917419;9321,0863803;52753,7246095;-6687,0848082;-3910,0535887;-52567,0277099;0,00137349999931757;-0,000565199999982724
"54";2058;0,0083008;594877,621094;191414,473633;559322,0312498;228281,5888672;163774,0166016;247495,2502441;32525,9244077;13907,5345457;35901,6525877;13261,5874632;9274,7558598;194154,7121581;39242,6217043;17834,9059448;88701,4970703;13261,5863341;9274,7558521;53340,538086;-6716,6972966;-3927,3713991;-52799,8444826;0,00112909999916155;7,70000042393804e-06
"55";2059;0,012207;592737,390625;191224,7207031;558049,8632813;226660,8632813;163011,1757812;246331,0339353;32623,5721437;13999,7658083;36037,7965089;13356,1748964;9241,0126955;195388,6210938;39371,3159793;17945,2912597;89081,7021484;13356,1736451;9241,0133056;50942,4128415;-6747,7438356;-3945,5254514;-53043,9056395;0,00125130000014906;-0,000610099999903468
"56";2060;0,0019532;593230,671875;191406,6230469;558937,6289062;226747,8007814;163681,0312501;247222,9699707;32816,1398161;13906,6541748;36055,838562;13571,6793515;9358,7326659;193970,248291;39588,8236695;17866,7618104;89295,8051758;13571,6778564;9358,7321016;53252,7216797;-6772,68385340001;-3960,1076356;-53239,9666138;0,00149510000119335;0,000564299998586648
"57";2061;0,0039062;593208,8789062;191293,8916017;559166,1328126;226965,7070314;163553,0869139;248675,27417;32885,0564272;13982,9116211;36089,6452637;13565,9373778;9317,9482424;195140,5554197;39681,8688967;17957,1308592;89519,300293;13565,9363402;9317,9483644;53534,7187503;-6796,8124695;-3974,2192381;-53429,6550293;0,00103759999910835;-0,000121999999464606
"58";2062;0,0043946;591906,234375;191190,8359374;558121,4570311;225885,8535157;162865,3056641;246318,1059568;32793,3603517;14021,0852356;36111,6943969;13526,8062745;9243,4246822;195639,8852539;39618,6319581;18011,9407348;89765,0410156;13526,8053283;9243,4246822;50678,2207029;-6825,2716064;-3990,8554992;-53653,3466187;0,000946199999816599;0
"59";2063;0,0019531;592076,625;191143,3037109;558999,2070314;225814,4716798;163425,5517578;254131,8151854;33575,2395476;14115,7655028;36738,2161866;14269,7901002;9571,6606446;197905,8425292;40424,6638794;18120,7467041;90581,4536135;14269,7879945;9571,6600956;56225,9726562;-6849,4243318;-4004,9812013;-53843,2374269;0,0021056999994471;0,000549000000319211
"60";2064;0,0078124;593029,6132813;191105,1142578;559647,4257811;227061,6728514;163714,3935547;251139,1601562;33261,0398255;14047,8461914;36268,0960693;13912,087402;9357,4843753;195942,8088379;40135,8526612;18067,6695253;90310,8896483;13912,0862424;9357,4848633;55196,3513183;-6874,8128357;-4019,8233339;-54042,793579;0,00115960000039195;-0,000487999999677413
"61";2065;0,0009766;597059,3789064;196251,2480469;569235,5664063;224090,790039;161583,1455077;227542,6030272;32642,2783509;14075,6412239;36248,1562042;13865,7142788;7535,0259403;175279,2673339;37828,667315;17108,2132623;77018,28487;13865,7134703;7535,0262453;52263,3356933;-5186,3889641;-3032,5720384;-40770,1286658;0,000808499999038759;-0,000305000000480504
"62";2066;14165,7539064;580631,15625;210559,1718744;604313,1093744;220249,9218744;164990,9296872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63";2067;14165,7539064;580631,15625;210559,1718744;604313,1093744;220249,9218744;164990,9296872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64";2068;9,16e-05;580584,2265626;209485,4648438;601107,3359376;221745,5410158;163836,6103517;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9740638;904,8250005;232,6783795;766,6456875;881,9327202;154,490112;9,1900000370515e-05;-14,4995751;-8,4781571;-113,9811995;6,31000000339554e-05;-2,28000000106476e-05
"65";2069;9,15e-05;582074,5820315;208975,5273437;599544,4726565;225341,2226561;163198,8242188;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9740638;920,680554;241,9494027;891,2859687;881,9327202;154,490112;9,1900000370515e-05;-30,3551286000001;-17,7491803;-238,6214807;6,31000000339554e-05;-2,28000000106476e-05
"66";2070;4,58e-05;584232,7382815;208422,9433595;597838,6953124;230102,9062502;162463,4345702;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9740638;940,2465777;253,3899878;1045,0938932;881,9327202;154,490112;9,1900000370515e-05;-49,9211523;-29,1897654;-392,4294052;6,31000000339554e-05;-2,28000000106476e-05
"67";2071;0,0001869;586439,953125;207871,5605471;596135,5117188;234939,9453124;161725,2851562;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9740638;960,0297583;264,9575661;1200,609329;881,9327202;154,490112;9,1900000370515e-05;-69,7043329000001;-40,7573437;-547,944841;6,31000000339554e-05;-2,28000000106476e-05
"68";2072;0,0001984;588660,1874999;207320,4726564;594433,0351563;239797,0097654;160986,3837891;4800,9741557;890,3254254;224,2002224;652,664488;881,9327833;154,4900892;4800,9740638;979,8704156;276,5587324;1356,5763017;881,9327202;154,490112;9,1900000370515e-05;-89,5449902;-52,35851;-703,9118137;6,31000000339554e-05;-2,28000000106476e-05
"69";2073;0,0009766;599672,5742187;205639,2929688;589200,3632814;247473,2480471;158103,2929687;24004,8696138;4451,6270235;1121,0010683;3263,3220443;3055,9915773;772,4503788;24004,8714293;4602,9942969;1209,508295;4453,2220231;3055,9913099;772,45047;-0,00181549999979325;-151,3672734;-88,5072266999998;-1189,8999788;0,000267400000211637;-9,12000000425905e-05
"70";2074;0,0006104;626547,9609376;202551,7890625;578666,4101563;248308,6640627;153196,4335938;39192,9812015;9017,9003524;1956,481411;5502,4394455;3432,2911376;1386,526794;39192,9823915;9300,4017658;2121,6655083;7723,187134;3432,290741;1386,526794;-0,00119000000267988;-282,501413399999;-165,1840973;-2220,7476885;0,000396599999930913;0
"71";2075;0;662746,9062501;199542,5136718;565245,8476562;247661,8710939;147294,7333985;55971,6138304;12469,9062956;3028,4447482;8199,2516633;3966,7824556;2213,859192;55971,6143186;12960,2173692;3315,1388816;12053,5880434;3966,7821959;2213,859192;-0,000488199999381322;-490,3110736;-286,6941334;-3854,3363801;0,000259700000242447;0
"72";2076;0,0005492;669749,8515626;197709,5234377;550868,234375;247719,0527344;141524,6142578;69536,9920045;11424,7874909;3974,8333512;10513,52919;4115,2274626;2963,2710576;69536,9910279;12212,5949785;4435,4785157;16706,4774169;4115,2268983;2963,2714236;0,000976600000285544;-787,807487599999;-460,6451645;-6192,9482269;0,000564299999496143;-0,000366000000212807
"73";2077;6,1e-05;665630,4492186;197512,7744138;536656,1093752;247320,0019533;136515,4306641;82207,5402221;13800,01828;4897,8490069;12740,3065492;4388,8468932;3702,6716304;82207,5422362;14958,8404159;5575,4330062;21849,7941282;4388,8462525;3702,6716304;-0,00201409999863245;-1158,8221359;-677,5839993;-9109,487579;0,000640700000076322;0
"74";2078;0,0019531;662024,8124997;198886,1953125;523005,7460936;246827,9726563;132524,6865237;92049,5950319;15837,4508972;5641,6693573;14537,4331055;4653,9379732;4305,4094244;92049,6013187;17426,6296539;6570,889824;27029,9397583;4653,937561;4305,4097904;-0,00628680000954773;-1589,1787567;-929,2204667;-12492,5066528;0,000412200000027951;-0,000365999999303313
"75";2079;0,0029297;606803,1250001;193199,6015624;517927,2617189;236607,2480468;127761,8974611;169830,0593263;25517,9894256;9771,753357;28529,4279174;7545,1165926;8004,9338376;162380,5465085;27586,1973572;10981,0715179;44787,59729;7545,1154477;8004,9338376;7449,51281779999;-2068,2079316;-1209,3181609;-16258,1693726;0,00114490000032674;0
"76";2080;0,0041504;608633,3476562;191641,4902345;521581,1757812;237260,8378906;128973,1962891;176680,9549562;34737,5330048;11231,3573302;29744,3377685;8913,1950991;8385,2482908;160822,1444094;37195,7424163;12668,7167282;49068,3023683;8913,194275;8385,2482908;15858,8105468;-2458,20941150001;-1437,359398;-19323,9645998;0,000824099999590544;0
"77";2081;0,0009766;621012,5781251;195950,7050781;541744,8085939;240547,2675779;135243,4824218;181714,9808348;30660,958832;10967,8873447;30603,6408079;8043,5846101;8627,2133784;158825,6546629;33524,1138611;12642,0257265;53110,8701173;8043,5837096;8627,2133784;22889,3261719;-2863,1550291;-1674,1383818;-22507,2293094;0,000900500000170723;0
"78";2082;0,0021972;614671,4062499;196751,2226564;555427,6445313;239343,4824219;144946,9189452;203709,5307617;32383,6761779;11622,5716553;31779,1262818;8832,2263184;9625,6127928;172705,3522947;35645,5177003;13529,827118;57420,4106445;8832,2254945;9625,6127928;31004,178467;-3261,8415224;-1907,2554627;-25641,2843627;0,000823899999886635;0
