;;Residue+L1+L2+L3;;;;;;;L1+L2+L3;;;;;;;Coarse litter (L1);;;;;;;Fine litter (L2);;;;;;;Humus (L3);;;;;;;
YEAR;Month;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha
        2006;           4;   6214.6972656;    157.7770691;    117.0357895;     22.1526852;     24.4795437;     17.9543381;     13.8897314;   6214.6972656;    157.7770691;    117.0357895;     22.1526852;     24.4795437;     17.9543381;     13.8897314;   2565.1813965;     61.2263908;     47.4644814;      9.1661177;     12.1405525;      7.4310908;      5.3524842;    338.0247498;      9.3626862;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.8686399;   3311.4909668;     87.1879959;     69.5712967;     12.9865665;     12.3389902;     10.5232477;      7.6686058
        2006;           5;   6214.9648438;    157.6614227;    116.0942993;     21.9874992;     24.4401150;     17.8206501;     13.8833981;   6214.9648438;    157.6614227;    116.0942993;     21.9874992;     24.4401150;     17.8206501;     13.8833981;   2541.4062500;     60.3983612;     46.7230835;      9.0382805;     12.1366091;      7.3276658;      5.2778778;    366.4149170;     10.1012058;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.9369109;   3307.1430664;     87.1618500;     69.3712234;     12.9492207;     12.3035049;     10.4929838;      7.6686091
        2006;           6;   6211.7963867;    157.4934692;    115.0821152;     21.8075695;     24.3693638;     17.6750221;     13.8729820;   6211.7963867;    157.4934692;    115.0821152;     21.8075695;     24.3693638;     17.6750221;     13.8729820;   2513.2956543;     59.4866486;     45.9242325;      8.8981743;     12.1036968;      7.2143064;      5.1960659;    395.5433350;     10.8545322;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0065101;   3302.9567871;     87.1522980;     69.1578751;     12.9093962;     12.2656660;     10.4607143;      7.6704063
        2006;           7;   6227.5913086;    157.6972046;    115.0982208;     21.8217735;     24.5075798;     17.6867123;     13.8896551;   6227.5913086;    157.6972046;    115.0982208;     21.8217735;     24.5075798;     17.6867123;     13.8896551;   2526.8637695;     59.6242790;     45.9596634;      8.9159842;     12.2453384;      7.2289195;      5.2063947;    398.1581116;     10.9218826;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0127299;   3302.5698242;     87.1510620;     69.1385651;     12.9057894;     12.2622395;     10.4577932;      7.6705313
        2006;           8;   6254.1586914;    158.0588531;    115.2741470;     21.8718090;     24.7465935;     17.7275314;     13.9186287;   6254.1586914;    158.0588531;    115.2741470;     21.8718090;     24.7465935;     17.7275314;     13.9186287;   2553.4287109;     59.9858398;     46.1355858;      8.9660225;     12.4843578;      7.2697425;      5.2353597;    398.1605835;     10.9219475;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0127358;   3302.5693359;     87.1510620;     69.1385498;     12.9057865;     12.2622375;     10.4577904;      7.6705322
        2006;           9;   6286.9360352;    158.4138794;    114.7508163;     21.8030796;     25.0032787;     17.6723213;     13.9490194;   6286.9360352;    158.4138794;    114.7508163;     21.8030796;     25.0032787;     17.6723213;     13.9490194;   2567.0581055;     59.7803574;     45.7729988;      8.9272938;     12.7695475;      7.2388415;      5.2120299;    420.2090759;     11.4796486;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0641274;   3299.6687012;     87.1538620;     68.9778214;     12.8757839;     12.2337294;     10.4334784;      7.6728621
        2006;          10;   6428.1386719;    160.2517548;    114.9683914;     21.9415150;     26.2235756;     17.7860813;     14.0971889;   6428.1386719;    160.2517548;    114.9683914;     21.9415150;     26.2235756;     17.7860813;     14.0971889;   2688.5192871;     61.0609169;     46.1458702;      9.0947180;     14.0173864;      7.3760891;      5.3070188;    442.5109863;     12.0249243;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1141528;   3297.1083984;     87.1659012;     68.8225327;     12.8467970;     12.2061901;     10.4099903;      7.6760178
        2006;          11;   6472.3540039;    160.7834167;    114.6482315;     21.9161282;     26.5711136;     17.7662983;     14.1412554;   6472.3540039;    160.7834167;    114.6482315;     21.9161282;     26.5711136;     17.7662983;     14.1412554;   2715.7758789;     61.1179733;     45.9581909;      9.0940590;     14.3884239;      7.3763471;      5.3058281;    461.4865112;     12.4829884;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1561069;   3295.0917969;     87.1824722;     68.6900406;     12.8220663;     12.1826916;     10.3899498;      7.6793208
        2006;          12;   6480.6430664;    160.8396912;    114.2076035;     21.8438835;     26.6094913;     17.7075367;     14.1473274;   6480.6430664;    160.8396912;    114.2076035;     21.8438835;     26.6094913;     17.7075367;     14.1473274;   2710.2788086;     60.7882156;     45.6264992;      9.0421495;     14.4461193;      7.3340611;      5.2750750;    476.8225708;     12.8513298;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1898222;   3293.5419922;     87.2001495;     68.5811157;     12.8017340;     12.1633720;     10.3734741;      7.6824284
        2007;           1;   6483.6611328;    160.8306580;    113.7754669;     21.7694149;     26.6045113;     17.6470146;     14.1480398;   6483.6611328;    160.8306580;    113.7754669;     21.7694149;     26.6045113;     17.6470146;     14.1480398;   2700.7504883;     60.4272919;     45.2946358;      8.9864006;     14.4589272;      7.2887101;      5.2422047;    490.6998596;     13.1833591;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2201992;   3292.2104492;     87.2199936;     68.4808273;     12.7830143;     12.1455870;     10.3583050;      7.6856356
        2007;           2;   6486.7441406;    160.8129730;    113.2480621;     21.6781502;     26.5939407;     17.5728512;     14.1483908;   6486.7441406;    160.8129730;    113.2480621;     21.6781502;     26.5939407;     17.5728512;     14.1483908;   2688.6862793;     59.9837685;     44.8896675;      8.9179907;     14.4700680;      7.2330656;      5.2018847;    507.3180542;     13.5790977;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2563832;   3290.7404785;     87.2501144;     68.3584061;     12.7601604;     12.1238728;     10.3397865;      7.6901221
        2007;           3;   6486.6806641;    160.7423553;    112.6017303;     21.5635700;     26.5487499;     17.4797783;     14.1448393;   6486.6806641;    160.7423553;    112.6017303;     21.5635700;     26.5487499;     17.4797783;     14.1448393;   2670.8828125;     59.4125595;     44.3889580;      8.8305931;     14.4507055;      7.1620188;      5.1504865;    526.5914307;     14.0357628;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2981118;   3289.2070312;     87.2940369;     68.2127686;     12.7329760;     12.0980425;     10.3177586;      7.6962423
        2007;           4;   6479.3950195;    160.5734406;    111.9123383;     21.4361801;     26.4396095;     17.3763676;     14.1334171;   6479.3950195;    160.5734406;    111.9123383;     21.4361801;     26.4396095;     17.3763676;     14.1334171;   2646.1987305;     58.7499123;     43.8456688;      8.7304754;     14.3674784;      7.0807095;      5.0918140;    545.3311768;     14.4781389;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.3385155;   3287.8647461;     87.3453903;     68.0666733;     12.7057047;     12.0721321;     10.2956600;      7.7030878
        2007;           5;   6487.1733398;    160.5947876;    111.3818893;     21.3465710;     26.4553223;     17.3038960;     14.1370230;   6487.1733398;    160.5947876;    111.3818893;     21.3465710;     26.4553223;     17.3038960;     14.1370230;   2638.5493164;     58.3332939;     43.4464607;      8.6653633;     14.4064655;      7.0280876;      5.0534835;    561.8182983;     14.8645868;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.3737839;   3286.8056641;     87.3968811;     67.9354248;     12.6812067;     12.0488558;     10.2758083;      7.7097545
        2007;           6;   6496.1269531;    160.6313324;    110.9410858;     21.2731113;     26.4809628;     17.2447510;     14.1415091;   6496.1269531;    160.6313324;    110.9410858;     21.2731113;     26.4809628;     17.2447510;     14.1415091;   2634.4216309;     57.9988441;     43.1180840;      8.6128902;     14.4520483;      6.9859481;      5.0224295;    575.7055054;     15.1878004;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4032593;   3286.0000000;     87.4446640;     67.8230057;     12.6602211;     12.0289154;     10.2588034;      7.7158198
        2007;           7;   6506.3774414;    160.7191162;    110.7440796;     21.2442818;     26.5398464;     17.2216473;     14.1492624;   6506.3774414;    160.7191162;    110.7440796;     21.2442818;     26.5398464;     17.2216473;     14.1492624;   2637.8244629;     57.8929405;     42.9803009;      8.5951176;     14.5214348;      6.9718051;      5.0116258;    582.9623413;     15.3558474;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4185756;   3285.5910645;     87.4703293;     67.7637711;     12.6491652;     12.0184097;     10.2498436;      7.7190614
        2007;           8;   6523.5092773;    160.8849335;    110.5413589;     21.2188110;     26.6500854;     17.2013931;     14.1632538;   6523.5092773;    160.8849335;    110.5413589;     21.2188110;     26.6500854;     17.2013931;     14.1632538;   2646.8073730;     57.8292503;     42.8478203;      8.5827551;     14.6441326;      6.9621720;      5.0036345;    591.5494385;     15.5532207;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4365494;   3285.1525879;     87.5024643;     67.6935349;     12.6360540;     12.0059528;     10.2392197;      7.7230706
        2007;           9;   6556.5874023;    161.1959229;    110.0787430;     21.1566277;     26.8536987;     17.1517639;     14.1896038;   6556.5874023;    161.1959229;    110.0787430;     21.1566277;     26.8536987;     17.1517639;     14.1896038;   2662.0175781;     57.6407852;     42.5374184;      8.5489893;     14.8747454;      6.9355688;      4.9821749;    610.0999756;     15.9731178;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4747158;   3284.4694824;     87.5820007;     67.5413132;     12.6076393;     11.9789553;     10.2161951;      7.7327137
        2007;          10;   6700.0678711;    162.8731384;    110.2626114;     21.2805462;     27.9492531;     17.2545719;     14.3232193;   6700.0678711;    162.8731384;    110.2626114;     21.2805462;     27.9492531;     17.2545719;     14.3232193;   2785.7749023;     58.7890930;     42.8778801;      8.7021360;     15.9980707;      7.0620623;      5.0654030;    630.2926636;     16.4122372;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5144171;   3284.0000000;     87.6718063;     67.3847275;     12.5784092;     11.9511833;     10.1925106;      7.7433987
        2007;          11;   6745.6420898;    163.3631897;    110.0045700;     21.2628651;     28.2548923;     17.2402382;     14.3632298;   6745.6420898;    163.3631897;    110.0045700;     21.2628651;     28.2548923;     17.2402382;     14.3632298;   2815.8161621;     58.8672256;     42.7420769;      8.7072754;     16.3253899;      7.0662184;      5.0662141;    646.0750122;     16.7502804;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5449165;   3283.7500000;     87.7456818;     67.2624817;     12.5555916;     11.9295006;     10.1740179;      7.7520986
        2007;          12;   6753.1269531;    163.3936768;    109.5881348;     21.1921406;     28.2599163;     17.1828671;     14.3668680;   6753.1269531;    163.3936768;    109.5881348;     21.1921406;     28.2599163;     17.1828671;     14.3668680;   2809.8100586;     58.5399704;     42.4329414;      8.6565752;     16.3494415;      7.0250745;      5.0357985;    659.6896362;     17.0400066;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5710329;   3283.6274414;     87.8137054;     67.1551971;     12.5355644;     11.9104738;     10.1577911;      7.7600365
        2008;           1;   6756.0043945;    163.3763733;    109.2065659;     21.1248283;     28.2354736;     17.1282635;     14.3665886;   6756.0043945;    163.3763733;    109.2065659;     21.1248283;     28.2354736;     17.1282635;     14.3665886;   2801.0573730;     58.2140083;     42.1448822;      8.6067209;     16.3415852;      6.9846158;      5.0061259;    671.3552246;     17.2870293;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5932844;   3283.5922852;     87.8753281;     67.0616760;     12.5181065;     11.8938866;     10.1436462;      7.7671771
        2008;           2;   6759.1533203;    163.3527527;    108.7480392;     21.0437851;     28.2042503;     17.0625191;     14.3660364;   6759.1533203;    163.3527527;    108.7480392;     21.0437851;     28.2042503;     17.0625191;     14.3660364;   2790.3234863;     57.8214760;     41.7990837;      8.5467205;     16.3303528;      6.9359202;      4.9704275;    685.1540527;     17.5774097;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6194177;   3283.6750488;     87.9538574;     66.9489517;     12.4970655;     11.8738956;     10.1265955;      7.7761912
        2008;           3;   6761.5820312;    163.3178711;    108.2643204;     20.9577503;     28.1650257;     16.9927197;     14.3646679;   6761.5820312;    163.3178711;    108.2643204;     20.9577503;     28.1650257;     16.9927197;     14.3646679;   2778.3261719;     57.4026299;     41.4339676;      8.4828243;     16.3121662;      6.8840618;      4.9324574;    699.3662720;     17.8745613;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6461353;   3283.8896484;     88.0406799;     66.8303528;     12.4749279;     11.8528605;     10.1086569;      7.7860756
        2008;           4;   6755.1298828;    163.1666260;    107.6896973;     20.8495140;     28.0485458;     16.9049053;     14.3542690;   6755.1298828;    163.1666260;    107.6896973;     20.8495140;     28.0485458;     16.9049053;     14.3542690;   2756.5341797;     56.8413124;     40.9878311;      8.3985691;     16.2184753;      6.8156829;      4.8829322;    714.3251953;     18.1856651;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6740856;   3284.2697754;     88.1396561;     66.7018661;     12.4509449;     11.8300724;     10.0892229;      7.7972517
        2008;           5;   6769.4252930;    163.2795258;    107.4263382;     20.8098907;     28.1115456;     16.8731766;     14.3640795;   6769.4252930;    163.2795258;    107.4263382;     20.8098907;     28.1115456;     16.8731766;     14.3640795;   2761.0878906;     56.6947556;     40.8065376;      8.3742685;     16.2960300;      6.7963686;      4.8679900;    723.7918701;     18.3809910;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6916167;   3284.5454102;     88.2037735;     66.6197891;     12.4356232;     11.8155155;     10.0768080;      7.8044729
        2008;           6;   6763.0571289;    163.0635376;    106.5553207;     20.6464291;     27.9430943;     16.7411728;     14.3493814;   6763.0571289;    163.0635376;    106.5553207;     20.6464291;     27.9430943;     16.7411728;     14.3493814;   2731.4455566;     55.8553581;     40.1347160;      8.2479858;     16.1629047;      6.6944904;      4.7937407;    745.9226685;     18.8323860;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7320706;   3285.6896973;     88.3757858;     66.4206161;     12.3984432;     11.7801905;     10.0466814;      7.8235717
        2008;           7;   6781.2475586;    163.2665863;    106.6272812;     20.6701469;     28.0762920;     16.7608471;     14.3653240;   6781.2475586;    163.2665863;    106.6272812;     20.6701469;     28.0762920;     16.7608471;     14.3653240;   2748.8110352;     56.0364838;     40.2137871;      8.2730350;     16.2973690;      6.7152448;      4.8075881;    746.7150879;     18.8484898;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7335130;   3285.7219238;     88.3815994;     66.4134903;     12.3971128;     11.7789268;     10.0456038;      7.8242216
        2008;           8;   6768.0800781;    162.9376831;    105.5164337;     20.4588604;     27.8285809;     16.5900059;     14.3421907;   6768.0800781;    162.9376831;    105.5164337;     20.4588604;     27.8285809;     16.5900059;     14.3421907;   2706.9672852;     54.9381218;     39.3538589;      8.1085844;     16.0941544;      6.5823550;      4.7108688;    773.3474731;     19.3815498;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7811650;   3287.7648926;     88.6180038;     66.1625748;     12.3502769;     11.7344246;     10.0076494;      7.8501568
        2008;           9;   6822.4052734;    163.5450897;    105.7492752;     20.5330410;     28.2295227;     16.6514549;     14.3896055;   6822.4052734;    163.5450897;    105.7492752;     20.5330410;     28.2295227;     16.6514549;     14.3896055;   2759.2958984;     55.4930725;     39.6040268;      8.1859970;     16.4981689;      6.6464252;      4.7532768;    775.2293701;     19.4187145;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7844815;   3287.8803711;     88.6332932;     66.1452484;     12.3470430;     11.7313538;     10.0050297;      7.8518467
        2008;          10;   6966.7880859;    165.0747681;    105.8878479;     20.6409874;     29.2134266;     16.7427292;     14.5101089;   6966.7880859;    165.0747681;    105.8878479;     20.6409874;     29.2134266;     16.7427292;     14.5101089;   2883.3171387;     56.5106125;     39.9042397;      8.3241167;     17.5107422;      6.7621484;      4.8251696;    794.1266479;     19.7751369;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8160771;   3289.3444824;     88.7890167;     65.9836044;     12.3168697;     11.7026844;      9.9805794;      7.8688631
        2008;          11;   7009.4111328;    165.4671631;    105.5590897;     20.6046982;     29.4405231;     16.7137737;     14.5420742;   7009.4111328;    165.4671631;    105.5590897;     20.6046982;     29.4405231;     16.7137737;     14.5420742;   2908.4938965;     56.4691658;     39.7130241;      8.3135023;     17.7622318;      6.7539983;      4.8159990;    810.1869507;     20.0726128;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8423779;   3290.7302246;     88.9253693;     65.8460617;     12.2911968;     11.6782913;      9.9597759;      7.8836980
        2008;          12;   7018.1069336;    165.5045624;    105.2253265;     20.5479240;     29.4427872;     16.6678944;     14.5459251;   7018.1069336;    165.5045624;    105.2253265;     20.5479240;     29.4427872;     16.6678944;     14.5459251;   2905.3972168;     56.2139015;     39.4732361;      8.2742691;     17.7811642;      6.7223334;      4.7920918;    820.9883423;     20.2711372;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8599089;   3291.7221680;     89.0195312;     65.7520905;     12.2736540;     11.6616240;      9.9455614;      7.8939242
        2009;           1;   7018.7451172;    165.4468842;    104.8243484;     20.4740887;     29.3805847;     16.6080971;     14.5424423;   7018.7451172;    165.4468842;    104.8243484;     20.4740887;     29.3805847;     16.6080971;     14.5424423;   2893.6030273;     55.8473320;     39.1724167;      8.2191305;     17.7367268;      6.6776853;      4.7593012;    832.2745972;     20.4770775;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8780749;   3292.8671875;     89.1224823;     65.6519318;     12.2549572;     11.6438599;      9.9304132;      7.9050651
        2009;           2;   7021.6909180;    165.4128113;    104.4145508;     20.4000111;     29.3329220;     16.5481319;     14.5408487;   7021.6909180;    165.4128113;    104.4145508;     20.4000111;     29.3329220;     16.5481319;     14.5408487;   2883.4841309;     55.4884415;     38.8689766;      8.1649065;     17.7079239;      6.6338048;      4.7268815;    844.0263062;     20.6897354;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8968084;   3294.1809082;     89.2346268;     65.5455780;     12.2351046;     11.6249971;      9.9143248;      7.9171600
        2009;           3;   7023.4379883;    165.3605042;    103.9686584;     20.3185902;     29.2716122;     16.4821987;     14.5379200;   7023.4379883;    165.3605042;    103.9686584;     20.3185902;     29.2716122;     16.4821987;     14.5379200;   2871.3234863;     55.0900726;     38.5376320;      8.1048660;     17.6669331;      6.5852008;      4.6910887;    856.4061279;     20.9117584;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.9163389;   3295.7089844;     89.3586731;     65.4310226;     12.2137222;     11.6046820;      9.8969984;      7.9304914
