"";"Ca";"Mg";"K";"Na";"NH4";"Al";"group_id";"Date"
"19549";687,6851807;336,1369934;151,3192596;14,9704943;0,0003981;999,3371582;"5";2050-01-01
"19550";687,6733398;336,1750183;151,3507233;14,9819345;0,0012594;999,3114624;"5";2050-02-01
"19551";687,7501831;336,252655;151,3766632;14,9323654;0,0009265;999,2564697;"5";2050-03-01
"19552";687,675293;336,2698669;151,2904358;14,9399395;0,0003888;999,2218628;"5";2050-04-01
"19553";687,2644653;336,2016602;150,9461823;14,9893799;0;999,2041626;"5";2050-05-01
"19554";687,109436;336,1917725;150,8053589;15,0292845;0,0009875;999,1765137;"5";2050-06-01
"19555";686,9238281;336,1634216;150,6542969;15,0910749;0,0081154;999,1553955;"5";2050-07-01
"19556";686,9290161;336,1356812;150,52565;15,1657162;0,0123929;999,133606;"5";2050-08-01
"19557";686,9190674;336,125824;150,5477905;15,2962418;0,0139537;999,1046753;"5";2050-09-01
"19558";686,9402466;336,1468506;150,5539703;15,3316936;0,0140657;999,0799561;"5";2050-10-01
"19559";687,4057007;336,4386597;150,7564087;15,0788832;0,0016446;998,880188;"5";2050-11-01
"19560";687,6947632;336,6175842;150,8898621;14,9498043;0,0006871;998,763855;"5";2050-12-01
"19561";687,8157959;336,6872864;151,0038757;14,5165701;0,0003633;998,7526245;"5";2051-01-01
"19562";687,8169556;336,7346497;151,0390778;14,5201044;0,001149;998,7197266;"5";2051-02-01
"19563";687,90979;336,8234558;151,0688477;14,46492;0,0008665;998,6558838;"5";2051-03-01
"19564";687,8406372;336,8458862;150,9833069;14,4739418;0,0003458;998,6171875;"5";2051-04-01
"19565";687,427002;336,7786255;150,6362305;14,5253677;0;998,5977173;"5";2051-05-01
"19566";687,2723999;336,7701111;150,4944;14,5650272;0,000907;998,5672607;"5";2051-06-01
"19567";687,086792;336,7434082;150,3425751;14,6298857;0,0077684;998,5444336;"5";2051-07-01
"19568";687,0935059;336,71698;150,2133179;14,7070217;0,0119284;998,520874;"5";2051-08-01
"19569";687,0843506;336,7078552;150,2362671;14,8386841;0,0134719;998,4901733;"5";2051-09-01
"19570";687,1068726;336,7304382;150,2427216;14,874814;0,0136023;998,4639282;"5";2051-10-01
"19571";687,5570679;337,0119934;150,4383392;14,6503172;0,0016249;998,2687988;"5";2051-11-01
"19572";687,8320923;337,1810913;150,5661316;14,5467787;0,0006848;998,1574097;"5";2051-12-01
"19573";687,99646;337,2977295;150,6981812;14,2611046;0,0003694;998,1062622;"5";2052-01-01
