"";"YEAR";"Month";"C";"N";"Ca";"Mg";"K";"S";"P";"Date"
"59";"        2009";"          11";5758,659668;148,0837097;94,3762131;17,9177971;19,7854805;14,2738991;13,1687498;2009-11-01
"60";"        2009";"          12";5752,8618164;147,948761;94,0572052;17,8589516;19,7362309;14,2256641;13,1588898;2009-12-01
"61";"        2010";"           1";5739,9780273;147,7026062;93,578125;17,7680817;19,6368122;14,1532202;13,140377;2010-01-01
"62";"        2010";"           2";5727,8994141;147,4654999;93,1060562;17,6789894;19,5434055;14,0818377;13,1226015;2010-02-01
"63";"        2010";"           3";5715,8432617;147,2284851;92,6370316;17,5905056;19,450943;14,0109158;13,1048174;2010-03-01
"64";"        2010";"           4";5700,8510742;146,9517212;92,1320877;17,494091;19,3396282;13,9345589;13,0838261;2010-04-01
"65";"        2010";"           5";5686,2519531;146,6607971;91,5647278;17,387125;19,2285652;13,8487921;13,061964;2010-05-01
"66";"        2010";"           6";5666,1396484;146,2779846;90,8614731;17,2534657;19,0799446;13,7424726;13,0329704;2010-06-01
"67";"        2010";"           7";5668,5483398;146,2895966;90,8166122;17,2471428;19,0929432;13,7357101;13,0341978;2010-07-01
"68";"        2010";"           8";5661,4384766;146,1251068;90,4620895;17,1815853;19,0366459;13,6821251;13,0220041;2010-08-01
"69";"        2010";"           9";5646,7573242;145,7885742;89,7462845;17,0491333;18,9220657;13,5739269;12,997036;2010-09-01
"70";"        2010";"          10";5668,8691406;145,9064331;89,3868942;17,0000553;19,0424404;13,5197287;13,0090084;2010-10-01
"71";"        2010";"          11";5669,5327148;145,8184662;89,0424728;16,940794;19,0329571;13,4676991;13,0033083;2010-11-01
"72";"        2010";"          12";5660,3955078;145,6260223;88,6678925;16,8705215;18,9631615;13,4110689;12,9888411;2010-12-01
"73";"        2011";"           1";5650,3442383;145,4286194;88,3100739;16,8026466;18,8888741;13,3569689;12,9738598;2011-01-01
"74";"        2011";"           2";5642,0380859;145,2557068;87,9814987;16,7408981;18,8266087;13,3072929;12,9608126;2011-02-01
"75";"        2011";"           3";5630,9633789;145,0354156;87,58255;16,66539;18,7454815;13,2469759;12,9440908;2011-03-01
"76";"        2011";"           4";5617,9282227;144,7927399;87,1749191;16,5872688;18,6527252;13,185339;12,9254999;2011-04-01
"77";"        2011";"           5";5604,7578125;144,5258026;86,6962738;16,4967728;18,5564823;13,1129942;12,9052086;2011-05-01
"78";"        2011";"           6";5593,3476562;144,2906952;86,2735672;16,4170208;18,4731903;13,0491123;12,8873348;2011-06-01
"79";"        2011";"           7";5586,7836914;144,1480865;86,0085678;16,367384;18,4246578;13,0090666;12,8765326;2011-07-01
"80";"        2011";"           8";5594,2431641;144,2297211;86,0487747;16,3786469;18,4702034;13,0151958;12,8832932;2011-08-01
"81";"        2011";"           9";5592,4150391;144,1074982;85,7084351;16,3186569;18,4463749;12,9638081;12,8746252;2011-09-01
"82";"        2011";"          10";5615,4462891;144,2251434;85,3995285;16,2782536;18,5683575;12,9173422;12,8862906;2011-10-01
"83";"        2011";"          11";5617,1064453;144,1487885;85,1058731;16,2282047;18,5653152;12,873023;12,881299;2011-11-01
"84";"        2011";"          12";5610,9833984;144,0062408;84,8326187;16,1772594;18,517664;12,8317289;12,8705454;2011-12-01
"85";"        2012";"           1";5601,6313477;143,8203583;84,5184097;16,1173782;18,4496441;12,7842255;12,8563042;2012-01-01
"86";"        2012";"           2";5592,0454102;143,6251678;84,1836853;16,0538445;18,3797684;12,7336273;12,8413715;2012-02-01
"87";"        2012";"           3";5582,4487305;143,4292297;83,849411;15,9904175;18,3102245;12,6830959;12,8263702;2012-03-01
"88";"        2012";"           4";5565,8105469;143,1261902;83,387146;15,9008512;18,195097;12,6131926;12,8028851;2012-04-01
"89";"        2012";"           5";5549,9545898;142,8131714;82,8816986;15,8042517;18,0828762;12,5368004;12,7787676;2012-05-01
"90";"        2012";"           6";5530,5195312;142,4419708;82,306015;15,6935654;17,9482803;12,4497843;12,7500305;2012-06-01
"91";"        2012";"           7";5528,2358398;142,3705597;82,16008;15,6669836;17,9293213;12,4277525;12,7446728;2012-07-01
"92";"        2012";"           8";5534,6542969;142,4315948;82,1731873;15,6728334;17,9665012;12,4297981;12,7498074;2012-08-01
"93";"        2012";"           9";5549,8203125;142,5914459;82,2486954;15,6943789;18,0562019;12,4413443;12,763051;2012-09-01
"94";"        2012";"          10";5573,4331055;142,7029724;81,9730225;15,6593752;18,1762238;12,3999939;12,7739525;2012-10-01
"95";"        2012";"          11";5573,1494141;142,5885925;81,6550674;15,6037817;18,1586514;12,352026;12,7658024;2012-11-01
"96";"        2012";"          12";5565,3339844;142,4161987;81,3624344;15,5484695;18,0999756;12,3078041;12,7525692;2012-12-01
"97";"        2013";"           1";5557,8613281;142,261261;81,1122131;15,5007563;18,0455532;12,2699823;12,7406111;2013-01-01
"98";"        2013";"           2";5548,2617188;142,0650177;80,8002853;15,4411573;17,9764423;12,2228327;12,7254333;2013-02-01
"99";"        2013";"           3";5536,4482422;141,8311157;80,4400787;15,371974;17,892992;12,1683788;12,7072811;2013-03-01
"100";"        2013";"           4";5519,5556641;141,5239563;80,0040054;15,28687;17,7781067;12,1024303;12,6832581;2013-04-01
"101";"        2013";"           5";5502,3652344;141,1877594;79,5044556;15,1905775;17,6588287;12,0269318;12,6570616;2013-05-01
"102";"        2013";"           6";5479,1640625;140,7530975;78,8879929;15,0708256;17,5021877;11,9337387;12,6230354;2013-06-01
"103";"        2013";"           7";5484,4248047;140,807724;78,9149246;15,0783501;17,5325527;11,9378719;12,6275549;2013-07-01
"104";"        2013";"           8";5479,1098633;140,6687775;78,6755524;15,0338373;17,4921322;11,9017324;12,6168604;2013-08-01
"105";"        2013";"           9";5464,0078125;140,315567;78,1044312;14,9264088;17,3830414;11,8154736;12,58951;2013-09-01
"106";"        2013";"          10";5489,6518555;140,4465027;77,8991165;14,9043875;17,5141335;11,7848625;12,6015949;2013-10-01
"107";"        2013";"          11";5491,6386719;140,3646698;77,6555557;14,862957;17,5126324;11,7481804;12,5957613;2013-11-01
"108";"        2013";"          12";5487,1582031;140,24617;77,4555283;14,8256636;17,4778137;11,7179728;12,5866051;2013-12-01
"109";"        2014";"           1";5478,2788086;140,0664062;77,1957397;14,775609;17,4160061;11,6787043;12,5725107;2014-01-01
"110";"        2014";"           2";5469,8027344;139,8873596;76,9312439;14,7249765;17,3564472;11,63873;12,5584955;2014-02-01
"111";"        2014";"           3";5457,5341797;139,6441956;76,5894852;14,6588917;17,272707;11,5870638;12,5393744;2014-03-01
"112";"        2014";"           4";5441,5185547;139,3506927;76,2042313;14,5832958;17,1669769;11,5287962;12,5161619;2014-04-01
"113";"        2014";"           5";5423,2358398;138,9940338;75,7206345;14,4893866;17,0444241;11,4557047;12,4880142;2014-05-01
"114";"        2014";"           6";5402,5507812;138,5992432;75,2001572;14,3879023;16,9083042;11,3770266;12,4567661;2014-06-01
"115";"        2014";"           7";5394,4267578;138,4265594;74,9589539;14,3416634;16,8533592;11,3405857;12,4431324;2014-07-01
"116";"        2014";"           8";5401,890625;138,5004272;74,9924011;14,3513985;16,8951435;11,3457451;12,4492483;2014-08-01
"117";"        2014";"           9";5388,9863281;138,1790314;74,506897;14,2601223;16,8029556;11,2724504;12,4240265;2014-09-01
"118";"        2014";"          10";5410,5029297;138,2263947;74,2405777;14,2248449;16,9043522;11,2326918;12,4291096;2014-10-01
"119";"        2014";"          11";5412,5004883;138,1389313;74,0164566;14,1867304;16,9030876;11,1989756;12,4225941;2014-11-01
"120";"        2014";"          12";5403,9091797;137,9493408;73,7521744;14,1361046;16,8432293;11,1590443;12,4075918;2014-12-01
"121";"        2015";"           1";5393,6728516;137,7451172;73,4858551;14,0842972;16,7747936;11,118784;12,3913517;2015-01-01
"122";"        2015";"           2";5381,6791992;137,5050812;73,1743774;14,0237379;16,6950798;11,0716934;12,3722477;2015-02-01
"123";"        2015";"           3";5368,2788086;137,2406769;72,8371429;13,9580078;16,6071033;11,0207033;12,3511696;2015-03-01
"124";"        2015";"           4";5353,9682617;136,973938;72,5126648;13,8940773;16,5154209;10,9716225;12,3298292;2015-04-01
"125";"        2015";"           5";5347,9360352;136,8197632;72,2933044;13,8526926;16,4723206;10,9385223;12,3175993;2015-05-01
"126";"        2015";"           6";5350,2954102;136,8096008;72,2377319;13,8441782;16,4816799;10,9302197;12,3169346;2015-06-01
"127";"        2015";"           7";5355,0395508;136,852356;72,252388;13,8491478;16,5072441;10,932519;12,3204861;2015-07-01
"128";"        2015";"           8";5348,4462891;136,6874695;72,0214386;13,8054285;16,4603271;10,8976622;12,3073788;2015-08-01
"129";"        2015";"           9";5344,8339844;136,517334;71,7373962;13,7539368;16,4260464;10,8548765;12,2940073;2015-09-01
"130";"        2015";"          10";5367,6484375;136,5734863;71,5132141;13,7261171;16,530838;10,8215761;12,2995005;2015-10-01
"131";"        2015";"          11";5371,2529297;136,5080414;71,3322906;13,696166;16,5382977;10,7944241;12,2945881;2015-11-01
"132";"        2015";"          12";5363,4277344;136,3297424;71,0971146;13,6509552;16,483366;10,7588968;12,2803373;2015-12-01
"133";"        2016";"           1";5353,6655273;136,1324463;70,8544235;13,6034746;16,4182262;10,7222033;12,2645063;2016-01-01
"134";"        2016";"           2";5342,402832;135,9034576;70,5736008;13,5485888;16,3434258;10,6797447;12,2461205;2016-02-01
"135";"        2016";"           3";5330,921875;135,6700134;70,2894287;13,4930468;16,2677174;10,6367798;12,227355;2016-03-01
"136";"        2016";"           4";5312,7446289;135,3380127;69,9141159;13,4182501;16,1528988;10,5799799;12,2005625;2016-04-01
"137";"        2016";"           5";5309,6586914;135,2314911;69,7594376;13,389575;16,1277618;10,5566807;12,1920557;2016-05-01
"138";"        2016";"           6";5302,5078125;135,0596161;69,5389328;13,3473587;16,078104;10,5234022;12,178237;2016-06-01
"139";"        2016";"           7";5286,3383789;134,7493134;69,1851425;13,2773809;15,9753561;10,4698963;12,1531534;2016-07-01
"140";"        2016";"           8";5293,815918;134,8190155;69,2161484;13,2865009;16,0151157;10,4747238;12,1589127;2016-08-01
"141";"        2016";"           9";5286,6362305;134,5848389;68,8880692;13,2254257;15,9591045;10,4252748;12,1401262;2016-09-01
"142";"        2016";"          10";5313,5097656;134,6953125;68,7508469;13,2144003;16,0851707;10,4052267;12,1497335;2016-10-01
"143";"        2016";"          11";5313,4624023;134,563858;68,5188828;13,1735096;16,0691357;10,3703604;12,1392937;2016-11-01
"144";"        2016";"          12";5308,8642578;134,4375458;68,3532639;13,1420908;16,034832;10,3453665;12,1291084;2016-12-01
"145";"        2017";"           1";5299,590332;134,2471008;68,1331177;13,0988121;15,9735804;10,3120794;12,113678;2017-01-01
"146";"        2017";"           2";5290,6352539;134,05513;67,9078217;13,0548067;15,9138632;10,2780247;12,0981188;2017-02-01
"147";"        2017";"           3";5277,7407227;133,7964935;67,6160889;12,9972401;15,8304691;10,2339029;12,0771227;2017-03-01
"148";"        2017";"           4";5262,4492188;133,5117493;67,310379;12,936101;15,7347374;10,1876278;12,0539503;2017-04-01
"149";"        2017";"           5";5245,5219727;133,1712799;66,9339371;12,861743;15,6264353;10,1307144;12,026247;2017-05-01
"150";"        2017";"           6";5230,1933594;132,8600159;66,5917892;12,7942514;15,5289621;10,0789919;12,0008821;2017-06-01
"151";"        2017";"           7";5233,3378906;132,8727112;66,5789871;12,7935028;15,5436325;10,0771532;12,0019569;2017-07-01
"152";"        2017";"           8";5241,2456055;132,947525;66,6159668;12,8037863;15,584981;10,0829029;12,0081272;2017-08-01
"153";"        2017";"           9";5238,6738281;132,7861633;66,3824997;12,7614412;15,556654;10,0477962;11,9950514;2017-09-01
"154";"        2017";"          10";5267,2114258;132,9116821;66,2825546;12,757266;15,6882915;10,033474;12,0056534;2017-10-01
"155";"        2017";"          11";5271,1079102;132,8412781;66,128006;12,7317419;15,695365;10,0103559;12,0000172;2017-11-01
"156";"        2017";"          12";5265,2314453;132,6919556;65,9503555;12,6975212;15,6531992;9,9835348;11,9878387;2017-12-01
"157";"        2018";"           1";5255,2211914;132,488205;65,7299423;12,6538048;15,5879335;9,9501915;11,97118;2018-01-01
"158";"        2018";"           2";5247,3383789;132,312912;65,5339203;12,6154318;15,5350914;9,9205647;11,9568443;2018-02-01
"159";"        2018";"           3";5238,2509766;132,1166992;65,3184509;12,5730782;15,4752073;9,8879871;11,9407854;2018-03-01
"160";"        2018";"           4";5223,453125;131,8396606;65,0360031;12,5162449;15,383173;9,8452187;11,9180698;2018-04-01
"161";"        2018";"           5";5207,5556641;131,515152;64,6948929;12,4485331;15,2816105;9,7936382;11,8914537;2018-05-01
"162";"        2018";"           6";5189,6816406;131,1602325;64,33004;12,3757944;15,1697283;9,7384501;11,862299;2018-06-01
"163";"        2018";"           7";5192,8994141;131,1728668;64,319397;12,3754044;15,1843338;9,7369461;11,863348;2018-07-01
"164";"        2018";"           8";5200,8540039;131,246521;64,3558655;12,3855324;15,2250032;9,7426357;11,8694229;2018-08-01
"165";"        2018";"           9";5198,0385742;131,0775757;64,1311951;12,3444748;15,1946049;9,7088652;11,8555574;2018-09-01
"166";"        2018";"          10";5228,1904297;131,2185211;64,0645905;12,3464537;15,3315229;9,6996746;11,8672619;2018-10-01
"167";"        2018";"          11";5231,1391602;131,1281586;63,9039993;12,3192282;15,3316517;9,6756554;11,8598595;2018-11-01
"168";"        2018";"          12";5225,2036133;130,9764557;63,7344704;12,286356;15,2892189;9,6500578;11,8473721;2018-12-01
"169";"        2019";"           1";5218,262207;130,8230743;63,5723152;12,2543564;15,2428331;9,6255407;11,8347378;2019-01-01
"170";"        2019";"           2";5209,6376953;130,6343842;63,3745155;12,2152691;15,1857471;9,5956297;11,8191824;2019-02-01
"171";"        2019";"           3";5198,3271484;130,4001007;63,1356544;12,167695;15,1129503;9,5594873;11,7998543;2019-03-01
"172";"        2019";"           4";5184,9248047;130,1458893;62,888134;12,1176729;15,0300465;9,5219927;11,7788649;2019-04-01
"173";"        2019";"           5";5177,1210938;129,9552765;62,6856308;12,0781469;14,9766893;9,4914265;11,7631092;2019-05-01
"174";"        2019";"           6";5171,1469727;129,7983398;62,5161934;12,0453358;14,9347363;9,4658699;11,7501221;2019-06-01
"175";"        2019";"           7";5169,6391602;129,730484;62,4346428;12,0301571;14,920887;9,4536095;11,7444954;2019-07-01
"176";"        2019";"           8";5169,3134766;129,6632233;62,344696;12,0140133;14,9117622;9,4401274;11,7389116;2019-08-01
"177";"        2019";"           9";5167,4238281;129,5067291;62,1447754;11,9775972;14,8859444;9,4101143;11,7259283;2019-09-01
"178";"        2019";"          10";5197,5097656;129,6359253;62,082695;11,9798431;15,0178061;9,4016771;11,7365284;2019-10-01
"179";"        2019";"          11";5201,6450195;129,561554;61,9477539;11,9575243;15,023716;9,3815603;11,7303314;2019-11-01
"180";"        2019";"          12";5195,8115234;129,4105682;61,7874908;11,9262743;14,9817753;9,3573599;11,7178078;2019-12-01
"181";"        2020";"           1";5189,5800781;129,2685242;61,6432304;11,8977242;14,939682;9,3355465;11,7060223;2020-01-01
"182";"        2020";"           2";5181,9975586;129,0966034;61,4697037;11,8633614;14,8888445;9,3093052;11,6917505;2020-02-01
"183";"        2020";"           3";5173,7973633;128,9136353;61,2869606;11,8270998;14,8345518;9,2816668;11,6765528;2020-03-01
"184";"        2020";"           4";5162,3481445;128,6921082;61,0784912;11,7848387;14,7633781;9,2500782;11,6581497;2020-04-01
"185";"        2020";"           5";5160,3330078;128,5972748;60,9689636;11,7643471;14,7436819;9,2336226;11,6502399;2020-05-01
"186";"        2020";"           6";5143,6928711;128,262619;60,6527367;11,7005711;14,6391363;9,1857519;11,6224098;2020-06-01
"187";"        2020";"           7";5148,3701172;128,2975464;60,6647377;11,7047462;14,6612263;9,1877041;11,6252813;2020-07-01
"188";"        2020";"           8";5126,0302734;127,8633957;60,263504;11,6233864;14,5240288;9,1269207;11,5891476;2020-08-01
"189";"        2020";"           9";5140,300293;127,9739151;60,3057823;11,6371412;14,5920067;9,133707;11,5982399;2020-09-01
"190";"        2020";"          10";5169,7460938;128,0837708;60,240406;11,6380529;14,7159443;9,1248293;11,6071014;2020-10-01
"191";"        2020";"          11";5171,9165039;127,9740219;60,0843964;11,6109228;14,7090912;9,1015177;11,5978575;2020-11-01
"192";"        2020";"          12";5167,5952148;127,8474045;59,9528198;11,585412;14,6761417;9,081665;11,5872698;2020-12-01
"193";"        2021";"           1";5160,4570312;127,6899338;59,8019638;11,5552378;14,6288414;9,058835;11,5741186;2021-01-01
"194";"        2021";"           2";5153,5371094;127,5285416;59,6453133;11,5241337;14,5820923;9,0351448;11,5606289;2021-02-01
"195";"        2021";"           3";5145,7075195;127,3512955;59,4756317;11,4903212;14,53018;9,0094738;11,5458059;2021-03-01
"196";"        2021";"           4";5133,2539062;127,1132584;59,26194;11,4466591;14,4536772;8,977067;11,525919;2021-04-01
"197";"        2021";"           5";5119,4160156;126,821373;58,9929428;11,3924723;14,3654089;8,9363556;11,5014992;2021-05-01
"198";"        2021";"           6";5115,7416992;126,7010345;58,8701401;11,3688545;14,3366985;8,9178658;11,4913816;2021-06-01
"199";"        2021";"           7";5113,9272461;126,6265488;58,7915726;11,3539743;14,320693;8,9060516;11,4851036;2021-07-01
"200";"        2021";"           8";5117,7451172;126,6258621;58,7672462;11,3512049;14,3347378;8,9025459;11,4849672;2021-08-01
"201";"        2021";"           9";5117,5737305;126,4932785;58,6086349;11,3225985;14,3172359;8,8788033;11,4737329;2021-09-01
"202";"        2021";"          10";5147,8105469;126,606842;58,5583458;11,326088;14,4414406;8,8722754;11,4827776;2021-10-01
"203";"        2021";"          11";5151,6064453;126,5209961;58,4312401;11,3046637;14,4428978;8,8533611;11,4754257;2021-11-01
"204";"        2021";"          12";5148,0546875;126,4064407;58,3154144;11,2822371;14,414216;8,8358936;11,4657755;2021-12-01
"205";"        2022";"           1";5137,8051758;126,1977386;58,1282349;11,2441473;14,3488035;8,8075199;11,448267;2022-01-01
"206";"        2022";"           2";5128,4833984;125,9965744;57,9454575;11,2072697;14,288187;8,7798367;11,4313688;2022-02-01
"207";"        2022";"           3";5119,2211914;125,7955627;57,7634811;11,1705914;14,2282181;8,7522764;11,4144669;2022-03-01
"208";"        2022";"           4";5106,9829102;125,5615005;57,5613708;11,1290808;14,1536179;8,7216043;11,3948069;2022-04-01
"209";"        2022";"           5";5095,9248047;125,3155746;57,3404465;11,0846453;14,0818205;8,68818;11,3741007;2022-05-01
"210";"        2022";"           6";5080,019043;124,9929962;57,0604782;11,0276365;13,9835939;8,6457586;11,3469524;2022-06-01
"211";"        2022";"           7";5083,2958984;125,0024414;57,0534096;11,0276985;13,9966717;8,6448221;11,3476715;2022-07-01
"212";"        2022";"           8";5078,8344727;124,8634186;56,9206047;11,0019236;13,9631691;8,6248093;11,3358927;2022-08-01
"213";"        2022";"           9";5069,6201172;124,5800323;56,6513405;10,9496136;13,8947306;8,5842161;11,3118782;2022-09-01
"214";"        2022";"          10";5099,3857422;124,6777802;56,6011162;10,9526062;14,0137548;8,5777512;11,3194294;2022-10-01
"215";"        2022";"          11";5104,0283203;124,6030807;56,492218;10,9347448;14,0201263;8,561614;11,3128929;2022-11-01
"216";"        2022";"          12";5097,6245117;124,4408875;56,344799;10,9054375;13,9757338;8,5393238;11,2991562;2022-12-01
"217";"        2023";"           1";5089,9448242;124,2741165;56,1997108;10,8760557;13,9264822;8,5173397;11,2850561;2023-01-01
"218";"        2023";"           2";5083,9868164;124,1278305;56,0689163;10,8499765;13,8862934;8,4975567;11,2726574;2023-02-01
"219";"        2023";"           3";5075,6572266;123,9418259;55,9071732;10,8173552;13,8327723;8,4730568;11,2569075;2023-03-01
"220";"        2023";"           4";5065,2080078;123,7372894;55,7368469;10,7823524;13,7696724;8,4472017;11,2396183;2023-04-01
"221";"        2023";"           5";5055,4594727;123,5124817;55,5423355;10,7432299;13,7064667;8,4177742;11,2205563;2023-05-01
"222";"        2023";"           6";5047,152832;123,3146667;55,3708572;10,7088823;13,6522045;8,3918467;11,2037621;2023-06-01
"223";"        2023";"           7";5042,6411133;123,1945953;55,2647476;10,687892;13,6213398;8,3758249;11,1935377;2023-07-01
"224";"        2023";"           8";5050,784668;123,2630157;55,2987709;10,6972914;13,6588612;8,3812246;11,1991777;2023-08-01
"225";"        2023";"           9";5052,6450195;123,1599655;55,1803055;10,6765604;13,6523771;8,3635902;11,1902151;2023-09-01
"226";"        2023";"          10";5082,8876953;123,2581177;55,1397133;10,6810646;13,7701807;8,3586388;11,1977081;2023-10-01
