"";"Month";"Year";"Dry weight";"Ca";"Mg";"K";"S";"P";"Date"
"27";3;2007;18558,0195312;227,0293579;17,1983624;65,4610367;7,7177558;17,0904083;2007-03-01
"28";4;2007;18646,7753906;227,1483307;17,2164669;65,5277328;7,7247024;17,0940552;2007-04-01
"29";5;2007;18905,6523438;227,5698853;17,2850838;65,8039017;7,7550192;17,1262989;2007-05-01
"30";6;2007;19023,9960938;227,7625885;17,3164501;65,9301453;7,7688785;17,1453381;2007-06-01
"31";7;2007;19142,3398438;227,9552765;17,3478165;66,0563889;7,7827377;17,1707821;2007-07-01
"32";8;2007;19245,890625;228,1239166;17,3752632;66,1668549;7,7948651;17,1853085;2007-08-01
"33";9;2007;19245,890625;228,1239166;17,3752632;66,1668549;7,7948651;17,1853085;2007-09-01
"34";10;2007;19245,890625;228,1239166;17,3752632;66,1668549;7,7948651;17,1853085;2007-10-01
"35";11;2007;19249,5898438;228,1299286;17,3762417;66,1707993;7,7952986;17,1853771;2007-11-01
"36";12;2007;19253,2890625;228,1336823;17,3768501;66,1732101;7,7955627;17,1854267;2007-12-01
"37";1;2008;19256,875;228,1338806;17,376873;66,1733627;7,7955809;17,185461;2008-01-01
"38";2;2008;19260,4609375;228,1340942;17,3768959;66,1735153;7,7955995;17,1854935;2008-02-01
"39";3;2008;19296,3242188;228,1496277;17,3788586;66,1811752;7,7963939;17,1864529;2008-03-01
"40";4;2008;19382,390625;228,2509613;17,3937454;66,2358475;7,8020487;17,1893387;2008-04-01
"41";5;2008;19633,4238281;228,659729;17,4602814;66,5036469;7,8314471;17,2202606;2008-05-01
"42";6;2008;19748,1816406;228,8466034;17,4906998;66,6260681;7,8448868;17,2384415;2008-06-01
"43";7;2008;19862,9375;229,0334625;17,5211163;66,7484894;7,8583255;17,262804;2008-07-01
"44";8;2008;19963,3515625;229,1969757;17,5477314;66,8556061;7,8700852;17,2765369;2008-08-01
"45";9;2008;19963,3515625;229,1969757;17,5477314;66,8556061;7,8700852;17,2765369;2008-09-01
"46";10;2008;19963,3515625;229,1969757;17,5477314;66,8556061;7,8700852;17,2765369;2008-10-01
"47";11;2008;19966,9375;229,2028046;17,5486832;66,8594284;7,8705049;17,2765961;2008-11-01
"48";12;2008;19970,5234375;229,2061462;17,5492191;66,8614883;7,8707285;17,2766418;2008-12-01
"49";1;2009;19973,7734375;229,2063141;17,549242;66,8616257;7,8707447;17,2766685;2009-01-01
"50";2;2009;19977,0234375;229,2065125;17,5492611;66,8617554;7,8707623;17,2766972;2009-02-01
"51";3;2009;20009,5234375;229,2205963;17,5510445;66,8686829;7,8714809;17,2775478;2009-03-01
"52";4;2009;20087,5214844;229,312561;17,5645504;66,9182434;7,8766079;17,2801151;2009-04-01
"53";5;2009;20315,0195312;229,6829987;17,6248512;67,1609344;7,9032507;17,3075275;2009-05-01
"54";6;2009;20419,0195312;229,852356;17,6524162;67,2718735;7,9154291;17,3237228;2009-06-01
"55";7;2009;20523,0175781;230,021698;17,6799812;67,3828201;7,9276085;17,3455181;2009-07-01
"56";8;2009;20614,015625;230,1699066;17,7040997;67,4798889;7,9382658;17,3576126;2009-08-01
"57";9;2009;20614,015625;230,1699066;17,7040997;67,4798889;7,9382658;17,3576126;2009-09-01
"58";10;2009;20614,015625;230,1699066;17,7040997;67,4798889;7,9382658;17,3576126;2009-10-01
"59";11;2009;20617,265625;230,1751862;17,7049618;67,4833603;7,9386463;17,3576622;2009-11-01
"60";12;2009;20620,515625;230,1779785;17,7054157;67,4850464;7,938828;17,3576984;2009-12-01
"61";1;2010;20623,5390625;230,1781311;17,7054329;67,4851608;7,9388418;17,3577194;2010-01-01
"62";2;2010;20626,5644531;230,1782837;17,705452;67,4852753;7,9388561;17,3577442;2010-02-01
"63";3;2010;20656,8242188;230,1905823;17,7070026;67,4912872;7,9394803;17,358469;2010-03-01
"64";4;2010;20729,4433594;230,2704163;17,718544;67,5335388;7,943841;17,3606071;2010-04-01
"65";5;2010;20941,2519531;230,6153107;17,7746849;67,759491;7,9686456;17,3859024;2010-05-01
"66";6;2010;21038,078125;230,7729797;17,8003502;67,8627853;7,9799848;17,4008026;2010-06-01
"67";7;2010;21134,9042969;230,9306335;17,8260136;67,9660797;7,9913239;17,4208908;2010-07-01
"68";8;2010;21219,6289062;231,068573;17,8484707;68,0564575;8,0012465;17,4319172;2010-08-01
"69";9;2010;21219,6289062;231,068573;17,8484707;68,0564575;8,0012465;17,4319172;2010-09-01
"70";10;2010;21219,6289062;231,068573;17,8484707;68,0564575;8,0012465;17,4319172;2010-10-01
"71";11;2010;21222,6542969;231,0735321;17,8492718;68,0596924;8,0016003;17,4319592;2010-11-01
"72";12;2010;21225,6796875;231,0760193;17,8496704;68,0611267;8,0017538;17,4319878;2010-12-01
"73";1;2011;21228,4804688;231,0761719;17,8496876;68,0612259;8,0017662;17,4320087;2011-01-01
"74";2;2011;21231,2851562;231,0762787;17,8497009;68,0613327;8,0017786;17,4320297;2011-02-01
"75";3;2011;21259,3007812;231,0874023;17,8511047;68,0667496;8,0023422;17,4326744;2011-03-01
"76";4;2011;21326,5429688;231,1595459;17,8614883;68,1046906;8,0062561;17,4345665;2011-04-01
"77";5;2011;21522,6601562;231,4788971;17,9134674;68,3139038;8,0292244;17,4579372;2011-05-01
"78";6;2011;21612,3144531;231,6248779;17,937233;68,4095612;8,0397234;17,4716263;2011-06-01
"79";7;2011;21701,96875;231,7708588;17,9609966;68,5052032;8,0502224;17,4901142;2011-07-01
"80";8;2011;21780,4140625;231,8986206;17,9817867;68,5888977;8,0594101;17,5001812;2011-08-01
"81";9;2011;21780,4140625;231,8986206;17,9817867;68,5888977;8,0594101;17,5001812;2011-09-01
"82";10;2011;21780,4140625;231,8986206;17,9817867;68,5888977;8,0594101;17,5001812;2011-10-01
"83";11;2011;21783,21875;231,903183;17,9825306;68,5918808;8,0597372;17,5002174;2011-11-01
"84";12;2011;21786,0195312;231,9053345;17,9828815;68,5931168;8,0598688;17,5002422;2011-12-01
"85";1;2012;21788,7109375;231,9054718;17,9828968;68,5932083;8,0598783;17,5002575;2012-01-01
"86";2;2012;21791,4023438;231,9055939;17,9829121;68,5932999;8,0598907;17,5002766;2012-02-01
"87";3;2012;21818,2988281;231,9157562;17,9841919;68,5982285;8,0604019;17,5008564;2012-03-01
"88";4;2012;21882,8496094;231,9812927;17,993536;68,6323013;8,0639124;17,502533;2012-04-01
"89";5;2012;22071,1230469;232,2878571;18,043438;68,8331604;8,0859613;17,5250263;2012-05-01
"90";6;2012;22157,1914062;232,4279938;18,0662498;68,9249649;8,0960417;17,5380974;2012-06-01
"91";7;2012;22243,2617188;232,5681305;18,0890636;69,0167847;8,1061201;17,5558205;2012-07-01
"92";8;2012;22318,5722656;232,6907654;18,109024;69,0971222;8,1149406;17,5653839;2012-08-01
"93";9;2012;22318,5722656;232,6907654;18,109024;69,0971222;8,1149406;17,5653839;2012-09-01
"94";10;2012;22318,5722656;232,6907654;18,109024;69,0971222;8,1149406;17,5653839;2012-10-01
"95";11;2012;22321,2617188;232,6951599;18,1097355;69,0999908;8,1152554;17,5654163;2012-11-01
"96";12;2012;22323,953125;232,6971741;18,1100597;69,1011047;8,1153708;17,5654373;2012-12-01
"97";1;2013;22326,3066406;232,6972656;18,1100731;69,101181;8,1153812;17,5654507;2013-01-01
"98";2;2013;22328,6601562;232,6973572;18,1100864;69,101265;8,1153908;17,5654678;2013-02-01
"99";3;2013;22352,1953125;232,7064056;18,1112328;69,1056595;8,1158476;17,5659809;2013-03-01
"100";4;2013;22408,6757812;232,7650757;18,1196442;69,1363144;8,11901;17,5674744;2013-04-01
"101";5;2013;22573,4179688;233,0333252;18,1633053;69,3120575;8,1383028;17,5871582;2013-05-01
"102";6;2013;22648,7285156;233,1559601;18,1832657;69,392395;8,1471224;17,5985413;2013-06-01
"103";7;2013;22724,0390625;233,278595;18,203228;69,4727402;8,1559429;17,6139965;2013-07-01
"104";8;2013;22789,9335938;233,3858948;18,2206936;69,5430374;8,1636591;17,6222858;2013-08-01
"105";9;2013;22789,9335938;233,3858948;18,2206936;69,5430374;8,1636591;17,6222858;2013-09-01
"106";10;2013;22789,9335938;233,3858948;18,2206936;69,5430374;8,1636591;17,6222858;2013-10-01
"107";11;2013;22792,2871094;233,38974;18,2213173;69,5455399;8,1639357;17,6223125;2013-11-01
"108";12;2013;22794,640625;233,391449;18,2215919;69,546463;8,164031;17,6223316;2013-12-01
"109";1;2014;22796,8828125;233,3915405;18,2216034;69,5465317;8,1640396;17,6223469;2014-01-01
"110";2;2014;22799,1230469;233,3916473;18,2216148;69,546608;8,1640482;17,6223564;2014-02-01
"111";3;2014;22821,5390625;233,3999329;18,2226658;69,5506287;8,1644669;17,6228256;2014-03-01
"112";4;2014;22875,3300781;233,4536133;18,2303162;69,5784683;8,1673346;17,6241646;2014-04-01
"113";5;2014;23032,2246094;233,7090759;18,2719002;69,7458344;8,185709;17,6428642;2014-05-01
"114";6;2014;23103,9472656;233,825882;18,2909126;69,8223419;8,194109;17,6536388;2014-06-01
"115";7;2014;23175,671875;233,942688;18,3099251;69,8988495;8,202508;17,6682796;2014-07-01
"116";8;2014;23238,4296875;234,0448761;18,3265572;69,9658051;8,2098579;17,676096;2014-08-01
"117";9;2014;23238,4296875;234,0448761;18,3265572;69,9658051;8,2098579;17,676096;2014-09-01
"118";10;2014;23238,4296875;234,0448761;18,3265572;69,9658051;8,2098579;17,676096;2014-10-01
"119";11;2014;23240,671875;234,0485382;18,3271503;69,9681931;8,2101202;17,6761208;2014-11-01
"120";12;2014;23242,9121094;234,0500946;18,3274002;69,9690094;8,2102051;17,6761379;2014-12-01
"121";1;2015;23245,0410156;234,0501862;18,3274136;69,9690781;8,2102127;17,6761494;2015-01-01
"122";2;2015;23247,1699219;234,0503082;18,3274231;69,9691391;8,2102222;17,6761627;2015-02-01
"123";3;2015;23268,4648438;234,058136;18,3284206;69,9729385;8,210618;17,6765976;2015-03-01
"124";4;2015;23319,5683594;234,1088562;18,3356476;69,9992142;8,2133255;17,6778564;2015-04-01
"125";5;2015;23468,6171875;234,3515472;18,3751526;70,1582184;8,2307816;17,6955853;2015-05-01
"126";6;2015;23536,7558594;234,4625092;18,3932133;70,2309036;8,2387609;17,7057743;2015-06-01
"127";7;2015;23604,8925781;234,5734406;18,4112759;70,3035889;8,2467403;17,7196636;2015-07-01
"128";8;2015;23664,5117188;234,6705475;18,4270763;70,3671951;8,2537222;17,7270222;2015-08-01
"129";9;2015;23664,5117188;234,6705475;18,4270763;70,3671951;8,2537222;17,7270222;2015-09-01
"130";10;2015;23664,5117188;234,6705475;18,4270763;70,3671951;8,2537222;17,7270222;2015-10-01
"131";11;2015;23666,640625;234,6739807;18,427639;70,3694687;8,2539711;17,7270432;2015-11-01
"132";12;2015;23668,7695312;234,6753998;18,4278679;70,3701935;8,2540445;17,7270584;2015-12-01
"133";1;2016;23670,7851562;234,6754913;18,4278793;70,3702621;8,2540531;17,7270679;2016-01-01
"134";2;2016;23672,8027344;234,6755676;18,4278889;70,3703156;8,2540607;17,7270794;2016-02-01
"135";3;2016;23692,9765625;234,6827545;18,4287987;70,3737869;8,2544222;17,7274761;2016-03-01
"136";4;2016;23741,3886719;234,7291412;18,4353676;70,3976364;8,2568789;17,7286034;2016-04-01
"137";5;2016;23882,5957031;234,9590607;18,4727917;70,5482788;8,2734165;17,7434349;2016-05-01
"138";6;2016;23947,1464844;235,0641632;18,4899006;70,6171417;8,2809763;17,7530441;2016-06-01
"139";7;2016;24011,6972656;235,1692657;18,5070095;70,685997;8,2885361;17,7661285;2016-07-01
"140";8;2016;24068,1796875;235,2612457;18,5219803;70,7462463;8,2951508;17,773035;2016-08-01
"141";9;2016;24068,1796875;235,2612457;18,5219803;70,7462463;8,2951508;17,773035;2016-09-01
"142";10;2016;24068,1796875;235,2612457;18,5219803;70,7462463;8,2951508;17,773035;2016-10-01
"143";11;2016;24070,1953125;235,2645416;18,5225163;70,7483978;8,2953863;17,773056;2016-11-01
"144";12;2016;24072,2109375;235,265686;18,5227013;70,7489548;8,2954426;17,7730713;2016-12-01
"145";1;2017;24074,1171875;235,2657623;18,5227108;70,7490082;8,2954493;17,773077;2017-01-01
"146";2;2017;24076,0195312;235,2658386;18,5227222;70,7490616;8,2954559;17,7730865;2017-02-01
"147";3;2017;24095,0742188;235,2723999;18,5235538;70,7522354;8,2957869;17,7734432;2017-03-01
"148";4;2017;24140,796875;235,3147583;18,5295238;70,77388;8,2980165;17,7744598;2017-04-01
"149";5;2017;24274,1582031;235,5318909;18,5648708;70,916153;8,3136339;17,7870007;2017-05-01
"150";6;2017;24335,1210938;235,6311798;18,5810299;70,9811935;8,3207731;17,7960587;2017-06-01
"151";7;2017;24396,0859375;235,7304535;18,5971889;71,0462265;8,3279133;17,8083858;2017-07-01
"152";8;2017;24449,4316406;235,8173218;18,6113262;71,1031342;8,3341608;17,8148785;2017-08-01
"153";9;2017;24449,4316406;235,8173218;18,6113262;71,1031342;8,3341608;17,8148785;2017-09-01
"154";10;2017;24449,4316406;235,8173218;18,6113262;71,1031342;8,3341608;17,8148785;2017-10-01
"155";11;2017;24451,3359375;235,8204346;18,6118317;71,1051712;8,334383;17,8148975;2017-11-01
"156";12;2017;24453,2402344;235,8213654;18,6119843;71,1055908;8,334424;17,814909;2017-12-01
"157";1;2018;24455,1445312;235,8214569;18,6119938;71,1056519;8,3344316;17,8149166;2018-01-01
"158";2;2018;24457,0488281;235,8215179;18,6120033;71,1057053;8,3344383;17,8149261;2018-02-01
"159";3;2018;24476,1015625;235,8280945;18,6128407;71,1088867;8,3347702;17,8152847;2018-03-01
"160";4;2018;24521,8242188;235,870636;18,6188431;71,1306229;8,3370104;17,8163033;2018-04-01
"161";5;2018;24655,1855469;236,0877838;18,6541882;71,2728958;8,3526278;17,8287811;2018-05-01
"162";6;2018;24716,1503906;236,1870422;18,6703453;71,3379364;8,359767;17,8378048;2018-06-01
"163";7;2018;24777,1132812;236,2863312;18,6865063;71,4029846;8,3669062;17,8501167;2018-07-01
"164";8;2018;24830,4589844;236,3731842;18,7006454;71,4598846;8,3731537;17,8565655;2018-08-01
"165";9;2018;24830,4589844;236,3731842;18,7006454;71,4598846;8,3731537;17,8565655;2018-09-01
"166";10;2018;24830,4589844;236,3731842;18,7006454;71,4598846;8,3731537;17,8565655;2018-10-01
"167";11;2018;24832,3632812;236,3762817;18,7011509;71,4619217;8,3733768;17,8565807;2018-11-01
"168";12;2018;24834,2675781;236,3771973;18,701292;71,4623108;8,373414;17,8565941;2018-12-01
"169";1;2019;24835,9492188;236,3772736;18,7013016;71,4623566;8,3734188;17,8566017;2019-01-01
"170";2;2019;24837,6328125;236,3773499;18,7013092;71,46241;8,3734245;17,8566093;2019-02-01
"171";3;2019;24854,4414062;236,3829651;18,7020283;71,4651337;8,3737087;17,8569183;2019-03-01
"172";4;2019;24894,7851562;236,419342;18,7071476;71,4836578;8,3756161;17,8577824;2019-04-01
"173";5;2019;25012,4570312;236,6109467;18,7383347;71,6091843;8,3893957;17,8673077;2019-05-01
"174";6;2019;25066,2480469;236,6985016;18,7525921;71,6665649;8,3956966;17,8753128;2019-06-01
"175";7;2019;25120,0390625;236,7861176;18,7668514;71,7239456;8,4019957;17,8862171;2019-07-01
"176";8;2019;25167,1074219;236,8627777;18,7793274;71,7741623;8,4075089;17,8919334;2019-08-01
"177";9;2019;25167,1074219;236,8627777;18,7793274;71,7741623;8,4075089;17,8919334;2019-09-01
"178";10;2019;25167,1074219;236,8627777;18,7793274;71,7741623;8,4075089;17,8919334;2019-10-01
"179";11;2019;25168,7890625;236,8655243;18,7797737;71,7759552;8,4077053;17,8919487;2019-11-01
"180";12;2019;25170,4707031;236,8660889;18,7798653;71,7761459;8,4077225;17,8919544;2019-12-01
"181";1;2020;25172,0410156;236,8661499;18,7798748;71,7761917;8,4077272;17,8919621;2020-01-01
"182";2;2020;25173,6113281;236,8662109;18,7798824;71,7762299;8,407733;17,8919716;2020-02-01
"183";3;2020;25189,2988281;236,8714447;18,7805538;71,7787781;8,407999;17,8922558;2020-03-01
"184";4;2020;25226,953125;236,9053955;18,7853527;71,7961426;8,4097862;17,8930664;2020-04-01
"185";5;2020;25336,7792969;237,084259;18,8144627;71,9132996;8,4226494;17,9019432;2020-05-01
"186";6;2020;25386,9882812;237,1660004;18,8277702;71,9668579;8,4285278;17,9094448;2020-06-01
"187";7;2020;25437,1953125;237,2477722;18,8410759;72,020401;8,4344082;17,9196701;2020-07-01
"188";8;2020;25481,125;237,3193054;18,8527203;72,0672684;8,4395523;17,9250393;2020-08-01
"189";9;2020;25481,125;237,3193054;18,8527203;72,0672684;8,4395523;17,9250393;2020-09-01
"190";10;2020;25481,125;237,3193054;18,8527203;72,0672684;8,4395523;17,9250393;2020-10-01
"191";11;2020;25482,6953125;237,3218842;18,8531361;72,0689392;8,4397364;17,9250526;2020-11-01
"192";12;2020;25484,265625;237,3223419;18,8532104;72,0690842;8,4397478;17,9250603;2020-12-01
"193";1;2021;25485,9472656;237,3223724;18,85322;72,0691299;8,4397516;17,9250679;2021-01-01
"194";2;2021;25487,6289062;237,3224487;18,8532276;72,0691757;8,4397583;17,9250736;2021-02-01
"195";3;2021;25504,4375;237,3275909;18,8538857;72,0716705;8,4400187;17,9253521;2021-03-01
"196";4;2021;25544,7832031;237,3607941;18,8585091;72,0883713;8,4417353;17,9261265;2021-04-01
"197";5;2021;25662,453125;237,5523987;18,889698;72,2139053;8,4555168;17,9330559;2021-05-01
"198";6;2021;25716,2460938;237,6399994;18,9039555;72,271286;8,4618158;17,9411011;2021-06-01
"199";7;2021;25770,0371094;237,7275848;18,9182148;72,3286819;8,4681158;17,9520378;2021-07-01
"200";8;2021;25817,1054688;237,8042297;18,9306889;72,3788834;8,473628;17,9577541;2021-08-01
"201";9;2021;25817,1054688;237,8042297;18,9306889;72,3788834;8,473628;17,9577541;2021-09-01
"202";10;2021;25817,1054688;237,8042297;18,9306889;72,3788834;8,473628;17,9577541;2021-10-01
"203";11;2021;25818,7871094;237,8069611;18,9311352;72,3804855;8,4737988;17,9577675;2021-11-01
"204";12;2021;25820,46875;237,8070221;18,9311485;72,3805389;8,4738054;17,957777;2021-12-01
"205";1;2022;25821,9257812;237,8070831;18,9311523;72,3805695;8,4738092;17,9577827;2022-01-01
"206";2;2022;25823,3828125;237,8071136;18,9311581;72,3806229;8,473814;17,9577885;2022-02-01
"207";3;2022;25837,9511719;237,8114014;18,9317017;72,3826752;8,4740276;17,9580193;2022-03-01
"208";4;2022;25872,9179688;237,8386688;18,9354763;72,3963013;8,4754286;17,9586411;2022-04-01
"209";5;2022;25974,9003906;238,0047455;18,9625053;72,5050964;8,4873714;17,963686;2022-05-01
"210";6;2022;26021,5214844;238,080658;18,9748631;72,5548325;8,4928312;17,9706631;2022-06-01
"211";7;2022;26068,1425781;238,1565704;18,9872208;72,6045685;8,498291;17,9801178;2022-07-01
"212";8;2022;26108,9355469;238,2230225;18,9980335;72,6480789;8,503068;17,9850521;2022-08-01
"213";9;2022;26108,9355469;238,2230225;18,9980335;72,6480789;8,503068;17,9850521;2022-09-01
"214";10;2022;26108,9355469;238,2230225;18,9980335;72,6480789;8,503068;17,9850521;2022-10-01
"215";11;2022;26110,3925781;238,2251282;18,9983768;72,6492844;8,5031948;17,9850674;2022-11-01
"216";12;2022;26111,8515625;238,2251892;18,9983845;72,6493225;8,5031996;17,985075;2022-12-01
"217";1;2023;26113,3085938;238,2252197;18,9983902;72,6493607;8,5032034;17,9850788;2023-01-01
"218";2;2023;26114,765625;238,2252808;18,9983959;72,6493912;8,5032082;17,9850845;2023-02-01
"219";3;2023;26129,3339844;238,2294312;18,9989262;72,6513977;8,503417;17,9853096;2023-03-01
"220";4;2023;26164,2988281;238,2559357;19,0025864;72,6645966;8,5047731;17,9859104;2023-04-01
"221";5;2023;26266,28125;238,4220123;19,0296173;72,7733994;8,516717;17,9906425;2023-05-01
"222";6;2023;26312,9023438;238,4979248;19,041975;72,8231277;8,5221758;17,9976387;2023-06-01
"223";7;2023;26359,5234375;238,5738525;19,0543308;72,8728714;8,5276356;18,0071068;2023-07-01
"224";8;2023;26400,3164062;238,640274;19,0651436;72,9163818;8,5324135;18,0120583;2023-08-01
"225";9;2023;26400,3164062;238,640274;19,0651436;72,9163818;8,5324135;18,0120583;2023-09-01
"226";10;2023;26400,3164062;238,640274;19,0651436;72,9163818;8,5324135;18,0120583;2023-10-01
"227";11;2023;26401,7753906;238,6422119;19,0654602;72,9174728;8,532527;18,0120678;2023-11-01
"228";12;2023;26403,2324219;238,6422882;19,0654697;72,9175186;8,5325327;18,0120773;2023-12-01
"229";1;2024;26404,6894531;238,642334;19,0654736;72,9175568;8,5325375;18,0120811;2024-01-01
"230";2;2024;26406,1484375;238,642395;19,0654793;72,9175873;8,5325413;18,0120869;2024-02-01
"231";3;2024;26420,7148438;238,6464844;19,066;72,9195557;8,5327463;18,0123043;2024-03-01
"232";4;2024;26455,6816406;238,6724701;19,069582;72,9324646;8,5340729;18,0128899;2024-04-01
"233";5;2024;26557,6640625;238,8385468;19,096611;73,0412598;8,5460157;18,0171509;2024-05-01
"234";6;2024;26604,2851562;238,9144745;19,1089687;73,0909958;8,5514765;18,0234928;2024-06-01
"235";7;2024;26650,90625;238,9904022;19,1213264;73,1407318;8,5569353;18,0329227;2024-07-01
"236";8;2024;26691,6992188;239,0568085;19,1321373;73,1842422;8,5617123;18,0378342;2024-08-01
"237";9;2024;26691,6992188;239,0568085;19,1321373;73,1842422;8,5617123;18,0378342;2024-09-01
"238";10;2024;26691,6992188;239,0568085;19,1321373;73,1842422;8,5617123;18,0378342;2024-10-01
"239";11;2024;26693,15625;239,0584412;19,1324043;73,1851273;8,5618057;18,0378418;2024-11-01
"240";12;2024;26694,6132812;239,0584869;19,13241;73,185173;8,5618105;18,0378475;2024-12-01
"241";1;2025;26695,9589844;239,058548;19,1324139;73,1851959;8,5618143;18,0378532;2025-01-01
"242";2;2025;26697,3046875;239,0585938;19,1324215;73,1852341;8,5618181;18,037859;2025-02-01
"243";3;2025;26710,7519531;239,0622101;19,1328812;73,1869736;8,5620003;18,0380535;2025-03-01
"244";4;2025;26743,0273438;239,0852203;19,1360512;73,1983795;8,5631723;18,0385685;2025-04-01
"245";5;2025;26837,1660156;239,2385101;19,1609993;73,2988052;8,5741968;18,04212;2025-05-01
"246";6;2025;26880,1992188;239,308609;19,1724052;73,3447113;8,579236;18,0465603;2025-06-01
"247";7;2025;26923,234375;239,3786926;19,1838131;73,390625;8,5842752;18,0553246;2025-07-01
"248";8;2025;26960,8886719;239,4400177;19,1937923;73,4307938;8,588685;18,059885;2025-08-01
"249";9;2025;26,9605427;0,2394369;0,0191935;0,0734299;0,0085886;0,0180597;2025-09-01
"250";10;2025;26,9605427;0,2394369;0,0191935;0,0734299;0,0085886;0,0180597;2025-10-01
"251";11;2025;28,3053589;0,2416268;0,01955;0,0748645;0,0087461;0,0182938;2025-11-01
"252";12;2025;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2025-12-01
"253";1;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-01-01
"254";2;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-02-01
"255";3;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-03-01
"256";4;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-04-01
"257";5;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-05-01
"258";6;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-06-01
"259";7;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-07-01
"260";8;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-08-01
"261";9;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-09-01
"262";10;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-10-01
"263";11;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-11-01
"264";12;2026;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2026-12-01
"265";1;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-01-01
"266";2;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-02-01
"267";3;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-03-01
"268";4;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-04-01
"269";5;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-05-01
"270";6;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-06-01
"271";7;2027;29,6501751;0,2438166;0,0199064;0,0762991;0,0089036;0,0185835;2027-07-01
