"";"Month";"Year";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"1605";9;2138;30365,0292969;1,2474514;6,2406387;0,6316735;1,4082091;0,244708;0,1890968;2138-09-01
"1606";10;2138;30365,0292969;1,2474514;6,2406387;0,6316735;1,4082091;0,244708;0,1890968;2138-10-01
"1607";11;2138;30368,8554688;1,2474626;6,2406564;0,6316755;1,4082662;0,2447088;0,1890982;2138-11-01
"1608";12;2138;30372,578125;1,2474725;6,2406731;0,6316774;1,408313;0,2447095;0,1890996;2138-12-01
"1609";1;2139;30376,0722656;1,2474812;6,2406874;0,6316792;1,4083589;0,2447102;0,1891008;2139-01-01
"1610";2;2139;30379,5429688;1,2474899;6,2407022;0,6316808;1,4084022;0,2447108;0,189102;2139-02-01
"1611";3;2139;30421,3320312;1,2490844;6,2422991;0,6318651;1,4088106;0,2447792;0,1891718;2139-03-01
"1612";4;2139;30511,40625;1,2514977;6,2510405;0,6328936;1,4110447;0,2451539;0,189321;2139-04-01
"1613";5;2139;30798,28125;1,2618765;6,3251939;0,6418662;1,4229542;0,2482441;0,1899908;2139-05-01
"1614";6;2139;30932,3203125;1,2670215;6,34202;0,6438433;1,4254974;0,2489783;0,1903582;2139-06-01
"1615";7;2139;31080,5195312;1,2741246;6,3601613;0,6459602;1,4282392;0,2497768;0,1909252;2139-07-01
"1616";8;2139;31172,6796875;1,2751529;6,3724446;0,6474272;1,4300897;0,2503014;0,1911603;2139-08-01
"1617";9;2139;31172,6796875;1,2751529;6,3724446;0,6474272;1,4300897;0,2503014;0,1911603;2139-09-01
"1618";10;2139;31172,6796875;1,2751529;6,3724446;0,6474272;1,4300897;0,2503014;0,1911603;2139-10-01
"1619";11;2139;31176,2792969;1,2751634;6,3724608;0,647429;1,4301455;0,2503022;0,1911616;2139-11-01
"1620";12;2139;31179,78125;1,2751725;6,3724756;0,6474308;1,4301916;0,2503028;0,1911628;2139-12-01
"1621";1;2140;31183,0449219;1,2751806;6,3724895;0,6474324;1,4302359;0,2503034;0,1911639;2140-01-01
"1622";2;2140;31186,2910156;1,2751887;6,3725033;0,647434;1,4302782;0,250304;0,191165;2140-02-01
"1623";3;2140;31227,8945312;1,2770261;6,3740225;0,6476088;1,4306667;0,2503697;0,1912312;2140-03-01
"1624";4;2140;31314,6679688;1,2796669;6,3822012;0,6485706;1,4327574;0,2507225;0,1913702;2140-04-01
"1625";5;2140;31592,0234375;1,2906517;6,4519696;0,657002;1,4435118;0,2535744;0,1919951;2140-05-01
"1626";6;2140;31716,0859375;1,2953047;6,4674783;0,6588287;1,4458538;0,2542531;0,1923319;2140-06-01
"1627";7;2140;31856,8066406;1,3022096;6,484374;0,6608008;1,4484128;0,2550002;0,1928573;2140-07-01
"1628";8;2140;31942,6875;1,303215;6,4956994;0,6621563;1,4501246;0,2554858;0,1930729;2140-08-01
"1629";9;2140;31942,6875;1,303215;6,4956994;0,6621563;1,4501246;0,2554858;0,1930729;2140-09-01
"1630";10;2140;31942,6875;1,303215;6,4956994;0,6621563;1,4501246;0,2554858;0,1930729;2140-10-01
"1631";11;2140;31946,0722656;1,3032248;6,4957147;0,662158;1,4501798;0,2554865;0,1930742;2140-11-01
"1632";12;2140;31949,3515625;1,303233;6,495728;0,6621596;1,4502255;0,2554871;0,1930753;2140-12-01
"1633";1;2141;31952,5039062;1,303241;6,4957418;0,6621611;1,4502691;0,2554877;0,1930764;2141-01-01
"1634";2;2141;31955,6347656;1,3032488;6,4957538;0,6621627;1,4503105;0,2554883;0,1930774;2141-02-01
"1635";3;2141;31992,4121094;1,3045708;6,4971375;0,6623236;1,4506656;0,255548;0,193138;2141-03-01
"1636";4;2141;32076,15625;1,3071398;6,5049229;0,6632428;1,4526618;0,2558855;0,1932704;2141-04-01
"1637";5;2141;32339,3554688;1,3171678;6,5708518;0,6712472;1,4628447;0,2585752;0,1938595;2141-05-01
"1638";6;2141;32459,0039062;1,3216618;6,5855765;0,6729885;1,4650671;0,2592227;0,1941786;2141-06-01
"1639";7;2141;32594,9511719;1,3283373;6,6016231;0,6748684;1,4674855;0,2599357;0,1946778;2141-07-01
"1640";8;2141;32677,5292969;1,3293103;6,6123495;0,6761578;1,4691072;0,2603979;0,1948819;2141-08-01
"1641";9;2141;32677,5292969;1,3293103;6,6123495;0,6761578;1,4691072;0,2603979;0,1948819;2141-09-01
"1642";10;2141;32677,5292969;1,3293103;6,6123495;0,6761578;1,4691072;0,2603979;0,1948819;2141-10-01
"1643";11;2141;32680,7851562;1,3293195;6,6123629;0,6761594;1,4691606;0,2603985;0,194883;2141-11-01
"1644";12;2141;32683,9433594;1,3293276;6,6123767;0,676161;1,4692043;0,2603991;0,1948841;2141-12-01
"1645";1;2142;32686,7539062;1,3293343;6,6123881;0,6761623;1,4692467;0,2603996;0,194885;2142-01-01
"1646";2;2142;32689,546875;1,3293412;6,6123991;0,6761637;1,4692874;0,2604001;0,194886;2142-02-01
"1647";3;2142;32724,5507812;1,3308485;6,6136513;0,6763089;1,4696091;0,2604548;0,1949407;2142-03-01
"1648";4;2142;32798,46875;1,3331397;6,6204386;0,6771122;1,4713532;0,2607504;0,1950561;2142-04-01
"1649";5;2142;33037,9765625;1,3429661;6,6787629;0,684189;1,4800982;0,2631286;0,1955751;2142-05-01
"1650";6;2142;33150,1484375;1,34781;6,6919723;0,6857471;1,4820874;0,2637148;0,1958597;2142-06-01
"1651";7;2142;33275,390625;1,3543725;6,7063017;0,6874239;1,4842536;0,2643564;0,1963041;2142-07-01
"1652";8;2142;33348,5625;1,3553286;6,7156749;0,688553;1,4856716;0,2647623;0,1964822;2142-08-01
"1653";9;2142;33348,5625;1,3553286;6,7156749;0,688553;1,4856716;0,2647623;0,1964822;2142-09-01
"1654";10;2142;33348,5625;1,3553286;6,7156749;0,688553;1,4856716;0,2647623;0,1964822;2142-10-01
"1655";11;2142;33351,4765625;1,3553367;6,7156868;0,6885545;1,4857235;0,2647629;0,1964833;2142-11-01
"1656";12;2142;33354,2929688;1,3553437;6,7156973;0,6885558;1,4857665;0,2647634;0,1964842;2142-12-01
"1657";1;2143;33356,984375;1,3553503;6,7157097;0,6885571;1,4858077;0,2647639;0,1964851;2143-01-01
"1658";2;2143;33359,65625;1,3553568;6,7157202;0,6885584;1,4858476;0,2647644;0,196486;2143-02-01
"1659";3;2143;33395,5;1,3571041;6,7169518;0,6887008;1,4861637;0,2648185;0,1965396;2143-03-01
"1660";4;2143;33468,6484375;1,3596243;6,7235017;0,6894755;1,4878479;0,2651055;0,1966506;2143-04-01
"1661";5;2143;33705,9296875;1,3700891;6,7800245;0,6963269;1,4959972;0,2673796;0,1971504;2143-05-01
"1662";6;2143;33811,6171875;1,3745106;6,7925215;0,6978056;1,4978799;0,2679351;0,1974188;2143-06-01
"1663";7;2143;33932,796875;1,3809493;6,8062305;0,6994117;1,4999604;0,2685512;0,1978427;2143-07-01
"1664";8;2143;34002,8046875;1,3818923;6,8151417;0,7004873;1,5013133;0,2689383;0,1980117;2143-08-01
"1665";9;2143;34002,8046875;1,3818923;6,8151417;0,7004873;1,5013133;0,2689383;0,1980117;2143-09-01
"1666";10;2143;34002,8046875;1,3818923;6,8151417;0,7004873;1,5013133;0,2689383;0,1980117;2143-10-01
"1667";11;2143;34005,609375;1,3819002;6,8151526;0,7004886;1,5013653;0,2689388;0,1980126;2143-11-01
"1668";12;2143;34008,3125;1,3819067;6,8151631;0,7004899;1,5014077;0,2689393;0,1980135;2143-12-01
"1669";1;2144;34010,8945312;1,3819131;6,8151741;0,7004911;1,5014491;0,2689398;0,1980144;2144-01-01
"1670";2;2144;34013,4609375;1,3819193;6,8151836;0,7004923;1,5014887;0,2689402;0,1980152;2144-02-01
"1671";3;2144;34044,7304688;1,3832054;6,8163004;0,7006226;1,5017763;0,2689891;0,1980641;2144-03-01
"1672";4;2144;34115,140625;1,3856955;6,8225493;0,7013624;1,5033847;0,2692638;0,1981699;2144-04-01
"1673";5;2144;34339,5234375;1,3954084;6,8760157;0,707857;1,5110724;0,2713858;0,1986414;2144-05-01
"1674";6;2144;34441,3164062;1,3997486;6,8879189;0,7092669;1,5128613;0,2719167;0,1988964;2144-06-01
"1675";7;2144;34558,5703125;1,406082;6,9010119;0,7108011;1,5148349;0,2725071;0,1993008;2144-07-01
"1676";8;2144;34625,390625;1,4070104;6,9094548;0,711822;1,5161147;0,2728748;0,1994607;2144-08-01
"1677";9;2144;34625,390625;1,4070104;6,9094548;0,711822;1,5161147;0,2728748;0,1994607;2144-09-01
"1678";10;2144;34625,390625;1,4070104;6,9094548;0,711822;1,5161147;0,2728748;0,1994607;2144-10-01
"1679";11;2144;34628,0820312;1,4070179;6,9094653;0,7118233;1,5161657;0,2728754;0,1994616;2144-11-01
"1680";12;2144;34630,6679688;1,4070245;6,9094763;0,7118245;1,5162075;0,2728758;0,1994625;2144-12-01
"1681";1;2145;34633,140625;1,4070302;6,9094858;0,7118257;1,5162482;0,2728763;0,1994633;2145-01-01
"1682";2;2145;34635,59375;1,4070363;6,9094963;0,7118268;1,5162876;0,2728767;0,1994641;2145-02-01
"1683";3;2145;34667,40625;1,4085141;6,9105902;0,7119537;1,5165685;0,2729249;0,1995116;2145-03-01
"1684";4;2145;34733,5390625;1,4107649;6,9164696;0,7126505;1,5180486;0,2731833;0,1996108;2145-04-01
"1685";5;2145;34950,5585938;1,4203937;6,9674358;0,7188308;1,5252235;0,2752122;0,2000567;2145-05-01
"1686";6;2145;35052,3320312;1,4251213;6,9789753;0,7201916;1,5269483;0,2757291;0,2003013;2145-06-01
"1687";7;2145;35166,546875;1,4314293;6,991538;0,7216605;1,5288415;0,2762968;0,2006864;2145-07-01
"1688";8;2145;35230,3046875;1,4323529;6,9995489;0,7226291;1,5300539;0,2766462;0,2008373;2145-08-01
"1689";9;2145;35230,3046875;1,4323529;6,9995489;0,7226291;1,5300539;0,2766462;0,2008373;2145-09-01
"1690";10;2145;35230,3046875;1,4323529;6,9995489;0,7226291;1,5300539;0,2766462;0,2008373;2145-10-01
"1691";11;2145;35232,8984375;1,4323601;6,9995599;0,7226303;1,5300646;0,2766467;0,2008485;2145-11-01
"1692";12;2145;35235,4726562;1,4323663;6,9995699;0,7226315;1,530072;0,2766472;0,2008592;2145-12-01
"1693";1;2146;35237,921875;1,432372;6,9995794;0,7226326;1,5300802;0,2766476;0,2008695;2146-01-01
"1694";2;2146;35240,3671875;1,4323776;6,9995894;0,7226337;1,530085;0,276648;0,2008799;2146-02-01
"1695";3;2146;35272,9375;1,4340858;7,0006642;0,7227579;1,5302786;0,2766958;0,2009265;2146-03-01
"1696";4;2146;35338,0390625;1,4365342;7,0062628;0,7234218;1,5311079;0,2769437;0,2010209;2146-04-01
"1697";5;2146;35551,7226562;1,4466848;7,0550337;0,729333;1,5379727;0,2788764;0,201447;2146-05-01
"1698";6;2146;35646,5625;1,4509659;7,0657749;0,7306054;1,5395781;0,2793588;0,2016751;2146-06-01
"1699";7;2146;35756,1132812;1,4571056;7,0776205;0,7319934;1,5413661;0,2798967;0,2020385;2146-07-01
"1700";8;2146;35816,609375;1,4580091;7,0851231;0,7329031;1,5425029;0,2802252;0,2021801;2146-08-01
"1701";9;2146;35816,609375;1,4580091;7,0851231;0,7329031;1,5425029;0,2802252;0,2021801;2146-09-01
"1702";10;2146;35816,609375;1,4580091;7,0851231;0,7329031;1,5425029;0,2802252;0,2021801;2146-10-01
"1703";11;2146;35819,0820312;1,4580157;7,0851326;0,7329042;1,5425123;0,2802258;0,202191;2146-11-01
"1704";12;2146;35821,5390625;1,4580215;7,0851417;0,7329053;1,5425189;0,2802262;0,2022015;2146-12-01
"1705";1;2147;35823,984375;1,4580271;7,0851512;0,7329064;1,5425264;0,2802266;0,2022118;2147-01-01
"1706";2;2147;35826,4296875;1,4580328;7,0851607;0,7329075;1,5425307;0,280227;0,202222;2147-02-01
"1707";3;2147;35859,2265625;1,4597572;7,0862355;0,7330319;1,5427215;0,2802749;0,2022686;2147-03-01
"1708";4;2147;35924,3867188;1,4621962;7,0918202;0,7336942;1,5435442;0,2805223;0,2023625;2147-04-01
"1709";5;2147;36138,296875;1,472303;7,1404676;0,7395923;1,5503765;0,2823937;0,2027849;2147-05-01
"1710";6;2147;36233,21875;1,4765637;7,1511769;0,7408615;1,5519731;0,2828751;0,2030113;2147-06-01
"1711";7;2147;36342,6679688;1,4826473;7,1629734;0,7422444;1,5537516;0,283411;0,203372;2147-07-01
"1712";8;2147;36403,1601562;1,4835436;7,1704531;0,743152;1,5548842;0,2837388;0,2035128;2147-08-01
"1713";9;2147;36403,1601562;1,4835436;7,1704531;0,743152;1,5548842;0,2837388;0,2035128;2147-09-01
"1714";10;2147;36403,1601562;1,4835436;7,1704531;0,743152;1,5548842;0,2837388;0,2035128;2147-10-01
"1715";11;2147;36405,6328125;1,4835503;7,1704617;0,7431531;1,5548939;0,2837392;0,2035236;2147-11-01
"1716";12;2147;36408,0859375;1,4835564;7,1704721;0,7431542;1,5549001;0,2837397;0,203534;2147-12-01
"1717";1;2148;36410,296875;1,4835613;7,1704798;0,7431552;1,5549065;0,2837401;0,2035439;2148-01-01
"1718";2;2148;36412,5039062;1,4835662;7,1704888;0,7431561;1,5549102;0,2837404;0,2035538;2148-02-01
"1719";3;2148;36439,2226562;1,4847984;7,1713834;0,7432609;1,5550672;0,2837804;0,203593;2148-03-01
"1720";4;2148;36498,4453125;1,4871458;7,1763086;0,743847;1,5557928;0,2840004;0,2036764;2148-04-01
"1721";5;2148;36689,7265625;1,4962983;7,2189474;0,7490359;1,5617951;0,2856727;0,2040495;2148-05-01
"1722";6;2148;36776,296875;1,5003738;7,2283969;0,7501591;1,5632062;0,2861011;0,2042506;2148-06-01
"1723";7;2148;36877,046875;1,5062124;7,2388701;0,7513893;1,5647829;0,2865811;0,2045727;2148-07-01
"1724";8;2148;36931,03125;1,5070729;7,2453852;0,7521836;1,5657724;0,2868687;0,2046963;2148-08-01
"1725";9;2148;36931,03125;1,5070729;7,2453852;0,7521836;1,5657724;0,2868687;0,2046963;2148-09-01
"1726";10;2148;36931,03125;1,5070729;7,2453852;0,7521836;1,5657724;0,2868687;0,2046963;2148-10-01
"1727";11;2148;36933,265625;1,5070786;7,2453928;0,7521846;1,5657803;0,2868692;0,2047067;2148-11-01
"1728";12;2148;36935,4765625;1,5070838;7,2454014;0,7521856;1,5657855;0,2868696;0,2047167;2148-12-01
"1729";1;2149;36937,5546875;1,5070887;7,2454095;0,7521865;1,5657911;0,2868699;0,2047262;2149-01-01
"1730";2;2149;36939,6328125;1,5070933;7,2454162;0,7521874;1,5657945;0,2868703;0,2047357;2149-02-01
"1731";3;2149;36966,4023438;1,5084708;7,2462697;0,7522874;1,565943;0,2869088;0,2047733;2149-03-01
"1732";4;2149;37020,6757812;1,5105368;7,2507505;0,752825;1,5666047;0,2871101;0,20485;2149-04-01
"1733";5;2149;37201,4804688;1,5193599;7,2901664;0,7576433;1,5721722;0,2886739;0,2051973;2149-05-01
"1734";6;2149;37286,3710938;1,5236712;7,2990594;0,7587031;1,573503;0,2890812;0,2053877;2149-06-01
"1735";7;2149;37382,1210938;1,5293328;7,3087869;0,7598514;1,5749769;0,2895306;0,2056891;2149-07-01
"1736";8;2149;37432,7539062;1,5301658;7,3147874;0,7605873;1,5758917;0,2897974;0,2058043;2149-08-01
"1737";9;2149;37432,7539062;1,5301658;7,3147874;0,7605873;1,5758917;0,2897974;0,2058043;2149-09-01
"1738";10;2149;37432,7539062;1,5301658;7,3147874;0,7605873;1,5758917;0,2897974;0,2058043;2149-10-01
"1739";11;2149;37434,8515625;1,5301713;7,314795;0,7605883;1,5758981;0,2897978;0,2058143;2149-11-01
"1740";12;2149;37436,9335938;1,5301762;7,3148031;0,7605892;1,5759026;0,2897982;0,2058239;2149-12-01
"1741";1;2150;37439,125;1,5301811;7,3148108;0,7605901;1,5759078;0,2897985;0,2058334;2150-01-01
"1742";2;2150;37441,3125;1,5301859;7,3148193;0,7605911;1,5759112;0,2897989;0,2058428;2150-02-01
"1743";3;2150;37471,0195312;1,5317845;7,3157454;0,7606997;1,5760689;0,289841;0,2058835;2150-03-01
"1744";4;2150;37529,734375;1,5340619;7,3205481;0,7612753;1,5767744;0,2900568;0,2059653;2150-04-01
"1745";5;2150;37723,5078125;1,5434932;7,3626771;0,7664248;1,5827142;0,2917071;0,206334;2150-05-01
"1746";6;2150;37809,3164062;1,5474613;7,371911;0,7675301;1,5840956;0,2921281;0,2065312;2150-06-01
"1747";7;2150;37908,3125;1,5530635;7,3820906;0,7687352;1,5856446;0,292597;0,2068456;2150-07-01
"1748";8;2150;37962,0585938;1,5538914;7,3884745;0,7695189;1,5866206;0,2928806;0,2069677;2150-08-01
"1749";9;2150;37962,0585938;1,5538914;7,3884745;0,7695189;1,5866206;0,2928806;0,2069677;2150-09-01
"1750";10;2150;37962,0585938;1,5538914;7,3884745;0,7695189;1,5866206;0,2928806;0,2069677;2150-10-01
"1751";11;2150;37964,2695312;1,5538971;7,3884826;0,7695198;1,5866272;0,292881;0,2069776;2150-11-01
"1752";12;2150;37966,4648438;1,5539021;7,3884912;0,7695208;1,5866317;0,2928814;0,2069872;2150-12-01
"1753";1;2151;37968,4296875;1,5539064;7,3884978;0,7695215;1,5866361;0,2928818;0,2069966;2151-01-01
"1754";2;2151;37970,390625;1,5539109;7,388505;0,7695224;1,586639;0,2928821;0,207006;2151-02-01
"1755";3;2151;37994,6679688;1,5551013;7,3892808;0,7696138;1,5867687;0,2929172;0,2070401;2151-03-01
"1756";4;2151;38047,9648438;1,5573488;7,3935266;0,7701212;1,587389;0,2931089;0,2071123;2151-04-01
"1757";5;2151;38221,3984375;1,5661099;7,4305463;0,7746385;1,5926018;0,2945475;0,2074354;2151-05-01
"1758";6;2151;38299,7695312;1,570003;7,4387255;0,7756146;1,5938224;0,2949225;0,2076095;2151-06-01
"1759";7;2151;38391,3984375;1,5755218;7,4478278;0,7766873;1,5951991;0,2953444;0,2078896;2151-07-01
"1760";8;2151;38438,8359375;1,5763371;7,4533691;0,7773675;1,5960456;0,2955913;0,2079955;2151-08-01
"1761";9;2151;38438,8359375;1,5763371;7,4533691;0,7773675;1,5960456;0,2955913;0,2079955;2151-09-01
"1762";10;2151;38438,8359375;1,5763371;7,4533691;0,7773675;1,5960456;0,2955913;0,2079955;2151-10-01
"1763";11;2151;38440,8242188;1,5763421;7,4533763;0,7773682;1,5960507;0,2955917;0,2080053;2151-11-01
"1764";12;2151;38442,7929688;1,5763465;7,4533834;0,7773691;1,5960546;0,2955921;0,2080148;2151-12-01
"1765";1;2152;38444,75;1,576351;7,4533906;0,7773699;1,5960582;0,2955923;0,2080239;2152-01-01
"1766";2;2152;38446,703125;1,5763551;7,4533978;0,7773709;1,5960609;0,2955927;0,208033;2152-02-01
"1767";3;2152;38472,265625;1,5776955;7,4541869;0,7774635;1,5961909;0,2956286;0,2080678;2152-03-01
"1768";4;2152;38523,65625;1,5796981;7,4583068;0,777959;1,5967926;0,2958148;0,2081381;2152-04-01
"1769";5;2152;38695,6992188;1,5882396;7,4947176;0,7824147;1,6019188;0,2972327;0,2084564;2152-05-01
"1770";6;2152;38776,4648438;1,5924022;7,5029211;0,7833939;1,6031406;0,2976106;0,2086309;2152-06-01
"1771";7;2152;38867,515625;1,5978192;7,5118909;0,7844546;1,604503;0,2980272;0,2089072;2152-07-01
"1772";8;2152;38914,859375;1,598618;7,5173731;0,7851294;1,6053414;0,2982722;0,2090125;2152-08-01
"1773";9;2152;38914,859375;1,598618;7,5173731;0,7851294;1,6053414;0,2982722;0,2090125;2152-09-01
"1774";10;2152;38914,859375;1,598618;7,5173731;0,7851294;1,6053414;0,2982722;0,2090125;2152-10-01
"1775";11;2152;38916,8398438;1,598623;7,5173802;0,7851303;1,605346;0,2982726;0,2090221;2152-11-01
"1776";12;2152;38918,796875;1,5986274;7,5173869;0,7851313;1,6053494;0,2982729;0,2090313;2152-12-01
"1777";1;2153;38920,7578125;1,5986315;7,5173941;0,7851321;1,6053526;0,2982733;0,2090405;2153-01-01
"1778";2;2153;38922,7148438;1,5986362;7,5174012;0,7851329;1,6053554;0,2982736;0,2090497;2153-02-01
"1779";3;2153;38950,1523438;1,6002067;7,5182228;0,7852288;1,6054877;0,2983111;0,2090856;2153-03-01
"1780";4;2153;39003,40625;1,6024399;7,5224209;0,7857319;1,6060976;0,2985011;0,2091568;2153-04-01
"1781";5;2153;39181,0742188;1,6116788;7,5595665;0,7902615;1,611316;0,2999331;0,2094785;2153-05-01
"1782";6;2153;39259,4960938;1,6155614;7,5676808;0,7912316;1,6125237;0,3003057;0,2096502;2153-06-01
"1783";7;2153;39350,6210938;1,6209937;7,5766768;0,7922943;1,6138923;0,3007232;0,209925;2153-07-01
"1784";8;2153;39398,0039062;1,6217983;7,582171;0,7929699;1,6147337;0,3009685;0,2100299;2153-08-01
"1785";9;2153;39398,0039062;1,6217983;7,582171;0,7929699;1,6147337;0,3009685;0,2100299;2153-09-01
"1786";10;2153;39398,0039062;1,6217983;7,582171;0,7929699;1,6147337;0,3009685;0,2100299;2153-10-01
"1787";11;2153;39399,984375;1,6218034;7,5821781;0,7929708;1,6147381;0,3009689;0,2100396;2153-11-01
"1788";12;2153;39401,9492188;1,6218077;7,5821857;0,7929716;1,6147408;0,3009692;0,2100489;2153-12-01
"1789";1;2154;39403,78125;1,6218116;7,5821924;0,7929725;1,6147442;0,3009695;0,2100578;2154-01-01
"1790";2;2154;39405,59375;1,6218157;7,5821977;0,7929732;1,6147844;0,3009698;0,2100583;2154-02-01
"1791";3;2154;39428,5;1,6229639;7,5829062;0,793057;1,6148973;0,3010021;0,2100896;2154-03-01
"1792";4;2154;39478,515625;1,6251169;7,5867615;0,7935206;1,6154568;0,3011778;0,2101555;2154-04-01
"1793";5;2154;39641,765625;1,6335057;7,6205406;0,797659;1,620213;0,302481;0,2104501;2154-05-01
"1794";6;2154;39715,4609375;1,6372268;7,6279845;0,7985519;1,6213224;0,302825;0,2106088;2154-06-01
"1795";7;2154;39801,59375;1,6424576;7,6362677;0,7995333;1,6225801;0,303212;0,2108634;2154-07-01
"1796";8;2154;39845,625;1,6432321;7,6412745;0,8001515;1,6233478;0,3034367;0,2109599;2154-08-01
"1797";9;2154;39,8451118;0,0016432;0,0076412;0,0008001;0,0016233;0,0003034;0,000211;2154-09-01
"1798";10;2154;39,8451118;0,0016432;0,0076412;0,0008001;0,0016233;0,0003034;0,000211;2154-10-01
"1799";11;2154;107,9824753;0,0102809;0,031827;0,0027256;0,0302573;0,0013327;0,0015008;2154-11-01
"1800";12;2154;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2154-12-01
"1801";1;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-01-01
"1802";2;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-02-01
"1803";3;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-03-01
"1804";4;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-04-01
"1805";5;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-05-01
"1806";6;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-06-01
"1807";7;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-07-01
"1808";8;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-08-01
"1809";9;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-09-01
"1810";10;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-10-01
"1811";11;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-11-01
"1812";12;2155;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2155-12-01
"1813";1;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-01-01
"1814";2;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-02-01
"1815";3;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-03-01
"1816";4;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-04-01
"1817";5;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-05-01
"1818";6;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-06-01
"1819";7;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-07-01
"1820";8;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-08-01
"1821";9;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-09-01
"1822";10;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-10-01
"1823";11;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-11-01
"1824";12;2156;176,1198273;0,0277116;0,066693;0,0061743;0,0588914;0,003282;0,0041117;2156-12-01
"1825";1;2157;179,8180847;0,0281707;0,067365;0,0062523;0,0598512;0,0033326;0,0041752;2157-01-01
"1826";2;2157;180,047287;0,0281724;0,0673742;0,0062528;0,0599803;0,0033328;0,0041766;2157-02-01
"1827";3;2157;194,3934326;0,0286759;0,0700151;0,0063986;0,0641577;0,0034088;0,0043204;2157-03-01
"1828";4;2157;243,2809448;0,0332841;0,0869083;0,0075968;0,0776457;0,0040741;0,0048198;2157-04-01
"1829";5;2157;502,1580811;0,1122662;0,2218611;0,0222755;0,1448352;0,0133751;0,0155195;2157-05-01
"1830";6;2157;620,5019531;0,1569203;0,2864031;0,0298431;0,1755504;0,0182893;0,0216896;2157-06-01
"1831";7;2157;738,8457642;0,2015743;0,3509452;0,0374107;0,2062656;0,0232035;0,0278596;2157-07-01
"1832";8;2157;842,3965454;0,2406467;0,4074196;0,0440323;0,2331413;0,0275033;0,0332585;2157-08-01
"1833";9;2157;842,3965454;0,2406467;0,4074196;0,0440323;0,2331413;0,0275033;0,0332585;2157-09-01
"1834";10;2157;842,3965454;0,2406467;0,4074196;0,0440323;0,2331413;0,0275033;0,0332585;2157-10-01
"1835";11;2157;846,0949097;0,2420421;0,4094365;0,0442688;0,2341012;0,0276569;0,0334513;2157-11-01
"1836";12;2157;849,7931519;0,2434375;0,4114535;0,0445052;0,235061;0,0278105;0,0336441;2157-12-01
"1837";1;2158;849,9101562;0,2434397;0,4114547;0,0445053;0,2351632;0,0278105;0,0336445;2158-01-01
"1838";2;2158;850,0246582;0,2434399;0,4114559;0,0445054;0,2352648;0,0278105;0,0336448;2158-02-01
"1839";3;2158;853,3944092;0,2434759;0,4116559;0,044516;0,2368135;0,0278152;0,0336712;2158-03-01
"1840";4;2158;862,9425659;0,24371;0,4128801;0,0445839;0,2408803;0,0278457;0,0337502;2158-04-01
"1841";5;2158;1004,5115967;0,250414;0,4453829;0,0464839;0,2799761;0,028868;0,0351961;2158-05-01
"1842";6;2158;1057,1860352;0,2524958;0,4560033;0,0470823;0,2949644;0,0291841;0,0357283;2158-06-01
"1843";7;2158;1132,496582;0,2565773;0,4749291;0,0482241;0,3153737;0,0298067;0,0365024;2158-07-01
"1844";8;2158;1234,050415;0,2647211;0,5070776;0,0503893;0,3417712;0,0310326;0,0375609;2158-08-01
"1845";9;2158;1234,050415;0,2647211;0,5070776;0,0503893;0,3417712;0,0310326;0,0375609;2158-09-01
