"";"Year";"Month";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"1";2005;1;3764,765625;48,1368675;12,4919052;3,5524704;17,0589809;2,8930714;4,9174294;2005-01-01
"2";2005;2;3700,4755859;47,3148384;12,2785835;3,491806;16,7676678;2,843667;4,833456;2005-02-01
"3";2005;3;3700,6787109;47,31744;12,2792578;3,4919977;16,768589;2,843823;4,8337212;2005-03-01
"4";2005;4;3733,3786621;47,7355461;12,3877592;3,5228534;16,9167595;2,8689513;4,8764334;2005-04-01
"5";2005;5;3409,5090332;43,5944977;11,3131227;3,2172465;15,449235;2,6200705;4,4534039;2005-05-01
"6";2005;6;3688,597168;47,1629562;12,2391691;3,4805973;16,7138443;2,8345387;4,8179407;2005-06-01
"7";2005;7;3709,4567871;47,4296722;12,3083849;3,5002806;16,808363;2,8505685;4,8451872;2005-07-01
"8";2005;8;3669,1091309;46,913784;12,1745062;3,4622083;16,6255398;2,8195632;4,7924862;2005-08-01
"9";2005;9;3539,8410645;45,2609367;11,7455797;3,3402295;16,0397968;2,7202256;4,6236396;2005-09-01
"10";2005;10;3300,0078125;42,1944008;10,9497871;3,1139205;14,9530611;2,5359235;4,3103766;2005-10-01
"11";2005;11;3524,4775391;45,0645027;11,694602;3,3257325;15,9701815;2,7084196;4,4840932;2005-11-01
"12";2005;12;3461,3740234;44,2576485;11,485218;3,266187;15,6842442;2,6599267;4,3940883;2005-12-01
"13";2006;1;3428,7788086;43,8408813;11,3770638;3,2354298;15,5365496;2,6348784;4,3450341;2006-01-01
"14";2006;2;3386,8088379;43,066597;11,2378044;3,1958265;15,3463736;2,6026263;4,283637;2006-02-01
"15";2006;3;3455,7900391;42,4215126;11,466691;3,2247291;15,3981495;2,5694907;4,3388691;2006-03-01
"16";2006;4;3524,7937012;42,3987389;11,695652;3,2345335;15,4248743;2,5709906;4,4000168;2006-04-01
"17";2006;5;3447,3874512;41,6437721;11,4388094;3,1695375;15,1222048;2,5236127;4,2560997;2006-05-01
"18";2006;6;3589,5336914;42,2476311;11,9104671;3,2584312;15,4266386;2,5649197;4,387002;2006-06-01
"19";2006;7;3805,5544434;43,6400642;12,6272478;3,3938208;16,009573;2,6553802;4,6000648;2006-07-01
"20";2006;8;3838,3972168;43,8454666;12,7362242;3,4189608;16,1024113;2,6691234;4,6156173;2006-08-01
"21";2006;9;3594,0375977;41,0541801;11,9254112;3,201303;15,077301;2,4992015;4,3217783;2006-09-01
"22";2006;10;3135,581543;35,8173027;10,4042053;2,7929447;13,1540384;2,180403;3,7704918;2006-10-01
"23";2006;11;2928,5769043;33,2124901;9,6451817;2,6055272;12,1967382;2,021862;3,4963214;2006-11-01
"24";2006;12;2871,7592773;32,3086357;9,3824873;2,5518146;11,8648233;1,9668643;3,4012072;2006-12-01
