"";"Year";"Month";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"1";2005;1;108513,21875;34,323513;54,3751106;6,019938;23,7635555;4,0856643;4,6182165;2005-01-01
"2";2005;2;108567,015625;34,3405266;54,4020615;6,0229225;23,7753334;4,0876899;4,6205058;2005-02-01
"3";2005;3;109104,9375;34,5106773;54,6716118;6,0527644;23,8931351;4,1079431;4,6433997;2005-03-01
"4";2005;4;110395,96875;34,9190369;55,318531;6,1243863;24,1758595;4,1565518;4,6983447;2005-04-01
"5";2005;5;114161,453125;36,1100807;57,2053871;6,3332825;25,0004692;4,2983279;4,8585997;2005-05-01
"6";2005;6;115882,8203125;36,6545639;58,0679474;6,4287782;25,3774376;4,3631392;4,9318595;2005-06-01
"7";2005;7;117604,1875;37,1990395;58,9305077;6,5242729;25,7544022;4,4279509;5,0051188;2005-07-01
"8";2005;8;119110,3828125;37,6754608;59,6852493;6,607832;26,0842476;4,4846616;5,0692215;2005-08-01
"9";2005;9;119110,3828125;37,6754608;59,6852493;6,607832;26,0842476;4,4846616;5,0692215;2005-09-01
"10";2005;10;119110,3828125;37,6754608;59,6852493;6,607832;26,0842476;4,4846616;5,0692215;2005-10-01
"11";2005;11;119144,8359375;37,6863632;59,7025185;6,6097436;26,091795;4,4859586;5,0695148;2005-11-01
"12";2005;12;119175,828125;37,696167;59,7180443;6,6114626;26,0985813;4,4871254;5,0697789;2005-12-01
"13";2006;1;119189,28125;37,7004204;59,7247849;6,6122084;26,1015244;4,4876318;5,0698929;2006-01-01
"14";2006;2;119211,5703125;37,7047768;59,7359543;6,6134448;26,1064034;4,4884715;5,0700831;2006-02-01
"15";2006;3;119778,6328125;37,8286324;60,0201073;6,6449041;26,2305889;4,5062919;5,0806026;2006-03-01
"16";2006;4;121139,59375;38,2591133;60,7020721;6,7204046;26,5286274;4,5575337;5,1077366;2006-04-01
"17";2006;5;125109,046875;39,5146751;62,6911316;6,9406157;27,3979034;4,7069888;5,1934333;2006-05-01
"18";2006;6;126923,65625;40,0886497;63,6004181;7,0412841;27,79529;4,7753105;5,2447224;2006-06-01
"19";2006;7;128738,265625;40,6626244;64,509697;7,1419511;28,1926746;4,8436332;5,3129053;2006-07-01
"20";2006;8;130326,046875;41,164856;65,3053207;7,2300367;28,5403881;4,9034147;5,3524461;2006-08-01
"21";2006;9;130326,046875;41,164856;65,3053207;7,2300367;28,5403881;4,9034147;5,3524461;2006-09-01
"22";2006;10;130326,046875;41,164856;65,3053207;7,2300367;28,5403881;4,9034147;5,3524461;2006-10-01
"23";2006;11;130349,078125;41,172142;65,316864;7,2313147;28,5454311;4,9042826;5,3526421;2006-11-01
"24";2006;12;130369,2265625;41,1749115;65,3269577;7,2324324;28,5498428;4,9050407;5,3528132;2006-12-01
"25";2007;1;130381,0546875;41,1750717;65,3328857;7,2325902;28,5504456;4,9050674;5,3529139;2007-01-01
"26";2007;2;130388,875;41,1752014;65,3368073;7,2326779;28,5505295;4,9050827;5,3529286;2007-02-01
"27";2007;3;130756,0078125;41,1991386;65,4657593;7,2374539;28,5688744;4,9080653;5,3560543;2007-03-01
"28";2007;4;131915,71875;41,3149185;65,9441605;7,2869658;28,7477989;4,9372458;5,3659253;2007-04-01
"29";2007;5;135940,078125;41,7587128;67,9607391;7,5102243;29,6291046;5,088768;5,4531493;2007-05-01
"30";2007;6;137779,78125;41,9892921;68,8825989;7,6122856;30,0319843;5,1580348;5,5046573;2007-06-01
"31";2007;7;139619,5;42,1415253;69,8044662;7,7143459;30,434866;5,2273021;5,5734806;2007-07-01
"32";2007;8;140973,296875;42,227169;70,4828491;7,7894511;30,7313423;5,2782755;5,6065326;2007-08-01
"33";2007;9;140973,296875;42,227169;70,4828491;7,7894511;30,7313423;5,2782755;5,6065326;2007-09-01
"34";2007;10;140973,296875;42,227169;70,4828491;7,7894511;30,7313423;5,2782755;5,6065326;2007-10-01
"35";2007;11;140994,5;42,2277222;70,4934692;7,790626;30,7359791;5,2790728;5,6067128;2007-11-01
"36";2007;12;141011,203125;42,2280579;70,4986954;7,7912002;30,7382183;5,2794571;5,6068549;2007-12-01
"37";2008;1;141018,515625;42,2281456;70,4988251;7,7912822;30,7382812;5,2794685;5,6068664;2008-01-01
"38";2008;2;141025,4375;42,2282372;70,4989395;7,791358;30,7383442;5,2794805;5,6068773;2008-02-01
"39";2008;3;141347,28125;42,2463875;70,5418167;7,7950463;30,7524509;5,2817717;5,6096163;2008-03-01
"40";2008;4;142315,84375;42,295536;70,8927917;7,8301086;30,8787556;5,3022318;5,6178608;2008-04-01
"41";2008;5;146434,34375;42,7790451;72,9565353;8,0585899;31,780674;5,4572992;5,7061405;2008-05-01
"42";2008;6;148317,078125;43,0174255;73,8999634;8,1630373;32,1929817;5,5281868;5,7580452;2008-06-01
"43";2008;7;150199,828125;43,16856;74,843399;8,2674847;32,6052856;5,5990739;5,8275967;2008-07-01
"44";2008;8;151457,859375;43,2481461;75,4737854;8,3372774;32,8807869;5,646441;5,8575406;2008-08-01
"45";2008;9;151457,859375;43,2481461;75,4737854;8,3372774;32,8807869;5,646441;5,8575406;2008-09-01
"46";2008;10;151457,859375;43,2481461;75,4737854;8,3372774;32,8807869;5,646441;5,8575406;2008-10-01
"47";2008;11;151477,6875;43,2486115;75,4837265;8,338377;32,8851318;5,6471872;5,8577094;2008-11-01
"48";2008;12;151492,234375;43,2488594;75,4878845;8,3388329;32,8868484;5,6474791;5,8578334;2008-12-01
"49";2009;1;151499,8125;43,2489471;75,4880219;8,3389168;32,8869133;5,647491;5,8578448;2009-01-01
"50";2009;2;151506,984375;43,2490349;75,4881363;8,3389969;32,8869743;5,6475029;5,8578553;2009-02-01
"51";2009;3;151832,9375;43,2672043;75,5316391;8,3427401;32,9012413;5,6498213;5,86063;2009-03-01
"52";2009;4;152815,3125;43,3196907;75,8879929;8,3783455;33,0293694;5,6705832;5,8689923;2009-04-01
"53";2009;5;157075,015625;43,8209152;78,0224991;8,6146593;33,9622078;5,8309665;5,958312;2009-05-01
"54";2009;6;159022,3125;44,0692444;78,9982758;8,7226887;34,3886528;5,9042845;6,0110788;2009-06-01
"55";2009;7;160969,609375;44,22052;79,9740448;8,8307171;34,8150978;5,9776025;6,0820951;2009-07-01
"56";2009;8;162149,9375;44,2951889;80,5654907;8,8961983;35,0735741;6,0220428;6,1093922;2009-08-01
"57";2009;9;162149,9375;44,2951889;80,5654907;8,8961983;35,0735741;6,0220428;6,1093922;2009-09-01
"58";2009;10;162149,9375;44,2951889;80,5654907;8,8961983;35,0735741;6,0220428;6,1093922;2009-10-01
"59";2009;11;162168,859375;44,2955933;80,5749817;8,8972473;35,0777206;6,0227561;6,1095529;2009-11-01
"60";2009;12;162182,078125;44,295784;80,5784988;8,8976336;35,0791321;6,0229931;6,1096649;2009-12-01
"61";2010;1;162189,1875;44,2958527;80,5786133;8,8977118;35,0791855;6,0230031;6,1096749;2010-01-01
"62";2010;2;162195,9375;44,2959213;80,5787048;8,8977861;35,0792351;6,0230136;6,1096835;2010-02-01
"63";2010;3;162499,359375;44,3115273;80,616684;8,9010429;35,0916138;6,0250239;6,1122661;2010-03-01
"64";2010;4;163393,265625;44,357151;80,9190979;8,9307766;35,1983795;6,0422797;6,119875;2010-04-01
"65";2010;5;167723,578125;44,8735428;83,0889893;9,1710072;36,1466827;6,2053218;6,2098608;2010-05-01
"66";2010;6;169703,140625;45,1317062;84,0809402;9,2808266;36,5801964;6,2798553;6,2628803;2010-06-01
"67";2010;7;171682,71875;45,2820129;85,0728912;9,3906469;37,0137062;6,3543887;6,3343363;2010-07-01
"68";2010;8;172783,625;45,3516541;85,6245499;9,4517212;37,2547989;6,3958397;6,359273;2010-08-01
"69";2010;9;172783,625;45,3516541;85,6245499;9,4517212;37,2547989;6,3958397;6,359273;2010-09-01
"70";2010;10;172783,625;45,3516541;85,6245499;9,4517212;37,2547989;6,3958397;6,359273;2010-10-01
"71";2010;11;172801,46875;45,3520012;85,6334686;9,4527102;37,2587013;6,3965106;6,3594251;2010-11-01
"72";2010;12;172813,453125;45,3521538;85,6364822;9,4530411;37,2598648;6,3967066;6,3595276;2010-12-01
"73";2011;1;172820,46875;45,3522224;85,6365967;9,4531193;37,2599182;6,3967166;6,3595357;2011-01-01
"74";2011;2;172827,125;45,3522873;85,6366959;9,4531937;37,2599716;6,3967257;6,3595438;2011-02-01
"75";2011;3;173122,5625;45,3669815;85,6727905;9,4562912;37,2717056;6,3986335;6,3620591;2011-03-01
"76";2011;4;173987,4375;45,4124336;85,9582977;9,4842415;37,3718834;6,4148207;6,369421;2011-04-01
"77";2011;5;178372,65625;45,9472046;88,1557007;9,7275181;38,3322144;6,5799298;6,4603505;2011-05-01
"78";2011;6;180377,328125;46,2025833;89,1602249;9,8387299;38,7712212;6,6554084;6,5136123;2011-06-01
"79";2011;7;182382;46,3512154;90,1647491;9,9499426;39,210228;6,7308869;6,5855432;2011-07-01
"80";2011;8;183412,78125;46,4164238;90,6812592;10,0071268;39,4359627;6,7696977;6,6085649;2011-08-01
"81";2011;9;183412,78125;46,4164238;90,6812592;10,0071268;39,4359627;6,7696977;6,6085649;2011-09-01
"82";2011;10;183412,78125;46,4164238;90,6812592;10,0071268;39,4359627;6,7696977;6,6085649;2011-10-01
"83";2011;11;183429,609375;46,4167213;90,6896973;10,0080605;39,43964;6,7703314;6,6087084;2011-11-01
"84";2011;12;183440,625;46,416851;90,692337;10,0083504;39,4406395;6,7704959;6,6088018;2011-12-01
"85";2012;1;183447,1875;46,4169006;90,692421;10,0084229;39,4406815;6,7705045;6,6088085;2012-01-01
"86";2012;2;183453,4375;46,416954;90,6925125;10,0084925;39,4407234;6,7705131;6,6088161;2012-02-01
"87";2012;3;183728,421875;46,4298286;90,7243881;10,0112295;39,4510612;6,7721934;6,6111569;2012-03-01
"88";2012;4;184521,78125;46,4665909;90,9722824;10,0352669;39,5370445;6,7860661;6,6179099;2012-04-01
"89";2012;5;188883,453125;46,9917793;93,1578903;10,2772379;40,492218;6,9502897;6,7085972;2012-05-01
"90";2012;6;190877,359375;47,2422638;94,1570282;10,3878536;40,9288673;7,0253639;6,7612863;2012-06-01
"91";2012;7;192871,265625;47,3870087;95,1561584;10,4984694;41,3655167;7,1004367;6,8327374;2012-07-01
"92";2012;8;193823,125;47,4472237;95,6331253;10,5512753;41,5739632;7,1362753;6,8537679;2012-08-01
"93";2012;9;193823,125;47,4472237;95,6331253;10,5512753;41,5739632;7,1362753;6,8537679;2012-09-01
"94";2012;10;193823,125;47,4472237;95,6331253;10,5512753;41,5739632;7,1362753;6,8537679;2012-10-01
"95";2012;11;193838,78125;47,4474792;95,6409912;10,552145;41,5774002;7,1368656;6,8539019;2012-11-01
"96";2012;12;193848,828125;47,4475899;95,6433029;10,5523977;41,5782471;7,1370049;6,8539872;2012-12-01
"97";2013;1;193855,59375;47,4476509;95,6433945;10,552474;41,5782967;7,1370139;6,8539944;2013-01-01
"98";2013;2;193862,015625;47,4477005;95,6434937;10,5525455;41,5783424;7,1370225;6,8540015;2013-02-01
"99";2013;3;194141,421875;47,4610023;95,6764984;10,5553913;41,5890617;7,1387687;6,8563805;2013-03-01
"100";2013;4;194954,03125;47,4990959;95,9361725;10,5807276;41,6796036;7,1533966;6,8632975;2013-04-01
"101";2013;5;199331,40625;48,0222855;98,1296387;10,8235693;42,6382179;7,3182111;6,9543109;2013-05-01
"102";2013;6;201332,5;48,2748108;99,13237;10,9345818;43,0764389;7,3935537;7,006948;2013-06-01
"103";2013;7;203333,59375;48,4179268;100,1350937;11,0455942;43,5146561;7,4688973;7,0784001;2013-07-01
"104";2013;8;204226,328125;48,4743996;100,582428;11,0951204;43,7101593;7,5025096;7,0979486;2013-08-01
"105";2013;9;204226,328125;48,4743996;100,582428;11,0951204;43,7101593;7,5025096;7,0979486;2013-09-01
"106";2013;10;204226,328125;48,4743996;100,582428;11,0951204;43,7101593;7,5025096;7,0979486;2013-10-01
"107";2013;11;204241,171875;48,4746284;100,5898819;11,0959435;43,7134132;7,503068;7,0980749;2013-11-01
"108";2013;12;204250,5625;48,4747162;100,5919647;11,0961733;43,7141571;7,5031915;7,098155;2013-12-01
"109";2014;1;204257,046875;48,4747658;100,5920715;11,0962448;43,7141991;7,5031991;7,0981612;2014-01-01
"110";2014;2;204263,21875;48,4748192;100,5921402;11,0963135;43,7142448;7,5032072;7,0981679;2014-02-01
"111";2014;3;204529,8125;48,4869499;100,6224823;11,0989285;43,7240753;7,5048084;7,1004367;2014-03-01
"112";2014;4;205296,6875;48,5210953;100,8580246;11,1217556;43,8055344;7,5179563;7,1069641;2014-04-01
"113";2014;5;209681,890625;49,0441704;103,0554352;11,3650312;44,765873;7,6830649;7,1979136;2014-05-01
"114";2014;6;211686,5625;49,2861061;104,0599518;11,4762459;45,2048759;7,758543;7,2503176;2014-06-01
"115";2014;7;213691,234375;49,4261932;105,0644836;11,5874586;45,6438789;7,8340216;7,3215237;2014-07-01
"116";2014;8;214526,34375;49,4790268;105,4829483;11,6337881;45,8267632;7,8654652;7,3396235;2014-08-01
"117";2014;9;214526,34375;49,4790268;105,4829483;11,6337881;45,8267632;7,8654652;7,3396235;2014-09-01
"118";2014;10;214526,34375;49,4790268;105,4829483;11,6337881;45,8267632;7,8654652;7,3396235;2014-10-01
"119";2014;11;214540,3125;49,479908;105,4899445;11,6345625;45,8298187;7,8659911;7,3396502;2014-11-01
"120";2014;12;214549,046875;49,4804535;105,4918213;11,6347666;45,8304672;7,8660965;7,3396606;2014-12-01
"121";2015;1;214555,5;49,4805031;105,4919052;11,6348381;45,8305092;7,8661046;7,3396668;2015-01-01
"122";2015;2;214561,65625;49,4805527;105,4919891;11,6349068;45,830555;7,8661137;7,339673;2015-02-01
"123";2015;3;214824,984375;49,4924278;105,5217972;11,6374798;45,84021;7,8676844;7,3419147;2015-03-01
"124";2015;4;215582,515625;49,5221252;105,7532349;11,6599054;45,9201584;7,8805914;7,3483629;2015-04-01
"125";2015;5;219975,59375;50,0273552;107,9545517;11,9036169;46,8821983;8,0459957;7,4392929;2015-05-01
"126";2015;6;221983,84375;50,2625656;108,9608765;12,015028;47,3220024;8,1216097;7,4915428;2015-06-01
"127";2015;7;223992,109375;50,4001923;109,9672089;12,12644;47,7617874;8,1972227;7,5627842;2015-07-01
"128";2015;8;224778,828125;50,4499588;110,3614197;12,170083;47,9340706;8,2268438;7,579679;2015-08-01
"129";2015;9;224778,828125;50,4499588;110,3614197;12,170083;47,9340706;8,2268438;7,579679;2015-09-01
"130";2015;10;224778,828125;50,4499588;110,3614197;12,170083;47,9340706;8,2268438;7,579679;2015-10-01
"131";2015;11;224791,953125;50,4507942;110,3679886;12,1708117;47,9369469;8,2273378;7,5797024;2015-11-01
"132";2015;12;224800,125;50,4513092;110,3696594;12,1709929;47,9375114;8,2274284;7,5797124;2015-12-01
"133";2016;1;224806,421875;50,4513512;110,3697433;12,1710634;47,9375534;8,2274361;7,5797181;2016-01-01
"134";2016;2;224812,4375;50,4513931;110,3698273;12,1711302;47,9375916;8,2274437;7,5797243;2016-02-01
"135";2016;3;225068,03125;50,4624786;110,3978348;12,1735439;47,9466286;8,2289152;7,5819006;2016-03-01
"136";2016;4;225796,34375;50,4878769;110,6126328;12,1942244;48,0202675;8,2407961;7,5880985;2016-04-01
"137";2016;5;230252,171875;50,929718;112,8454056;12,4414196;48,996048;8,4085636;7,6695428;2016-05-01
"138";2016;6;232289,125;51,1661758;113,8661194;12,5544233;49,4421272;8,4852581;7,722301;2016-06-01
"139";2016;7;234326,078125;51,3034554;114,8868179;12,6674261;49,8881989;8,5619507;7,7941446;2016-07-01
"140";2016;8;235078,40625;51,3510513;115,2637939;12,7091627;50,0529556;8,5902777;7,8101554;2016-08-01
"141";2016;9;235078,40625;51,3510513;115,2637939;12,7091627;50,0529556;8,5902777;7,8101554;2016-09-01
"142";2016;10;235078,40625;51,3510513;115,2637939;12,7091627;50,0529556;8,5902777;7,8101554;2016-10-01
"143";2016;11;235090,953125;51,3518448;115,2700958;12,7098579;50,0557098;8,5907507;7,8101778;2016-11-01
"144";2016;12;235098,734375;51,3523331;115,2714691;12,7100086;50,0561523;8,5908203;7,8101859;2016-12-01
