 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  19031.2246094;   3073.7893066;   1490.2867432;    373.1323853;      0.0239413;  10918.9970703;   3142.7482910;    742.9038696;     72.7661819;     56.7528343;      8.3552208;      0.0003266;    286.9516296
        2005;           2;  19054.5820312;   3076.9475098;   1479.1535645;    338.8778381;      0.0522559;  10917.8144531;   3138.7221680;    743.8156128;     72.8409424;     56.3288651;      7.5881901;      0.0007129;    286.9205627
        2005;           3;  19069.1796875;   3077.4125977;   1470.7364502;    322.3370056;      0.1089423;  10917.0595703;   3135.6862793;    744.3854370;     72.8519516;     56.0083275;      7.2178059;      0.0014863;    286.9007263
        2005;           4;  19074.2246094;   3076.4118652;   1467.6730957;    318.2211304;      0.1570534;  10916.4863281;   3136.4194336;    744.5823975;     72.8282623;     55.8916702;      7.1256423;      0.0021426;    286.8856201
        2005;           5;  19070.1835938;   3075.0427246;   1466.0958252;    320.6687012;      0.1471077;  10916.0136719;   3147.8591309;    744.4246216;     72.7958527;     55.8316040;      7.1804490;      0.0020069;    286.8731995
        2005;           6;  19065.2851562;   3073.9697266;   1464.9886475;    324.3574219;      0.1286076;  10915.3242188;   3159.2453613;    744.2335205;     72.7704468;     55.7894363;      7.2630467;      0.0017545;    286.8551025
        2005;           7;  19061.5156250;   3075.5852051;   1462.5855713;    322.2578735;      0.1026035;  10914.5009766;   3170.6247559;    744.0863037;     72.8086929;     55.6979256;      7.2160339;      0.0013998;    286.8334656
        2005;           8;  19057.5644531;   3077.6237793;   1460.3239746;    320.1055298;      0.0824132;  10913.5156250;   3181.8457031;    743.9321289;     72.8569565;     55.6118011;      7.1678381;      0.0011243;    286.8075562
        2005;           9;  19054.0546875;   3079.8215332;   1458.4830322;    318.3522034;      0.0669456;  10912.3681641;   3191.4555664;    743.7950439;     72.9089737;     55.5416985;      7.1285782;      0.0009133;    286.7774353
        2005;          10;  19053.5898438;   3082.9018555;   1459.1075439;    317.4013977;      0.0605476;  10911.0976562;   3190.3669434;    743.7769165;     72.9819031;     55.5654716;      7.1072869;      0.0008260;    286.7440491
        2005;          11;  19155.7753906;   3043.6384277;   1393.3839111;    294.8338013;      0.0317028;  10904.3662109;   3173.0830078;    747.7658081;     72.0524139;     53.0625992;      6.6019511;      0.0004325;    286.5671082
