 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  34088.4062500;  14496.8867188;   5587.8193359;    822.3570557;     57.2333336;  34042.6250000;   6113.2548828;    842.4726562;    217.2768707;    134.7234955;     11.6583939;      0.4943439;    566.4118042
        2005;           2;  34097.6523438;  14532.0507812;   5585.8701172;    778.0534668;     94.5901031;  34025.0820312;   6085.8173828;    842.7011719;    217.8038940;    134.6764984;     11.0303097;      0.8170072;    566.1198120
        2005;           3;  34115.8398438;  14594.6708984;   5579.5415039;    707.9527588;    150.9241638;  33985.8710938;   6061.8618164;    843.1506958;    218.7424316;    134.5239258;     10.0365067;      1.3035836;    565.4674072
        2005;           4;  34138.9414062;  14640.6708984;   5580.1645508;    693.7501221;    171.5056000;  33934.0664062;   6072.1767578;    843.7215576;    219.4318695;    134.5389404;      9.8351583;      1.4813526;    564.6054688
        2005;           5;  34172.2695312;  14696.8779297;   5584.7392578;    720.2230225;    130.3547516;  33849.9687500;   6155.4487305;    844.5453491;    220.2742920;    134.6492310;     10.2104597;      1.1259187;    563.2062378
        2005;           6;  34218.7343750;  14784.1660156;   5594.9443359;    754.2888184;    162.9211578;  33714.9492188;   6216.2084961;    845.6936646;    221.5825348;    134.8952789;     10.6934032;      1.4072059;    560.9597168
        2005;           7;  34311.9414062;  14888.6386719;   5606.0209961;    818.6951904;     87.1415253;  33543.5625000;   6335.4355469;    847.9972534;    223.1483765;    135.1623383;     11.6064806;      0.7526712;    558.1081543
        2005;           8;  34412.9648438;  15011.8417969;   5615.0839844;    868.4924927;     43.4887238;  33363.3906250;   6412.0146484;    850.4938965;    224.9949036;    135.3808594;     12.3124456;      0.3756270;    555.1104126
        2005;           9;  34503.7382812;  15143.8486328;   5623.9853516;    901.0729370;     25.9206429;  33196.4960938;   6443.5917969;    852.7373657;    226.9734344;    135.5954742;     12.7743330;      0.2238855;    552.3335571
        2005;          10;  34602.2460938;  15299.5976562;   5634.1318359;    908.7171631;     74.6462021;  33007.4687500;   6435.4414062;    855.1719360;    229.3077698;    135.8400879;     12.8827038;      0.6447448;    549.1885376
        2005;          11;  34677.2460938;  15488.3339844;   5594.0322266;    713.9080811;     98.3541183;  32875.9609375;   6513.7426758;    857.0254517;    232.1365204;    134.8732910;     10.1209335;      0.8495182;    547.0004272
        2005;          12;  34706.0468750;  15554.0878906;   5582.1186523;    668.8970337;    119.7904739;  32845.8437500;   6450.4301758;    857.7371826;    233.1220245;    134.5860596;      9.4828205;      1.0346714;    546.4993286
        2006;           1;  34728.9609375;  15620.9384766;   5563.4379883;    633.4337158;    157.9722748;  32818.9531250;   6367.6577148;    858.3034668;    234.1239319;    134.1356506;      8.9800653;      1.3644608;    546.0518799
        2006;           2;  34743.3750000;  15638.7578125;   5556.9677734;    622.0576782;    175.5279846;  32801.7695312;   6354.8930664;    858.6597900;    234.3910217;    133.9796600;      8.8187895;      1.5160954;    545.7659912
        2006;           3;  34760.6132812;  15673.4921875;   5549.0087891;    614.1646118;    193.5166931;  32773.6445312;   6333.1347656;    859.0858154;    234.9116211;    133.7877808;      8.7068901;      1.6714700;    545.2980347
        2006;           4;  34780.5703125;  15700.1865234;   5546.4965820;    622.2102051;    205.9001007;  32731.3320312;   6348.7402344;    859.5791016;    235.3116913;    133.7271881;      8.8209515;      1.7784297;    544.5940552
        2006;           5;  34809.9648438;  15740.3017578;   5548.6479492;    658.7549438;    158.8480225;  32657.3144531;   6440.3593750;    860.3055420;    235.9129333;    133.7790833;      9.3390379;      1.3720248;    543.3625488
        2006;           6;  34845.6953125;  15798.6513672;   5554.2602539;    695.7600098;    209.6214142;  32534.4335938;   6527.3925781;    861.1885986;    236.7874908;    133.9143829;      9.8636522;      1.8105719;    541.3179932
        2006;           7;  34939.2148438;  15898.8291016;   5563.2778320;    753.5036621;    113.7889481;  32366.8398438;   6672.0610352;    863.4999390;    238.2889099;    134.1317902;     10.6822729;      0.9828342;    538.5294800
        2006;           8;  35043.2539062;  16022.8779297;   5569.9135742;    798.3264160;     55.4762344;  32185.0839844;   6767.6479492;    866.0711670;    240.1481781;    134.2917786;     11.3177156;      0.4791672;    535.5053711
        2006;           9;  35141.6914062;  16160.0224609;   5575.9189453;    830.4296875;     35.8814926;  32009.5683594;   6804.8647461;    868.5039062;    242.2036438;    134.4365692;     11.7728376;      0.3099208;    532.5850830
        2006;          10;  35248.2343750;  16312.8710938;   5585.8378906;    854.1900024;     71.5939255;  31813.5058594;   6804.5434570;    871.1370850;    244.4945221;    134.6757202;     12.1096830;      0.6183813;    529.3229980
        2006;          11;  35317.7656250;  16448.8144531;   5539.1914062;    716.0153809;    105.0660858;  31689.0175781;   6918.5419922;    872.8554077;    246.5320129;    133.5510712;     10.1508093;      0.9074919;    527.2516479
        2006;          12;  35347.8164062;  16495.3613281;   5525.2021484;    691.0210571;    126.7690887;  31661.8847656;   6864.1665039;    873.5981445;    247.2296753;    133.2137909;      9.7964697;      1.0949481;    526.8002319
        2007;           1;  35369.8046875;  16521.4472656;   5516.1704102;    677.9724121;    142.1397247;  31644.0527344;   6828.0664062;    874.1416626;    247.6206360;    132.9960327;      9.6114807;      1.2277095;    526.5035400
        2007;           2;  35389.0859375;  16552.8867188;   5503.5668945;    669.6406250;    173.0789490;  31622.3164062;   6781.8032227;    874.6181030;    248.0918427;    132.6921539;      9.4933624;      1.4949423;    526.1419678
        2007;           3;  35406.9531250;  16568.7363281;   5497.0371094;    667.7583618;    203.4691315;  31593.9179688;   6777.5058594;    875.0597534;    248.3294067;    132.5347290;      9.4666786;      1.7574325;    525.6693726
        2007;           4;  35432.6406250;  16596.8281250;   5495.1118164;    683.9429932;    205.1133118;  31548.1699219;   6791.4130859;    875.6945190;    248.7504272;    132.4882965;      9.6961250;      1.7716340;    524.9082031
        2007;           5;  35458.6171875;  16624.6503906;   5498.9052734;    725.3937378;    186.1098633;  31478.3710938;   6867.0190430;    876.3365479;    249.1674194;    132.5797577;     10.2837639;      1.6074947;    523.7468262
        2007;           6;  35493.9453125;  16673.6621094;   5513.2358398;    790.1927490;    115.2980881;  31381.6093750;   6980.3876953;    877.2096558;    249.9020081;    132.9252625;     11.2024059;      0.9958692;    522.1369019
        2007;           7;  35522.6406250;  16742.3945312;   5521.0668945;    823.1854858;     63.1554871;  31290.0292969;   7071.6826172;    877.9188232;    250.9321289;    133.1140747;     11.6701374;      0.5454956;    520.6132202
        2007;           8;  35550.5039062;  16813.1699219;   5530.4907227;    858.4454346;     33.7582512;  31198.5351562;   7133.3466797;    878.6074219;    251.9929199;    133.3412933;     12.1700115;      0.2915816;    519.0909424
        2007;           9;  35578.6914062;  16889.2851562;   5535.1137695;    879.1585083;     20.8090191;  31114.9726562;   7162.9492188;    879.3040771;    253.1337280;    133.4527435;     12.4636555;      0.1797346;    517.7005615
        2007;          10;  35652.8046875;  17000.6015625;   5532.1601562;    859.6953735;     89.7578049;  31003.2910156;   7080.5688477;    881.1356812;    254.8021088;    133.3815460;     12.1877308;      0.7752689;    515.8423462
        2007;          11;  35695.3593750;  17047.7050781;   5525.3652344;    833.8139038;    110.2385864;  30953.0527344;   7064.4272461;    882.1875000;    255.5081024;    133.2177277;     11.8208141;      0.9521685;    515.0065308
        2007;          12;  35733.3007812;  17100.7714844;   5508.6298828;    804.0996094;    129.4552765;  30919.6640625;   7009.9160156;    883.1251831;    256.3034668;    132.8142242;     11.3995619;      1.1181495;    514.4509277
        2008;           1;  35765.4414062;  17132.7539062;   5494.9462891;    776.6475830;    144.2922668;  30905.6621094;   6949.5634766;    883.9194336;    256.7827759;    132.4843140;     11.0103798;      1.2463017;    514.2179565
        2008;           2;  35785.6757812;  17148.8027344;   5486.2578125;    759.8223267;    166.1775665;  30890.6269531;   6925.9497070;    884.4195557;    257.0233154;    132.2748260;     10.7718506;      1.4353327;    513.9677734
        2008;           3;  35810.3984375;  17171.7675781;   5476.8549805;    751.6058960;    185.1225433;  30868.1347656;   6896.5961914;    885.0306396;    257.3675232;    132.0481262;     10.6553679;      1.5989670;    513.5935669
        2008;           4;  35839.7773438;  17192.9746094;   5468.6059570;    747.4166870;    192.2245941;  30839.8515625;   6885.8471680;    885.7565918;    257.6853638;    131.8492279;     10.5959778;      1.6603098;    513.1229858
        2008;           5;  35835.5039062;  17202.8906250;   5470.0053711;    770.5235596;    169.1828461;  30811.0957031;   6959.3789062;    885.6511230;    257.8339844;    131.8829803;     10.9235601;      1.4612901;    512.6444702
        2008;           6;  35877.7695312;  17251.1289062;   5472.7373047;    809.1395874;    189.1823578;  30711.0996094;   7016.9951172;    886.6955566;    258.5569458;    131.9488373;     11.4710112;      1.6340330;    510.9808044
        2008;           7;  35935.6562500;  17313.7246094;   5485.6767578;    878.5136108;    111.5636673;  30589.0156250;   7137.4726562;    888.1263428;    259.4951172;    132.2608185;     12.4545145;      0.9636136;    508.9495544
        2008;           8;  36008.5039062;  17416.5898438;   5495.9907227;    919.9088745;    111.6884384;  30435.8691406;   7193.7900391;    889.9266357;    261.0368652;    132.5094910;     13.0413666;      0.9646913;    506.4013977
        2008;           9;  36090.4257812;  17521.1660156;   5508.9858398;    989.2839355;     55.6206093;  30273.4804688;   7281.4990234;    891.9512939;    262.6042480;    132.8227997;     14.0248823;      0.4804142;    503.6994934
        2008;          10;  36190.0156250;  17644.9785156;   5505.4370117;    962.1168823;     99.8790054;  30118.3242188;   7286.7412109;    894.4125977;    264.4599304;    132.7372437;     13.6397409;      0.8626891;    501.1179810
