 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  22388.2890625;  10848.9804688;   1527.5845947;    524.7652588;      0.0000534;  10917.4062500;   3104.4602051;   1080.6453857;    317.5709839;     71.9315491;     14.5296955;      0.0000009;    354.7658997
        2005;           2;  22394.1503906;  10863.6474609;   1523.9676514;    503.7350464;      0.0001367;  10916.2089844;   3091.7551270;   1080.9283447;    318.0002747;     71.7612381;     13.9474115;      0.0000023;    354.7269592
        2005;           3;  22400.7832031;  10879.6816406;   1518.7626953;    474.2732239;      0.0002312;  10914.9658203;   3084.7275391;   1081.2485352;    318.4696655;     71.5161438;     13.1316719;      0.0000039;    354.6865540
        2005;           4;  22405.0312500;  10888.0986328;   1516.0054932;    457.6199341;      0.0003071;  10913.5341797;   3083.1254883;   1081.4534912;    318.7160645;     71.3863068;     12.6705761;      0.0000052;    354.6400452
        2005;           5;  22405.1562500;  10889.6474609;   1513.7625732;    457.8798828;      0.0002308;  10912.0615234;   3086.1391602;   1081.4594727;    318.7613831;     71.2806931;     12.6777744;      0.0000039;    354.5921936
        2005;           6;  22402.2109375;  10891.7187500;   1512.1697998;    464.2366028;      0.0001884;  10909.9375000;   3089.5227051;   1081.3173828;    318.8220215;     71.2056885;     12.8537788;      0.0000032;    354.5231934
        2005;           7;  22400.8652344;  10896.8193359;   1509.8858643;    463.0430908;      0.0001409;  10907.5380859;   3092.6306152;   1081.2524414;    318.9713135;     71.0981445;     12.8207340;      0.0000024;    354.4451599
        2005;           8;  22399.4238281;  10902.6875000;   1507.7764893;    461.6327515;      0.0001071;  10904.7949219;   3095.5339355;   1081.1828613;    319.1430969;     70.9988174;     12.7816830;      0.0000018;    354.3560486
        2005;           9;  22398.6738281;  10908.1337891;   1505.9678955;    461.3973999;      0.0000842;  10901.8369141;   3097.1452637;   1081.1467285;    319.3025208;     70.9136505;     12.7751675;      0.0000014;    354.2599487
        2005;          10;  22400.1152344;  10913.1640625;   1506.8664551;    462.6963501;      0.0000753;  10898.8798828;   3090.8320312;   1081.2160645;    319.4497986;     70.9559631;     12.8111334;      0.0000013;    354.1638489
        2005;          11;  22404.5722656;  10973.7216797;   1463.8338623;    350.4209595;      0.0000502;  10885.0214844;   3157.6013184;   1081.4313965;    321.2224121;     68.9296265;      9.7024527;      0.0000008;    353.7135315
        2005;          12;  22406.1796875;  10992.3837891;   1444.4334717;    312.3378906;      0.0000628;  10880.8330078;   3187.1882324;   1081.5089111;    321.7686768;     68.0160980;      8.6480083;      0.0000011;    353.5774231
        2006;           1;  22407.0429688;  11006.9404297;   1423.5781250;    282.1048279;      0.0000856;  10878.4902344;   3214.5163574;   1081.5506592;    322.1947632;     67.0340500;      7.8109150;      0.0000014;    353.5012817
        2006;           2;  22409.5410156;  11012.7949219;   1419.0689697;    275.4022217;      0.0001480;  10877.6123047;   3211.5932617;   1081.6711426;    322.3661804;     66.8217163;      7.6253333;      0.0000025;    353.4727478
        2006;           3;  22411.6210938;  11021.4804688;   1411.9719238;    268.0030518;      0.0001572;  10875.9873047;   3209.5175781;   1081.7714844;    322.6203918;     66.4875336;      7.4204664;      0.0000027;    353.4199524
        2006;           4;  22413.7675781;  11026.7216797;   1408.7271729;    264.2888794;      0.0002526;  10874.2763672;   3206.7104492;   1081.8752441;    322.7738342;     66.3347473;      7.3176279;      0.0000043;    353.3643188
        2006;           5;  22413.4765625;  11027.8359375;   1406.4538574;    266.6832275;      0.0001793;  10872.6699219;   3209.8791504;   1081.8610840;    322.8064270;     66.2276917;      7.3839231;      0.0000030;    353.3121643
        2006;           6;  22410.9453125;  11030.4824219;   1404.7027588;    271.3047180;      0.0001464;  10870.4785156;   3213.2941895;   1081.7388916;    322.8839111;     66.1452408;      7.5118828;      0.0000025;    353.2409363
        2006;           7;  22409.4062500;  11035.3544922;   1402.2800293;    271.3722839;      0.0001084;  10867.9951172;   3216.5124512;   1081.6645508;    323.0264893;     66.0311508;      7.5137534;      0.0000018;    353.1602173
        2006;           8;  22407.7421875;  11040.9433594;   1400.0316162;    271.3713074;      0.0000814;  10865.1464844;   3219.3522949;   1081.5843506;    323.1901245;     65.9252777;      7.5137262;      0.0000014;    353.0676575
        2006;           9;  22406.8867188;  11046.2783203;   1398.1068115;    271.9995117;      0.0000630;  10862.0771484;   3220.9648438;   1081.5430908;    323.3462830;     65.8346481;      7.5311198;      0.0000011;    352.9679565
