 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  20044.2148438;   2963.7519531;   1512.4403076;   1095.8696289;      0.0213310;  10921.7109375;   3145.4946289;    954.3051147;     85.5716019;     70.2470856;     29.9285908;      0.0003549;    350.0651855
        2005;           2;  20034.7812500;   2957.5732422;   1506.8563232;   1137.7310791;      0.0511685;  10921.1279297;   3142.1042480;    953.8559570;     85.3932037;     69.9877319;     31.0718403;      0.0008514;    350.0465393
        2005;           3;  20026.1542969;   2952.5927734;   1502.2907715;   1173.3409424;      0.1029864;  10920.7119141;   3139.4221191;    953.4452515;     85.2494049;     69.7756805;     32.0443573;      0.0017136;    350.0331726
        2005;           4;  20021.0605469;   2949.9902344;   1500.7420654;   1188.1910400;      0.1489820;  10920.3437500;   3142.6540527;    953.2026978;     85.1742630;     69.7037430;     32.4499207;      0.0024789;    350.0213928
        2005;           5;  20018.0917969;   2949.4355469;   1500.0964355;   1190.8200684;      0.1435481;  10919.9960938;   3148.7687988;    953.0614014;     85.1582413;     69.6737595;     32.5217171;      0.0023885;    350.0102234
        2005;           6;  20013.8964844;   2948.5263672;   1500.1187744;   1196.4992676;      0.1286771;  10919.4785156;   3154.8051758;    952.8617554;     85.1319885;     69.6747971;     32.6768188;      0.0021411;    349.9936218
        2005;           7;  20011.0273438;   2950.4521484;   1498.9914551;   1195.3123779;      0.1047683;  10918.8886719;   3160.8171387;    952.7250977;     85.1876068;     69.6224365;     32.6444054;      0.0017432;    349.9747620
        2005;           8;  20007.9296875;   2952.7541504;   1497.9689941;   1194.0223389;      0.0857723;  10918.2128906;   3166.7475586;    952.5775146;     85.2540665;     69.5749435;     32.6091766;      0.0014272;    349.9530945
        2005;           9;  20005.1503906;   2955.1330566;   1497.1721191;   1192.9609375;      0.0708258;  10917.4521484;   3171.7385254;    952.4451904;     85.3227463;     69.5379333;     32.5801849;      0.0011785;    349.9287109
        2005;          10;  20004.3671875;   2957.7858887;   1497.7447510;   1192.4257812;      0.0645122;  10916.6269531;   3170.4086914;    952.4078979;     85.3993454;     69.5645370;     32.5655708;      0.0010734;    349.9022522
        2005;          11;  19982.9687500;   2967.8110352;   1475.0848389;   1235.9161377;      0.0287927;  10913.6767578;   3181.2385254;    951.3891602;     85.6888046;     68.5120621;     33.7533073;      0.0004791;    349.8077087
        2005;          12;  19978.3828125;   2975.1950684;   1464.8646240;   1224.7860107;      0.0320093;  10912.7714844;   3199.6682129;    951.1708374;     85.9019928;     68.0373688;     33.4493408;      0.0005326;    349.7786865
        2006;           1;  19977.6347656;   2984.3435059;   1454.5789795;   1193.9525146;      0.0438036;  10912.3134766;   3225.3984375;    951.1353149;     86.1661377;     67.5596390;     32.6072693;      0.0007289;    349.7639771
