 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  30274.1894531;  15054.3818359;   4257.6967773;   1161.6921387;     24.6332684;  33531.9570312;   7887.6289062;    890.6058960;    268.5749817;    122.1911240;     19.6034832;      0.2532597;    664.0977783
        2005;           2;  30281.1406250;  15058.4345703;   4275.4907227;   1187.0187988;     43.9995003;  33521.4960938;   7834.4438477;    890.8103638;    268.6472473;    122.7017746;     20.0308685;      0.4523679;    663.8905029
        2005;           3;  30309.0507812;  15061.1435547;   4311.5234375;   1224.3709717;     66.8502197;  33497.6796875;   7748.5039062;    891.6314697;    268.6956482;    123.7358780;     20.6611843;      0.6873009;    663.4188843
        2005;           4;  30338.1074219;  15067.6611328;   4336.4003906;   1264.5902100;     73.1934128;  33462.9414062;   7710.2641602;    892.4862061;    268.8118896;    124.4498138;     21.3398819;      0.7525166;    662.7308350
        2005;           5;  30345.6347656;  15090.1054688;   4346.3120117;   1307.8671875;     41.1504135;  33422.1054688;   7751.8388672;    892.7077026;    269.2122803;    124.7342682;     22.0701790;      0.4230759;    661.9221802
        2005;           6;  30368.4804688;  15131.5927734;   4362.9160156;   1349.9630127;     57.0248032;  33353.9921875;   7752.7124023;    893.3797607;    269.9524536;    125.2107773;     22.7805405;      0.5862837;    660.5731201
        2005;           7;  30413.3789062;  15195.3222656;   4379.9521484;   1420.2617188;     30.7172012;  33250.0703125;   7786.0878906;    894.7005615;    271.0894165;    125.6996994;     23.9668274;      0.3158099;    658.5150146
        2005;           8;  30447.5332031;  15279.4375000;   4391.3881836;   1454.6281738;     17.1744843;  33155.1601562;   7802.1704102;    895.7053223;    272.5900269;    126.0279083;     24.5467606;      0.1765744;    656.6353149
        2005;           9;  30478.2421875;  15354.2236328;   4398.6699219;   1481.0111084;     10.7749834;  33074.7812500;   7805.2416992;    896.6087646;    273.9242554;    126.2368774;     24.9919701;      0.1107798;    655.0434570
        2005;          10;  30539.1601562;  15417.3935547;   4415.8237305;   1520.5532227;     32.7247353;  32981.1796875;   7759.1430664;    898.4007568;    275.0512390;    126.7291718;     25.6592407;      0.3364497;    653.1896973
        2005;          11;  30645.9726562;  15479.4345703;   4537.1157227;   1499.3865967;     35.2762527;  32876.5507812;   7632.5869141;    901.5429077;    276.1580505;    130.2101288;     25.3020573;      0.3626824;    651.1174927
