kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.1401984;      0.1329622;      0.2457841;      0.0391577;      0.9163530;      1.3970031;      0.0140188
        2005;           2;      0.1298916;      0.1241895;      0.2298501;      0.0362476;      0.8539498;      1.3024876;      0.0130364
        2005;           3;      0.1639207;      0.1613277;      0.2992883;      0.0457799;      1.0959767;      1.6746055;      0.0165933
        2005;           4;      0.2791080;      0.2808856;      0.5295692;      0.0767785;      1.9118215;      2.9235268;      0.0305851
        2005;           5;      0.3808066;      0.4081380;      0.7761345;      0.1054642;      2.7197192;      4.1718235;      0.0410060
        2005;           6;      0.4846871;      0.5386627;      1.0368714;      0.1340319;      3.5744600;      5.4893785;      0.0522669
        2005;           7;      0.5119282;      0.6014119;      1.1750187;      0.1418633;      3.9632978;      6.0976648;      0.0535353
        2005;           8;      0.3312674;      0.4612021;      0.8630288;      0.0927309;      2.7705841;      4.3233914;      0.0352307
        2005;           9;      0.1969595;      0.3018454;      0.5349100;      0.0546468;      1.6841090;      2.6596656;      0.0235256
        2005;          10;      0.1480353;      0.1822358;      0.3332382;      0.0417816;      1.1272885;      1.7488226;      0.0144968
        2005;          11;      0.1593125;      0.1581256;      0.2938849;      0.0444355;      1.0733095;      1.6406525;      0.0161146
        2005;          12;      0.1333326;      0.1270370;      0.2345881;      0.0372957;      0.8735288;      1.3321193;      0.0132031
        2006;           1;      0.1342520;      0.1292282;      0.2384095;      0.0376358;      0.8833342;      1.3480074;      0.0132312
        2006;           2;      0.1334422;      0.1263379;      0.2340054;      0.0371571;      0.8728859;      1.3305504;      0.0135272
        2006;           3;      0.1620280;      0.1598931;      0.2963428;      0.0453077;      1.0837643;      1.6563070;      0.0163511
        2006;           4;      0.2503560;      0.2578853;      0.4839258;      0.0695927;      1.7289786;      2.6480680;      0.0264610
        2006;           5;      0.3933423;      0.4165207;      0.7923174;      0.1086893;      2.7892067;      4.2754049;      0.0427943
        2006;           6;      0.5036299;      0.5550023;      1.0683606;      0.1388286;      3.6945915;      5.6715269;      0.0552062
        2006;           7;      0.5254012;      0.6498659;      1.2746083;      0.1433088;      4.2131252;      6.5031781;      0.0606036
        2006;           8;      0.4286568;      0.5375739;      1.0414000;      0.1204673;      3.4379003;      5.3119993;      0.0421223
        2006;           9;      0.2643192;      0.3477965;      0.6479129;      0.0741709;      2.1193504;      3.2973752;      0.0277741
        2006;          10;      0.1935712;      0.2148190;      0.4039979;      0.0542370;      1.4117242;      2.1706824;      0.0187935
        2006;          11;      0.1621641;      0.1600935;      0.2977834;      0.0451623;      1.0899868;      1.6655421;      0.0164962
        2006;          12;      0.1321741;      0.1262841;      0.2330973;      0.0370012;      0.8669500;      1.3223345;      0.0130477
        2007;           1;      0.1383629;      0.1319302;      0.2438289;      0.0386714;      0.9071497;      1.3834413;      0.0137845
