kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0004361;      0.0004106;      0.0002489;      0.0002166;      0.0016646;      0.0034634;      0.0000495
        2005;           2;      0.0004020;      0.0003804;      0.0002314;      0.0001993;      0.0015395;      0.0032017;      0.0000455
        2005;           3;      0.0004895;      0.0004661;      0.0002845;      0.0002409;      0.0018822;      0.0039108;      0.0000557
        2005;           4;      0.0006293;      0.0006100;      0.0003759;      0.0003032;      0.0024415;      0.0050654;      0.0000724
        2005;           5;      0.0008712;      0.0008660;      0.0005415;      0.0004093;      0.0034324;      0.0071002;      0.0001020
        2005;           6;      0.0011017;      0.0011018;      0.0006925;      0.0005133;      0.0043749;      0.0090317;      0.0001287
        2005;           7;      0.0010449;      0.0010891;      0.0007010;      0.0004785;      0.0043181;      0.0088321;      0.0001273
        2005;           8;      0.0011250;      0.0011914;      0.0007699;      0.0005043;      0.0046802;      0.0095619;      0.0001406
        2005;           9;      0.0008655;      0.0009273;      0.0005981;      0.0003853;      0.0036264;      0.0073990;      0.0001102
        2005;          10;      0.0005569;      0.0005838;      0.0003754;      0.0002615;      0.0023384;      0.0047636;      0.0000680
        2005;          11;      0.0006238;      0.0005961;      0.0003622;      0.0002994;      0.0023877;      0.0049663;      0.0000724
        2005;          12;      0.0004810;      0.0004528;      0.0002737;      0.0002365;      0.0018305;      0.0038106;      0.0000552
        2006;           1;      0.0004370;      0.0004104;      0.0002482;      0.0002171;      0.0016601;      0.0034591;      0.0000493
        2006;           2;      0.0004027;      0.0003804;      0.0002310;      0.0001996;      0.0015365;      0.0031990;      0.0000454
        2006;           3;      0.0004802;      0.0004576;      0.0002794;      0.0002363;      0.0018430;      0.0038327;      0.0000543
        2006;           4;      0.0006351;      0.0006132;      0.0003764;      0.0003056;      0.0024445;      0.0050832;      0.0000727
        2006;           5;      0.0009180;      0.0009024;      0.0005594;      0.0004314;      0.0035658;      0.0074028;      0.0001066
        2006;           6;      0.0010836;      0.0010845;      0.0006818;      0.0005046;      0.0043028;      0.0088834;      0.0001268
        2006;           7;      0.0011107;      0.0011429;      0.0007302;      0.0005094;      0.0045178;      0.0092763;      0.0001338
        2006;           8;      0.0011952;      0.0012494;      0.0008024;      0.0005375;      0.0048969;      0.0100419;      0.0001475
        2006;           9;      0.0009262;      0.0009777;      0.0006279;      0.0004154;      0.0038246;      0.0078298;      0.0001159
        2006;          10;      0.0005428;      0.0005716;      0.0003657;      0.0002513;      0.0022646;      0.0046235;      0.0000669
        2006;          11;      0.0006280;      0.0005984;      0.0003629;      0.0003016;      0.0023947;      0.0049857;      0.0000727
        2006;          12;      0.0004882;      0.0004583;      0.0002762;      0.0002398;      0.0018498;      0.0038552;      0.0000560
        2007;           1;      0.0004473;      0.0004195;      0.0002533;      0.0002216;      0.0016982;      0.0035378;      0.0000509
        2007;           2;      0.0004162;      0.0003915;      0.0002369;      0.0002059;      0.0015813;      0.0032948;      0.0000471
        2007;           3;      0.0005104;      0.0004821;      0.0002922;      0.0002506;      0.0019409;      0.0040439;      0.0000580
        2007;           4;      0.0006728;      0.0006447;      0.0003934;      0.0003235;      0.0025723;      0.0053559;      0.0000771
        2007;           5;      0.0009497;      0.0009296;      0.0005748;      0.0004468;      0.0036771;      0.0076387;      0.0001099
        2007;           6;      0.0012074;      0.0011894;      0.0007378;      0.0005611;      0.0046986;      0.0097498;      0.0001395
        2007;           7;      0.0012165;      0.0012338;      0.0007831;      0.0005628;      0.0048965;      0.0100771;      0.0001435
        2007;           8;      0.0013724;      0.0014015;      0.0008931;      0.0006292;      0.0055418;      0.0113991;      0.0001629
        2007;           9;      0.0011211;      0.0011437;      0.0007284;      0.0005180;      0.0045392;      0.0093286;      0.0001332
        2007;          10;      0.0006778;      0.0006847;      0.0004344;      0.0003234;      0.0027591;      0.0056579;      0.0000799
        2007;          11;      0.0006389;      0.0006168;      0.0003732;      0.0002963;      0.0024392;      0.0050772;      0.0000764
        2007;          12;      0.0005243;      0.0004934;      0.0002946;      0.0002496;      0.0019664;      0.0041077;      0.0000623
        2008;           1;      0.0004802;      0.0004473;      0.0002674;      0.0002350;      0.0018009;      0.0037620;      0.0000554
        2008;           2;      0.0004442;      0.0004147;      0.0002487;      0.0002182;      0.0016701;      0.0034877;      0.0000508
        2008;           3;      0.0005325;      0.0005000;      0.0003012;      0.0002605;      0.0020090;      0.0041934;      0.0000607
        2008;           4;      0.0007043;      0.0006692;      0.0004051;      0.0003378;      0.0026609;      0.0055574;      0.0000805
        2008;           5;      0.0010487;      0.0010092;      0.0006148;      0.0004925;      0.0039728;      0.0082988;      0.0001201
        2008;           6;      0.0013447;      0.0013050;      0.0007967;      0.0006202;      0.0051125;      0.0106733;      0.0001543
        2008;           7;      0.0015176;      0.0015015;      0.0009279;      0.0006900;      0.0058849;      0.0122286;      0.0001750
        2008;           8;      0.0017683;      0.0017543;      0.0010853;      0.0007982;      0.0068513;      0.0142449;      0.0002031
        2008;           9;      0.0014571;      0.0014413;      0.0008901;      0.0006618;      0.0056462;      0.0117347;      0.0001681
