kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0003736;      0.0003553;      0.0002164;      0.0001836;      0.0014287;      0.0029742;      0.0000422
        2005;           2;      0.0003373;      0.0003216;      0.0001964;      0.0001658;      0.0012961;      0.0026943;      0.0000383
        2005;           3;      0.0003824;      0.0003662;      0.0002244;      0.0001876;      0.0014768;      0.0030657;      0.0000436
        2005;           4;      0.0004282;      0.0004146;      0.0002557;      0.0002078;      0.0016662;      0.0034536;      0.0000492
        2005;           5;      0.0005926;      0.0005798;      0.0003592;      0.0002822;      0.0023127;      0.0047923;      0.0000686
        2005;           6;      0.0007847;      0.0007669;      0.0004712;      0.0003645;      0.0030319;      0.0063001;      0.0000909
        2005;           7;      0.0008432;      0.0008390;      0.0005241;      0.0003923;      0.0033378;      0.0068950;      0.0000977
        2005;           8;      0.0010148;      0.0010084;      0.0006270;      0.0004658;      0.0039800;      0.0082443;      0.0001173
        2005;           9;      0.0010061;      0.0009972;      0.0006181;      0.0004606;      0.0039264;      0.0081438;      0.0001162
        2005;          10;      0.0007811;      0.0007682;      0.0004740;      0.0003621;      0.0030422;      0.0063086;      0.0000908
        2005;          11;      0.0006097;      0.0005858;      0.0003560;      0.0002877;      0.0023256;      0.0048447;      0.0000707
        2005;          12;      0.0004722;      0.0004484;      0.0002718;      0.0002282;      0.0017964;      0.0037426;      0.0000543
        2006;           1;      0.0003893;      0.0003680;      0.0002231;      0.0001911;      0.0014799;      0.0030844;      0.0000441
        2006;           2;      0.0003377;      0.0003215;      0.0001960;      0.0001659;      0.0012933;      0.0026913;      0.0000382
        2006;           3;      0.0003703;      0.0003558;      0.0002183;      0.0001816;      0.0014306;      0.0029711;      0.0000420
        2006;           4;      0.0004159;      0.0004037;      0.0002491;      0.0002014;      0.0016155;      0.0033516;      0.0000476
        2006;           5;      0.0005601;      0.0005515;      0.0003427;      0.0002659;      0.0021904;      0.0045388;      0.0000650
        2006;           6;      0.0007240;      0.0007114;      0.0004411;      0.0003403;      0.0028285;      0.0058607;      0.0000838
        2006;           7;      0.0007543;      0.0007582;      0.0004785;      0.0003531;      0.0030214;      0.0062233;      0.0000885
        2006;           8;      0.0008611;      0.0008689;      0.0005495;      0.0003997;      0.0034479;      0.0071044;      0.0001014
        2006;           9;      0.0008170;      0.0008275;      0.0005242;      0.0003783;      0.0032783;      0.0067521;      0.0000967
        2006;          10;      0.0005038;      0.0005290;      0.0003372;      0.0002294;      0.0020734;      0.0042489;      0.0000624
        2006;          11;      0.0005989;      0.0005749;      0.0003499;      0.0002842;      0.0022860;      0.0047614;      0.0000691
        2006;          12;      0.0004835;      0.0004572;      0.0002759;      0.0002332;      0.0018276;      0.0038138;      0.0000556
        2007;           1;      0.0003995;      0.0003770;      0.0002281;      0.0001956;      0.0015173;      0.0031619;      0.0000456
        2007;           2;      0.0003577;      0.0003379;      0.0002046;      0.0001754;      0.0013587;      0.0028320;      0.0000406
        2007;           3;      0.0004247;      0.0004000;      0.0002413;      0.0002070;      0.0016048;      0.0033489;      0.0000485
        2007;           4;      0.0004627;      0.0004422;      0.0002697;      0.0002238;      0.0017710;      0.0036853;      0.0000530
        2007;           5;      0.0006254;      0.0006059;      0.0003723;      0.0002973;      0.0024096;      0.0050091;      0.0000721
        2007;           6;      0.0007899;      0.0007686;      0.0004711;      0.0003679;      0.0030362;      0.0063172;      0.0000913
        2007;           7;      0.0008352;      0.0008288;      0.0005175;      0.0003899;      0.0032967;      0.0068146;      0.0000968
