kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0472929;      0.0437476;      0.0260463;      0.0232827;      0.1758550;      0.3683191;      0.0053707
        2005;           2;      0.0439925;      0.0409203;      0.0244708;      0.0216150;      0.1645157;      0.3440990;      0.0050051
        2005;           3;      0.0558630;      0.0520519;      0.0310302;      0.0270684;      0.2079705;      0.4355227;      0.0064217
        2005;           4;      0.0739261;      0.0699448;      0.0420031;      0.0350745;      0.2770254;      0.5796315;      0.0085311
        2005;           5;      0.1002578;      0.0971203;      0.0595149;      0.0471239;      0.3837370;      0.7993540;      0.0115356
        2005;           6;      0.1125631;      0.1118269;      0.0698878;      0.0524015;      0.4435863;      0.9174806;      0.0130574
        2005;           7;      0.1015735;      0.1058993;      0.0681835;      0.0465249;      0.4200011;      0.8589157;      0.0123746
        2005;           8;      0.1192916;      0.1243711;      0.0801259;      0.0542847;      0.4918941;      1.0067437;      0.0145208
        2005;           9;      0.0966640;      0.1008205;      0.0648860;      0.0442351;      0.3994829;      0.8170970;      0.0117976
        2005;          10;      0.0640446;      0.0650737;      0.0414440;      0.0305602;      0.2626533;      0.5376193;      0.0075768
        2005;          11;      0.0717660;      0.0677378;      0.0399667;      0.0326940;      0.2630622;      0.5534009;      0.0086585
        2005;          12;      0.0529167;      0.0490824;      0.0290703;      0.0255043;      0.1956963;      0.4103576;      0.0061581
        2006;           1;      0.0464991;      0.0430979;      0.0257244;      0.0229452;      0.1734424;      0.3630076;      0.0052650
        2006;           2;      0.0437248;      0.0406609;      0.0243202;      0.0215135;      0.1634525;      0.3419497;      0.0049568
        2006;           3;      0.0549003;      0.0511741;      0.0305674;      0.0267202;      0.2047518;      0.4286426;      0.0062721
        2006;           4;      0.0731985;      0.0691688;      0.0415562;      0.0348659;      0.2741629;      0.5737622;      0.0084067
        2006;           5;      0.0983821;      0.0952781;      0.0583806;      0.0462537;      0.3759716;      0.7835883;      0.0113112
        2006;           6;      0.0911892;      0.0936114;      0.0597727;      0.0422148;      0.3718016;      0.7627883;      0.0109444
        2006;           7;      0.0973529;      0.1022019;      0.0657481;      0.0440814;      0.4023122;      0.8231746;      0.0120452
        2006;           8;      0.1027538;      0.1101279;      0.0708707;      0.0449988;      0.4267003;      0.8727811;      0.0131952
        2006;           9;      0.0794716;      0.0862011;      0.0550420;      0.0342922;      0.3308511;      0.6768320;      0.0103994
        2006;          10;      0.0498626;      0.0531900;      0.0338797;      0.0226869;      0.2086170;      0.4259778;      0.0062548
        2006;          11;      0.0708602;      0.0668654;      0.0395556;      0.0325561;      0.2608121;      0.5480725;      0.0084807
        2006;          12;      0.0528082;      0.0489887;      0.0290253;      0.0254677;      0.1953903;      0.4096651;      0.0061420
        2007;           1;      0.0477256;      0.0442214;      0.0263294;      0.0233957;      0.1777267;      0.3720048;      0.0054710
        2007;           2;      0.0450441;      0.0417785;      0.0248921;      0.0220610;      0.1676468;      0.3510521;      0.0051402
        2007;           3;      0.0557454;      0.0519496;      0.0309776;      0.0270217;      0.2076014;      0.4347152;      0.0064057
        2007;           4;      0.0755000;      0.0713155;      0.0426819;      0.0356505;      0.2816882;      0.5900555;      0.0087400
        2007;           5;      0.1072000;      0.1031056;      0.0626485;      0.0501143;      0.4059822;      0.8479482;      0.0123180
        2007;           6;      0.1243968;      0.1217080;      0.0749308;      0.0575610;      0.4790685;      0.9967704;      0.0143198
        2007;           7;      0.0977421;      0.1026278;      0.0661909;      0.0445108;      0.4059778;      0.8294761;      0.0120375
        2007;           8;      0.1127465;      0.1187722;      0.0767416;      0.0508874;      0.4682460;      0.9568699;      0.0139501
        2007;           9;      0.0875649;      0.0930772;      0.0600710;      0.0393637;      0.3657945;      0.7466499;      0.0110052
        2007;          10;      0.0973583;      0.0956901;      0.0574636;      0.0413593;      0.3634215;      0.7615734;      0.0123949
        2007;          11;      0.0706838;      0.0679634;      0.0400208;      0.0296941;      0.2560536;      0.5395875;      0.0095379
        2007;          12;      0.0551483;      0.0514606;      0.0302756;      0.0257118;      0.2021950;      0.4248881;      0.0066574
        2008;           1;      0.0505191;      0.0465444;      0.0274395;      0.0244559;      0.1856658;      0.3899132;      0.0058585
        2008;           2;      0.0459320;      0.0425186;      0.0252548;      0.0224149;      0.1702920;      0.3569209;      0.0052619
        2008;           3;      0.0557740;      0.0518995;      0.0309216;      0.0270709;      0.2073452;      0.4344078;      0.0063888
        2008;           4;      0.0743632;      0.0699846;      0.0418891;      0.0354114;      0.2768493;      0.5803405;      0.0085148
        2008;           5;      0.1029608;      0.0989702;      0.0602236;      0.0483477;      0.3891378;      0.8134341;      0.0117782
        2008;           6;      0.1220847;      0.1192548;      0.0734464;      0.0566734;      0.4686818;      0.9760572;      0.0140603
        2008;           7;      0.1194530;      0.1210268;      0.0767758;      0.0552986;      0.4805526;      0.9890911;      0.0140590
        2008;           8;      0.1185003;      0.1235615;      0.0794527;      0.0536585;      0.4866363;      0.9971333;      0.0145018
        2008;           9;      0.0884893;      0.0938066;      0.0603812;      0.0396723;      0.3674777;      0.7512518;      0.0111175
        2008;          10;      0.0547819;      0.0572732;      0.0367132;      0.0256322;      0.2284875;      0.4662980;      0.0066869
        2008;          11;      0.0710642;      0.0682310;      0.0400906;      0.0295566;      0.2559695;      0.5399690;      0.0097650
        2008;          12;      0.0556089;      0.0522152;      0.0306550;      0.0253070;      0.2030731;      0.4271310;      0.0069046
        2009;           1;      0.0504716;      0.0467908;      0.0276318;      0.0241784;      0.1861806;      0.3905506;      0.0059462
        2009;           2;      0.0465062;      0.0431986;      0.0256538;      0.0224984;      0.1726800;      0.3617004;      0.0054024
        2009;           3;      0.0572057;      0.0531736;      0.0315717;      0.0275873;      0.2118415;      0.4442254;      0.0066016
        2009;           4;      0.0759189;      0.0714251;      0.0426453;      0.0359554;      0.2819828;      0.5914095;      0.0087410
        2009;           5;      0.1193444;      0.1140138;      0.0681315;      0.0543372;      0.4422730;      0.9291526;      0.0138855
        2009;           6;      0.1341031;      0.1301761;      0.0793236;      0.0615378;      0.5090220;      1.0631757;      0.0154118
        2009;           7;      0.1313816;      0.1322578;      0.0833368;      0.0606000;      0.5254883;      1.0831951;      0.0151913
        2009;           8;      0.1476605;      0.1496106;      0.0948364;      0.0679047;      0.5942768;      1.2233540;      0.0170772
        2009;           9;      0.1206890;      0.1219931;      0.0772469;      0.0559478;      0.4863638;      1.0005555;      0.0140065
        2009;          10;      0.0925826;      0.0908611;      0.0550945;      0.0411236;      0.3523129;      0.7348973;      0.0112023
        2009;          11;      0.0714990;      0.0681003;      0.0402005;      0.0317547;      0.2619980;      0.5511464;      0.0088874
        2009;          12;      0.0542980;      0.0505846;      0.0298477;      0.0256356;      0.1999507;      0.4196997;      0.0064688
        2010;           1;      0.0499777;      0.0462167;      0.0273239;      0.0241591;      0.1845257;      0.3870200;      0.0058220
        2010;           2;      0.0472107;      0.0437319;      0.0258886;      0.0227987;      0.1744673;      0.3659063;      0.0054838
        2010;           3;      0.0578478;      0.0537542;      0.0318620;      0.0277935;      0.2137858;      0.4485217;      0.0067022
        2010;           4;      0.0777577;      0.0729525;      0.0433747;      0.0366733;      0.2871570;      0.6031768;      0.0089697
        2010;           5;      0.1162277;      0.1105821;      0.0662624;      0.0537913;      0.4316686;      0.9062902;      0.0133488
        2010;           6;      0.1561991;      0.1508669;      0.0897661;      0.0679837;      0.5728500;      1.2079073;      0.0185260
        2010;           7;      0.1672645;      0.1633506;      0.0989762;      0.0743611;      0.6294647;      1.3185632;      0.0194020
        2010;           8;      0.1511578;      0.1532647;      0.0970002;      0.0691345;      0.6077573;      1.2516215;      0.0174205
        2010;           9;      0.1291486;      0.1304082;      0.0819898;      0.0588552;      0.5159677;      1.0641695;      0.0149398
        2010;          10;      0.0992950;      0.0970650;      0.0576963;      0.0401917;      0.3611540;      0.7605219;      0.0137387
        2010;          11;      0.0730492;      0.0696152;      0.0408559;      0.0316080;      0.2645468;      0.5580338;      0.0093835
        2010;          12;      0.0552475;      0.0512558;      0.0301293;      0.0260810;      0.2022513;      0.4252020;      0.0065671
        2011;           1;      0.0504826;      0.0465346;      0.0274391;      0.0244203;      0.1856050;      0.3897381;      0.0058617
        2011;           2;      0.0471273;      0.0435062;      0.0257278;      0.0228819;      0.1737147;      0.3646238;      0.0054234
        2011;           3;      0.0579319;      0.0535894;      0.0316998;      0.0279894;      0.2131913;      0.4478518;      0.0066420
        2011;           4;      0.0778387;      0.0726867;      0.0431171;      0.0369020;      0.2860975;      0.6017886;      0.0088990
        2011;           5;      0.1084140;      0.1032079;      0.0622115;      0.0508171;      0.4041320;      0.8478826;      0.0123260
        2011;           6;      0.1253406;      0.1215010;      0.0742947;      0.0580903;      0.4746840;      0.9923015;      0.0143696
        2011;           7;      0.1470104;      0.1438442;      0.0885269;      0.0676664;      0.5638651;      1.1747890;      0.0168720
        2011;           8;      0.1088173;      0.1151615;      0.0738683;      0.0480222;      0.4465877;      0.9159508;      0.0137541
        2011;           9;      0.0788820;      0.0857154;      0.0543508;      0.0335732;      0.3259421;      0.6683664;      0.0103971
        2011;          10;      0.0788503;      0.0777984;      0.0484268;      0.0373609;      0.3120812;      0.6441958;      0.0091676
        2011;          11;      0.0715279;      0.0685278;      0.0401819;      0.0297097;      0.2567192;      0.5420259;      0.0098478
        2011;          12;      0.0563551;      0.0529033;      0.0309518;      0.0253541;      0.2045288;      0.4308514;      0.0070898
        2012;           1;      0.0516135;      0.0475845;      0.0279564;      0.0247196;      0.1888834;      0.3970769;      0.0060596
        2012;           2;      0.0481855;      0.0444483;      0.0261934;      0.0232264;      0.1768579;      0.3716048;      0.0055905
        2012;           3;      0.0580716;      0.0536553;      0.0317097;      0.0280712;      0.2133770;      0.4484420;      0.0066459
        2012;           4;      0.0788379;      0.0736226;      0.0436044;      0.0372273;      0.2893412;      0.6088147;      0.0090517
        2012;           5;      0.1214715;      0.1151287;      0.0684413;      0.0556175;      0.4463481;      0.9398389;      0.0140185
        2012;           6;      0.1341122;      0.1295561;      0.0787833;      0.0618516;      0.5065008;      1.0592930;      0.0153518
        2012;           7;      0.1386795;      0.1376733;      0.0857885;      0.0639163;      0.5435273;      1.1260951;      0.0159969
        2012;           8;      0.1302775;      0.1337124;      0.0855063;      0.0597290;      0.5295908;      1.0875126;      0.0155258
        2012;           9;      0.0975308;      0.1015197;      0.0652490;      0.0446183;      0.4018660;      0.8225842;      0.0118888
        2012;          10;      0.1052599;      0.1019113;      0.0602611;      0.0442467;      0.3828211;      0.8074717;      0.0135621
        2012;          11;      0.0753388;      0.0709742;      0.0414230;      0.0333019;      0.2711528;      0.5731130;      0.0093769
        2012;          12;      0.0551466;      0.0508316;      0.0298512;      0.0263872;      0.2014300;      0.4237788;      0.0064379
        2013;           1;      0.0502438;      0.0462552;      0.0272808;      0.0243961;      0.1846983;      0.3878787;      0.0058016
        2013;           2;      0.0479751;      0.0442814;      0.0261170;      0.0231416;      0.1762985;      0.3703105;      0.0055643
        2013;           3;      0.0599431;      0.0556384;      0.0327758;      0.0284153;      0.2197400;      0.4619711;      0.0070356
        2013;           4;      0.0824706;      0.0776795;      0.0457576;      0.0375779;      0.3009597;      0.6341570;      0.0098241
        2013;           5;      0.1221446;      0.1168680;      0.0694482;      0.0545473;      0.4490510;      0.9454901;      0.0144274
        2013;           6;      0.1428880;      0.1395893;      0.0844148;      0.0632897;      0.5375133;      1.1257561;      0.0167752
        2013;           7;      0.1603700;      0.1608398;      0.0977427;      0.0656834;      0.6026933;      1.2625687;      0.0203707
