 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      0.3865538;      4.5212550;     13.3499670;     34.7861633;      0.0832576;      0.1454499;      1.9081836;     19.6055660;      0.0204845;      6.6547856;      0.0000000;      5.8498402
        2005;           2;      0.0603582;      0.7023720;      2.7294412;      7.5948339;      0.0205726;      0.0680686;      0.4786712;      4.3922653;      0.0086040;      3.3701165;      0.0000000;      1.2545533
        2005;           3;      0.0278959;      0.3236399;      1.5916679;      4.5596457;      0.0151450;      0.0927108;      0.3370975;      2.9024432;      0.0101382;      5.1230321;      0.0000000;      0.8480187
        2005;           4;      0.0095418;      0.1105722;      0.5315832;      1.5610986;      0.0017874;      0.0190142;      0.1052281;      1.0004214;      0.0037172;      2.7876086;      0.0000000;      0.3212369
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;          11;      0.1123316;      1.2949733;      9.1594973;     20.0089455;      0.0007783;      0.0402255;      2.1393812;     16.8589478;      0.0230000;     29.1131134;      0.0000000;     19.0490780
        2005;          12;      0.0490554;      0.5626941;      5.2250547;      8.4159546;      0.0137596;      0.0644757;      1.3854759;      9.1308355;      0.0153055;     12.5099239;      0.0000000;      8.1217241
        2006;           1;      0.0507570;      0.5790129;      6.7996621;      7.2413673;      0.0353418;      0.1399958;      1.9603432;      6.2487879;      0.0220541;     11.0566835;      0.0000000;      4.6437621
        2006;           2;      0.0121098;      0.1379721;      1.6596394;      1.6077737;      0.0086975;      0.0601522;      0.4745004;      1.3224155;      0.0079857;      3.7236035;      0.0000000;      0.9816628
        2006;           3;      0.0152637;      0.1735783;      1.8816284;      1.6239555;      0.0102553;      0.0822677;      0.4650687;      1.2103254;      0.0083635;      5.2582374;      0.0000000;      1.0949889
        2006;           4;      0.0073494;      0.0834685;      0.7105277;      0.5612001;      0.0003281;      0.0058981;      0.1342162;      0.3698878;      0.0041912;      2.9057245;      0.0000010;      0.3930939
        2006;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000001;      0.0000000
        2006;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;          11;      0.1557436;      1.7490362;     14.1258841;      9.0221949;      0.0014021;      0.0570194;      2.1197495;      9.0355921;      0.0243369;     30.3885021;      0.0000000;     20.2490826
        2006;          12;      0.0688195;      0.7670456;      7.9123106;      4.5709972;      0.0111909;      0.0687860;      1.3797270;      6.4305978;      0.0155309;     13.3796949;      0.0000000;      8.5979309
        2007;           1;      0.0301019;      0.3343779;      3.8905156;      2.1396036;      0.0090566;      0.0557350;      0.7351909;      3.5291407;      0.0092699;      6.0824556;      0.0000001;      3.2253885
        2007;           2;      0.0299857;      0.3317858;      4.1629443;      2.1227469;      0.0182520;      0.0999532;      0.8279561;      3.5007727;      0.0120312;      6.9914618;      0.0000002;      2.1367805
        2007;           3;      0.0145688;      0.1608314;      1.7128133;      0.8109072;      0.0066449;      0.0706220;      0.2887153;      1.2203379;      0.0086496;      4.1638370;      0.0000007;      0.6894605
        2007;           4;      0.0112721;      0.1241677;      1.0413407;      0.4666517;      0.0005043;      0.0094809;      0.1354290;      0.6205095;      0.0032750;      3.1663680;      0.0000014;      0.3806449
