YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH;Al;R;HR;Si
;;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;no unit;µmol/L;µmol/L;µmol/L;µmol/L
        2005;           1;      4.0540886;      2.5917914;      4.3043256;     17.3387642;      2.1403749;      1.4521763;      1.1684420;     20.3233414;      0.0455972;     26.5371723;      0.0031765;      8.4980469;      0.0000000;      4.4141808;      0.0086814;      0.0000000
        2005;           2;     18.2707100;      8.1494541;      4.1308589;     28.8264294;      4.0815272;      6.9043183;      6.3700967;     35.3415031;      0.2413274;    136.6424103;      0.0013157;      8.8808594;      0.0000000;     22.7511940;      0.0225427;      0.0000000
        2005;           3;     12.7327881;      8.3635616;      3.1686599;     45.5334663;      3.4487283;      5.0791965;      7.3202462;     55.4740715;      0.1592321;     75.3224182;      0.0023186;      8.6347656;      0.0000000;     12.5343800;      0.0193560;      0.0000000
        2005;           4;     27.8722553;     11.2751684;      5.8831320;     30.5207767;      5.6682849;     10.4072304;      9.6807976;     35.7473145;      0.3887525;    179.4639435;      0.0007073;      9.1503906;      0.0000000;     29.8926659;      0.0179922;      0.0000000
        2005;           5;     47.1806793;     17.3756313;     10.2614250;     30.1254616;      8.8708334;     17.3736362;     14.6527100;     34.5973663;      0.6787487;    228.9233551;      0.0003507;      9.4550781;      0.0000000;     38.1410294;      0.0128649;      0.0000000
        2005;           6;     65.5640640;     21.8552208;     13.2970171;     18.7631969;      8.8125696;     21.3488083;     15.8572350;     21.3521366;      0.9981081;    297.3154602;      0.0002469;      9.6074219;      0.0000000;     49.5401459;      0.0124286;      0.0000000
        2005;           7;     93.3484802;     28.9897556;     19.1614189;      6.3412275;     18.0426865;     31.5533504;     24.1964760;      8.1692076;      1.4040749;     63.2334633;      0.0001519;      9.8183594;      0.0000000;     10.5371675;      0.0017432;      0.0000000
        2005;           8;    836.4322510;   2437.7819824;    551.5048218;  22010.4277344;    427.4721680;     43.7783356;   3826.6318359;  24521.1464844;      1.4648763;     15.1040525;   3444.3666992;      2.4628906;      0.0000000;      0.6293111;      1.8880311;      0.0000000
        2005;           9;     76.4728928;     41.2755127;     18.9663048;    179.6792145;      7.9826941;     23.8639088;     28.7693424;    203.3683777;      1.1262550;    261.4442444;      0.0002081;      9.6816406;      0.0000000;     43.5645943;      0.0094487;      0.0000000
