 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      2.4764571;      1.4758735;      1.7011729;      6.8948107;      0.1565565;      0.0476780;      3.6452756;      6.6675568;      0.0503502;      4.6941595;      0.0000000;      0.9164826
        2005;           2;      0.5094208;      0.3033932;      0.3307378;      1.2495754;      0.0492317;      0.0191906;      0.6750959;      1.2916998;      0.0287118;      3.2905312;      0.0000101;      0.0908179
        2005;           3;      1.2072911;      0.7181713;      0.7063193;      2.5438640;      0.0959519;      0.0604618;      1.3004260;      3.6867340;      0.0610607;      6.8363109;      0.0000196;      0.1753965
        2005;           4;      0.6917251;      0.4110790;      0.3383114;      1.1435124;      0.0341140;      0.0222811;      0.5070155;      1.4168404;      0.0391364;      5.7867622;      0.0000332;      0.0955563
        2005;           5;      0.4676992;      0.2777060;      0.1814511;      0.5778763;      0.0020566;      0.0015372;      0.2042319;      0.6151366;      0.0294479;      4.8796926;      0.0000450;      0.0746783
        2005;           6;      0.5574511;      0.3306825;      0.1739622;      0.5230390;      0.0000000;      0.0000000;      0.1644780;      0.4754897;      0.0475455;      6.9634180;      0.0001970;      0.1027987
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000095;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000022;      0.0000000
        2005;           9;      0.3488677;      0.2070041;      0.0808629;      0.2762653;      0.0000000;      0.0000000;      0.0560042;      0.4663172;      0.0150850;      3.1365254;      0.0000399;      0.2002824
        2005;          10;      1.0028605;      0.5945323;      0.2468328;      0.8090296;      0.0153674;      0.0074731;      0.1943730;      1.2022518;      0.0396167;      9.8894072;      0.0000492;      0.4896839
        2005;          11;      3.9814601;      2.3561258;      2.2710557;      7.2782736;      0.1136269;      0.1040380;      4.1968651;     12.6378880;      0.0584640;     18.3327579;      0.0000156;      1.0370367
        2005;          12;      1.8168193;      1.0738592;      1.1300061;      3.6844647;      0.0680406;      0.0648643;      2.2806811;      6.8579559;      0.0375923;      4.6027112;      0.0000091;      0.2933256
        2006;           1;      2.4185591;      1.4263464;      1.6325939;      5.1090250;      0.0716056;      0.1005426;      3.5804062;      8.7846041;      0.0575993;      5.2203269;      0.0000079;      0.2763406
        2006;           2;      0.4975493;      0.2931868;      0.3160791;      0.8791148;      0.0391661;      0.0277526;      0.6498901;      0.9507796;      0.0254823;      3.1528559;      0.0000165;      0.1219179
        2006;           3;      1.0973998;      0.6459466;      0.6646775;      1.8255837;      0.0633535;      0.0666365;      1.3001548;      2.7564969;      0.0397966;      5.3924446;      0.0000157;      0.2231822
        2006;           4;      0.7393374;      0.4347323;      0.3437793;      0.9228075;      0.0309177;      0.0255275;      0.5019072;      1.3947444;      0.0391926;      5.6352315;      0.0000388;      0.1014688
        2006;           5;      0.5030718;      0.2955719;      0.1958235;      0.4815663;      0.0000000;      0.0005087;      0.2257472;      0.5171553;      0.0284997;      5.2531085;      0.0000561;      0.0865284
        2006;           6;      0.5771021;      0.3386046;      0.1689032;      0.3752828;      0.0000000;      0.0000000;      0.1534256;      0.2818535;      0.0661567;      7.8917704;      0.0004768;      0.0968688
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000301;      0.0000000
        2006;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000092;      0.0000000
        2006;           9;      0.3851843;      0.2260978;      0.0924070;      0.2036468;      0.0000000;      0.0000000;      0.0678163;      0.1347322;      0.0237493;      4.7140288;      0.0001760;      0.3030616
        2006;          10;      1.0116843;      0.5932693;      0.2439082;      0.5694280;      0.0146952;      0.0077359;      0.1928274;      0.7014554;      0.0344982;     10.7103882;      0.0000724;      0.5942305
        2006;          11;      4.1768937;      2.4440355;      2.2523670;      5.9840760;      0.1228010;      0.1104609;      4.1178207;     11.1202202;      0.0675742;     20.2255764;      0.0000201;      1.1813042
        2006;          12;      1.8070924;      1.0559318;      1.0928446;      3.1449373;      0.0578296;      0.0701630;      2.1968439;      6.1417732;      0.0392861;      5.0314689;      0.0000113;      0.2937049
        2007;           1;      0.9983316;      0.5828195;      0.5972146;      1.7053586;      0.0364887;      0.0485571;      1.1936170;      3.1228135;      0.0270676;      3.5581470;      0.0000139;      0.2157872
        2007;           2;      1.5513955;      0.9045763;      0.9310341;      2.8164835;      0.0684425;      0.0919485;      1.8538046;      5.3098807;      0.0453383;      5.0666256;      0.0000136;      0.2207994
        2007;           3;      0.8021104;      0.4672087;      0.3914798;      1.1793666;      0.0495207;      0.0486729;      0.6335040;      2.0600367;      0.0435419;      5.0256271;      0.0000313;      0.0937525
        2007;           4;      0.9067755;      0.5276622;      0.4166462;      1.2638810;      0.0349357;      0.0364026;      0.6208082;      2.2549834;      0.0332957;      6.0696902;      0.0000349;      0.1497869
        2007;           5;      0.3755108;      0.2184065;      0.1254450;      0.3796182;      0.0000000;      0.0000000;      0.1233032;      0.6440688;      0.0185600;      3.6463642;      0.0001269;      0.0710700
        2007;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000328;      0.0000000
        2007;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000013;      0.0000000
        2007;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2007;           9;      0.2637331;      0.1534266;      0.0630679;      0.1841189;      0.0000000;      0.0000000;      0.0471459;      0.2476233;      0.0000000;      1.4671969;      0.0000000;      0.1455484
        2007;          10;      1.8421230;      1.0711002;      0.6653913;      1.9928567;      0.0360368;      0.0275036;      0.8105517;      3.4569585;      0.0630124;     12.6421480;      0.0000127;      0.7708226
        2007;          11;      1.0844556;      0.6299759;      0.5826888;      1.5614029;      0.0496352;      0.0405233;      1.0621005;      2.1763933;      0.0397557;      7.4567385;      0.0000230;      0.3956693
        2007;          12;      2.4577782;      1.4259738;      1.3432721;      4.5967903;      0.0602272;      0.0968442;      2.4988616;     10.2756300;      0.0415637;      5.8088665;      0.0000154;      0.3197953
        2008;           1;      1.2450843;      0.7214465;      0.8812986;      2.5589247;      0.1021561;      0.0724508;      2.1116028;      3.6160567;      0.0305828;      3.7014222;      0.0000107;      0.2970987
        2008;           2;      0.7684136;      0.4448430;      0.4581473;      1.2643532;      0.0728172;      0.0501051;      0.9227630;      1.8129718;      0.0320121;      4.1070981;      0.0000195;      0.1720949
        2008;           3;      1.2277416;      0.7100181;      0.6722156;      1.9610010;      0.0990178;      0.0847179;      1.2451724;      3.7620797;      0.0368837;      5.1874065;      0.0000227;      0.2380618
        2008;           4;      0.9748190;      0.5631975;      0.5386868;      1.5075949;      0.0632839;      0.0524090;      0.9883372;      2.5002892;      0.0289213;      5.4117727;      0.0000270;      0.2956886
        2008;           5;      0.0449934;      0.0259852;      0.0155418;      0.0424204;      0.0000000;      0.0000000;      0.0153053;      0.0553544;      0.0035321;      0.5391932;      0.0002256;      0.0125409
        2008;           6;      0.9930202;      0.5729535;      0.3129894;      0.7966176;      0.0000000;      0.0000000;      0.3209748;      0.8876032;      0.0678293;     11.9165373;      0.0002008;      0.3172128
        2008;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000116;      0.0000000
        2008;           8;      0.6852370;      0.3951024;      0.1599063;      0.4636113;      0.0010155;      0.0004800;      0.1199714;      0.8454543;      0.0561825;      7.3096008;      0.0002579;      0.3282718
        2008;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000493;      0.0000000
        2008;          10;      1.5918815;      0.9175544;      0.4715751;      1.3164054;      0.0269541;      0.0187251;      0.4801480;      2.2587225;      0.0528113;     15.3412199;      0.0001136;      1.0160794
        2008;          11;      2.6390085;      1.5191581;      1.2133379;      3.5793467;      0.0736703;      0.0812296;      1.9283415;      6.8301201;      0.0643388;     16.9629364;      0.0000355;      1.0070312
        2008;          12;      1.6768848;      0.9644322;      0.9352890;      2.9837747;      0.0643767;      0.0720189;      1.8043525;      6.1310534;      0.0302801;      5.5376177;      0.0000189;      0.3540108
        2009;           1;      1.2268016;      0.7048249;      0.7284478;      2.3148146;      0.0421170;      0.0652241;      1.5004263;      4.2832513;      0.0312010;      4.3142738;      0.0000199;      0.2397798
        2009;           2;      0.6101832;      0.3502832;      0.3647950;      1.0282913;      0.0534083;      0.0430534;      0.7692928;      1.2288836;      0.0273642;      4.0264101;      0.0000232;      0.1863817
        2009;           3;      0.9499349;      0.5449616;      0.6062256;      1.7592282;      0.0697432;      0.0787437;      1.3320839;      2.0224078;      0.0365849;      5.5220857;      0.0000165;      0.1970955
        2009;           4;      0.6807270;      0.3901869;      0.3340813;      0.9642988;      0.0353819;      0.0321595;      0.5523012;      1.4953008;      0.0267496;      4.8914075;      0.0000435;      0.1559496
        2009;           5;      0.9960301;      0.5704103;      0.4481016;      1.1441644;      0.0100330;      0.0092610;      0.6587352;      1.2601665;      0.0594817;     10.2833433;      0.0000902;      0.2861802
        2009;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000427;      0.0000000
        2009;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2009;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2009;           9;      0.0584381;      0.0334853;      0.0151628;      0.0368854;      0.0000000;      0.0000000;      0.0125435;      0.0275022;      0.0042492;      0.6772279;      0.0001029;      0.0393349
        2009;          10;      1.9804031;      1.1336932;      0.6688625;      1.8992962;      0.0338574;      0.0307308;      0.7935799;      3.5485780;      0.0665338;     16.9423065;      0.0000620;      0.8295090
        2009;          11;      1.6869074;      0.9646221;      0.8075023;      2.3759458;      0.0575512;      0.0604709;      1.3624716;      4.5992246;      0.0492153;     10.0029507;      0.0000298;      0.4622456
