;;Residue+L1+L2+L3;;;;;;;L1+L2+L3;;;;;;;Coarse litter (L1);;;;;;;Fine litter (L2);;;;;;;Humus (L3);;;;;;;
YEAR;Month;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha
        2006;           4;   6214.6972656;    157.7770691;    117.0357895;     22.1526852;     24.4795437;     17.9543381;     13.8914013;   6214.6972656;    157.7770691;    117.0357895;     22.1526852;     24.4795437;     17.9543381;     13.8914013;   2565.1813965;     61.2263908;     47.4644814;      9.1661177;     12.1405525;      7.4310908;      5.3541121;    338.0247498;      9.3626862;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.8686812;   3311.4909668;     87.1879959;     69.5712967;     12.9865665;     12.3389902;     10.5232477;      7.6686068
        2006;           5;   6214.9648438;    157.6614227;    116.0942993;     21.9874992;     24.4401150;     17.8206501;     13.8858747;   6214.9648438;    157.6614227;    116.0942993;     21.9874992;     24.4401150;     17.8206501;     13.8858747;   2541.4062500;     60.3983612;     46.7230835;      9.0382805;     12.1366091;      7.3276658;      5.2802706;    366.4149170;     10.1012058;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.9369921;   3307.1430664;     87.1618500;     69.3712234;     12.9492207;     12.3035049;     10.4929838;      7.6686120
        2006;           6;   6211.7963867;    157.4934692;    115.0821152;     21.8075695;     24.3693638;     17.6750221;     13.8762541;   6211.7963867;    157.4934692;    115.0821152;     21.8075695;     24.3693638;     17.6750221;     13.8762541;   2513.2956543;     59.4866486;     45.9242325;      8.8981743;     12.1036968;      7.2143064;      5.1991944;    395.5433350;     10.8545322;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0066463;   3302.9567871;     87.1522980;     69.1578751;     12.9093962;     12.2656660;     10.4607143;      7.6704130
        2006;           7;   6227.5913086;    157.6972046;    115.0982208;     21.8217735;     24.5075798;     17.6867123;     13.8935108;   6227.5913086;    157.6972046;    115.0982208;     21.8217735;     24.5075798;     17.6867123;     13.8935108;   2526.8637695;     59.6242790;     45.9596634;      8.9159842;     12.2453384;      7.2289195;      5.2100992;    398.1581116;     10.9218826;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0128721;   3302.5698242;     87.1510620;     69.1385651;     12.9057894;     12.2622395;     10.4577932;      7.6705384
        2006;           8;   6254.1586914;    158.0588531;    115.2741470;     21.8718090;     24.7465935;     17.7275314;     13.9233503;   6254.1586914;    158.0588531;    115.2741470;     21.8718090;     24.7465935;     17.7275314;     13.9233503;   2553.4287109;     59.9858398;     46.1355858;      8.9660225;     12.4843578;      7.2697425;      5.2399321;    398.1605835;     10.9219475;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0128779;   3302.5693359;     87.1510620;     69.1385498;     12.9057865;     12.2622375;     10.4577904;      7.6705389
        2006;           9;   6286.9360352;    158.4138794;    114.7508163;     21.8030796;     25.0032787;     17.6723213;     13.9555340;   6286.9360352;    158.4138794;    114.7508163;     21.8030796;     25.0032787;     17.6723213;     13.9555340;   2567.0581055;     59.7803574;     45.7729988;      8.9272938;     12.7695475;      7.2388415;      5.2183075;    420.2090759;     11.4796486;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0643537;   3299.6687012;     87.1538620;     68.9778214;     12.8757839;     12.2337294;     10.4334784;      7.6728730
        2006;          10;   6428.1386719;    160.2517548;    114.9683914;     21.9415150;     26.2235756;     17.7860813;     14.1091595;   6428.1386719;    160.2517548;    114.9683914;     21.9415150;     26.2235756;     17.7860813;     14.1091595;   2688.5192871;     61.0609169;     46.1458702;      9.0947180;     14.0173864;      7.3760891;      5.3185925;    442.5109863;     12.0249243;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1145301;   3297.1083984;     87.1659012;     68.8225327;     12.8467970;     12.2061901;     10.4099903;      7.6760354
        2006;          11;   6472.3540039;    160.7834167;    114.6482315;     21.9161282;     26.5711136;     17.7662983;     14.1552877;   6472.3540039;    160.7834167;    114.6482315;     21.9161282;     26.5711136;     17.7662983;     14.1552877;   2715.7758789;     61.1179733;     45.9581909;      9.0940590;     14.3884239;      7.3763471;      5.3193073;    461.4865112;     12.4829884;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1566327;   3295.0917969;     87.1824722;     68.6900406;     12.8220663;     12.1826916;     10.3899498;      7.6793475
        2006;          12;   6480.6430664;    160.8396912;    114.2076035;     21.8438835;     26.6094913;     17.7075367;     14.1621208;   6480.6430664;    160.8396912;    114.2076035;     21.8438835;     26.6094913;     17.7075367;     14.1621208;   2710.2788086;     60.7882156;     45.6264992;      9.0421495;     14.4461193;      7.3340611;      5.2891836;    476.8225708;     12.8513298;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1904743;   3293.5419922;     87.2001495;     68.5811157;     12.8017340;     12.1633720;     10.3734741;      7.6824632
        2007;           1;   6483.6611328;    160.8306580;    113.7754669;     21.7694149;     26.6045113;     17.6470146;     14.1633902;   6483.6611328;    160.8306580;    113.7754669;     21.7694149;     26.6045113;     17.6470146;     14.1633902;   2700.7504883;     60.4272919;     45.2946358;      8.9864006;     14.4589272;      7.2887101;      5.2567410;    490.6998596;     13.1833591;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2209698;   3292.2104492;     87.2199936;     68.4808273;     12.7830143;     12.1455870;     10.3583050;      7.6856794
        2007;           2;   6486.7441406;    160.8129730;    113.2480621;     21.6781502;     26.5939407;     17.5728512;     14.1644030;   6486.7441406;    160.8129730;    113.2480621;     21.6781502;     26.5939407;     17.5728512;     14.1644030;   2688.6862793;     59.9837685;     44.8896675;      8.9179907;     14.4700680;      7.2330656;      5.2169228;    507.3180542;     13.5790977;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2573025;   3290.7404785;     87.2501144;     68.3584061;     12.7601604;     12.1238728;     10.3397865;      7.6901789
        2007;           3;   6486.6806641;    160.7423553;    112.6017303;     21.5635700;     26.5487499;     17.4797783;     14.1615238;   6486.6806641;    160.7423553;    112.6017303;     21.5635700;     26.5487499;     17.4797783;     14.1615238;   2670.8828125;     59.4125595;     44.3889580;      8.8305931;     14.4507055;      7.1620188;      5.1659956;    526.5914307;     14.0357628;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2992110;   3289.2070312;     87.2940369;     68.2127686;     12.7329760;     12.0980425;     10.3177586;      7.6963181
        2007;           4;   6479.3950195;    160.5734406;    111.9123383;     21.4361801;     26.4396095;     17.3763676;     14.1505346;   6479.3950195;    160.5734406;    111.9123383;     21.4361801;     26.4396095;     17.3763676;     14.1505346;   2646.1987305;     58.7499123;     43.8456688;      8.7304754;     14.3674784;      7.0807095;      5.1075540;    545.3311768;     14.4781389;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.3397950;   3287.8647461;     87.3453903;     68.0666733;     12.7057047;     12.0721321;     10.2956600;      7.7031860
        2007;           5;   6487.1733398;    160.5947876;    111.3818893;     21.3465710;     26.4553223;     17.3038960;     14.1549463;   6487.1733398;    160.5947876;    111.3818893;     21.3465710;     26.4553223;     17.3038960;     14.1549463;   2638.5493164;     58.3332939;     43.4464607;      8.6653633;     14.4064655;      7.0280876;      5.0698409;    561.8182983;     14.8645868;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.3752300;   3286.8056641;     87.3968811;     67.9354248;     12.6812067;     12.0488558;     10.2758083;      7.7098746
        2007;           6;   6496.1269531;    160.6313324;    110.9410858;     21.2731113;     26.4809628;     17.2447510;     14.1601887;   6496.1269531;    160.6313324;    110.9410858;     21.2731113;     26.4809628;     17.2447510;     14.1601887;   2634.4216309;     57.9988441;     43.1180840;      8.6128902;     14.4520483;      6.9859481;      5.0393758;    575.7055054;     15.1878004;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4048516;   3286.0000000;     87.4446640;     67.8230057;     12.6602211;     12.0289154;     10.2588034;      7.7159610
        2007;           7;   6506.3774414;    160.7191162;    110.7440796;     21.2442818;     26.5398464;     17.2216473;     14.1685324;   6506.3774414;    160.7191162;    110.7440796;     21.2442818;     26.5398464;     17.2216473;     14.1685324;   2637.8244629;     57.8929405;     42.9803009;      8.5951176;     14.5214348;      6.9718051;      5.0290709;    582.9623413;     15.3558474;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4202470;   3285.5910645;     87.4703293;     67.7637711;     12.6491652;     12.0184097;     10.2498436;      7.7192144
        2007;           8;   6523.5092773;    160.8849335;    110.5413589;     21.2188110;     26.6500854;     17.2013931;     14.1833992;   6523.5092773;    160.8849335;    110.5413589;     21.2188110;     26.6500854;     17.2013931;     14.1833992;   2646.8073730;     57.8292503;     42.8478203;      8.5827551;     14.6441326;      6.9621720;      5.0218430;    591.5494385;     15.5532207;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4383184;   3285.1525879;     87.5024643;     67.6935349;     12.6360540;     12.0059528;     10.2392197;      7.7232375
        2007;           9;   6556.5874023;    161.1959229;    110.0787430;     21.1566277;     26.8536987;     17.1517639;     14.2115574;   6556.5874023;    161.1959229;    110.0787430;     21.1566277;     26.8536987;     17.1517639;     14.2115574;   2662.0175781;     57.6407852;     42.5374184;      8.5489893;     14.8747454;      6.9355688;      5.0019269;    610.0999756;     15.9731178;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4767145;   3284.4694824;     87.5820007;     67.5413132;     12.6076393;     11.9789553;     10.2161951;      7.7329178
        2007;          10;   6700.0678711;    162.8731384;    110.2626114;     21.2805462;     27.9492531;     17.2545719;     14.3507814;   6700.0678711;    162.8731384;    110.2626114;     21.2805462;     27.9492531;     17.2545719;     14.3507814;   2785.7749023;     58.7890930;     42.8778801;      8.7021360;     15.9980707;      7.0620623;      5.0904160;    630.2926636;     16.4122372;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5167204;   3284.0000000;     87.6718063;     67.3847275;     12.5784092;     11.9511833;     10.1925106;      7.7436457
        2007;          11;   6745.6420898;    163.3631897;    110.0045700;     21.2628651;     28.2548923;     17.2402382;     14.3929052;   6745.6420898;    163.3631897;    110.0045700;     21.2628651;     28.2548923;     17.2402382;     14.3929052;   2815.8161621;     58.8672256;     42.7420769;      8.7072754;     16.3253899;      7.0662184;      5.0930486;    646.0750122;     16.7502804;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5474735;   3283.7500000;     87.7456818;     67.2624817;     12.5555916;     11.9295006;     10.1740179;      7.7523828
        2007;          12;   6753.1269531;    163.3936768;    109.5881348;     21.1921406;     28.2599163;     17.1828671;     14.3973207;   6753.1269531;    163.3936768;    109.5881348;     21.1921406;     28.2599163;     17.1828671;     14.3973207;   2809.8100586;     58.5399704;     42.4329414;      8.6565752;     16.3494415;      7.0250745;      5.0631490;    659.6896362;     17.0400066;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5738146;   3283.6274414;     87.8137054;     67.1551971;     12.5355644;     11.9104738;     10.1577911;      7.7603564
        2008;           1;   6756.0043945;    163.3763733;    109.2065659;     21.1248283;     28.2354736;     17.1282635;     14.3976002;   6756.0043945;    163.3763733;    109.2065659;     21.1248283;     28.2354736;     17.1282635;     14.3976002;   2801.0573730;     58.2140083;     42.1448822;      8.6067209;     16.3415852;      6.9846158;      5.0338078;    671.3552246;     17.2870293;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.5962620;   3283.5922852;     87.8753281;     67.0616760;     12.5181065;     11.8938866;     10.1436462;      7.7675309
        2008;           2;   6759.1533203;    163.3527527;    108.7480392;     21.0437851;     28.2042503;     17.0625191;     14.3977175;   6759.1533203;    163.3527527;    108.7480392;     21.0437851;     28.2042503;     17.0625191;     14.3977175;   2790.3234863;     57.8214760;     41.7990837;      8.5467205;     16.3303528;      6.9359202;      4.9984956;    685.1540527;     17.5774097;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6226329;   3283.6750488;     87.9538574;     66.9489517;     12.4970655;     11.8738956;     10.1265955;      7.7765884
        2008;           3;   6761.5820312;    163.3178711;    108.2643204;     20.9577503;     28.1650257;     16.9927197;     14.3970280;   6761.5820312;    163.3178711;    108.2643204;     20.9577503;     28.1650257;     16.9927197;     14.3970280;   2778.3261719;     57.4026299;     41.4339676;      8.4828243;     16.3121662;      6.8840618;      4.9609027;    699.3662720;     17.8745613;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6496010;   3283.8896484;     88.0406799;     66.8303528;     12.4749279;     11.8528605;     10.1086569;      7.7865224
        2008;           4;   6755.1298828;    163.1666260;    107.6896973;     20.8495140;     28.0485458;     16.9049053;     14.3870573;   6755.1298828;    163.1666260;    107.6896973;     20.8495140;     28.0485458;     16.9049053;     14.3870573;   2756.5341797;     56.8413124;     40.9878311;      8.3985691;     16.2184753;      6.8156829;      4.9114814;    714.3251953;     18.1856651;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6778200;   3284.2697754;     88.1396561;     66.7018661;     12.4509449;     11.8300724;     10.0892229;      7.7977567
        2008;           5;   6769.4252930;    163.2795258;    107.4263382;     20.8098907;     28.1115456;     16.8731766;     14.3976984;   6769.4252930;    163.2795258;    107.4263382;     20.8098907;     28.1115456;     16.8731766;     14.3976984;   2761.0878906;     56.6947556;     40.8065376;      8.3742685;     16.2960300;      6.7963686;      4.8971572;    723.7918701;     18.3809910;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.6955248;   3284.5454102;     88.2037735;     66.6197891;     12.4356232;     11.8155155;     10.0768080;      7.8050156
        2008;           6;   6763.0571289;    163.0635376;    106.5553207;     20.6464291;     27.9430943;     16.7411728;     14.3837252;   6763.0571289;    163.0635376;    106.5553207;     20.6464291;     27.9430943;     16.7411728;     14.3837252;   2731.4455566;     55.8553581;     40.1347160;      8.2479858;     16.1629047;      6.6944904;      4.8231101;    745.9226685;     18.8323860;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7363981;   3285.6896973;     88.3757858;     66.4206161;     12.3984432;     11.7801905;     10.0466814;      7.8242178
        2008;           7;   6781.2475586;    163.2665863;    106.6272812;     20.6701469;     28.0762920;     16.7608471;     14.4002762;   6781.2475586;    163.2665863;    106.6272812;     20.6701469;     28.0762920;     16.7608471;     14.4002762;   2748.8110352;     56.0364838;     40.2137871;      8.2730350;     16.2973690;      6.7152448;      4.8375487;    746.7150879;     18.8484898;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7378557;   3285.7219238;     88.3815994;     66.4134903;     12.3971128;     11.7789268;     10.0456038;      7.8248706
        2008;           8;   6768.0800781;    162.9377289;    105.5164337;     20.4588604;     27.8285809;     16.5900059;     14.3779573;   6768.0800781;    162.9377289;    105.5164337;     20.4588604;     27.8285809;     16.5900059;     14.3779573;   2706.9672852;     54.9381828;     39.3538589;      8.1085844;     16.0941544;      6.5823550;      4.7409644;    773.3474731;     19.3815517;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7860383;   3287.7648926;     88.6180038;     66.1625748;     12.3502769;     11.7344246;     10.0076494;      7.8509550
        2008;           9;   6822.4052734;    163.5454559;    105.7492752;     20.5330410;     28.2295227;     16.6514549;     14.4272308;   6822.4052734;    163.5454559;    105.7492752;     20.5330410;     28.2295227;     16.6514549;     14.4272308;   2759.2958984;     55.4934464;     39.6040268;      8.1859970;     16.4981689;      6.6464252;      4.7851825;    775.2293701;     19.4187164;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.7893933;   3287.8803711;     88.6332932;     66.1452484;     12.3470430;     11.7313538;     10.0050297;      7.8526545
        2008;          10;   6966.7880859;    165.0764771;    105.8878479;     20.6409874;     29.2134266;     16.7427292;     14.5534620;   6966.7880859;    165.0764771;    105.8878479;     20.6409874;     29.2134266;     16.7427292;     14.5534620;   2883.3171387;     56.5123024;     39.9042397;      8.3241167;     17.5107422;      6.7621484;      4.8622627;    794.1266479;     19.7751598;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8214233;   3289.3444824;     88.7890167;     65.9836044;     12.3168697;     11.7026844;      9.9805794;      7.8697753
        2008;          11;   7009.4111328;    165.4693909;    105.5590897;     20.6046982;     29.4405231;     16.7137737;     14.5875664;   7009.4111328;    165.4693909;    105.5590897;     20.6046982;     29.4405231;     16.7137737;     14.5875664;   2908.4938965;     56.4713440;     39.7130241;      8.3135023;     17.7622318;      6.7539983;      4.8547535;    810.1869507;     20.0726604;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8481075;   3290.7302246;     88.9253693;     65.8460617;     12.2911968;     11.6782913;      9.9597759;      7.8847060
        2008;          12;   7018.1069336;    165.5069885;    105.2253265;     20.5479240;     29.4427872;     16.6678944;     14.5922003;   7018.1069336;    165.5069885;    105.2253265;     20.5479240;     29.4427872;     16.6678944;     14.5922003;   2905.3972168;     56.2162590;     39.4732361;      8.2742691;     17.7811642;      6.7223334;      4.8313007;    820.9883423;     20.2712021;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8659004;   3291.7221680;     89.0195312;     65.7520905;     12.2736540;     11.6616240;      9.9455614;      7.8950005
        2009;           1;   7018.7451172;    165.4494476;    104.8243484;     20.4740887;     29.3805847;     16.6080971;     14.5892706;   7018.7451172;    165.4494476;    104.8243484;     20.4740887;     29.3805847;     16.6080971;     14.5892706;   2893.6030273;     55.8498077;     39.1724167;      8.2191305;     17.7367268;      6.6776853;      4.7987084;    832.2745972;     20.4771633;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.8843439;   3292.8671875;     89.1224823;     65.6519318;     12.2549572;     11.6438599;      9.9304132;      7.9062171
        2009;           2;   7021.6909180;    165.4155426;    104.4145508;     20.4000111;     29.3329220;     16.5481319;     14.5883427;   7021.6909180;    165.4155426;    104.4145508;     20.4000111;     29.3329220;     16.5481319;     14.5883427;   2883.4841309;     55.4910660;     38.8689766;      8.1649065;     17.7079239;      6.6338048;      4.7665753;    844.0263062;     20.6898422;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.9033716;   3294.1809082;     89.2346268;     65.5455780;     12.2351046;     11.6249971;      9.9143248;      7.9183965
        2009;           3;   7023.4379883;    165.3634033;    103.9686584;     20.3185902;     29.2716122;     16.4821987;     14.5860853;   7023.4379883;    165.3634033;    103.9686584;     20.3185902;     29.2716122;     16.4821987;     14.5860853;   2871.3234863;     55.0928459;     38.5376320;      8.1048660;     17.6669331;      6.5852008;      4.7310443;    856.4061279;     20.9118919;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.9232175;   3295.7089844;     89.3586731;     65.4310226;     12.2137222;     11.6046820;      9.8969984;      7.9318237
