"","Wood_80","Bark_80","Branch_80","Fol_DW_min_80","Fol_DW_max_80","YEAR"
"46",1122.921633,143.4470748,24.65496599,948.5437823,1185.679728,2113
"47",1113.95619,143.4470748,22.41360544,950.3368707,1187.921088,2114
"48",1087.059864,138.9643537,24.65496599,952.1299592,1190.162449,2115
"49",1073.611701,136.7229932,24.65496599,953.9230476,1192.40381,2116
"50",1073.611701,136.7229932,24.65496599,957.5092245,1196.886531,2117
"51",1096.025306,138.9643537,22.41360544,959.3023129,1199.127891,2118
"52",1096.025306,136.7229932,24.65496599,962.8884898,1203.610612,2119
"53",1071.37034,134.4816327,22.41360544,964.6815782,1205.851973,2120
"54",1073.611701,136.7229932,24.65496599,966.4746667,1208.093333,2121
"55",1073.611701,134.4816327,22.41360544,968.2677551,1210.334694,2122
"56",1039.991293,129.9989116,24.65496599,971.853932,1214.817415,2123
"57",1069.12898,134.4816327,24.65496599,973.6470204,1217.058776,2124
"58",1069.12898,132.2402721,24.65496599,977.2331973,1221.541497,2125
"59",1087.059864,134.4816327,24.65496599,979.0262857,1223.782857,2126
"60",1024.301769,127.757551,24.65496599,980.8193741,1226.024218,2127
"61",1080.335782,132.2402721,24.65496599,984.405551,1230.506939,2128
"62",1055.680816,129.9989116,24.65496599,986.1986395,1232.748299,2129
"63",1107.232109,134.4816327,24.65496599,989.7848163,1237.23102,2130
"64",1028.78449,125.5161905,26.89632653,991.5779048,1239.472381,2131
"65",1073.611701,129.9989116,22.41360544,995.1640816,1243.955102,2132
"66",1073.611701,129.9989116,24.65496599,996.9571701,1246.196463,2133
"67",1089.301224,129.9989116,26.89632653,1000.543347,1250.679184,2134
"68",1010.853605,123.2748299,22.41360544,1002.336435,1252.920544,2135
"69",1022.060408,125.5161905,24.65496599,1004.129524,1255.161905,2136
"70",1073.611701,127.757551,24.65496599,1007.715701,1259.644626,2137
"71",1042.232653,123.2748299,24.65496599,1009.508789,1261.885986,2138
"72",1004.129524,121.0334694,22.41360544,1013.094966,1266.368707,2139
"73",1022.060408,123.2748299,24.65496599,1014.888054,1268.610068,2140
"74",1051.198095,123.2748299,24.65496599,1016.681143,1270.851429,2141
"75",1042.232653,123.2748299,22.41360544,1020.26732,1275.33415,2142
"76",1053.439456,121.0334694,24.65496599,1022.060408,1277.57551,2143
"77",1064.646259,125.5161905,24.65496599,1025.646585,1282.058231,2144
"78",1048.956735,121.0334694,22.41360544,1027.439673,1284.299592,2145
"79",1140.852517,127.757551,26.89632653,1029.232762,1286.540952,2146
"80",1107.232109,125.5161905,24.65496599,1032.818939,1291.023673,2147
"81",0,0,0,0,0,2148
"82",0,0,0,0,0,2149
"83",23.25411565,0,0.280170068,0.560340136,0.560340136,2150
"84",23.25411565,0,0.280170068,0.560340136,0.560340136,2151
"85",46.50823129,0,0.560340136,1.681020408,1.681020408,2152
"86",46.50823129,0,0.560340136,2.80170068,2.80170068,2153
"87",46.50823129,0,0.560340136,4.482721088,4.482721088,2154
"88",356.3763265,4.482721088,8.965442177,22.41360544,22.41360544,2155
"89",508.7888435,11.20680272,26.89632653,51.55129252,51.55129252,2156
"90",593.9605442,26.89632653,58.27537415,103.102585,103.102585,2157
"91",620.8568707,47.06857143,87.41306122,170.3434014,170.3434014,2158
"92",625.3395918,69.48217687,116.5507483,248.7910204,248.7910204,2159
"93",618.6155102,94.13714286,136.7229932,333.9627211,333.9627211,2160
"94",632.0636735,116.5507483,152.412517,333.514449,416.8930612,2161
"95",654.4772789,136.7229932,159.1365986,399.8587211,499.8234014,2162
"96",697.0631293,154.6538776,156.8952381,462.6168163,578.2710204,2163
"97",750.8557823,168.1020408,154.6538776,519.9956463,649.9945578,2164
"98",802.4070748,181.5502041,143.4470748,570.2021224,712.7526531,2165
"99",862.9238095,188.2742857,132.2402721,615.0293333,768.7866667,2166
"100",918.9578231,192.7570068,123.2748299,654.4772789,818.0965986,2167
"101",983.9572789,197.2397279,112.0680272,690.3390476,862.9238095,2168
"102",1033.267211,199.4810884,100.8612245,720.821551,901.0269388,2169
"103",1075.853061,199.4810884,94.13714286,747.7178776,934.6473469,2170
"104",1134.128435,201.722449,85.17170068,771.0280272,963.785034,2171
"105",1149.817959,197.2397279,73.96489796,790.752,988.44,2172
"106",1176.714286,192.7570068,71.72353741,808.6828844,1010.853605,2173
"107",1217.058776,194.9983673,64.99945578,823.0275918,1028.78449,2174
"108",1237.23102,192.7570068,60.51673469,837.3722993,1046.715374,2175
"109",1252.920544,188.2742857,56.03401361,849.9239184,1062.404898,2176
"110",1246.196463,183.7915646,53.79265306,862.4755374,1078.094422,2177
"111",1250.679184,181.5502041,47.06857143,871.4409796,1089.301224,2178
"112",1252.920544,179.3088435,44.82721088,880.4064218,1100.508027,2179
"113",1255.161905,177.067483,42.58585034,887.5787755,1109.473469,2180
"114",1273.092789,174.8261224,40.3444898,894.7511293,1118.438912,2181
"115",1261.885986,172.5847619,38.10312925,901.923483,1127.404354,2182
"116",1268.610068,170.3434014,38.10312925,907.3027483,1134.128435,2183
"117",1241.713741,165.8606803,33.62040816,912.6820136,1140.852517,2184
"118",1201.369252,161.3779592,31.37904762,916.2681905,1145.335238,2185
"119",1208.093333,159.1365986,33.62040816,921.6474558,1152.05932,2186
"120",1212.576054,159.1365986,29.13768707,925.2336327,1156.542041,2187
"121",1199.127891,154.6538776,29.13768707,928.8198095,1161.024762,2188
"122",1210.334694,156.8952381,29.13768707,932.4059864,1165.507483,2189
"123",1183.438367,152.412517,26.89632653,935.9921633,1169.990204,2190
"124",1169.990204,152.412517,26.89632653,939.5783401,1174.472925,2191
"125",1129.645714,145.6884354,24.65496599,941.3714286,1176.714286,2192
"126",1147.576599,147.9297959,22.41360544,943.164517,1178.955646,2193
"127",1136.369796,143.4470748,22.41360544,944.9576054,1181.197007,2194
"128",1122.921633,143.4470748,24.65496599,948.5437823,1185.679728,2195
"129",1113.95619,143.4470748,22.41360544,950.3368707,1187.921088,2196
"130",1087.059864,138.9643537,24.65496599,952.1299592,1190.162449,2197
"131",1073.611701,136.7229932,24.65496599,953.9230476,1192.40381,2198
"132",1073.611701,136.7229932,24.65496599,957.5092245,1196.886531,2199
"133",1096.025306,138.9643537,22.41360544,959.3023129,1199.127891,2200
"134",1096.025306,136.7229932,24.65496599,962.8884898,1203.610612,2201
"135",1071.37034,134.4816327,22.41360544,964.6815782,1205.851973,2202
"136",1073.611701,136.7229932,24.65496599,966.4746667,1208.093333,2203
"137",1073.611701,134.4816327,22.41360544,968.2677551,1210.334694,2204
"138",1039.991293,129.9989116,24.65496599,971.853932,1214.817415,2205
"139",1069.12898,134.4816327,24.65496599,973.6470204,1217.058776,2206
"140",1069.12898,132.2402721,24.65496599,977.2331973,1221.541497,2207
"141",1087.059864,134.4816327,24.65496599,979.0262857,1223.782857,2208
"142",1024.301769,127.757551,24.65496599,980.8193741,1226.024218,2209
"143",1080.335782,132.2402721,24.65496599,984.405551,1230.506939,2210
"144",1055.680816,129.9989116,24.65496599,986.1986395,1232.748299,2211
"145",1107.232109,134.4816327,24.65496599,989.7848163,1237.23102,2212
"146",1028.78449,125.5161905,26.89632653,991.5779048,1239.472381,2213
"147",1073.611701,129.9989116,22.41360544,995.1640816,1243.955102,2214
"148",1073.611701,129.9989116,24.65496599,996.9571701,1246.196463,2215
"149",1089.301224,129.9989116,26.89632653,1000.543347,1250.679184,2216
"150",1010.853605,123.2748299,22.41360544,1002.336435,1252.920544,2217
"151",1022.060408,125.5161905,24.65496599,1004.129524,1255.161905,2218
"152",1073.611701,127.757551,24.65496599,1007.715701,1259.644626,2219
"153",1042.232653,123.2748299,24.65496599,1009.508789,1261.885986,2220
"154",1004.129524,121.0334694,22.41360544,1013.094966,1266.368707,2221
"155",1022.060408,123.2748299,24.65496599,1014.888054,1268.610068,2222
"156",1051.198095,123.2748299,24.65496599,1016.681143,1270.851429,2223
"157",1042.232653,123.2748299,22.41360544,1020.26732,1275.33415,2224
"158",1053.439456,121.0334694,24.65496599,1022.060408,1277.57551,2225
"159",1064.646259,125.5161905,24.65496599,1025.646585,1282.058231,2226
"160",1048.956735,121.0334694,22.41360544,1027.439673,1284.299592,2227
"161",1140.852517,127.757551,26.89632653,1029.232762,1286.540952,2228
"162",1107.232109,125.5161905,24.65496599,1032.818939,1291.023673,2229
"163",0,0,0,0,0,2230
"164",0,0,0,0,0,2231
"165",23.25411565,0,0.280170068,0.560340136,0.560340136,2232
"166",23.25411565,0,0.280170068,0.560340136,0.560340136,2233
"167",46.50823129,0,0.560340136,1.681020408,1.681020408,2234
"168",46.50823129,0,0.560340136,2.80170068,2.80170068,2235
"169",46.50823129,0,0.560340136,4.482721088,4.482721088,2236
"170",356.3763265,4.482721088,8.965442177,22.41360544,22.41360544,2237
"171",508.7888435,11.20680272,26.89632653,51.55129252,51.55129252,2238
"172",593.9605442,26.89632653,58.27537415,103.102585,103.102585,2239
"173",620.8568707,47.06857143,87.41306122,170.3434014,170.3434014,2240
"174",625.3395918,69.48217687,116.5507483,248.7910204,248.7910204,2241
"175",618.6155102,94.13714286,136.7229932,333.9627211,333.9627211,2242
"176",632.0636735,116.5507483,152.412517,333.514449,416.8930612,2243
"177",654.4772789,136.7229932,159.1365986,399.8587211,499.8234014,2244
"178",697.0631293,154.6538776,156.8952381,462.6168163,578.2710204,2245
"179",750.8557823,168.1020408,154.6538776,519.9956463,649.9945578,2246
"180",802.4070748,181.5502041,143.4470748,570.2021224,712.7526531,2247
"181",862.9238095,188.2742857,132.2402721,615.0293333,768.7866667,2248
"182",918.9578231,192.7570068,123.2748299,654.4772789,818.0965986,2249
"183",983.9572789,197.2397279,112.0680272,690.3390476,862.9238095,2250
"184",1033.267211,199.4810884,100.8612245,720.821551,901.0269388,2251
"185",1075.853061,199.4810884,94.13714286,747.7178776,934.6473469,2252
"186",1134.128435,201.722449,85.17170068,771.0280272,963.785034,2253
"187",1149.817959,197.2397279,73.96489796,790.752,988.44,2254
"188",1176.714286,192.7570068,71.72353741,808.6828844,1010.853605,2255
"189",1217.058776,194.9983673,64.99945578,823.0275918,1028.78449,2256
"190",1237.23102,192.7570068,60.51673469,837.3722993,1046.715374,2257
"191",1252.920544,188.2742857,56.03401361,849.9239184,1062.404898,2258
"192",1246.196463,183.7915646,53.79265306,862.4755374,1078.094422,2259
"193",1250.679184,181.5502041,47.06857143,871.4409796,1089.301224,2260
"194",1252.920544,179.3088435,44.82721088,880.4064218,1100.508027,2261
"195",1255.161905,177.067483,42.58585034,887.5787755,1109.473469,2262
"196",1273.092789,174.8261224,40.3444898,894.7511293,1118.438912,2263
"197",1261.885986,172.5847619,38.10312925,901.923483,1127.404354,2264
"198",1268.610068,170.3434014,38.10312925,907.3027483,1134.128435,2265
"199",1241.713741,165.8606803,33.62040816,912.6820136,1140.852517,2266
"200",1201.369252,161.3779592,31.37904762,916.2681905,1145.335238,2267
"201",1208.093333,159.1365986,33.62040816,921.6474558,1152.05932,2268
"202",1212.576054,159.1365986,29.13768707,925.2336327,1156.542041,2269
"203",1199.127891,154.6538776,29.13768707,928.8198095,1161.024762,2270
"204",1210.334694,156.8952381,29.13768707,932.4059864,1165.507483,2271
"205",1183.438367,152.412517,26.89632653,935.9921633,1169.990204,2272
"206",1169.990204,152.412517,26.89632653,939.5783401,1174.472925,2273
"207",1129.645714,145.6884354,24.65496599,941.3714286,1176.714286,2274
"208",1147.576599,147.9297959,22.41360544,943.164517,1178.955646,2275
"209",1136.369796,143.4470748,22.41360544,944.9576054,1181.197007,2276
"210",1122.921633,143.4470748,24.65496599,948.5437823,1185.679728,2277
"211",1113.95619,143.4470748,22.41360544,950.3368707,1187.921088,2278
"212",1087.059864,138.9643537,24.65496599,952.1299592,1190.162449,2279
"213",1073.611701,136.7229932,24.65496599,953.9230476,1192.40381,2280
"214",1073.611701,136.7229932,24.65496599,957.5092245,1196.886531,2281
"215",1096.025306,138.9643537,22.41360544,959.3023129,1199.127891,2282
"216",1096.025306,136.7229932,24.65496599,962.8884898,1203.610612,2283
"217",1071.37034,134.4816327,22.41360544,964.6815782,1205.851973,2284
"218",1073.611701,136.7229932,24.65496599,966.4746667,1208.093333,2285
"219",1073.611701,134.4816327,22.41360544,968.2677551,1210.334694,2286
"220",1039.991293,129.9989116,24.65496599,971.853932,1214.817415,2287
"221",1069.12898,134.4816327,24.65496599,973.6470204,1217.058776,2288
"222",1069.12898,132.2402721,24.65496599,977.2331973,1221.541497,2289
"223",1087.059864,134.4816327,24.65496599,979.0262857,1223.782857,2290
"224",1024.301769,127.757551,24.65496599,980.8193741,1226.024218,2291
"225",1080.335782,132.2402721,24.65496599,984.405551,1230.506939,2292
"226",1055.680816,129.9989116,24.65496599,986.1986395,1232.748299,2293
"227",1107.232109,134.4816327,24.65496599,989.7848163,1237.23102,2294
"228",1028.78449,125.5161905,26.89632653,991.5779048,1239.472381,2295
"229",1073.611701,129.9989116,22.41360544,995.1640816,1243.955102,2296
"230",1073.611701,129.9989116,24.65496599,996.9571701,1246.196463,2297
"231",1089.301224,129.9989116,26.89632653,1000.543347,1250.679184,2298
"232",1010.853605,123.2748299,22.41360544,1002.336435,1252.920544,2299
"233",1022.060408,125.5161905,24.65496599,1004.129524,1255.161905,2300
"234",1073.611701,127.757551,24.65496599,1007.715701,1259.644626,2301
"235",1042.232653,123.2748299,24.65496599,1009.508789,1261.885986,2302
"236",1004.129524,121.0334694,22.41360544,1013.094966,1266.368707,2303
"237",1022.060408,123.2748299,24.65496599,1014.888054,1268.610068,2304
"238",1051.198095,123.2748299,24.65496599,1016.681143,1270.851429,2305
"239",1042.232653,123.2748299,22.41360544,1020.26732,1275.33415,2306
"240",1053.439456,121.0334694,24.65496599,1022.060408,1277.57551,2307
"241",1064.646259,125.5161905,24.65496599,1025.646585,1282.058231,2308
"242",1048.956735,121.0334694,22.41360544,1027.439673,1284.299592,2309
"243",1140.852517,127.757551,26.89632653,1029.232762,1286.540952,2310
"244",1107.232109,125.5161905,24.65496599,1032.818939,1291.023673,2311
"245",0,0,0,0,0,2312
"246",0,0,0,0,0,2313
"247",23.25411565,0,0.280170068,0.560340136,0.560340136,2314
"248",23.25411565,0,0.280170068,0.560340136,0.560340136,2315
"249",46.50823129,0,0.560340136,1.681020408,1.681020408,2316
"250",46.50823129,0,0.560340136,2.80170068,2.80170068,2317
"251",46.50823129,0,0.560340136,4.482721088,4.482721088,2318
"252",356.3763265,4.482721088,8.965442177,22.41360544,22.41360544,2319
"253",508.7888435,11.20680272,26.89632653,51.55129252,51.55129252,2320
"254",593.9605442,26.89632653,58.27537415,103.102585,103.102585,2321
"255",620.8568707,47.06857143,87.41306122,170.3434014,170.3434014,2322
"256",625.3395918,69.48217687,116.5507483,248.7910204,248.7910204,2323
"257",618.6155102,94.13714286,136.7229932,333.9627211,333.9627211,2324
"258",632.0636735,116.5507483,152.412517,333.514449,416.8930612,2325
"259",654.4772789,136.7229932,159.1365986,399.8587211,499.8234014,2326
"260",697.0631293,154.6538776,156.8952381,462.6168163,578.2710204,2327
"261",750.8557823,168.1020408,154.6538776,519.9956463,649.9945578,2328
"262",802.4070748,181.5502041,143.4470748,570.2021224,712.7526531,2329
"263",862.9238095,188.2742857,132.2402721,615.0293333,768.7866667,2330
"264",918.9578231,192.7570068,123.2748299,654.4772789,818.0965986,2331
"265",983.9572789,197.2397279,112.0680272,690.3390476,862.9238095,2332
"266",1033.267211,199.4810884,100.8612245,720.821551,901.0269388,2333
"267",1075.853061,199.4810884,94.13714286,747.7178776,934.6473469,2334
"268",1134.128435,201.722449,85.17170068,771.0280272,963.785034,2335
"269",1149.817959,197.2397279,73.96489796,790.752,988.44,2336
"270",1176.714286,192.7570068,71.72353741,808.6828844,1010.853605,2337
"271",1217.058776,194.9983673,64.99945578,823.0275918,1028.78449,2338
"272",1237.23102,192.7570068,60.51673469,837.3722993,1046.715374,2339
"273",1252.920544,188.2742857,56.03401361,849.9239184,1062.404898,2340
"274",1246.196463,183.7915646,53.79265306,862.4755374,1078.094422,2341
"275",1250.679184,181.5502041,47.06857143,871.4409796,1089.301224,2342
"276",1252.920544,179.3088435,44.82721088,880.4064218,1100.508027,2343
"277",1255.161905,177.067483,42.58585034,887.5787755,1109.473469,2344
"278",1273.092789,174.8261224,40.3444898,894.7511293,1118.438912,2345
"279",1261.885986,172.5847619,38.10312925,901.923483,1127.404354,2346
"280",1268.610068,170.3434014,38.10312925,907.3027483,1134.128435,2347
"281",1241.713741,165.8606803,33.62040816,912.6820136,1140.852517,2348
"282",1201.369252,161.3779592,31.37904762,916.2681905,1145.335238,2349
"283",1208.093333,159.1365986,33.62040816,921.6474558,1152.05932,2350
"284",1212.576054,159.1365986,29.13768707,925.2336327,1156.542041,2351
"285",1199.127891,154.6538776,29.13768707,928.8198095,1161.024762,2352
"286",1210.334694,156.8952381,29.13768707,932.4059864,1165.507483,2353
"287",1183.438367,152.412517,26.89632653,935.9921633,1169.990204,2354
"288",1169.990204,152.412517,26.89632653,939.5783401,1174.472925,2355
"289",1129.645714,145.6884354,24.65496599,941.3714286,1176.714286,2356
"290",1147.576599,147.9297959,22.41360544,943.164517,1178.955646,2357
"291",1136.369796,143.4470748,22.41360544,944.9576054,1181.197007,2358
"292",1122.921633,143.4470748,24.65496599,948.5437823,1185.679728,2359
"293",1113.95619,143.4470748,22.41360544,950.3368707,1187.921088,2360
"294",1087.059864,138.9643537,24.65496599,952.1299592,1190.162449,2361
"295",1073.611701,136.7229932,24.65496599,953.9230476,1192.40381,2362
"296",1073.611701,136.7229932,24.65496599,957.5092245,1196.886531,2363
"297",1096.025306,138.9643537,22.41360544,959.3023129,1199.127891,2364
"298",1096.025306,136.7229932,24.65496599,962.8884898,1203.610612,2365
"299",1071.37034,134.4816327,22.41360544,964.6815782,1205.851973,2366
"300",1073.611701,136.7229932,24.65496599,966.4746667,1208.093333,2367
"301",1073.611701,134.4816327,22.41360544,968.2677551,1210.334694,2368
"302",1039.991293,129.9989116,24.65496599,971.853932,1214.817415,2369
"303",1069.12898,134.4816327,24.65496599,973.6470204,1217.058776,2370
"304",1069.12898,132.2402721,24.65496599,977.2331973,1221.541497,2371
"305",1087.059864,134.4816327,24.65496599,979.0262857,1223.782857,2372
"306",1024.301769,127.757551,24.65496599,980.8193741,1226.024218,2373
"307",1080.335782,132.2402721,24.65496599,984.405551,1230.506939,2374
"308",1055.680816,129.9989116,24.65496599,986.1986395,1232.748299,2375
"309",1107.232109,134.4816327,24.65496599,989.7848163,1237.23102,2376
"310",1028.78449,125.5161905,26.89632653,991.5779048,1239.472381,2377
"311",1073.611701,129.9989116,22.41360544,995.1640816,1243.955102,2378
"312",1073.611701,129.9989116,24.65496599,996.9571701,1246.196463,2379
"313",1089.301224,129.9989116,26.89632653,1000.543347,1250.679184,2380
"314",1010.853605,123.2748299,22.41360544,1002.336435,1252.920544,2381
"315",1022.060408,125.5161905,24.65496599,1004.129524,1255.161905,2382
"316",1073.611701,127.757551,24.65496599,1007.715701,1259.644626,2383
"317",1042.232653,123.2748299,24.65496599,1009.508789,1261.885986,2384
"318",1004.129524,121.0334694,22.41360544,1013.094966,1266.368707,2385
"319",1022.060408,123.2748299,24.65496599,1014.888054,1268.610068,2386
"320",1051.198095,123.2748299,24.65496599,1016.681143,1270.851429,2387
"321",1042.232653,123.2748299,22.41360544,1020.26732,1275.33415,2388
"322",1053.439456,121.0334694,24.65496599,1022.060408,1277.57551,2389
"323",1064.646259,125.5161905,24.65496599,1025.646585,1282.058231,2390
"324",1048.956735,121.0334694,22.41360544,1027.439673,1284.299592,2391
"325",1140.852517,127.757551,26.89632653,1029.232762,1286.540952,2392
"326",1107.232109,125.5161905,24.65496599,1032.818939,1291.023673,2393
"327",0,0,0,0,0,2394
"328",0,0,0,0,0,2395
"329",23.25411565,0,0.280170068,0.560340136,0.560340136,2396
"330",23.25411565,0,0.280170068,0.560340136,0.560340136,2397
"331",46.50823129,0,0.560340136,1.681020408,1.681020408,2398
"332",46.50823129,0,0.560340136,2.80170068,2.80170068,2399
"333",46.50823129,0,0.560340136,4.482721088,4.482721088,2400
"334",356.3763265,4.482721088,8.965442177,22.41360544,22.41360544,2401
"335",508.7888435,11.20680272,26.89632653,51.55129252,51.55129252,2402
"336",593.9605442,26.89632653,58.27537415,103.102585,103.102585,2403
"337",620.8568707,47.06857143,87.41306122,170.3434014,170.3434014,2404
"338",625.3395918,69.48217687,116.5507483,248.7910204,248.7910204,2405
"339",618.6155102,94.13714286,136.7229932,333.9627211,333.9627211,2406
"340",632.0636735,116.5507483,152.412517,333.514449,416.8930612,2407
"341",654.4772789,136.7229932,159.1365986,399.8587211,499.8234014,2408
"342",697.0631293,154.6538776,156.8952381,462.6168163,578.2710204,2409
"343",750.8557823,168.1020408,154.6538776,519.9956463,649.9945578,2410
"344",802.4070748,181.5502041,143.4470748,570.2021224,712.7526531,2411
"345",862.9238095,188.2742857,132.2402721,615.0293333,768.7866667,2412
"346",918.9578231,192.7570068,123.2748299,654.4772789,818.0965986,2413
"347",983.9572789,197.2397279,112.0680272,690.3390476,862.9238095,2414
"348",1033.267211,199.4810884,100.8612245,720.821551,901.0269388,2415
"349",1075.853061,199.4810884,94.13714286,747.7178776,934.6473469,2416
"350",1134.128435,201.722449,85.17170068,771.0280272,963.785034,2417
"351",1149.817959,197.2397279,73.96489796,790.752,988.44,2418
"352",1176.714286,192.7570068,71.72353741,808.6828844,1010.853605,2419
"353",1217.058776,194.9983673,64.99945578,823.0275918,1028.78449,2420
"354",1237.23102,192.7570068,60.51673469,837.3722993,1046.715374,2421
"355",1252.920544,188.2742857,56.03401361,849.9239184,1062.404898,2422
"356",1246.196463,183.7915646,53.79265306,862.4755374,1078.094422,2423
"357",1250.679184,181.5502041,47.06857143,871.4409796,1089.301224,2424
"358",1252.920544,179.3088435,44.82721088,880.4064218,1100.508027,2425
"359",1255.161905,177.067483,42.58585034,887.5787755,1109.473469,2426
"360",1273.092789,174.8261224,40.3444898,894.7511293,1118.438912,2427
"361",1261.885986,172.5847619,38.10312925,901.923483,1127.404354,2428
"362",1268.610068,170.3434014,38.10312925,907.3027483,1134.128435,2429
"363",1241.713741,165.8606803,33.62040816,912.6820136,1140.852517,2430
"364",1201.369252,161.3779592,31.37904762,916.2681905,1145.335238,2431
"365",1208.093333,159.1365986,33.62040816,921.6474558,1152.05932,2432
"366",1212.576054,159.1365986,29.13768707,925.2336327,1156.542041,2433
"367",1199.127891,154.6538776,29.13768707,928.8198095,1161.024762,2434
"368",1210.334694,156.8952381,29.13768707,932.4059864,1165.507483,2435
"369",1183.438367,152.412517,26.89632653,935.9921633,1169.990204,2436
"370",1169.990204,152.412517,26.89632653,939.5783401,1174.472925,2437
"371",1129.645714,145.6884354,24.65496599,941.3714286,1176.714286,2438
"372",1147.576599,147.9297959,22.41360544,943.164517,1178.955646,2439
"373",1136.369796,143.4470748,22.41360544,944.9576054,1181.197007,2440
"374",1122.921633,143.4470748,24.65496599,948.5437823,1185.679728,2441
"375",1113.95619,143.4470748,22.41360544,950.3368707,1187.921088,2442
"376",1087.059864,138.9643537,24.65496599,952.1299592,1190.162449,2443
"377",1073.611701,136.7229932,24.65496599,953.9230476,1192.40381,2444
"378",1073.611701,136.7229932,24.65496599,957.5092245,1196.886531,2445
"379",1096.025306,138.9643537,22.41360544,959.3023129,1199.127891,2446
"380",1096.025306,136.7229932,24.65496599,962.8884898,1203.610612,2447
"381",1071.37034,134.4816327,22.41360544,964.6815782,1205.851973,2448
"382",1073.611701,136.7229932,24.65496599,966.4746667,1208.093333,2449
"383",1073.611701,134.4816327,22.41360544,968.2677551,1210.334694,2450
"384",1039.991293,129.9989116,24.65496599,971.853932,1214.817415,2451
"385",1069.12898,134.4816327,24.65496599,973.6470204,1217.058776,2452
"386",1069.12898,132.2402721,24.65496599,977.2331973,1221.541497,2453
"387",1087.059864,134.4816327,24.65496599,979.0262857,1223.782857,2454
"388",1024.301769,127.757551,24.65496599,980.8193741,1226.024218,2455
"389",1080.335782,132.2402721,24.65496599,984.405551,1230.506939,2456
"390",1055.680816,129.9989116,24.65496599,986.1986395,1232.748299,2457
"391",1107.232109,134.4816327,24.65496599,989.7848163,1237.23102,2458
"392",1028.78449,125.5161905,26.89632653,991.5779048,1239.472381,2459
"393",1073.611701,129.9989116,22.41360544,995.1640816,1243.955102,2460
"394",1073.611701,129.9989116,24.65496599,996.9571701,1246.196463,2461
"395",1089.301224,129.9989116,26.89632653,1000.543347,1250.679184,2462
"396",1010.853605,123.2748299,22.41360544,1002.336435,1252.920544,2463
