2.651851852;5.892592593;9.118518519;3.992592593
2.385185185;5.688888889;9.022222222;3.459259259
2.9;6.018518519;9.118518519;3.818518519
2.848148148;6.048148148;9.233333333;4.085185185
2.496296296;5.796296296;9.140740741;3.277777778
2.240740741;5.444444444;8.648148148;3.414814815
2.814814815;5.862962963;8.92962963;3.940740741
3.037037037;6.237037037;9.437037037;4.27037037
3.174074074;6.355555556;9.533333333;4.537037037
2.985185185;6.381481481;9.774074074;4.588888889
2.82962963;6.159259259;9.492592593;4.292592593
2.277777778;5.866666667;9.466666667;4.081481481
2.074074074;5.477777778;8.922222222;3.466666667
2.522222222;5.803703704;9.077777778;3.703703704
2.166666667;5.607407407;9.02962963;3.540740741
1.788888889;5.222222222;8.674074074;3.214814815
2.159259259;5.811111111;9.444444444;3.822222222
2.67037037;6.448148148;10.20740741;3.97037037
2.892592593;6.592592593;10.31481481;4.3
2.822222222;6.37037037;9.911111111;4.085185185
2.392592593;6.151851852;9.92962963;3.77037037
2.744444444;6.144444444;9.559259259;3.874074074
2.992592593;6.425925926;9.840740741;4.385185185
3.174074074;6.425925926;9.707407407;4.259259259
3.048148148;6.503703704;9.937037037;4.218518519
2.744444444;6.262962963;9.777777778;4.17037037
2.562962963;6.137037037;9.714814815;4.011111111
2.644444444;6.262962963;9.874074074;4.103703704
3.174074074;6.666666667;10.18148148;4.188888889
2.57037037;6.67037037;10.78148148;4.155555556
2.681481481;6.422222222;10.16296296;3.977777778
2.185185185;6.466666667;10.77037037;3.296296296
1.951851852;6.259259259;10.56666667;2.574074074
2.192592593;6.507407407;10.81851852;2.8
1.681481481;6.140740741;10.61111111;2.714814815
1.248148148;6.062962963;10.87037037;2.048148148
1.451851852;6.22962963;11;2.511111111
2.222222222;6.822222222;11.43703704;3.018518519
2;6.611111111;11.19259259;2.488888889
1.866666667;6.325925926;10.78888889;2.666666667
1.974074074;6.559259259;11.13703704;2.803703704
2.474074074;6.748148148;11.03703704;3.040740741
2.981481481;7.296296296;11.6037037;3.944444444
2.874074074;7.411111111;11.97407407;3.733333333
2.4;6.681481481;10.96666667;3.877777778
2.481481481;6.718518519;10.95185185;3.811111111
