"";"YEAR";"N_UP";"Ca_UP";"Mg_UP";"K_UP";"S_UP";"P_UP";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_Minz";"Ca_Minz";"Mg_Minz";"K_Minz";"S_Minz";"P_Minz";"N_SOMZ";"Ca_SOMZ";"Mg_SOMZ";"K_SOMZ";"S_SOMZ";"P_SOMZ";"N_MinSUM";"P_MinSUM";"S_MinSUM"
"1";2005;46,5855331;20,6149712;4,9024796;24,0008469;6,0985904;4,7420201;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;29,4778957;12,9689007;3,4392321;3,2336314;3,1609852;0,2278494;35,6494827;-0,0052856;-0,0032054;-0,0051564;4,3834929;5,3029861;65,1273784;5,5308355;7,5444781
"2";2006;46,618576;23,1760406;5,0641289;24,2490902;6,4752021;5,1087036;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;23,3827915;9,447031;2,5980089;4,0659313;2,2198153;0,2172129;24,6852074;-0,0101905;-0,00618;-0,0099414;4,5150609;5,2470284;48,0679989;5,4642413;6,7348762
"3";2007;46,633522;23,0256424;5,0696926;24,3757858;6,5739837;5,0947318;29,3624172;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;25,0051479;9,5380793;2,6908839;5,3561587;2,1806748;0,2353481;21,9559288;-0,0116277;-0,0070515;-0,0113434;4,5562663;5,1177959;46,9610767;5,353144;6,7369411
"4";2008;46,7455292;22,7974072;5,0891876;24,60219;6,7184362;5,0893888;29,3624096;8,5099993;2,7432952;11,0944862;1,6400273;3,4504182;26,3043442;9,5962896;2,7629828;6,415647;2,1442988;0,2498484;20,6670284;-0,0120976;-0,0073365;-0,0118019;4,5921354;5,0794878;46,9713726;5,3293362;6,7364342
"5";2009;46,6718674;22,5377216;5,0891633;24,7169113;6,7850041;5,0689516;29,3624172;8,5099993;2,7432952;11,0944834;1,6400273;3,4504182;27,3324814;9,6252594;2,8173916;7,2846112;2,1096618;0,2613573;19,791151;-0,0122805;-0,0074474;-0,0119803;4,5857172;5,0470314;47,1236324;5,3083887;6,695379
"6";2010;46,5055885;22,2040501;5,0771523;24,7713985;6,8319826;5,0381665;29,3624172;8,5099983;2,7432954;11,0944834;1,6400273;3,4045944;28,1406364;9,6316423;2,8576217;7,9969268;2,0768275;0,2702216;19,1502399;-0,0123753;-0,0075049;-0,0120728;4,5592608;5,0115666;47,2908763;5,2817882;6,6360883
"7";2011;46,2480812;21,9465313;5,0596557;24,7707825;6,7965159;5,0073829;28,9855003;8,5100021;2,7432959;11,0944881;1,6400278;3,3529251;28,7459621;9,6208048;2,8865361;8,5804777;2,0458186;0,2765251;18,56637;-0,0121067;-0,0075435;-0,0121349;4,4734807;4,9794612;47,3123321;5,2559863;6,5192993
"8";2012;45,9568443;21,4794388;5,0329132;24,7195301;6,7968102;4,9678912;28,554409;8,5099983;2,7375779;11,0367537;1,6400267;3,3113906;29,1417809;9,5970602;2,9060905;9,05443;2,016628;0,2807391;18,0444775;-0,0112176;-0,0075737;-0,0121834;4,3899307;4,9395652;47,1862584;5,2203043;6,4065587
"9";2013;45,8283043;21,3025723;5,0204501;24,6979446;6,7984285;4,949698;28,3551369;8,5100012;2,7112784;10,9286051;1,6400275;3,2932017;29,3767796;9,5638542;2,9162595;9,4286375;1,9892246;0,2834476;17,6912937;-0,0107498;-0,0074316;-0,0122238;4,3096991;4,9220819;47,0680733;5,2055295;6,2989237
"10";2014;45,6997528;19,0370045;5,0089116;24,6848145;6,8000474;4,9315033;28,1921806;8,5099993;2,6911557;10,8425522;1,6400275;3,2782764;29,5097637;9,5239391;2,9171095;9,7167625;1,9635595;0,2851499;17,4241371;-0,0105419;-0,0072808;-0,0122584;4,226263;4,9048023;46,9339008;5,1899522;6,1898225
"11";2015;45,6983566;12,6847935;5,007288;24,7220268;6,8629041;4,921154;28,1735363;8,5099993;2,6865849;10,817771;1,6400275;3,2794995;29,5743561;9,4794922;2,9122446;9,9406281;1,9395717;0,2861494;17,280674;-0,0103866;-0,0072372;-0,0122885;4,1532431;4,8955526;46,8550301;5,181702;6,0928148
"12";2016;45,4608116;12,3761387;4,9439974;24,261898;6,8120327;4,8962336;28,3687782;8,2478304;2,6958983;10,8632145;1,6400275;3,307569;29,6145191;9,4153147;2,9055381;10,1231003;1,9171913;0,2868516;17,0465107;-0,0104112;-0,0072256;-0,0123148;4,100884;4,8715706;46,6610298;5,1584222;6,0180753
"13";2017;41,4712791;12,0493622;4,4297395;22,3295097;4,8007216;4,6793346;16,9913406;4,8005519;1,6104649;6,4930477;0,9771197;1,9834802;29,1936741;9,1811199;2,8550332;10,1017036;1,8697248;0,2837658;16,340147;-0,0104187;-0,0073682;-0,0123342;3,1437185;4,6553459;45,5338211;4,9391117;5,0134433
"14";2018;29,6216621;11,5151901;3,366209;17,5729198;4,4817653;3,1868308;17,0697384;4,7075982;1,6142048;6,5112958;0,9771197;1,9947518;27,2828598;8,5059338;2,663563;9,4885702;1,7382112;0,2673858;8,7747831;-0,0103377;-0,0075266;-0,0122946;2,9783862;3,1844208;36,0576429;3,4518066;4,7165974
"15";2019;28,2802467;10,9617147;3,2575829;17,1089573;4,1827426;3,0525789;17,1329479;4,6342649;1,6172202;6,5260086;0,9771197;2,0038397;25,7026882;7,9268656;2,5042405;8,9846849;1,6278272;0,2536006;6,7013755;-0,0101962;-0,0075708;-0,0122314;2,8180952;3,0467327;32,4040637;3,3003333;4,4459224
"16";2020;27,0741005;10,4535799;3,1541479;16,6584206;3,8940306;2,9326859;17,1860371;4,5702252;1,6197529;6,5383649;0,97712;2,0114715;24,3942623;7,4300742;2,3714728;8,5704384;1,5350118;0,2420303;6,1337996;-0,0096764;-0,0075562;-0,0121702;2,6546476;2,92998;30,5280619;3,1720103;4,1896594
"17";2021;26,3247757;9,9286718;3,0943513;16,4106655;3,7658978;2,8526793;17,2305622;4,5099969;1,6218768;6,5487304;0,9771203;2,0178721;23,3093662;7,0028882;2,2606628;8,2297659;1,4568179;0,2322936;6,1462226;-0,0093147;-0,0075296;-0,0121167;2,5709054;2,856576;29,4555888;3,0888696;4,0277233
"18";2022;26,3372898;9,5483379;3,0891194;16,4161053;3,6693053;2,8632941;17,2689247;4,4477253;1,6237062;6,5576577;0,9771197;2,0233877;22,4085598;6,633779;2,1680229;7,9495134;1,3908072;0,2240778;6,7243509;-0,009171;-0,0075033;-0,0120714;2,5201721;2,8646438;29,1329107;3,0887216;3,9109793
"19";2023;25,4925404;9,2229767;3,0239716;16,1277523;3,5271537;2,7739005;17,3011513;4,3920693;1,6252438;6,5651588;0,97712;2,0280201;21,6594791;6,3131943;2,0904379;7,7188945;1,3349591;0,2171258;6,8046312;-0,0091061;-0,0074801;-0,0120333;2,4571865;2,7756948;28,4641103;2,9928206;3,7921456
"20";2024;25,1137676;8,9177818;2,9882977;15,9877234;3,3596206;2,7445199;17,3286343;4,3441949;1,6265546;6,571558;0,9771202;2,0319715;21,03545;6,0344501;2,0253313;7,5290241;1,2875993;0,211225;6,8752952;-0,0090515;-0,0074604;-0,0118536;2,3968117;2,7471712;27,9107452;2,9583962;3,684411
"21";2025;24,5325947;8,6736288;2,938771;15,771986;3,1960051;2,6903493;17,3521099;4,3033037;1,6276748;6,5770226;0,9771203;2,035347;20,5146484;5,791903;1,9705827;7,3726382;1,2473404;0,2062006;6,7537384;-0,0087519;-0,0074437;-0,0116299;2,3343711;2,6941121;27,2683868;2,9003127;3,5817115
"22";2026;0;0;0;0;0;0;0;0;0;0;0;0;18,6449413;5,2279916;1,7899791;6,7003751;1,1323509;0,1897599;-2,4020121;-0,0105099;-0,0074177;-0,0117191;1,857687;0,0663886;16,2429292;0,2561485;2,9900379
"23";2027;0;0;0;0;0;0;0;0;0;0;0;0;15,4701157;4,3565702;1,487648;5,5297885;0,9450714;0,1614294;-5,9365039;-0,0116292;-0,0073461;-0,0117572;1,8512592;0,0460991;9,5336118;0,2075285;2,7963306
"24";2028;0;0,0049906;0,0023961;0,0228004;0;0;0;0;0;0;0;0;12,8459482;3,6347499;1,237553;4,5646672;0,7898205;0,1375898;-6,6932273;-0,0118384;-0,0072619;-0,011665;1,8452332;0,0424991;6,1527209;0,1800889;2,6350537
"25";2029;0;0,0104164;0,005001;0,0475888;0;0;0;0;0;0;0;0;10,6761026;3,0364823;1,0305711;3,7688725;0,661031;0,1175854;-6,6204267;-0,0118076;-0,0071839;-0,0115516;1,8393221;0,0434406;4,0556759;0,161026;2,5003531
"26";2030;0;0,0158421;0,007606;0,0723772;0;0;0;0;0;0;0;0;8,8811617;2,5402861;0,8591815;3,1126242;0,5541114;0,1007696;-6,2620354;-0,0117224;-0,0071155;-0,011445;1,8334156;0,0453791;2,6191263;0,1461487;2,387527
"27";2031;0;0,0212679;0,010211;0,0971657;0;0;0;0;0;0;0;0;7,3956604;2,1284406;0,7171823;2,571388;0,4652734;0,0866072;-5,8460708;-0,0116327;-0,0070564;-0,011351;1,8275331;0,0477238;1,5495896;0,134331;2,2928065
"28";2032;0;0,0266936;0,0128159;0,1219541;0;0;0;0;0;0;0;0;6,1656117;1,7863272;0,599459;2,1249475;0,3913913;0,0746552;-5,4545522;-0,0115509;-0,0070055;-0,0112693;1,8215454;0,049773;0,7110595;0,1244282;2,2129367
"29";2033;0;0,0520818;0,0250051;0,2379441;0;0;0;0;0;0;0;0;5,1465058;1,5018843;0,5017931;1,756645;0,3298849;0,0645467;-5,1011028;-0,0114787;-0,0069613;-0,0111983;1,8154907;0,0518038;0,0454030000000003;0,1163505;2,1453756
"30";2034;0;0,0948062;0,0455177;0,4331375;0;0;0;0;0;0;0;0;4,3016334;1,2651565;0,420705;1,4527535;0,2786245;0,0559778;-4,7877274;-0,0114154;-0,0069228;-0,0111365;1,8095746;0,0536131;-0,486094;0,1095909;2,0881991
"31";2035;0;5,2250085;0,0816584;0,7770458;0,0123715;0;0;0;0;0;0;0;3,6007159;1,0679276;0,3533235;1,2019622;0,2358518;0,0486963;-4,5070782;-0,0103548;-0,0068891;-0,0110822;1,8034866;0,0552008;-0,9063623;0,1038971;2,0393384
"32";2036;0;3,2514126;0,1295876;1,2331311;2,6635921;0;0;0;0;0;0;0;3,0187774;0,9034128;0,2972796;0,9949498;0,2001143;0,042493;-4,267705;-0,0084152;-0,0068592;-0,0110341;2,0748663;0,0562162;-1,2489276;0,0987092;2,2749806
"33";2037;0;2,9770732;0,1859186;1,7691653;2,7674894;0;0;0;0;0;0;0;2,5352137;0,7660096;0,2506181;0,824035;0,1702122;0,0371941;-4,0577197;-0,0070557;-0,0068326;-0,0109913;2,0848713;0,0575085;-1,522506;0,0947026;2,2550835
"34";2038;0;2,8901911;0,2177121;2,0717068;2,111402;0;0;0;0;0;0;0;2,1330204;0,6510895;0,2117248;0,6828874;0,1451539;0,0326554;-3,8793919;-0,0064409;-0,0068088;-0,0109529;2,0045536;0,0588562;-1,7463715;0,0915116;2,1497075
"35";2039;0;2,9113562;0,2251537;2,1425192;0,5536715;0;7,6060753;2,1023231;0,7106266;2,8739295;0,4248348;0,8938007;2,4261746;0,7287193;0,2379412;0,8035811;0,159197;0,0340847;-3,7702582;-0,0060255;-0,0067922;-0,0109263;1,7793062;0,0598716;-1,3440836;0,0939563;1,9385032
"36";2040;0;3,0655038;0,2221381;2,1138244;0,6344797;0;7,6060719;2,0430005;0,7106264;2,873929;0,4248347;0,8938003;3,3766456;0,9831953;0,3256957;1,1718234;0,2101863;0,0415291;-3,8699083;-0,0057649;-0,0067984;-0,0109363;1,7729213;0,0603516;-0,4932627;0,1018807;1,9831076
"37";2041;0;3,2816412;0,2334728;2,2216833;0,7240652;0;7,6060753;1,9834566;0,7106268;2,8739305;0,4248349;0,8938007;4,1566443;1,1806097;0,3976331;1,4749068;0,2518592;0,0476739;-4,0736156;-0,0057035;-0,0068123;-0,0109587;1,7667376;0,0605732;0,0830286999999998;0,1082471;2,0185968
"38";2042;0;3,4899759;1,106634;2,4095879;0,7671664;0;9,5075951;2,4184296;0,8882834;3,5924122;0,5310435;1,1172512;4,9534502;1,3724079;0,4712374;1,7836573;0,294653;0,0540372;-4,2810631;-0,0057193;-0,0068269;-0,0109821;1,7607021;0,060647;0,6723871;0,1146842;2,0553551
"39";2043;0;3,6991615;1,4277688;7,0494709;0,8100029;0;11,4091167;2,8430262;1,0659399;4,3108954;0,6372523;1,3407012;5,9423723;1,6050398;0,5628761;2,1643736;0,3483396;0,0621865;-4,5106854;-0,0058368;-0,0068453;-0,0110118;1,754566;0,0603332;1,4316869;0,1225197;2,1029056
"40";2044;10,6198635;3,9641247;1,5304315;7,4999356;0,846376;0;15,2121553;3,7260432;1,4212536;5,7478609;0,8496698;1,7876017;7,2467675;1,9083678;0,6840639;2,6637173;0,4197914;0,0731781;-1,6267213;-0,0059474;-0,0068705;-0,0110522;1,7485737;0,0600747;5,6200462;0,1332528;2,1683651
"41";2045;14,3743849;4,2843971;1,6618589;7,8850822;0,9183232;1,6693529;17,4939804;4,2216797;1,6344419;6,6100407;0,9771205;2,0557423;8,8636875;2,2808125;0,8345167;3,2806206;0,5088282;0,0870747;2,1840115;-0,0060105;-0,0069061;-0,0111096;1,7424376;1,6772915;11,047699;1,7643662;2,2512658
"42";2046;16,4746609;4,6003304;1,8100395;8,5011158;1,035182;1,9260319;17,4939766;4,1693301;1,6344414;6,6100407;0,9771203;2,0557427;10,4073792;2,6287062;0,978187;3,8693755;0,5938911;0,1005436;4,1221046;-0,0061056;-0,0069478;-0,0111766;1,7362299;1,9426062;14,5294838;2,0431498;2,330121
"43";2047;18,3258266;4,8918495;1,9395845;9,1140461;1,143666;2,1429086;16,0341969;3,7862535;1,4980559;6,0584679;0,8955849;1,8842018;11,6772442;2,9063301;1,0963262;4,3542228;0,6637633;0,1117515;5,2700796;-0,0062185;-0,0069868;-0,0112393;1,7301656;2,1622829;16,9473238;2,2740344;2,3939289
"44";2048;20,002861;5,117444;2,0363941;9,7340651;1,2458062;2,3389301;16,0335464;3,7619917;1,4979951;6,0582213;0,8955483;1,8841251;12,464447;3,0678747;1,1694182;4,6562948;0,7067707;0,1188599;6,2385254;-0,0064376;-0,0070168;-0,0112877;1,7241731;2,3612273;18,7029724;2,4800872;2,4309438
