"";"id";"YEAR";"Month";"Ca";"Mg";"K";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si";"H";"pH";"R";"HR";"Date";"group_id"
"290";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;2;1,4168535;1,0146934;1,6090612;2,3658288;0,0455016;0,0610486;1,7859221;4,8220863;0,0386301;9,4166002;2,69e-05;0,8606156;NA;NA;NA;NA;2007-02-01;3
"291";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;3;0,560202;0,4011513;0,5356927;0,7872266;0,0136588;0,0163151;0,4983442;1,5004892;0,0304851;5,8277116;6,58e-05;0,4100029;NA;NA;NA;NA;2007-03-01;3
"292";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;4;0,6499749;0,465434;0,5325765;0,786531;0;0;0,4130467;1,5080746;0,0195974;7,7745867;9,78e-05;0,620699;NA;NA;NA;NA;2007-04-01;3
"293";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;5;0,0620104;0,0443981;0,0388874;0,0577112;0;0;0,0207144;0,1119923;0,0028544;0,9452742;0,000503;0,083154;NA;NA;NA;NA;2007-05-01;3
"294";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;6;0;0;0;0;0;0;0;0;0;0;0,0001792;0;NA;NA;NA;NA;2007-06-01;3
"295";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;7;0;0;0;0;0;0;0;0;0;0;0,0001474;0;NA;NA;NA;NA;2007-07-01;3
"296";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;8;0;0;0;0;0;0;0;0;0;0;0,0001023;0;NA;NA;NA;NA;2007-08-01;3
"297";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;9;0;0;0;0;0;0;0;0;0;0;0,0001004;0;NA;NA;NA;NA;2007-09-01;3
"298";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;10;0,8376301;0,6004469;0,4811077;0,7310256;0;0;0,2658057;1,8042777;0,0249629;11,2648067;0,0002954;3,6377716;NA;NA;NA;NA;2007-10-01;3
"299";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;11;1,8904864;1,3554592;1,3651856;2,0867014;0,0085018;0,0074445;0,9585888;4,4012995;0,0322353;23,4806862;0,0001198;6,5294294;NA;NA;NA;NA;2007-11-01;3
"300";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2007;12;3,0077155;2,1568105;2,8913829;4,4616551;0,0444342;0,0635862;2,7094762;10,7479267;0,0386144;22,1401958;4,15e-05;5,0224957;NA;NA;NA;NA;2007-12-01;3
"301";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;1;1,6047159;1,1506959;1,9391477;2,9978435;0,0708125;0,0600908;2,286689;5,9921379;0,0288506;8,8479223;2,2e-05;1,5528092;NA;NA;NA;NA;2008-01-01;3
"302";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;2;0,7662781;0,5494438;0,8938966;1,3813111;0,0427093;0,0314133;1,0167923;2,3290122;0,0281202;6,2342615;3,14e-05;0,6712192;NA;NA;NA;NA;2008-02-01;3
"303";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;3;0,9249524;0,6632191;1,0119607;1,5680636;0,0557658;0,0447444;1,0773965;2,7654736;0,0289727;7,9927821;3,5e-05;0,7589852;NA;NA;NA;NA;2008-03-01;3
"304";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;4;0,7969196;0,5714152;0,8258556;1,2826127;0;0;0,8176045;2,1376231;0,0179456;8,1219463;4,45e-05;0,860233;NA;NA;NA;NA;2008-04-01;3
"305";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;5;0,0051677;0,0037046;0,0039752;0,006178;0;0;0,0025282;0,009471;0,0003771;0,081099;0,0002758;0,0081834;NA;NA;NA;NA;2008-05-01;3
"306";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;6;0;0;0;0;0;0;0;0;0;0;0,0001741;0;NA;NA;NA;NA;2008-06-01;3
"307";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;7;0;0;0;0;0;0;0;0;0;0;6,25e-05;0;NA;NA;NA;NA;2008-07-01;3
"308";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;8;0;0;0;0;0;0;0;0;0;0;4,66e-05;0;NA;NA;NA;NA;2008-08-01;3
"309";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;9;0;0;0;0;0;0;0;0;0;0;4,27e-05;0;NA;NA;NA;NA;2008-09-01;3
"310";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;10;0;0;0;0;0;0;0;0;0;0;0,0003623;0;NA;NA;NA;NA;2008-10-01;3
"311";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;11;4,2602687;3,0596507;2,8444045;4,5896254;0,0071817;0,0087504;1,8460844;8,9895878;0,0550415;59,0037842;0,0001724;12,0601988;NA;NA;NA;NA;2008-11-01;3
"312";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2008;12;2,556283;1,8362938;2,2757652;3,6892319;0,0301677;0,0331996;1,9718802;7,6589823;0,0281366;25,6463852;5,74e-05;4,6342573;NA;NA;NA;NA;2008-12-01;3
"313";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;1;1,4871479;1,0683216;1,573488;2,553478;0,0280251;0,0371927;1,6211631;5,2267222;0,028477;11,5206928;3,77e-05;1,7446134;NA;NA;NA;NA;2009-01-01;3
"314";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;2;0,6519403;0,4683223;0,6928946;1,1249284;0,0202636;0,0196263;0,7160497;2,013756;0,0215819;5,9619217;3,84e-05;0,7053806;NA;NA;NA;NA;2009-02-01;3
"315";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;3;1,1050745;0,7938312;1,2404358;2,0142419;0,0433427;0,046076;1,3525863;3,3007934;0,030805;10,2041864;3,56e-05;1,0496991;NA;NA;NA;NA;2009-03-01;3
"316";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;4;0,5694584;0,4090574;0,5525342;0,8976037;0;0;0,5062636;1,3900491;0,0186519;6,8784533;7,95e-05;0,6883826;NA;NA;NA;NA;2009-04-01;3
"317";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;5;0,7730704;0,5552332;0,5874433;0,9577027;0;0;0,4046271;1,3179214;0,0312119;12,3659363;0,0002487;1,0695249;NA;NA;NA;NA;2009-05-01;3
"318";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;6;0;0;0;0;0;0;0;0;0;0;4,74e-05;0;NA;NA;NA;NA;2009-06-01;3
"319";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;7;0;0;0;0;0;0;0;0;0;0;1,7e-05;0;NA;NA;NA;NA;2009-07-01;3
"320";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;8;0;0;0;0;0;0;0;0;0;0;9,3e-06;0;NA;NA;NA;NA;2009-08-01;3
"321";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;9;0;0;0;0;0;0;0;0;0;0;7,7e-06;0;NA;NA;NA;NA;2009-09-01;3
"322";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;10;0,6598496;0,4743906;0,427105;0,710365;0;0;0,2651905;1,3205945;0,0102932;8,8129644;0,0001014;3,2536762;NA;NA;NA;NA;2009-10-01;3
"323";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;11;2,2059302;1,586297;1,8538756;3,082885;0,0204861;0,0220245;1,5072563;5,8166909;0,0432266;26,15942;7,58e-05;7,0473852;NA;NA;NA;NA;2009-11-01;3
"324";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2009;12;1,4018885;1,0082008;1,4370967;2,3882146;0,0265474;0,0342894;1,4317554;4,7354827;0,021941;12,139719;3,93e-05;2,7324619;NA;NA;NA;NA;2009-12-01;3
"325";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;1;1,4279753;1,02693;1,552398;2,5714607;0,036122;0,0541853;1,6414512;4,7715259;0,0453717;12,4892654;3,69e-05;1,5107536;NA;NA;NA;NA;2010-01-01;3
"326";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;2;0,8976882;0,6455513;0,9356255;1,5458736;0,0262082;0,0384686;0,947719;2,7235692;0,03551;9,0137024;4,77e-05;0,7173312;NA;NA;NA;NA;2010-02-01;3
"327";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;3;1,3671218;0,9831195;1,4164394;2,3363597;0,056139;0,0725846;1,4246533;4,5161858;0,0392556;12,4350376;5,01e-05;0,9273953;NA;NA;NA;NA;2010-03-01;3
"328";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;4;1,3152788;0,9457438;1,2818711;2,1099761;0;0;1,1951336;4,4529719;0,0271888;12,0697613;6,55e-05;1,0550625;NA;NA;NA;NA;2010-04-01;3
"329";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;5;0,4493581;0,3230732;0,3611139;0,5949917;0;0;0,2611685;1,1992726;0,0116564;5,6010766;0,0001422;0,563276;NA;NA;NA;NA;2010-05-01;3
"330";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;6;1,269858;0,9128612;0,8470379;1,4005979;0;0;0,5334543;2,582865;0,0640841;19,3812561;0,0004648;1,770148;NA;NA;NA;NA;2010-06-01;3
"331";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;7;0;0;0;0;0;0;0;0;0;0;0,0001534;0;NA;NA;NA;NA;2010-07-01;3
"332";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;8;0;0;0;0;0;0;0;0;0;0;9,48e-05;0;NA;NA;NA;NA;2010-08-01;3
"333";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;9;0;0;0;0;0;0;0;0;0;0;0,0001332;0;NA;NA;NA;NA;2010-09-01;3
"334";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;10;1,524808;1,0972497;0,9671177;1,6304798;0;0;0,5897749;3,3675313;0,0265366;21,572567;0,0002199;4,994699;NA;NA;NA;NA;2010-10-01;3
"335";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;11;2,3280194;1,6755191;2,0257506;3,4007528;0,0222355;0,0207597;1,7109112;5,5548363;0,0413198;30,2316284;7,61e-05;5,6008272;NA;NA;NA;NA;2010-11-01;3
"336";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2010;12;2,5198174;1,8137323;2,6689963;4,46872;0,0468683;0,0703739;2,7492173;9,4907856;0,044518;19,1297321;3,85e-05;2,6527553;NA;NA;NA;NA;2010-12-01;3
"337";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;1;1,1549248;0,8312763;1,3639942;2,2742894;0,0453226;0,0448002;1,5673215;4,0794044;0,0323844;8,9434233;3,08e-05;0,9577121;NA;NA;NA;NA;2011-01-01;3
"338";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;2;0,7678945;0,5526949;0,934429;1,5532494;0,0490757;0,0389348;1,1057278;2,5037558;0,0234043;6,3667831;3,06e-05;0,6352682;NA;NA;NA;NA;2011-02-01;3
"339";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;3;1,729497;1,2448254;2,0961609;3,4722383;0,1305245;0,1148206;2,4713295;6,2362423;0,0444003;12,392375;3,02e-05;1,0629611;NA;NA;NA;NA;2011-03-01;3
"340";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;4;1,0566911;0,7605578;1,2402492;2,0476363;0;0;1,3958745;3,4457004;0,0199966;9,2624264;3,66e-05;1,0112792;NA;NA;NA;NA;2011-04-01;3
"341";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;5;0,0035102;0,0025262;0,0032136;0,0052999;0;0;0,0024893;0,0078776;0,000106;0,0501934;0,00011;0,0063343;NA;NA;NA;NA;2011-05-01;3
"342";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;6;0;0;0;0;0;0;0;0;0;0;0,0004624;0;NA;NA;NA;NA;2011-06-01;3
"343";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;7;0;0;0;0;0;0;0;0;0;0;8,72e-05;0;NA;NA;NA;NA;2011-07-01;3
"344";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;8;0;0;0;0;0;0;0;0;0;0;5,79e-05;0;NA;NA;NA;NA;2011-08-01;3
"345";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;9;0;0;0;0;0;0;0;0;0;0;5,84e-05;0;NA;NA;NA;NA;2011-09-01;3
"346";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;10;0,2389892;0,1721151;0,1289673;0,2167521;0;0;0,0666308;0,3721128;0,0109934;4,1284938;0,0005792;1,0459286;NA;NA;NA;NA;2011-10-01;3
"347";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;11;3,2645898;2,3519976;2,3689661;3,9866934;0,0070285;0,0075296;1,6701642;6,5612922;0,0380673;48,4384041;0,0001457;10,7209101;NA;NA;NA;NA;2011-11-01;3
"348";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2011;12;1,6355608;1,1784892;1,5743582;2,644067;0,0208752;0,0223545;1,4741203;4,6303334;0,024159;18,2443733;5,45e-05;3,6668403;NA;NA;NA;NA;2011-12-01;3
"349";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;1;1,7920005;1,2912078;2,1460111;3,5893552;0,0422366;0,0601017;2,4947045;6,6644883;0,0360891;13,0723162;3,02e-05;1,9803796;NA;NA;NA;NA;2012-01-01;3
"350";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;2;0,6510788;0,4690941;0,773647;1,2890233;0,0243829;0,0238917;0,8946609;1,9937985;0,0261842;6,2412047;3,83e-05;0,6448975;NA;NA;NA;NA;2012-02-01;3
"351";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;3;1,6039629;1,1556073;2,0822153;3,4540169;0,0813648;0,0897043;2,6330326;5,4368248;0,0384193;12,2000599;2,83e-05;1,1608726;NA;NA;NA;NA;2012-03-01;3
"352";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;4;0,8456221;0,6091887;0,915753;1,5127679;0;0;0,9477597;2,2370479;0,0334238;9,9280396;6,19e-05;0,8028505;NA;NA;NA;NA;2012-04-01;3
"353";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;5;0,5597561;0,4031838;0,4674099;0,772453;0;0;0,3509146;1,0382204;0,0214355;8,8874159;0,0002195;0,7897687;NA;NA;NA;NA;2012-05-01;3
"354";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;6;0;0;0;0;0;0;0;0;0;0;4,11e-05;0;NA;NA;NA;NA;2012-06-01;3
"355";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;7;0;0;0;0;0;0;0;0;0;0;1,09e-05;0;NA;NA;NA;NA;2012-07-01;3
"356";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;8;0;0;0;0;0;0;0;0;0;0;6,1e-06;0;NA;NA;NA;NA;2012-08-01;3
"357";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;9;0;0;0;0;0;0;0;0;0;0;4,7e-06;0;NA;NA;NA;NA;2012-09-01;3
"358";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;10;2,5252104;1,8206195;1,7844229;3,0006499;0,0014822;0,0018795;1,2204585;5,4890475;0,0639245;36,5361595;0,0001727;7,8398476;NA;NA;NA;NA;2012-10-01;3
"359";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;11;2,729239;1,967815;2,5782058;4,3132381;0,0351176;0,0414989;2,3759282;8,1075382;0,0555535;30,3447628;6,81e-05;4,8840222;NA;NA;NA;NA;2012-11-01;3
"360";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2012;12;2,271435;1,6376842;2,702076;4,4976568;0,0598794;0,0813811;3,1316924;8,8883562;0,0420136;15,3977013;3,31e-05;1,9323394;NA;NA;NA;NA;2012-12-01;3
"361";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;1;0,6737102;0,4857353;0,7988846;1,3276532;0,0181277;0,0248826;0,925929;2,5359721;0,0184331;4,8605542;3,29e-05;0,620787;NA;NA;NA;NA;2013-01-01;3
"362";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;2;0,4805754;0,3464699;0,5171066;0,8574657;0,0127241;0,0158913;0,543063;1,5167397;0,0212547;4,7895489;5,01e-05;0,4681573;NA;NA;NA;NA;2013-02-01;3
"363";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;3;0,6075527;0,4380041;0,5929167;0,9824113;0,0167015;0,0187305;0,5627367;1,6008173;0,0270512;7,3424888;7,76e-05;0,6144487;NA;NA;NA;NA;2013-03-01;3
"364";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;4;0,8474917;0,6109459;0,7170721;1,1891838;0;0;0,5755619;2,0235426;0,0294678;11,5941486;0,0001573;0,9077712;NA;NA;NA;NA;2013-04-01;3
"365";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;5;0,2341859;0,1688226;0,165487;0,2762015;0;0;0,1033524;0,509944;0;3,3477933;0,0001899;0,3299215;NA;NA;NA;NA;2013-05-01;3
"366";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;6;0,0276965;0,0199626;0,0153171;0,025686;0;0;0,0075966;0,0440535;0,0025544;0,4924206;0,0012576;0,048345;NA;NA;NA;NA;2013-06-01;3
"367";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;7;0;0;0;0;0;0;0;0;0;0;0,0007483;0;NA;NA;NA;NA;2013-07-01;3
"368";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;8;0;0;0;0;0;0;0;0;0;0;0,0007573;0;NA;NA;NA;NA;2013-08-01;3
"369";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;9;0,8345413;0,6020908;0,4395179;0,7514543;0;0;0,213014;1,4402485;0;13,6955128;0,0004517;2,7107902;NA;NA;NA;NA;2013-09-01;3
"370";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;10;1,6183794;1,167853;0,9620102;1,6443605;0;0;0,5517961;2,7404027;0,0454587;27,7915039;0,0005739;4,5663915;NA;NA;NA;NA;2013-10-01;3
"371";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;11;1,6106544;1,1624572;1,0783169;1,851956;0;0;0,7015671;2,8797903;0,028572;26,0921078;0,0002329;3,8399246;NA;NA;NA;NA;2013-11-01;3
"372";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2013;12;1,0392342;0,7501405;0,8176672;1,4051232;0,0028139;0,0027914;0,6258144;2,3316205;0,01361;14,6183319;0,0001129;2,187258;NA;NA;NA;NA;2013-12-01;3
"373";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;1;1,0361439;0,7479324;1,0065602;1,7246107;0,0198843;0,0170642;0,9519069;2,7531288;0,0234294;12,7769613;6,65e-05;1,7495117;NA;NA;NA;NA;2014-01-01;3
"374";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;2;1,575426;1,1371655;1,9214616;3,2692616;0,1082905;0,0829067;2,2840846;5,1092124;0,0355797;14,32411;3,49e-05;1,5942852;NA;NA;NA;NA;2014-02-01;3
"375";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;3;1,5133696;1,0922688;1,8144169;3,0609188;0,1086395;0,098419;2,1196182;5,2565136;0,051097;12,9583731;4,31e-05;0,9780615;NA;NA;NA;NA;2014-03-01;3
"376";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;4;0,5540148;0,3998184;0,5541874;0,931612;0;0;0,5252588;1,4381652;0,0239478;7,1520691;9,07e-05;0,5626027;NA;NA;NA;NA;2014-04-01;3
"377";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;5;0,7625172;0,5501472;0,5887146;0,9878091;0;0;0,4117311;1,3402609;0,0407855;13,1900845;0,0003601;0,9460198;NA;NA;NA;NA;2014-05-01;3
"378";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;6;0;0;0;0;0;0;0;0;0;0;9,07e-05;0;NA;NA;NA;NA;2014-06-01;3
"379";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;7;0;0;0;0;0;0;0;0;0;0;3,21e-05;0;NA;NA;NA;NA;2014-07-01;3
"380";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;8;0;0;0;0;0;0;0;0;0;0;2,11e-05;0;NA;NA;NA;NA;2014-08-01;3
"381";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;9;0;0;0;0;0;0;0;0;0;0;1,65e-05;0;NA;NA;NA;NA;2014-09-01;3
"382";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;10;2,2564883;1,6296824;1,4848357;2,529129;0;0;0,9449927;3,9816213;0,0606304;37,6681519;0,0002657;7,4280052;NA;NA;NA;NA;2014-10-01;3
"383";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;11;2,6321239;1,9012848;2,2395747;3,7919478;0,0160495;0,0183137;1,8516409;6,4581876;0,0431014;35,9170723;0,0001134;5,6618447;NA;NA;NA;NA;2014-11-01;3
"384";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2014;12;2,486062;1,795754;2,688488;4,5157843;0,0567822;0,0624362;2,8417253;8,9237337;0,0471676;21,8803368;4,78e-05;2,6728446;NA;NA;NA;NA;2014-12-01;3
"385";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;1;0,6485934;0,4684713;0,6835885;1,1434761;0,0130219;0,0150888;0,7014351;2,0913444;0,0265765;6,6827188;5,99e-05;0,6494707;NA;NA;NA;NA;2015-01-01;3
"386";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;2;1,1487863;0,829636;1,2828962;2,1297951;0,0486324;0,0453812;1,4006758;3,0326211;0,0481884;13,8636875;6,42e-05;0,9269168;NA;NA;NA;NA;2015-02-01;3
"387";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;3;0,6408312;0,4627436;0,6465389;1,0689123;0,0216752;0,0231345;0,6351349;1,3544886;0,037406;9,3072042;9,32e-05;0,5527775;NA;NA;NA;NA;2015-03-01;3
"388";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;4;0,4173453;0,3013536;0,3567522;0,5902243;0;0;0,2854617;0,763165;0,0141633;6,5913091;0,000159;0,5008041;NA;NA;NA;NA;2015-04-01;3
"389";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;5;0;0;0;0;0;0;0;0;0;0;5,5e-05;0;NA;NA;NA;NA;2015-05-01;3
"390";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;6;0;0;0;0;0;0;0;0;0;0;1,31e-05;0;NA;NA;NA;NA;2015-06-01;3
"391";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;7;0;0;0;0;0;0;0;0;0;0;6,8e-06;0;NA;NA;NA;NA;2015-07-01;3
"392";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;8;0;0;0;0;0;0;0;0;0;0;2,9e-06;0;NA;NA;NA;NA;2015-08-01;3
"393";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;9;0;0;0;0;0;0;0;0;0;0;1,9e-06;0;NA;NA;NA;NA;2015-09-01;3
"394";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 3.csv";2015;10;0,1839276;0,1329411;0,1143521;0,1928332;0;0;0,0682502;0,3349414;8,71e-05;2,6122868;0,0001183;1,1070219;NA;NA;NA;NA;2015-10-01;3
