"";"Ca";"Mg";"K";"Na";"NH4";"Al";"group_id";"Date"
"1";914,7248535;689,1949463;228,2885437;19,5251694;0,0271072;453,7688904;"1";2005-01-01
"2";914,9625244;688,5906982;227,9079742;17,323103;0,0219939;454,526886;"1";2005-02-01
"3";915,1445312;687,9077759;226,9988403;15,779686;0,0013629;455,1040344;"1";2005-03-01
"4";915,0670776;687,1161499;226,0379791;14,2828522;7,62e-05;455,6177979;"1";2005-04-01
"5";913,7097168;685,824585;223,9083099;12,9994411;1e-07;456,1037598;"1";2005-05-01
"6";913,6132202;685,1000366;223,0682983;12,2256241;0;456,1833191;"1";2005-06-01
"7";911,2975464;683,7954712;222,120697;11,9325085;0;457,436615;"1";2005-07-01
"8";911,6633911;683,7855225;221,5447388;12,4355526;0;456,9305725;"1";2005-08-01
"9";912,6661377;683,6473389;221,8222046;12,918622;0,0448464;456,377533;"1";2005-09-01
"10";914,2520142;683,7452393;222,0459595;12,3739729;0,0203236;455,866272;"1";2005-10-01
"11";915,3613281;684,1990967;220,4362946;12,2017231;0,0004879;455,6588745;"1";2005-11-01
"12";914,7173462;683,302002;219,4369812;11,883173;2,82e-05;456,4586487;"1";2005-12-01
"13";913,8128052;682,2058105;217,8952332;11,3331404;0,0010208;457,4064026;"1";2006-01-01
"14";913,2139893;681,2149658;217,5205383;9,7639523;0,0001018;458,5362244;"1";2006-02-01
"15";912,6265259;680,1751099;216,6483917;9,1344213;6,1e-06;459,3200378;"1";2006-03-01
"16";911,7144775;679,0526733;215,7344971;8,5794506;3e-07;460,0491943;"1";2006-04-01
"17";909,4298096;677,4981689;213,6832428;7,6881485;0;460,8558044;"1";2006-05-01
"18";908,8342896;676,6279907;212,9389038;7,1644478;0;461,1158142;"1";2006-06-01
"19";906,4064941;675,2799683;212,0034943;7,0407791;0;462,393158;"1";2006-07-01
"20";906,8985596;675,3609619;211,4307404;7,3808818;0;461,8399963;"1";2006-08-01
"21";908,1321411;675,4300537;211,7986145;7,0961542;0,0471141;461,325531;"1";2006-09-01
"22";909,2390747;675,4137573;212,1424866;7,3155451;0,014731;460,8165588;"1";2006-10-01
"23";909,81604;675,5714722;210,5973053;8,5048523;0,0003418;460,5919495;"1";2006-11-01
"24";908,7501831;674,4168701;209,6585999;8,8437395;1,98e-05;461,5035706;"1";2006-12-01
"25";906,9266968;673,0415649;208,1622772;9,0388746;0,0011478;462,723114;"1";2007-01-01
"26";905,7084961;671,8267822;207,8548584;8,5005455;0,0001085;463,9024353;"1";2007-02-01
"27";904,5056763;670,5744019;207,0685425;8,5068636;5,9e-06;464,8510132;"1";2007-03-01
"28";903,2058105;669,3042603;206,2686768;8,1132364;3e-07;465,7732239;"1";2007-04-01
"29";900,4406128;667,6068115;204,3784027;7,7801709;0;466,6785583;"1";2007-05-01
"30";899,6678467;666,7142334;203,7753296;7,3570051;0;466,9828491;"1";2007-06-01
"31";897,2901611;665,4119873;202,8777161;7,2377772;0;468,2217712;"1";2007-07-01
"32";897,8267212;665,5278931;202,3134918;7,5958934;0;467,6318054;"1";2007-08-01
"33";899,0074463;665,6445923;202,7781067;7,3262248;0,0488358;467,0953979;"1";2007-09-01
"34";900,1090698;665,6867676;203,2670441;7,3967972;0,012866;466,5881958;"1";2007-10-01
"35";901,2626953;666,0426025;201,9595795;6,6462126;0,0003192;466,5146484;"1";2007-11-01
"36";899,4962769;664,6430054;201,0413208;8,4349871;1,75e-05;467,4040833;"1";2007-12-01
"37";897,9133301;663,2926025;199,7528687;7,2861743;0,0126073;468,9154053;"1";2008-01-01
"38";896,5076294;661,9592896;199,5312958;6,6380057;0,0011144;470,2917175;"1";2008-02-01
"39";895,0664673;660,5941162;198,8367615;6,922174;5,84e-05;471,3208923;"1";2008-03-01
"40";893,5671997;659,230896;198,1300964;6,4456234;3,1e-06;472,4142761;"1";2008-04-01
"41";890,6801147;657,4866943;196,3845367;6,0405974;0;473,4179688;"1";2008-05-01
"42";889,7697754;656,5909424;195,8894806;5,7845697;0;473,7214966;"1";2008-06-01
"43";887,4009399;655,3057861;195,0089874;5,7104731;0;474,9425049;"1";2008-07-01
"44";887,9804688;655,4538574;194,4454956;6,027894;0;474,3397827;"1";2008-08-01
"45";888,6685791;655,3891602;195,013031;6,903101;0,0453974;473,7145386;"1";2008-09-01
"46";889,8942261;655,5494995;195,5662842;6,7238126;0,0074084;473,1689758;"1";2008-10-01
"47";890,0822754;655,6057129;194,3223724;8,1412992;0,0001721;473,0135803;"1";2008-11-01
"48";888,4990234;654,2734985;193,536377;8,5695887;9,1e-06;474,2223816;"1";2008-12-01
"49";886,7363281;652,8029175;192,2688751;8,8074532;4e-07;475,5016479;"1";2009-01-01
"50";885,3514404;651,4935913;192,1417084;7,5017152;0;477,0760193;"1";2009-02-01
"51";883,9893188;650,1635132;191,5727234;7,1985064;0;478,2434692;"1";2009-03-01
"52";882,3410645;648,7637939;190,9506531;6,8299346;0;479,3838196;"1";2009-04-01
"53";879,3181763;646,973999;189,2716827;6,1047106;0;480,5827637;"1";2009-05-01
"54";878,2651367;646,0102539;188,8400574;5,6890769;0;481,039093;"1";2009-06-01
"55";875,9501953;644,7783813;187,9748688;5,6323485;0;482,2008057;"1";2009-07-01
"56";876,5672607;644,9500732;187,4046783;5,9352741;0;481,5855103;"1";2009-08-01
"57";877,678833;645,098877;188,0247498;5,7261024;0,048971;481,0325012;"1";2009-09-01
"58";878,5994873;645,1367798;188,6600952;6,0363512;0,0048071;480,5142517;"1";2009-10-01
"59";878,7593994;645,1536865;187,5235748;7,5677691;0,0001111;480,3743896;"1";2009-11-01
"60";877,1796875;643,7787476;186,8290405;7,9903398;6,1e-06;481,6221008;"1";2009-12-01
"61";874,9160767;642,243042;185,6453552;8,3157148;3e-07;483,1103821;"1";2010-01-01
"62";873,1756592;640,8127441;185,5695648;7,7891169;0;484,6535339;"1";2010-02-01
"63";871,5123901;639,4024048;185,0715332;7,844738;0;485,8907166;"1";2010-03-01
"64";869,7253418;637,9493408;184,5244904;7,468411;0;487,1326904;"1";2010-04-01
"65";867,2937622;636,114563;182,9430695;7,1712279;0;488,3065491;"1";2010-05-01
"66";866,2302246;635,1751099;182,5944519;6,7797146;0;488,7470703;"1";2010-06-01
"67";863,9672852;633,986084;181,7478333;6,6982799;0;489,8792114;"1";2010-07-01
"68";864,6065674;634,1734619;181,1779175;7,0511589;0;489,234436;"1";2010-08-01
"69";865,7316284;634,3604126;181,8542328;6,8114128;0,0497523;488,6634521;"1";2010-09-01
"70";866,6994019;634,432373;182,5788116;6,9140091;0,0048678;488,1585999;"1";2010-10-01
"71";867,4464111;634,6016846;181,570816;6,2310829;0,0001186;488,2615356;"1";2010-11-01
"72";865,2964478;633,0386963;180,8778381;8,0004559;6,2e-06;489,4465027;"1";2010-12-01
"73";863,427063;631,5916138;179,8471222;6,8868575;0,007373;491,1738892;"1";2011-01-01
"74";861,6582642;630,1130981;179,8230896;6,2384911;0,0006183;492,8155518;"1";2011-02-01
"75";859,8886719;628,6397095;179,3725586;6,5360823;3,12e-05;494,0719299;"1";2011-03-01
"76";858,0445557;627,1511841;178,8769379;6,0645571;1,6e-06;495,4087219;"1";2011-04-01
"77";856,2307129;625,319458;177,3872528;5,6783681;0;496,6109009;"1";2011-05-01
"78";855,1168823;624,3987427;177,0979156;5,438848;0;497,0158081;"1";2011-06-01
"79";852,8528442;623,2127075;176,2617035;5,3873324;0;498,1524353;"1";2011-07-01
"80";853,5317993;623,4293823;175,6954193;5,7038736;0;497,4972534;"1";2011-08-01
"81";854,2028198;623,4375;176,4332428;6,5973639;0,0443174;496,8313293;"1";2011-09-01
"82";855,3348999;623,6242676;177,1716461;6,4370117;0,0042574;496,285553;"1";2011-10-01
"83";855,2600098;623,5792847;176,2188568;7,8829021;9,81e-05;496,2532349;"1";2011-11-01
"84";853,4446411;622,1691284;175,627533;8,2829885;5e-06;497,6598206;"1";2011-12-01
"85";851,4950562;620,6524048;174,6014252;8,5171785;2e-07;499,1044312;"1";2012-01-01
"86";849,8394165;619,2368164;174,6318512;7,1914911;0;500,8993225;"1";2012-02-01
"87";848,2443237;617,8372803;174,2660217;6,8919511;0;502,2472534;"1";2012-03-01
"88";846,3500366;616,3532715;173,8266449;6,5225697;0;503,5757751;"1";2012-04-01
"89";844,5523682;614,6135254;172,3830109;5,8131332;0;504,9219971;"1";2012-05-01
"90";843,3602295;613,6375122;172,129303;5,4108257;0;505,4656982;"1";2012-06-01
"91";841,166687;612,5038452;171,3123779;5,3729415;0;506,5462646;"1";2012-07-01
"92";841,875;612,7389526;170,7488098;5,6761565;0;505,8812256;"1";2012-08-01
"93";842,9813232;612,9486694;171,506424;5,4830184;0,0460103;505,2962341;"1";2012-09-01
"94";843,8168945;613,0014648;172,2904968;5,8061166;0,0045086;504,7850037;"1";2012-10-01
"95";843,7734375;612,942688;171,4009857;7,3581839;0,0001038;504,7486267;"1";2012-11-01
"96";842,0202637;611,5181274;170,8721313;7,7577233;5,5e-06;506,154541;"1";2012-12-01
"97";839,894104;610,151001;169,9695892;8,1900263;2e-07;507,5170288;"1";2013-01-01
"98";837,9360962;608,6383667;170,0242462;7,610456;0;509,2588501;"1";2013-02-01
"99";836,1065674;607,1901245;169,7032776;7,6453032;0;510,6417542;"1";2013-03-01
"100";834,140564;605,6826782;169,313385;7,2540469;0;512,0385742;"1";2013-04-01
"101";832,2050171;603,9952393;168,4492645;6,9551215;0;513,3405151;"1";2013-05-01
"102";831,0496826;603,055603;168,2529602;6,569737;0;513,8498535;"1";2013-06-01
"103";828,897583;601,9501953;167,4512177;6,5044055;0;514,9182739;"1";2013-07-01
"104";829,6288452;602,2021484;166,8927765;6,8629684;0;514,2216797;"1";2013-08-01
"105";830,7640991;602,4475708;167,6829529;6,6372781;0,0458437;513,6175537;"1";2013-09-01
"106";831,6443481;602,5169678;168,5269928;6,7447128;0,0044787;513,1339722;"1";2013-10-01
"107";832,1948853;602,5961914;167,704483;6,0659499;0,0001081;513,3771973;"1";2013-11-01
"108";829,9265137;601,0153198;167,1618652;7,8125896;5,5e-06;514,6824341;"1";2013-12-01
"109";827,9613037;599,5567017;166,2961426;6,6992288;0,0036256;516,526062;"1";2014-01-01
"110";826,0299072;598,0227661;166,3852539;6,0393443;0,0002945;518,3108521;"1";2014-02-01
"111";824,1381836;596,5297241;166,0841827;6,3362517;1,45e-05;519,6817017;"1";2014-03-01
"112";822,1497803;594,9984741;165,7187805;5,8615031;7e-07;521,1482544;"1";2014-04-01
"113";820,2938843;593,333252;165,1749573;5,4819994;0;522,4452515;"1";2014-05-01
"114";819,1173706;592,4181519;165,0124359;5,2495089;0;522,9055176;"1";2014-06-01
"115";816,9650269;591,3139038;164,2151489;5,2105012;0;523,9787598;"1";2014-07-01
"116";817,7318726;591,5912476;163,6595917;5,5300388;0;523,2727051;"1";2014-08-01
"117";818,4326782;591,6630249;164,4933167;6,435008;0,0402277;522,5664673;"1";2014-09-01
"118";819,4981689;591,8488159;165,3305359;6,280386;0,0038633;522,0388184;"1";2014-10-01
"119";819,2718506;591,7423096;164,5455322;7,7214437;8,82e-05;522,1199341;"1";2014-11-01
"120";817,3601685;590,3165894;164,0702362;8,0977135;4,4e-06;523,638916;"1";2014-12-01
"121";815,3494873;588,8082275;163,1889343;8,3237572;2e-07;525,1760254;"1";2015-01-01
"122";813,5762329;587,3585205;163,311554;6,9878764;0;527,0835571;"1";2015-02-01
"123";811,874939;585,9391479;163,0635223;6,6869345;0;528,5387573;"1";2015-03-01
"124";809,8654175;584,4239502;162,7306976;6,3150496;0;529,9772339;"1";2015-04-01
"125";808,0180664;582,7438965;162,2125854;5,6100574;0;531,4307251;"1";2015-05-01
"126";806,7963867;581,7897949;162,0649719;5,2193251;0;532,0046387;"1";2015-06-01
"127";804,6748657;580,7106323;161,2770538;5,1895938;0;533,055542;"1";2015-07-01
"128";805,4737549;581,0082397;160,7238312;5,4966769;0;532,333374;"1";2015-08-01
"129";806,6135864;581,2739868;161,5610962;5,3163395;0,0421489;531,7113037;"1";2015-09-01
"130";807,3893433;581,3236084;162,4261169;5,6435986;0,0041208;531,2189331;"1";2015-10-01
"131";807,2370605;581,2260742;161,6717377;7,1990685;9,39e-05;531,2728882;"1";2015-11-01
"132";805,4118042;579,7952881;161,23526;7,5819745;4,9e-06;532,7741699;"1";2015-12-01
"133";802,9559937;578,2420654;160,3730316;7,8912244;2e-07;534,4971924;"1";2016-01-01
"134";800,928772;576,7255249;160,5124664;7,3382812;0;536,2981567;"1";2016-02-01
"135";799,0328369;575,2792969;160,290741;7,3901587;0;537,7548218;"1";2016-03-01
"136";796,9857788;573,7602539;159,9879761;7,0063934;0;539,2297363;"1";2016-04-01
"137";795,0072632;572,0672607;159,5159607;6,7138629;0;540,6149902;"1";2016-05-01
"138";793,8258057;571,1485596;159,4050446;6,3404818;0;541,1524658;"1";2016-06-01
"139";791,7403564;570,09729;158,6253204;6,2847948;0;542,1900024;"1";2016-07-01
"140";792,5621338;570,4098511;158,0733337;6,647717;0;541,4354858;"1";2016-08-01
"141";793,7350464;570,7069702;158,9303436;6,4372473;0,0427694;540,7935181;"1";2016-09-01
"142";794,5423584;570,756897;159,8397217;6,5466385;0,0041611;540,3502808;"1";2016-10-01
"143";794,9630737;570,7727051;159,115509;5,884479;9,89e-05;540,7175903;"1";2016-11-01
"144";792,6552734;569,2062988;158,6564331;7,6266165;4,9e-06;542,0924072;"1";2016-12-01
"145";790,6304932;567,741394;157,8745117;6,5141206;0,0013671;544,039856;"1";2017-01-01
"146";788,6192017;566,1887207;158,0266571;5,8538227;0,0001082;545,9107056;"1";2017-02-01
"147";786,6912842;564,7115479;157,8109741;6,1583667;5,2e-06;547,3366699;"1";2017-03-01
"148";784,6509399;563,1803589;157,520874;5,6874657;3e-07;548,8666382;"1";2017-04-01
"149";782,7172241;561,5026855;157,0762634;5,3092065;0;550,246582;"1";2017-05-01
"150";781,5401611;560,6173706;156,9897614;5,0854931;0;550,7200928;"1";2017-06-01
"151";779,4579468;559,5662842;156,214386;5,0531559;0;551,7622681;"1";2017-07-01
"152";780,3131714;559,9026489;155,6672668;5,3768311;0;550,9989624;"1";2017-08-01
"153";781,0668945;560,0344849;156,5583801;6,2923875;0,0379867;550,2473755;"1";2017-09-01
"154";782,0710449;560,2019043;157,4502869;6,1381922;0,0036331;549,7556152;"1";2017-10-01
"155";781,7615967;560,0649414;156,7623901;7,573545;8,21e-05;549,9330444;"1";2017-11-01
"156";779,8059692;558,6430664;156,3517456;7,9295645;4e-06;551,5374756;"1";2017-12-01
"157";777,7848511;557,1623535;155,5542755;8,1502542;2e-07;553,1392212;"1";2018-01-01
"158";775,9567871;555,7059937;155,729599;6,8096356;0;555,1173096;"1";2018-02-01
"159";774,218689;554,2959595;155,5507507;6,5118003;0;556,633606;"1";2018-03-01
"160";772,1812744;552,7941284;155,2829285;6,1447291;0;558,1143799;"1";2018-04-01
"161";770,3079834;551,1211548;154,8541412;5,4444046;0;559,6222534;"1";2018-05-01
"162";769,0759277;550,1870117;154,7688141;5,0605464;0;560,2194824;"1";2018-06-01
"163";767,0233154;549,1607056;153,9992676;5,0372262;0;561,2377319;"1";2018-07-01
"164";767,9127197;549,5181274;153,4533234;5,3489323;0;560,4588013;"1";2018-08-01
"165";769,09729;549,8310547;154,3388672;5,1793923;0,0407616;559,7998047;"1";2018-09-01
"166";769,8141479;549,8613892;155,2494354;5,5058551;0,0039645;559,3494263;"1";2018-10-01
